p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
10,3,200,19,46,Elliptical,wls,1,0,0.318531078,0.446438237,0.296301145,0.473,0.473,0.473,0.014860403,0.019096286,0.017848123,0.557108468,0.527718666,0.519191268,0.520085265,0.527394706,0.524056706,0.526142012,0.518589166,0.537187468,0.607801029,0.473807719,0.552665903,0.518178688,0.48942328,0.537649718,0.493521638,0.000284893,0.000234112,-0.000215214,-0.323344909,-0.326859172,-0.323395258,-0.326419201,-0.328295258,-0.326125645,-0.32884163,-0.324439541,-0.323485083,-0.307797301,-0.30366423,-0.323635022,-0.310956179,-0.309970818,-0.320225112,-0.317963001,-0.235822933,-0.253708532,-0.261268097,-0.301308947,-0.310850018,-0.340053952,-0.285678651,-0.303033208,-0.321936299,-0.302681862,-0.30398986,-0.310423265,-0.306353988,-0.301191924,-0.302092208,-0.287653239,-0.32540201,-0.283956298,-0.292316457
10,3,200,19,46,Elliptical,fites,1,NA,0.049797773,0.242964524,0.199163635,0.856,0.058,0.003,0.014661081,0.018125766,0.0170849,0.293333493,0.215317306,0.219008924,0.229841853,0.308735838,0.223749818,0.304508558,0.230334779,0.263161704,0.434488861,0.240637072,0.350949135,0.286179903,0.394056819,0.377349672,0.19480047,0.00030342,0.000359115,-3.17E-05,0.011026322,-0.007499717,0.006045734,0.003210269,0.006453094,0.000676172,0.008543354,0.010617105,-0.006459143,0.00191057,-0.00330051,0.007942754,-0.009920757,0.005005788,0.004773817,-0.009031678,0.02790903,0.045411809,0.026149989,-0.124812777,-0.120398086,-0.160257787,-0.191562354,-0.380492998,-0.169205634,-0.386821829,-0.183816457,-0.140936861,-0.134586719,-0.252533392,-0.256745979,-0.148979969,-0.521702208,-0.327632787,-0.184152401
10,3,200,19,46,Elliptical,fiteu,1,NA,0.049797773,0.242964524,0.330655467,0.856,0.204,0.032,0.014661081,0.018125766,0.0170849,0.293333493,0.215317306,0.219008924,0.229841853,0.308735838,0.223749818,0.304508558,0.230334779,0.263161704,0.434488861,0.240637072,0.350949135,0.286179903,0.394056819,0.377349672,0.19480047,0.00030342,0.000359115,-3.17E-05,0.011026322,-0.007499717,0.006045734,0.003210269,0.006453094,0.000676172,0.008543354,0.010617105,-0.006459143,0.00191057,-0.00330051,0.007942754,-0.009920757,0.005005788,0.004773817,-0.009031678,-0.007786319,0.006595858,-0.0118372,-0.274974354,-0.290482856,-0.352625154,-0.379405809,-0.529577026,-0.346483897,-0.535644057,-0.367442241,-0.316203495,-0.278635673,-0.396281679,-0.414645571,-0.303089375,-0.634739601,-0.476216178,-0.359787525
10,3,200,19,46,Elliptical,fitos,1,NA,0.049797773,0.242964524,0.166810164,0.856,0.014,0,0.014661081,0.018125766,0.0170849,0.293333493,0.215317306,0.219008924,0.229841853,0.308735838,0.223749818,0.304508558,0.230334779,0.263161704,0.434488861,0.240637072,0.350949135,0.286179903,0.394056819,0.377349672,0.19480047,0.00030342,0.000359115,-3.17E-05,0.011026322,-0.007499717,0.006045734,0.003210269,0.006453094,0.000676172,0.008543354,0.010617105,-0.006459143,0.00191057,-0.00330051,0.007942754,-0.009920757,0.005005788,0.004773817,-0.009031678,0.103700539,0.131071253,0.107471013,0.198349596,0.267201086,0.281960122,0.256302795,0.027739513,0.207325579,0.015814089,0.218740039,0.27685229,0.19462043,0.064965528,0.149195045,0.218786999,-0.196490313,0.051184869,0.201622012
10,3,200,19,46,Skew,gammaN.model,1,0.94,0.34810878,0.298475727,0.164448458,0.628,0.037,0.002,0.014837625,0.01870583,0.017317922,0.387232441,0.358153534,0.357651967,0.3578272,0.348360069,0.347780477,0.353366408,0.358973055,0.381077292,0.465865237,0.345321857,0.31609757,0.33399151,0.300676417,0.296382705,0.311419706,-0.002866643,-0.003665886,-0.002010782,-0.105406545,-0.125543712,-0.12632775,-0.11346506,-0.120360736,-0.132325219,-0.118378049,-0.117828342,-0.131948963,-0.11633393,-0.100880556,-0.101448078,-0.09540086,-0.105741303,-0.099749786,-0.104672503,-0.056265246,-0.0588449,-0.07017619,-0.17720541,-0.18278803,-0.203895041,-0.211813856,-0.169981849,-0.160303542,-0.202149142,-0.205159676,-0.184372987,-0.141626152,-0.228043591,-0.146137483,-0.218411487,-0.140879161,-0.154781909,-0.211685051
10,3,200,19,46,Skew,gammaN.s,1,0.96,0.306411424,0.35072632,0.175802811,0.412,0.023,0.004,0.015014877,0.018794274,0.017683496,0.445354307,0.423892155,0.424873508,0.421314294,0.41534753,0.419138817,0.423763148,0.431222504,0.451680183,0.508564283,0.400265455,0.386421153,0.395591637,0.344217705,0.352253969,0.368406777,-0.001658203,-0.002249698,-0.000550213,-0.174382588,-0.191816242,-0.187938693,-0.182093374,-0.187856313,-0.197613548,-0.183646257,-0.178991483,-0.202782581,-0.168205261,-0.147192893,-0.163682749,-0.145887944,-0.153469833,-0.153466328,-0.154862214,-0.069408791,-0.064056749,-0.084411091,-0.170935348,-0.177559777,-0.210938648,-0.205769604,-0.168783429,-0.167352409,-0.215279121,-0.23233813,-0.177114289,-0.130795883,-0.263243392,-0.182533425,-0.257952225,-0.139851867,-0.173275582,-0.248653652
10,3,200,19,46,Skew,ridgeI,1,0.99,20.47481715,0.594503783,0.282580683,1,0.257,0.206,0.020097875,0.024562701,0.024109895,0.675725498,0.749795053,0.756260226,0.757993476,0.750016315,0.765090672,0.752275869,0.74501268,0.724553047,0.708216168,0.641069863,0.631234606,0.62923839,0.624409355,0.619152018,0.696758173,-0.014147252,-0.016568993,-0.016905762,-0.361886835,-0.403375736,-0.405401274,-0.407101773,-0.404569747,-0.41157504,-0.406506705,-0.402272537,-0.390799848,-0.360034384,-0.358605443,-0.35696586,-0.354279701,-0.354907274,-0.356846943,-0.387999165,-0.214342946,-0.221418403,-0.250808152,-0.281174767,-0.291257701,-0.323723262,-0.299842612,-0.285649818,-0.274117795,-0.286809779,-0.296687109,-0.280100108,-0.223932922,-0.316912599,-0.286216233,-0.320148477,-0.30543765,-0.279506006,-0.330946642
10,3,200,19,46,Skew,ridgeD,1,0,0.32255497,0.724708315,0.339626582,0.522,0.522,0.522,0.022002394,0.027137363,0.024914257,0.840722501,0.913018962,0.957644747,0.987497249,1.006415483,1.036099045,0.986181227,0.929592199,0.875122498,0.88112927,0.721527548,0.70319762,0.697474138,0.709366107,0.686673209,0.763742168,-0.015988494,-0.01880881,-0.0172492,-0.42577445,-0.461323917,-0.476410403,-0.485298571,-0.489020047,-0.498200098,-0.485484558,-0.469325101,-0.449550868,-0.427007373,-0.388753963,-0.383923244,-0.381045323,-0.386533779,-0.382258665,-0.411144421,-0.286185374,-0.305595157,-0.313108486,-0.35085115,-0.36100051,-0.363396139,-0.329398848,-0.350548356,-0.318196832,-0.3240912,-0.329417313,-0.307339955,-0.2973423,-0.380544452,-0.354186998,-0.372323632,-0.376778159,-0.346373625,-0.386226578
10,3,200,19,46,Skew,gls.model,1,1,0.416043149,0.368800478,0.234744964,0.728,0.034,0.001,0.015613723,0.019314942,0.018102907,0.430526679,0.441696491,0.446526501,0.421613911,0.386718845,0.441331735,0.464289881,0.52815246,0.428731789,0.609443326,0.420780211,0.399518382,0.412587809,0.394287507,0.350079177,0.377892798,-0.000495041,-0.000569062,0.000946292,-0.011767743,-0.016062136,-0.001991241,0.002089472,-0.006174986,-0.017091468,0.01068963,0.012847929,-0.026260309,-0.020258026,-0.004582725,0.005335022,0.002404917,0.001903227,-0.002265858,-0.007575325,-0.044034009,-0.026132186,-0.036313273,-0.588808251,-0.710722639,-0.732585849,-0.712519554,-0.680297113,-0.721182512,-0.743681,-0.772052153,-0.638016428,-0.563471531,-0.724911298,-0.573248966,-0.601055775,-0.705696864,-0.530168931,-0.734335429
10,3,200,19,46,Skew,gls.s,1,1,0.359134928,0.364449579,0.198247203,0.627,0.021,0.001,0.01539261,0.019099366,0.018095123,0.449489928,0.438768937,0.435682138,0.434092026,0.414692321,0.428824418,0.442320106,0.475685763,0.45429619,0.530644597,0.42478533,0.40672064,0.423737215,0.36474901,0.360330959,0.387135326,-0.000384298,-0.000626156,0.000979803,-0.147887486,-0.15934024,-0.151653355,-0.146514319,-0.15281675,-0.164084903,-0.144768914,-0.140928035,-0.17418301,-0.13894802,-0.115866541,-0.132448873,-0.114469925,-0.119184439,-0.121854073,-0.123368939,-0.061439301,-0.047555722,-0.066922143,-0.53392324,-0.648605776,-0.673085285,-0.66933882,-0.639828621,-0.648986559,-0.682315427,-0.706669127,-0.578016021,-0.437225435,-0.696758192,-0.509395038,-0.566774823,-0.634799022,-0.473495663,-0.7049305
10,3,200,19,46,Skew,ls,1,1,705435.9984,3.388174365,0.990622469,1,0.201,0.015,0.015519864,0.019412251,0.018086625,0.665404056,0.779384091,1.40500381,2.38962229,3.553582645,4.814668064,10.91138851,10.56794704,8.772379906,17.74854969,0.438528131,0.545031495,0.418384184,0.56920774,0.365006063,0.378206466,0.000292695,0.000240812,0.000857662,-0.011463365,-0.034341122,-0.001141089,-0.019255884,0.067297553,0.086505778,-0.302290957,-0.062422949,0.305229521,-0.112732851,-0.001947141,-0.002350334,0.002954154,0.005863461,-0.003520247,-0.007472851,-0.928219495,-0.925763431,-0.991473567,-0.993353698,-0.995770506,-0.99789811,-0.998736922,-0.999208692,-0.999426293,-0.999610875,-0.999702284,-0.999722182,-0.999722421,-0.998099118,-0.997285801,-0.999664378,-0.99863447,-0.999557948,-0.999976718
10,3,200,19,46,Skew,wls,1,0,0.32255497,0.724708315,0.339626582,0.522,0.522,0.522,0.022002394,0.027137363,0.024914257,0.840722501,0.913018962,0.957644747,0.987497249,1.006415483,1.036099045,0.986181227,0.929592199,0.875122498,0.88112927,0.721527548,0.70319762,0.697474138,0.709366107,0.686673209,0.763742168,-0.015988494,-0.01880881,-0.0172492,-0.42577445,-0.461323917,-0.476410403,-0.485298571,-0.489020047,-0.498200098,-0.485484558,-0.469325101,-0.449550868,-0.427007373,-0.388753963,-0.383923244,-0.381045323,-0.386533779,-0.382258665,-0.411144421,-0.286185374,-0.305595157,-0.313108486,-0.35085115,-0.36100051,-0.363396139,-0.329398848,-0.350548356,-0.318196832,-0.3240912,-0.329417313,-0.307339955,-0.2973423,-0.380544452,-0.354186998,-0.372323632,-0.376778159,-0.346373625,-0.386226578
10,3,200,19,46,Skew,fites,1,NA,0.049797773,0.369100715,0.239161161,0.748,0.051,0.001,0.015612041,0.019313386,0.018102549,0.430587894,0.442223189,0.447598554,0.423294912,0.387187449,0.441438698,0.464919114,0.529702693,0.429094709,0.608493799,0.421083225,0.399159091,0.412612885,0.394555873,0.350044495,0.377889029,-0.000488274,-0.000559886,0.000945682,-0.006843486,-0.011407142,0.003661465,0.007987993,-0.001073243,-0.011956447,0.015606429,0.01820007,-0.020927903,-0.016154542,-0.005319431,0.006527432,0.002287788,0.001103024,-0.002088668,-0.007585915,-0.046352401,-0.028523633,-0.038707702,-0.202245788,-0.293543307,-0.299986238,-0.275738776,-0.19607304,-0.301105315,-0.320073747,-0.396496569,-0.217966546,-0.268992745,-0.300564306,-0.251182253,-0.298743253,-0.283348291,-0.220068906,-0.304349243
10,3,200,19,46,Skew,fiteu,1,NA,0.049797773,0.369100715,0.339475855,0.748,0.18,0.012,0.015612041,0.019313386,0.018102549,0.430587894,0.442223189,0.447598554,0.423294912,0.387187449,0.441438698,0.464919114,0.529702693,0.429094709,0.608493799,0.421083225,0.399159091,0.412612885,0.394555873,0.350044495,0.377889029,-0.000488274,-0.000559886,0.000945682,-0.006843486,-0.011407142,0.003661465,0.007987993,-0.001073243,-0.011956447,0.015606429,0.01820007,-0.020927903,-0.016154542,-0.005319431,0.006527432,0.002287788,0.001103024,-0.002088668,-0.007585915,-0.076687177,-0.06064054,-0.069702192,-0.313236089,-0.403416713,-0.424564545,-0.388215686,-0.325406273,-0.418601464,-0.445054065,-0.507696916,-0.350634594,-0.379500186,-0.398684859,-0.367813784,-0.393477131,-0.397676874,-0.327277494,-0.40175466
10,3,200,19,46,Skew,fitos,1,NA,0.049797773,0.369100715,0.072210623,0.748,0.07,0.005,0.015612041,0.019313386,0.018102549,0.430587894,0.442223189,0.447598554,0.423294912,0.387187449,0.441438698,0.464919114,0.529702693,0.429094709,0.608493799,0.421083225,0.399159091,0.412612885,0.394555873,0.350044495,0.377889029,-0.000488274,-0.000559886,0.000945682,-0.006843486,-0.011407142,0.003661465,0.007987993,-0.001073243,-0.011956447,0.015606429,0.01820007,-0.020927903,-0.016154542,-0.005319431,0.006527432,0.002287788,0.001103024,-0.002088668,-0.007585915,0.010336284,0.032270491,0.019092517,-0.014831332,-0.083986076,-0.076261854,-0.079730153,0.030672594,-0.078959117,-0.096697321,-0.20215077,0.020442358,-0.057601939,-0.143097039,-0.033718127,-0.115309998,-0.107012897,-0.016663847,-0.153167129
10,3,300,19,46,Norm,gammaN.model,1,1,0.154145304,0.103225894,0.020747032,0.04,0.045,0.027,0.012223074,0.014802428,0.014039531,0.148465898,0.104876584,0.106434314,0.102042773,0.104132632,0.104884548,0.09816075,0.102100836,0.127032131,0.225188764,0.094614966,0.143646334,0.136591048,0.100691966,0.140542541,0.080820869,0.000382221,0.000386406,-0.000419519,-0.002162099,-0.007151052,-0.006198867,-0.007653469,-0.000145755,-0.004538617,-0.004712737,8.03E-06,-0.00836357,0.004308122,-0.003296041,-0.005493392,-0.00845263,-0.007883809,-0.009062345,-0.007980993,0.013229681,0.048441815,0.026194719,0.00623695,0.011944949,-0.067847361,-0.009453028,-0.014566685,-0.028480389,0.009100384,-0.02224328,0.014835811,-0.009825471,0.008382388,-0.005478502,0.011396386,-0.044299519,-0.023835734,0.018400557
10,3,300,19,46,Norm,gammaN.s,1,0.98,0.152841617,0.119286365,0.031568002,0.048,0.053,0.044,0.012399761,0.014954304,0.014243471,0.162604175,0.128337317,0.127714834,0.127138971,0.124815429,0.126523258,0.120068108,0.122202191,0.147936868,0.232556399,0.110185702,0.163681041,0.154580063,0.115803894,0.160559038,0.100136112,0.000404261,0.000330589,-0.000374874,-0.052636103,-0.061166524,-0.061177835,-0.063175461,-0.057734797,-0.060111564,-0.059769801,-0.054339402,-0.063180347,-0.039587186,-0.044107111,-0.057214982,-0.052813303,-0.048782713,-0.055410943,-0.053136759,-0.015109021,0.023204884,-0.003534643,-0.002037575,-0.019880457,-0.079236281,-0.047556213,-0.037532513,-0.048499181,-0.007495688,-0.055799555,-0.003533776,-0.014559171,-0.034841056,-0.039955186,-0.031619812,-0.065676231,-0.067982374,0.001738418
10,3,300,19,46,Norm,ridgeI,1,0.99,14.47116189,0.12315827,0.159730566,1,0.228,0.197,0.012959329,0.01557209,0.015192209,0.166992029,0.127795024,0.131094726,0.127908506,0.127784293,0.12987226,0.120136514,0.123263051,0.148838106,0.243872229,0.115151244,0.175530895,0.164826541,0.120373538,0.168440304,0.104404236,0.000360617,0.000415059,-0.000378621,-0.046016025,-0.054007654,-0.054335289,-0.057284811,-0.05175973,-0.053291915,-0.052856392,-0.048221704,-0.055775439,-0.03465643,-0.042331228,-0.05831054,-0.053399727,-0.046971481,-0.055046711,-0.052602424,-0.120747008,-0.08247733,-0.127706775,-0.132909197,-0.141487635,-0.22338604,-0.173424253,-0.178635254,-0.196430276,-0.138841401,-0.179020434,-0.129956837,-0.148529082,-0.170777856,-0.186182297,-0.175882279,-0.192702683,-0.194209397,-0.141574721
10,3,300,19,46,Norm,ridgeD,1,0,0.19047564,0.12902447,0.197373645,0.282,0.282,0.282,0.013324541,0.016085732,0.015675343,0.175928141,0.136181564,0.140223569,0.135730451,0.136543151,0.13871072,0.128253614,0.13099007,0.156189211,0.254749278,0.11860933,0.180501758,0.16999797,0.123598238,0.173536907,0.106635341,0.000352582,0.000318832,-0.00035046,-0.051654273,-0.061445803,-0.061677501,-0.064212658,-0.059592365,-0.059992197,-0.059519419,-0.054678934,-0.060995114,-0.038663486,-0.043617378,-0.05884801,-0.05481296,-0.048243116,-0.056562645,-0.053379098,-0.153799953,-0.121597663,-0.163818344,-0.178045069,-0.183207756,-0.265584476,-0.210637623,-0.219902782,-0.241705029,-0.184493704,-0.220336582,-0.169976007,-0.191882418,-0.202236695,-0.218813671,-0.208534167,-0.221021646,-0.225016717,-0.169488958
10,3,300,19,46,Norm,gls.model,1,1,0.154145304,0.103225894,0.021628416,0.04,0.045,0.027,0.012223074,0.014802428,0.014039531,0.148465898,0.104876584,0.106434314,0.102042773,0.104132632,0.104884548,0.09816075,0.102100836,0.127032131,0.225188764,0.094614966,0.143646334,0.136591048,0.100691966,0.140542541,0.080820869,0.000382221,0.000386406,-0.000419519,-0.002162099,-0.007151052,-0.006198867,-0.007653469,-0.000145755,-0.004538617,-0.004712737,8.03E-06,-0.00836357,0.004308122,-0.003296041,-0.005493392,-0.00845263,-0.007883809,-0.009062345,-0.007980993,0.013229681,0.048441815,0.026194719,0.00623695,0.011944949,-0.067847361,-0.009453028,-0.014566685,-0.028480389,0.009100384,-0.02224328,0.014835811,-0.009825471,0.008382388,-0.005478502,0.011396386,-0.044299519,-0.023835734,0.018400557
10,3,300,19,46,Norm,gls.s,1,1,0.152811868,0.119288921,0.028731929,0.047,0.05,0.041,0.012400443,0.014962121,0.014237975,0.162628137,0.128374687,0.127644598,0.127164553,0.12475783,0.126460249,0.120103398,0.122255435,0.147999531,0.232634363,0.110192929,0.163620286,0.154561059,0.11579248,0.160543517,0.100155899,0.000404837,0.000330547,-0.000374006,-0.052664617,-0.061164374,-0.061167503,-0.063187417,-0.057708265,-0.060104404,-0.059777123,-0.054333186,-0.063206315,-0.039627026,-0.044121027,-0.057174579,-0.052781086,-0.048791406,-0.055379416,-0.05313627,-0.012213439,0.025723597,-0.000168628,0.009112198,-0.012074748,-0.069434863,-0.035431213,-0.02457493,-0.037137456,0.00153682,-0.046653585,0.007639952,-0.003607555,-0.026480724,-0.030732641,-0.020871288,-0.055648287,-0.060459607,0.010298908
10,3,300,19,46,Norm,ls,1,1,215624.9223,1.834281853,0.989099949,1,0.219,0.045,0.012204161,0.014786159,0.014042876,0.29929208,0.331711884,0.713850535,1.23917998,2.325100992,2.662417756,4.228180357,8.444576124,4.946475442,8.630787877,0.111696161,0.254894275,0.138846822,0.243895559,0.158707565,0.080708604,0.000374521,0.000404515,-0.00042216,-0.005179847,0.005144756,-0.000472504,0.006136413,-0.110069836,0.122279938,0.017479072,-0.352849256,0.296224334,0.040434876,-0.003607529,-0.005143813,-0.00855633,-0.008347907,-0.008831103,-0.008006749,-0.925514942,-0.920477992,-0.991035542,-0.988021313,-0.992218486,-0.996627279,-0.998063108,-0.99881522,-0.999180013,-0.999438673,-0.999558728,-0.999594967,-0.999602879,-0.993898277,-0.995251054,-0.999163774,-0.997361392,-0.999164873,-0.999910513
10,3,300,19,46,Norm,wls,1,0,0.19047564,0.12902447,0.197373645,0.282,0.282,0.282,0.013324541,0.016085732,0.015675343,0.175928141,0.136181564,0.140223569,0.135730451,0.136543151,0.13871072,0.128253614,0.13099007,0.156189211,0.254749278,0.11860933,0.180501758,0.16999797,0.123598238,0.173536907,0.106635341,0.000352582,0.000318832,-0.00035046,-0.051654273,-0.061445803,-0.061677501,-0.064212658,-0.059592365,-0.059992197,-0.059519419,-0.054678934,-0.060995114,-0.038663486,-0.043617378,-0.05884801,-0.05481296,-0.048243116,-0.056562645,-0.053379098,-0.153799953,-0.121597663,-0.163818344,-0.178045069,-0.183207756,-0.265584476,-0.210637623,-0.219902782,-0.241705029,-0.184493704,-0.220336582,-0.169976007,-0.191882418,-0.202236695,-0.218813671,-0.208534167,-0.221021646,-0.225016717,-0.169488958
10,3,300,19,46,Norm,fites,1,NA,0.049797773,0.10310154,0.022212825,0.053,0.062,0.041,0.012223065,0.014799651,0.01403971,0.148381782,0.104492648,0.105891106,0.10184475,0.104071623,0.104624104,0.098034783,0.101866796,0.126540385,0.225218328,0.094686118,0.143483926,0.136608475,0.100793538,0.140505626,0.08082284,0.000382491,0.000387532,-0.000419695,0.00106109,-0.003858328,-0.002816946,-0.004318477,0.003050568,-0.001087711,-0.001384948,0.003241742,-0.004958965,0.007459691,-0.00379466,-0.004650629,-0.008522901,-0.0084214,-0.008957965,-0.007986424,0.01154168,0.046889631,0.024470803,-0.005887269,0.003679517,-0.073834685,-0.023830289,-0.026962267,-0.038517549,-0.001386513,-0.029472711,0.003545107,-0.023423344,0.000675896,-0.012239635,0.00215539,-0.052993732,-0.029856415,0.010681235
10,3,300,19,46,Norm,fiteu,1,NA,0.049797773,0.10310154,0.037190998,0.053,0.063,0.042,0.012223065,0.014799651,0.01403971,0.148381782,0.104492648,0.105891106,0.10184475,0.104071623,0.104624104,0.098034783,0.101866796,0.126540385,0.225218328,0.094686118,0.143483926,0.136608475,0.100793538,0.140505626,0.08082284,0.000382491,0.000387532,-0.000419695,0.00106109,-0.003858328,-0.002816946,-0.004318477,0.003050568,-0.001087711,-0.001384948,0.003241742,-0.004958965,0.007459691,-0.00379466,-0.004650629,-0.008522901,-0.0084214,-0.008957965,-0.007986424,0.000428557,0.035297423,0.012408895,-0.02510572,-0.019495583,-0.098264169,-0.048472877,-0.052581358,-0.063489317,-0.026625994,-0.054952322,-0.02071216,-0.042624508,-0.018408633,-0.033967411,-0.019522547,-0.071446026,-0.051022525,-0.011802929
10,3,300,19,46,Norm,fitos,1,NA,0.049797773,0.10310154,0.047976246,0.053,0.05,0.025,0.012223065,0.014799651,0.01403971,0.148381782,0.104492648,0.105891106,0.10184475,0.104071623,0.104624104,0.098034783,0.101866796,0.126540385,0.225218328,0.094686118,0.143483926,0.136608475,0.100793538,0.140505626,0.08082284,0.000382491,0.000387532,-0.000419695,0.00106109,-0.003858328,-0.002816946,-0.004318477,0.003050568,-0.001087711,-0.001384948,0.003241742,-0.004958965,0.007459691,-0.00379466,-0.004650629,-0.008522901,-0.0084214,-0.008957965,-0.007986424,0.023250562,0.058849038,0.036349289,0.052007264,0.075345446,-0.001659618,0.051746466,0.051244339,0.036042017,0.074937461,0.045693391,0.077613029,0.037769463,0.058104657,0.051416172,0.065795929,0.002102458,0.032880791,0.07874129
10,3,300,19,46,Elliptical,gammaN.model,1,0.97,0.273403693,0.152473593,0.052191984,0.831,0.037,0.005,0.011887716,0.014605694,0.013892317,0.213857584,0.161834547,0.15367145,0.156387196,0.159090477,0.158541206,0.154257588,0.1503772,0.189388993,0.315316066,0.144750761,0.207668242,0.196755316,0.15681856,0.202457239,0.13544012,0.000209214,0.000422025,-0.000572452,-0.044360787,-0.048650426,-0.053946947,-0.052275985,-0.044349169,-0.047085344,-0.047253822,-0.044713699,-0.053887919,-0.046780843,-0.041689978,-0.054454449,-0.05137562,-0.05118248,-0.053374705,-0.050210526,0.002432082,0.020017294,-0.003246589,-0.056488286,-0.061592422,-0.049894367,-0.060918162,-0.080669613,-0.071433473,-0.077591887,-0.042396681,-0.058695016,-0.07472813,-0.040582025,-0.038143017,-0.024637649,-0.105122305,-0.058880601,-0.064178092
10,3,300,19,46,Elliptical,gammaN.s,1,1,0.271207177,0.191099169,0.273142138,0.809,0.028,0.006,0.01220432,0.014930889,0.014298321,0.25520593,0.210878364,0.205012132,0.216177506,0.21009623,0.208408378,0.203663544,0.201743217,0.244849998,0.349741272,0.178553754,0.254934176,0.238231368,0.188642062,0.245024377,0.178288369,0.000209534,0.000313545,-0.000666279,-0.109021104,-0.116797574,-0.123255398,-0.124181014,-0.115078238,-0.116860473,-0.117707672,-0.11269402,-0.124788138,-0.099339366,-0.089432821,-0.118862791,-0.104485722,-0.096402316,-0.107030086,-0.102660665,-0.012532529,0.00934547,-0.019975039,-0.290182106,-0.316107054,-0.295572034,-0.343470845,-0.338364689,-0.328054615,-0.317957046,-0.325308331,-0.312866332,-0.294087952,-0.332917702,-0.294175761,-0.302575662,-0.357139827,-0.326647859,-0.372419764
10,3,300,19,46,Elliptical,ridgeI,1,0.99,14.30387348,0.305375536,0.185496535,1,0.202,0.182,0.011583505,0.014318014,0.013621805,0.370486429,0.349361993,0.35232914,0.366798338,0.354552421,0.351521882,0.34686769,0.344456264,0.368779153,0.418077584,0.326656858,0.386477947,0.371579991,0.335402039,0.378114868,0.341149261,0.000367215,0.000430961,-0.000471644,-0.234415122,-0.238006604,-0.243560742,-0.250973151,-0.241239823,-0.241544052,-0.240703593,-0.237346724,-0.243586839,-0.225210878,-0.227227332,-0.245561905,-0.239626245,-0.230980366,-0.242304825,-0.240824941,-0.116158761,-0.10442528,-0.127442338,-0.170595496,-0.207955448,-0.189917108,-0.208609863,-0.233793562,-0.196645728,-0.175320049,-0.20520631,-0.177212507,-0.164641989,-0.200286758,-0.195023018,-0.191267683,-0.238949968,-0.210376671,-0.210605619
10,3,300,19,46,Elliptical,ridgeD,1,0,0.189923249,0.335550227,0.219699813,0.272,0.272,0.272,0.011929868,0.014696958,0.014006659,0.410310923,0.392243317,0.395751389,0.411875042,0.397786403,0.392612236,0.387976052,0.384536926,0.408411723,0.454040061,0.352992476,0.411217696,0.399138582,0.363480744,0.404589091,0.36785817,0.000351165,0.000210345,-0.000474896,-0.25713995,-0.262152708,-0.26728183,-0.275018072,-0.266404199,-0.264385225,-0.263729881,-0.260135818,-0.265205127,-0.246338703,-0.242951651,-0.2601541,-0.2559047,-0.247724864,-0.258221635,-0.256290293,-0.155558627,-0.142001839,-0.165332467,-0.210951122,-0.249515024,-0.240065427,-0.25897977,-0.253575919,-0.239875311,-0.217302273,-0.242772043,-0.223634477,-0.202459534,-0.226323907,-0.214729878,-0.213259951,-0.260720574,-0.227071261,-0.230167048
10,3,300,19,46,Elliptical,gls.model,1,1,0.31914126,0.177781163,0.113212287,0.861,0.041,0.003,0.012295384,0.015052914,0.014362882,0.23254914,0.186452778,0.163337994,0.202370345,0.196217154,0.235763238,0.1688511,0.166265106,0.214111237,0.369419184,0.163263044,0.237130245,0.230795974,0.176359276,0.238129342,0.155115751,0.000137918,0.000315959,-0.000660908,-0.004711874,-0.008510266,-0.014792359,-0.009058762,0.002240818,0.002489119,-0.007376598,-0.003036097,-0.013566737,-0.011461129,-0.003138904,-0.013607696,-0.013172821,-0.01205252,-0.010993368,-0.008365423,0.00453761,0.025879878,0.00173357,-0.360853673,-0.43327924,-0.391707044,-0.502726227,-0.478831558,-0.570051629,-0.414861393,-0.401256406,-0.400519401,-0.394721077,-0.416947627,-0.394813884,-0.400173608,-0.455640867,-0.425431691,-0.471251021
