p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
10,3,100,19,46,Elliptical,fiteu,1,NA,0.049797773,0.285678006,0.340484998,0.815,0.304,0.067,0.021905993,0.027072194,0.025235969,0.412912317,0.331376969,0.283135631,0.280597543,0.293402485,0.283164108,0.279921435,0.275872824,0.346044209,0.584647124,0.276896574,0.390188119,0.384845415,0.26995211,0.395286986,0.265424115,0.000576302,0.000662625,0.00014715,0.010084335,-0.00026707,-0.016046781,-0.012441423,-0.005759819,-0.008639981,-0.00214549,-0.004394451,-0.01317481,0.011321135,-0.01332734,0.004431418,0.00046211,-0.033134403,-0.016182386,-0.007411738,-0.097629319,-0.08998384,-0.086116429,-0.381929316,-0.451273822,-0.401077912,-0.398065523,-0.417605664,-0.392047005,-0.398556745,-0.372784901,-0.369109021,-0.356626048,-0.362458079,-0.364531913,-0.362592764,-0.351508547,-0.382953105,-0.432365012
10,3,100,19,46,Elliptical,fitos,1,NA,0.049797773,0.285678006,0.360516431,0.815,0.041,0.003,0.021905993,0.027072194,0.025235969,0.412912317,0.331376969,0.283135631,0.280597543,0.293402485,0.283164108,0.279921435,0.275872824,0.346044209,0.584647124,0.276896574,0.390188119,0.384845415,0.26995211,0.395286986,0.265424115,0.000576302,0.000662625,0.00014715,0.010084335,-0.00026707,-0.016046781,-0.012441423,-0.005759819,-0.008639981,-0.00214549,-0.004394451,-0.01317481,0.011321135,-0.01332734,0.004431418,0.00046211,-0.033134403,-0.016182386,-0.007411738,0.099345307,0.09514667,0.114605795,0.257415082,0.344663978,0.478207243,0.510929895,0.464104092,0.484999262,0.461717891,0.4455554,0.399967134,0.339924641,0.397520019,0.434944078,0.433297761,0.395431406,0.364736406,0.327300126
10,3,100,19,46,Skew,gammaN.model,0.999,0.95,0.68150252,0.407371123,0.214988229,0.580580581,0.04004004,0.001001001,0.02086279,0.02615364,0.023879913,0.527896181,0.500943125,0.486052421,0.493800428,0.495420398,0.5117939,0.484640481,0.488449089,0.502531739,0.685033835,0.43554791,0.413879577,0.40785954,0.417718375,0.39751368,0.420074309,-0.00398051,-0.005290855,-0.002501337,-0.149930578,-0.170583652,-0.156710564,-0.159113124,-0.159274652,-0.161095325,-0.182863999,-0.145746154,-0.154496374,-0.143220564,-0.127818475,-0.115590962,-0.120802684,-0.123333674,-0.115175987,-0.124436367,-0.084491606,-0.07752209,-0.076748559,-0.221856432,-0.260701084,-0.265334953,-0.261311127,-0.276018233,-0.297757544,-0.23555813,-0.254872085,-0.211539575,-0.257505952,-0.226198038,-0.184603322,-0.192279483,-0.22681914,-0.208937785,-0.264721216
10,3,100,19,46,Skew,gammaN.s,1,0.97,0.564543743,0.520808514,0.215445905,0.268,0.031,0.001,0.02164292,0.027089115,0.024671882,0.659977672,0.652053613,0.657001266,0.65527096,0.6325,0.664144716,0.640922944,0.630665963,0.656976619,0.776407794,0.532102106,0.562653981,0.533301927,0.511579804,0.519264487,0.537133993,-0.001841818,-0.003146271,0.000132812,-0.27819916,-0.294734457,-0.289462138,-0.28988936,-0.285039805,-0.288472101,-0.305831213,-0.269341378,-0.277110383,-0.251173243,-0.228062435,-0.249219987,-0.239693313,-0.221200763,-0.233064981,-0.226999626,-0.12351335,-0.114507367,-0.101143792,-0.182237357,-0.24295626,-0.276889657,-0.260306804,-0.246705265,-0.287645785,-0.209375314,-0.256101664,-0.220184017,-0.224320094,-0.223529407,-0.200863675,-0.193464862,-0.230543956,-0.207517223,-0.291666341
10,3,100,19,46,Skew,ridgeI,1,0.99,43.29022865,0.918095212,0.413585358,1,0.612,0.53,0.029129326,0.035854553,0.035356618,1.029072123,1.183096039,1.181702015,1.218819065,1.173554235,1.183153621,1.213703015,1.160929821,1.106444823,1.072647109,0.971244614,0.933242296,0.920965061,0.939404644,0.942635749,1.112854305,-0.020594158,-0.024544462,-0.025416847,-0.476065844,-0.523174046,-0.520361426,-0.530797352,-0.518579411,-0.523502179,-0.530718718,-0.518733786,-0.498504449,-0.467567197,-0.465895861,-0.454165262,-0.45279418,-0.458352395,-0.463507006,-0.508172798,-0.371225504,-0.375528071,-0.397028207,-0.368857556,-0.410811062,-0.460144036,-0.421747906,-0.44183188,-0.411133755,-0.423186978,-0.40016725,-0.420361304,-0.366656719,-0.437560947,-0.42272546,-0.42003356,-0.441853841,-0.398965803,-0.468301964
10,3,100,19,46,Skew,ridgeD,1,0,0.996038007,1.360461875,0.568152152,0.959,0.959,0.959,0.035238478,0.042403401,0.039467207,1.604001635,1.813270717,1.923173866,2.038046851,2.082740608,2.086682314,1.990530707,1.849049075,1.670557905,1.557354013,1.199512032,1.119324544,1.118649301,1.171519697,1.141660419,1.365592851,-0.024981172,-0.028700065,-0.027238132,-0.594891233,-0.634873874,-0.649405441,-0.662511276,-0.665908013,-0.668418379,-0.658370865,-0.639440674,-0.612072391,-0.573675009,-0.516574806,-0.495783758,-0.498627867,-0.511822175,-0.509867365,-0.560086229,-0.551218777,-0.551800786,-0.556601443,-0.540339871,-0.551276053,-0.566173741,-0.570594984,-0.597833169,-0.550393225,-0.549781419,-0.571017897,-0.537729042,-0.534536503,-0.607358024,-0.596226781,-0.590757342,-0.608201465,-0.568365534,-0.594684827
10,3,100,19,46,Skew,gls.model,1,1,0.775353371,0.530970378,0.295989396,0.634,0.032,0.001,0.021649052,0.027228803,0.025521352,0.61525572,0.741520981,0.784517834,0.601969675,0.683134997,0.741758715,0.57587648,0.613229069,0.709212609,0.761742478,0.578654465,0.506550921,0.48194282,0.487141438,0.458584437,0.672945338,-0.000593365,-0.001338827,0.001630225,-0.01950252,-0.004868365,0.014297473,-0.016786975,-0.003845547,-0.002197318,-0.027588621,0.016996595,0.011646564,-0.030407442,0.004717622,0.018016298,0.009456379,-0.00736332,0.016504098,0.02438308,-0.031285037,-0.033331793,-0.029021526,-0.602922549,-0.760367801,-0.787566744,-0.717439735,-0.747562349,-0.769440073,-0.708795228,-0.724657496,-0.700541927,-0.51594105,-0.71903868,-0.534359535,-0.519507902,-0.665128731,-0.502062064,-0.788438738
10,3,100,19,46,Skew,gls.s,1,1,0.629114958,0.527511171,0.223531802,0.443,0.025,0,0.021882545,0.027477923,0.025212764,0.667891612,0.655660588,0.670530233,0.662066425,0.632166161,0.690138639,0.63455178,0.639546774,0.680633768,0.77688108,0.536419274,0.565010288,0.531022515,0.51234622,0.516732879,0.576540782,-0.000492977,-0.001621398,0.001739498,-0.258306275,-0.268157056,-0.26187761,-0.263949959,-0.262460364,-0.262161697,-0.280389479,-0.241185667,-0.248942972,-0.231288923,-0.204919503,-0.229623179,-0.219181205,-0.199027796,-0.210512066,-0.199658575,-0.101955862,-0.097777737,-0.08103197,-0.494860158,-0.616086453,-0.656021277,-0.645921266,-0.617355072,-0.663434006,-0.610325994,-0.647700209,-0.581413427,-0.42116216,-0.614689744,-0.427757889,-0.417084668,-0.597051867,-0.415017928,-0.694279634
10,3,100,19,46,Skew,ls,1,1,1846512.572,7.07267207,0.990581058,1,0.212,0.016,0.021641296,0.027200006,0.025542638,1.069899724,1.041061984,1.887670285,3.375997847,5.745381794,11.34490173,11.25575553,17.74075564,66.53338059,10.43439937,0.611905843,0.77049914,0.500195625,0.837863237,0.480705147,0.676011911,0.000901431,0.000177442,0.001462805,0.022883144,0.007668911,0.095240857,0.007048977,-0.008214375,-0.165011578,0.108413672,-0.147049972,-0.701462214,1.4111344,-0.008390549,0.050283907,0.004084606,-0.03921584,0.025546098,0.023762182,-0.927011392,-0.924883199,-0.991440884,-0.994335949,-0.995702289,-0.997974996,-0.998765595,-0.999253376,-0.999550817,-0.999663605,-0.999723608,-0.999772882,-0.999753284,-0.998055862,-0.997409358,-0.999602434,-0.998621476,-0.999537001,-0.999982089
10,3,100,19,46,Skew,wls,1,0,0.996038007,1.360461875,0.568152152,0.959,0.959,0.959,0.035238478,0.042403401,0.039467207,1.604001635,1.813270717,1.923173866,2.038046851,2.082740608,2.086682314,1.990530707,1.849049075,1.670557905,1.557354013,1.199512032,1.119324544,1.118649301,1.171519697,1.141660419,1.365592851,-0.024981172,-0.028700065,-0.027238132,-0.594891233,-0.634873874,-0.649405441,-0.662511276,-0.665908013,-0.668418379,-0.658370865,-0.639440674,-0.612072391,-0.573675009,-0.516574806,-0.495783758,-0.498627867,-0.511822175,-0.509867365,-0.560086229,-0.551218777,-0.551800786,-0.556601443,-0.540339871,-0.551276053,-0.566173741,-0.570594984,-0.597833169,-0.550393225,-0.549781419,-0.571017897,-0.537729042,-0.534536503,-0.607358024,-0.596226781,-0.590757342,-0.608201465,-0.568365534,-0.594684827
10,3,100,19,46,Skew,fites,1,NA,0.049797773,0.532277248,0.304084707,0.703,0.084,0.001,0.021650984,0.027208063,0.025521093,0.617075143,0.744397517,0.789743516,0.603736124,0.686077979,0.744986816,0.578755786,0.616943273,0.709766759,0.760976754,0.579526144,0.505510926,0.482043179,0.48792502,0.458448343,0.672974287,-0.000561869,-0.001303228,0.001627093,-0.009535218,0.00503921,0.025069182,-0.004612291,0.007128374,0.007912998,-0.017488897,0.027911609,0.023701177,-0.022103021,0.00336203,0.020339801,0.009263593,-0.008884431,0.016848541,0.024361849,-0.036285492,-0.037555873,-0.03388562,-0.287569501,-0.456826068,-0.495004166,-0.354977347,-0.4338707,-0.47100776,-0.329742932,-0.346331387,-0.383415139,-0.26797099,-0.352583482,-0.252252581,-0.244900676,-0.281479936,-0.232922591,-0.479027182
10,3,100,19,46,Skew,fiteu,1,NA,0.049797773,0.532277248,0.445793954,0.703,0.275,0.023,0.021650984,0.027208063,0.025521093,0.617075143,0.744397517,0.789743516,0.603736124,0.686077979,0.744986816,0.578755786,0.616943273,0.709766759,0.760976754,0.579526144,0.505510926,0.482043179,0.48792502,0.458448343,0.672974287,-0.000561869,-0.001303228,0.001627093,-0.009535218,0.00503921,0.025069182,-0.004612291,0.007128374,0.007912998,-0.017488897,0.027911609,0.023701177,-0.022103021,0.00336203,0.020339801,0.009263593,-0.008884431,0.016848541,0.024361849,-0.096763398,-0.094227275,-0.096897588,-0.441181774,-0.607154539,-0.639985439,-0.510530114,-0.585641316,-0.610660565,-0.508686709,-0.517385071,-0.544282936,-0.413911258,-0.506944252,-0.430412958,-0.417078033,-0.432743906,-0.406089639,-0.609508355
10,3,100,19,46,Skew,fitos,1,NA,0.049797773,0.532277248,0.092865136,0.703,0.147,0.028,0.021650984,0.027208063,0.025521093,0.617075143,0.744397517,0.789743516,0.603736124,0.686077979,0.744986816,0.578755786,0.616943273,0.709766759,0.760976754,0.579526144,0.505510926,0.482043179,0.48792502,0.458448343,0.672974287,-0.000561869,-0.001303228,0.001627093,-0.009535218,0.00503921,0.025069182,-0.004612291,0.007128374,0.007912998,-0.017488897,0.027911609,0.023701177,-0.022103021,0.00336203,0.020339801,0.009263593,-0.008884431,0.016848541,0.024361849,0.076641973,0.071497437,0.084691891,0.033251404,-0.129239308,-0.179704791,-0.046903538,-0.042577324,-0.161956152,0.045950999,0.014458731,-0.057364423,0.053708108,-0.081643816,0.130959614,0.144833032,-0.006239884,0.1634801,-0.239335067
10,3,200,19,46,Norm,gammaN.model,1,1,0.23163787,0.126114437,0.01514396,0.051,0.052,0.028,0.01504394,0.018412194,0.017057549,0.183208747,0.129961734,0.127494335,0.125247396,0.124355127,0.12815466,0.118953156,0.123193045,0.156784149,0.274433896,0.117206405,0.174018362,0.168931466,0.124203619,0.169815827,0.09969869,0.000522868,0.000279176,-0.000262218,-0.003865149,-0.006953272,-0.006594242,-0.00524712,-0.002172555,-0.004481778,-0.007334388,-0.002074428,-0.006443247,0.002035075,-0.005552499,-0.002199837,-0.010207588,-0.011503122,-0.012084448,-0.009635239,0.007253285,0.030477998,0.033512346,-0.003495138,-0.001985147,-0.047409582,-0.014250511,0.010918336,-0.02694857,0.020725043,-0.00719873,0.003575533,-0.005321212,-0.002097316,-0.000350855,0.001735423,-0.049410843,-0.009321887,0.011747481
10,3,200,19,46,Norm,gammaN.s,1,1,0.229158501,0.153874601,0.024812398,0.056,0.057,0.045,0.015269568,0.018897943,0.01750485,0.209695745,0.166150329,0.167234593,0.16458085,0.162573764,0.166802995,0.159059315,0.158765589,0.190242089,0.296399213,0.142646382,0.205546891,0.195286817,0.150747769,0.203177919,0.133034806,0.000630717,0.000218273,-0.000270121,-0.081247438,-0.085852301,-0.088921806,-0.088293922,-0.084791692,-0.088363786,-0.088855808,-0.082080145,-0.085315998,-0.06714621,-0.065701715,-0.077306463,-0.073605105,-0.071182428,-0.080523298,-0.075528055,-0.02388589,-0.012626005,-0.010520844,0.009705127,-0.0101175,-0.063977824,-0.028211387,-0.013698669,-0.036613585,0.010539945,-0.025053001,-0.008206727,-0.013135868,-0.028388861,-0.030253394,-0.021320467,-0.065186017,-0.049149378,-0.010845077
10,3,200,19,46,Norm,ridgeI,1,0.99,23.32242151,0.16106956,0.229424369,1,0.363,0.34,0.016323743,0.02058103,0.019633894,0.220105528,0.167028934,0.170934752,0.165258871,0.167061731,0.168357972,0.159157103,0.161076974,0.193725424,0.32361089,0.150917221,0.226767212,0.213685264,0.159634681,0.215610793,0.140849614,0.000204944,0.00038974,-5.58E-05,-0.071420541,-0.07515437,-0.07769371,-0.078420427,-0.075482054,-0.075936935,-0.07714136,-0.071719629,-0.071044721,-0.061966457,-0.060201773,-0.077118266,-0.071609191,-0.069666034,-0.079633828,-0.074825639,-0.183826403,-0.187776624,-0.210834944,-0.207117922,-0.211921406,-0.275249659,-0.230386736,-0.234818098,-0.248553312,-0.203069744,-0.231282021,-0.221957886,-0.237036037,-0.24480286,-0.256443582,-0.250472577,-0.260240637,-0.239173833,-0.224098721
10,3,200,19,46,Norm,ridgeD,1,0,0.322497175,0.172882058,0.28537645,0.507,0.507,0.507,0.017016944,0.021952954,0.020680193,0.240070167,0.183936486,0.188176645,0.179560193,0.183682264,0.185315743,0.175153378,0.176610349,0.208265194,0.348136545,0.158516197,0.236586716,0.222796547,0.166246001,0.225465074,0.146591508,0.000239987,0.000379537,2.62E-06,-0.083462939,-0.086948869,-0.089516189,-0.089134229,-0.088220362,-0.086263942,-0.0884534,-0.082600025,-0.079176315,-0.070243337,-0.061668494,-0.077521402,-0.072512806,-0.071967005,-0.082809507,-0.07703978,-0.231435337,-0.252778189,-0.264573299,-0.271792009,-0.277144906,-0.335390093,-0.284408488,-0.292639876,-0.316473182,-0.268073015,-0.293148799,-0.28078527,-0.300050396,-0.297012343,-0.304361871,-0.29663823,-0.302252555,-0.283781163,-0.269413523
10,3,200,19,46,Norm,gls.model,1,1,0.23163787,0.126114437,0.019932104,0.051,0.052,0.028,0.01504394,0.018412194,0.017057549,0.183208747,0.129961734,0.127494335,0.125247396,0.124355127,0.12815466,0.118953156,0.123193045,0.156784149,0.274433896,0.117206405,0.174018362,0.168931466,0.124203619,0.169815827,0.09969869,0.000522868,0.000279176,-0.000262218,-0.003865149,-0.006953272,-0.006594242,-0.00524712,-0.002172555,-0.004481778,-0.007334388,-0.002074428,-0.006443247,0.002035075,-0.005552499,-0.002199837,-0.010207588,-0.011503122,-0.012084448,-0.009635239,0.007253285,0.030477998,0.033512346,-0.003495138,-0.001985147,-0.047409582,-0.014250511,0.010918336,-0.02694857,0.020725043,-0.00719873,0.003575533,-0.005321212,-0.002097316,-0.000350855,0.001735423,-0.049410843,-0.009321887,0.011747481
10,3,200,19,46,Norm,gls.s,1,1,0.229158501,0.153874601,0.030657976,0.056,0.057,0.045,0.015269568,0.018897943,0.01750485,0.209695745,0.166150329,0.167234593,0.16458085,0.162573764,0.166802995,0.159059315,0.158765589,0.190242089,0.296399213,0.142646382,0.205546891,0.195286817,0.150747769,0.203177919,0.133034806,0.000630717,0.000218273,-0.000270121,-0.081247438,-0.085852301,-0.088921806,-0.088293922,-0.084791692,-0.088363786,-0.088855808,-0.082080145,-0.085315998,-0.06714621,-0.065701715,-0.077306463,-0.073605105,-0.071182428,-0.080523298,-0.075528055,-0.02388589,-0.012626005,-0.010520844,0.009705127,-0.0101175,-0.063977824,-0.028211387,-0.013698669,-0.036613585,0.010539945,-0.025053001,-0.008206727,-0.013135868,-0.028388861,-0.030253394,-0.021320467,-0.065186017,-0.049149378,-0.010845077
10,3,200,19,46,Norm,ls,1,1,317002.8114,2.367867279,0.989171611,1,0.219,0.047,0.01500369,0.018401969,0.017062288,0.369973385,0.400236523,0.85050253,1.645025436,2.612364417,3.558574378,4.488602444,8.646834442,6.177447487,14.96139143,0.138975205,0.316631159,0.172491397,0.307609686,0.192575815,0.099774618,0.000487031,0.000336402,-0.000268691,-0.01252164,0.005875188,-0.002163294,-0.049187542,-0.074565253,0.05957477,0.141366151,-0.231333716,0.259798123,-0.240274229,-0.005085555,-0.006112319,-0.009798066,-0.006366034,-0.013514468,-0.00953229,-0.925738541,-0.921688216,-0.990960538,-0.988028474,-0.992100556,-0.996524176,-0.998106576,-0.998758186,-0.999204068,-0.999421997,-0.999555922,-0.99959117,-0.999615355,-0.993978941,-0.995309401,-0.999174113,-0.997441673,-0.999151542,-0.999911165
10,3,200,19,46,Norm,wls,1,0,0.322497175,0.172882058,0.28537645,0.507,0.507,0.507,0.017016944,0.021952954,0.020680193,0.240070167,0.183936486,0.188176645,0.179560193,0.183682264,0.185315743,0.175153378,0.176610349,0.208265194,0.348136545,0.158516197,0.236586716,0.222796547,0.166246001,0.225465074,0.146591508,0.000239987,0.000379537,2.62E-06,-0.083462939,-0.086948869,-0.089516189,-0.089134229,-0.088220362,-0.086263942,-0.0884534,-0.082600025,-0.079176315,-0.070243337,-0.061668494,-0.077521402,-0.072512806,-0.071967005,-0.082809507,-0.07703978,-0.231435337,-0.252778189,-0.264573299,-0.271792009,-0.277144906,-0.335390093,-0.284408488,-0.292639876,-0.316473182,-0.268073015,-0.293148799,-0.28078527,-0.300050396,-0.297012343,-0.304361871,-0.29663823,-0.302252555,-0.283781163,-0.269413523
10,3,200,19,46,Norm,fites,1,NA,0.049797773,0.12593386,0.022246758,0.07,0.088,0.052,0.015041647,0.018412083,0.017057551,0.182931086,0.129427772,0.126682667,0.124649232,0.124570929,0.127909705,0.118542939,0.122646262,0.156320626,0.274557937,0.117340759,0.17380074,0.168964946,0.1244302,0.16975675,0.099699508,0.000523718,0.000280384,-0.000262349,0.001387916,-0.001980166,-0.001539489,-0.000257528,0.002674179,0.00092546,-0.002075085,0.002969678,-0.001468754,0.006925126,-0.00633597,-0.00084587,-0.010317648,-0.012368166,-0.011920303,-0.00964392,0.004889197,0.027892857,0.030926035,-0.020582736,-0.01469212,-0.055307256,-0.031124201,-0.010328477,-0.042475086,0.0064808,-0.015843886,-0.014271944,-0.028116225,-0.014637617,-0.011004678,-0.013070558,-0.062265158,-0.018444555,0.000335013
10,3,200,19,46,Norm,fiteu,1,NA,0.049797773,0.12593386,0.048183402,0.07,0.083,0.052,0.015041647,0.018412083,0.017057551,0.182931086,0.129427772,0.126682667,0.124649232,0.124570929,0.127909705,0.118542939,0.122646262,0.156320626,0.274557937,0.117340759,0.17380074,0.168964946,0.1244302,0.16975675,0.099699508,0.000523718,0.000280384,-0.000262349,0.001387916,-0.001980166,-0.001539489,-0.000257528,0.002674179,0.00092546,-0.002075085,0.002969678,-0.001468754,0.006925126,-0.00633597,-0.00084587,-0.010317648,-0.012368166,-0.011920303,-0.00964392,-0.011713843,0.01087918,0.012875772,-0.049350695,-0.048665405,-0.092275095,-0.068052314,-0.04773207,-0.080539361,-0.029890709,-0.053866334,-0.04969385,-0.057185389,-0.041679208,-0.043620447,-0.044006893,-0.089505203,-0.05089567,-0.033057194
10,3,200,19,46,Norm,fitos,1,NA,0.049797773,0.12593386,0.072545031,0.07,0.064,0.022,0.015041647,0.018412083,0.017057551,0.182931086,0.129427772,0.126682667,0.124649232,0.124570929,0.127909705,0.118542939,0.122646262,0.156320626,0.274557937,0.117340759,0.17380074,0.168964946,0.1244302,0.16975675,0.099699508,0.000523718,0.000280384,-0.000262349,0.001387916,-0.001980166,-0.001539489,-0.000257528,0.002674179,0.00092546,-0.002075085,0.002969678,-0.001468754,0.006925126,-0.00633597,-0.00084587,-0.010317648,-0.012368166,-0.011920303,-0.00964392,0.022612581,0.045378987,0.049301119,0.065977064,0.089643229,0.054044889,0.081221919,0.104071928,0.069777929,0.119697322,0.096068029,0.094057378,0.063387425,0.06831695,0.083082093,0.078804758,0.018051418,0.075761586,0.099098986
10,3,200,19,46,Elliptical,gammaN.model,1,0.97,0.397351491,0.183532517,0.072560484,0.808,0.039,0.001,0.014223876,0.017522231,0.016423375,0.250929403,0.198262177,0.182164845,0.187564118,0.185483883,0.195007833,0.183463479,0.188109667,0.229172271,0.374507201,0.185555281,0.249927699,0.240707477,0.179928529,0.246272354,0.161892124,0.000274283,0.000205879,-0.000194766,-0.050070756,-0.062273208,-0.054887672,-0.058780685,-0.059095708,-0.056560707,-0.058583093,-0.052509145,-0.063447791,-0.051001135,-0.054084722,-0.054594723,-0.05996698,-0.056760168,-0.056149158,-0.061024847,0.01324988,0.0319199,0.02028212,-0.054268152,-0.094160649,-0.071315387,-0.088890661,-0.056070494,-0.114215174,-0.071323019,-0.092857264,-0.086007474,-0.088952657,-0.114259486,-0.071507514,-0.073654585,-0.074805643,-0.088655773,-0.072253372
10,3,200,19,46,Elliptical,gammaN.s,1,1,0.381765256,0.244628756,0.259194786,0.758,0.031,0.001,0.014670301,0.018323268,0.017044303,0.312239312,0.279927367,0.266820073,0.274369443,0.273326342,0.2756985,0.267302038,0.267768774,0.310224566,0.430070121,0.242310539,0.322983622,0.297453574,0.235315594,0.312183392,0.22991524,0.000210409,2.60E-05,-0.00036914,-0.147330059,-0.15867027,-0.158660099,-0.164489183,-0.162221003,-0.160153323,-0.160957343,-0.151769662,-0.163612926,-0.134798783,-0.122376952,-0.14701614,-0.133644643,-0.126878905,-0.14017333,-0.138707449,-0.005939727,-0.001617593,-0.006431238,-0.234353639,-0.319442209,-0.30052073,-0.295611524,-0.289064796,-0.318329321,-0.290740337,-0.333802492,-0.287965711,-0.269316153,-0.374946887,-0.30502004,-0.294319511,-0.324781504,-0.324873419,-0.347624111
10,3,200,19,46,Elliptical,ridgeI,1,0.99,22.40499389,0.393346362,0.239374236,1,0.311,0.276,0.014329593,0.018019874,0.016871775,0.48008623,0.455468226,0.447009549,0.451950395,0.452377494,0.456362433,0.456706864,0.446903639,0.470210197,0.538585454,0.426936083,0.501533203,0.471393372,0.439022546,0.48482036,0.444993594,0.000206337,0.000294927,-0.000177326,-0.289179293,-0.293019172,-0.289574655,-0.293674381,-0.292995867,-0.29435296,-0.296735645,-0.290538506,-0.292525374,-0.275943642,-0.2801788,-0.300504758,-0.288658977,-0.285617618,-0.296118251,-0.295199994,-0.18508091,-0.186247055,-0.196428141,-0.220789104,-0.250898428,-0.275776904,-0.243158734,-0.244877825,-0.266443695,-0.238536127,-0.244591594,-0.248520674,-0.245888222,-0.261172075,-0.25375135,-0.242169588,-0.277206728,-0.230162829,-0.236410494
10,3,200,19,46,Elliptical,ridgeD,1,0,0.318531078,0.446438237,0.296301145,0.473,0.473,0.473,0.014860403,0.019096286,0.017848123,0.557108468,0.527718666,0.519191268,0.520085265,0.527394706,0.524056706,0.526142012,0.518589166,0.537187468,0.607801029,0.473807719,0.552665903,0.518178688,0.48942328,0.537649718,0.493521638,0.000284893,0.000234112,-0.000215214,-0.323344909,-0.326859172,-0.323395258,-0.326419201,-0.328295258,-0.326125645,-0.32884163,-0.324439541,-0.323485083,-0.307797301,-0.30366423,-0.323635022,-0.310956179,-0.309970818,-0.320225112,-0.317963001,-0.235822933,-0.253708532,-0.261268097,-0.301308947,-0.310850018,-0.340053952,-0.285678651,-0.303033208,-0.321936299,-0.302681862,-0.30398986,-0.310423265,-0.306353988,-0.301191924,-0.302092208,-0.287653239,-0.32540201,-0.283956298,-0.292316457
10,3,200,19,46,Elliptical,gls.model,1,1,0.462686448,0.242900822,0.195782308,0.843,0.043,0.001,0.014664486,0.018126438,0.017084716,0.293538,0.215833778,0.218758205,0.229339545,0.307997549,0.223787255,0.303546933,0.231023223,0.263613671,0.434108283,0.240489235,0.351242689,0.286167091,0.393646354,0.377342485,0.194805678,0.000303524,0.000359566,-3.18E-05,0.005825309,-0.012412854,0.001005756,-0.001902137,0.001348045,-0.004757058,0.003097866,0.005707445,-0.01109114,-0.002765412,-0.002532258,0.006611679,-0.009813307,0.005840844,0.004618097,-0.00902307,0.030247624,0.048006115,0.028735661,-0.385909738,-0.39995549,-0.448063583,-0.464178589,-0.59349864,-0.444554629,-0.602829764,-0.473230071,-0.404546927,-0.373568313,-0.515061342,-0.506313126,-0.410149245,-0.702780229,-0.559539135,-0.484132225
10,3,200,19,46,Elliptical,gls.s,1,1,0.381765256,0.244628756,0.091400107,0.758,0.031,0.001,0.014670301,0.018323268,0.017044303,0.312239312,0.279927367,0.266820073,0.274369443,0.273326342,0.2756985,0.267302038,0.267768774,0.310224566,0.430070121,0.242310539,0.322983622,0.297453574,0.235315594,0.312183392,0.22991524,0.000210409,2.60E-05,-0.00036914,-0.147330059,-0.15867027,-0.158660099,-0.164489183,-0.162221003,-0.160153323,-0.160957343,-0.151769662,-0.163612926,-0.134798783,-0.122376952,-0.14701614,-0.133644643,-0.126878905,-0.14017333,-0.138707449,-0.005939727,-0.001617593,-0.006431238,-0.234353639,-0.319442209,-0.30052073,-0.295611524,-0.289064796,-0.318329321,-0.290740337,-0.333802492,-0.287965711,-0.269316153,-0.374946887,-0.30502004,-0.294319511,-0.324781504,-0.324873419,-0.347624111
10,3,200,19,46,Elliptical,ls,1,1,1039933.85,4.287325019,0.990104272,1,0.205,0.025,0.014686304,0.018218314,0.017087269,0.6398195,0.684811885,1.441852664,3.710893958,5.1824404,4.863262143,8.003379768,16.93504752,22.14072731,15.43510224,0.283717678,0.61390482,0.285432231,0.556206405,0.438856859,0.19372809,0.000273327,0.00041093,-3.77E-05,0.010846128,-0.008436367,0.009648613,-0.088718708,-0.015780412,0.257735405,0.382268167,-0.31608798,-0.369521816,0.219670151,-0.006739285,0.020511868,-0.01249347,-0.004614451,0.008564691,-0.009303284,-0.924144286,-0.920897761,-0.990976937,-0.993240557,-0.995316692,-0.997973672,-0.999124373,-0.999411692,-0.999508981,-0.999732272,-0.999745219,-0.999772123,-0.999767796,-0.997046911,-0.997643046,-0.999499873,-0.998587866,-0.999636691,-0.999954418
