p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
5,3,500,14,6,Skew,gls.s,1,1,0.021586586,0.312974498,0.115371924,0.259,0.039,0.025,0.00988672,0.017351976,0.011214874,0.423496155,0.338594498,0.283705819,0.365127921,1.018817323,0.297810547,0.367678526,0.27388643,0.431663566,0.311752575,0.230656044,9.00E-05,-0.002077193,0.000309142,-0.025013597,-0.023733638,-0.036564663,-0.050497148,0.074383205,-0.013256339,-0.025242516,-0.020303604,-0.01312355,-0.01107298,-0.020943738,-0.011928508,-0.040792539,0.019558412,-0.458185141,-0.689597719,-0.609644259,-0.482995304,-0.34147053,-0.699193855,-0.384856713,-0.559848892,-0.42663712,-0.429109375,-0.692075464
5,3,500,14,6,Skew,ls,1,1,1906.240973,0.701236773,0.976289621,1,0.134,0.033,0.00989234,0.017155579,0.011256346,0.639232516,0.578392925,0.828910842,1.404072117,3.826568087,0.410785125,0.401482223,0.335324502,0.597324055,0.509610878,0.247307287,0.000199137,-0.001107978,0.000109404,-0.003750238,0.008030777,-0.031895808,-0.033760805,0.144807301,0.004078474,0.004354638,0.002642981,-0.022910265,0.023559841,-0.006200918,-0.914864287,-0.854152555,-0.946885388,-0.991766715,-0.996300738,-0.997046544,-0.998409875,-0.998802465,-0.997012761,-0.988934994,-0.997394346,-0.991647239,-0.9958921,-0.998944686
5,3,500,14,6,Skew,wls,1,0,0.012521723,0.282326025,0.081646176,0.051,0.051,0.051,0.009951374,0.017852749,0.010995567,0.392053937,0.252258953,0.27985397,0.335096997,0.895192568,0.247881586,0.355698701,0.250266923,0.374453524,0.303656416,0.227351078,-0.001845617,-0.005106013,-0.001582941,-0.097276639,-0.122813786,-0.142574271,-0.138498447,-0.036706757,-0.071582359,-0.104446436,-0.075840219,-0.044595404,-0.08855405,-0.080620129,-0.034784505,-0.062608207,0.012909999,-0.094518374,-0.074499679,-0.092789025,-0.063133416,-0.012368319,-0.138037124,-0.061383725,-0.1650424,-0.075815619,-0.108725779,-0.146430287
5,3,500,14,6,Skew,fites,1,NA,0.049797773,0.335972228,0.158009458,0.273,0.042,0.029,0.009886293,0.017283318,0.011249468,0.447427819,0.349869094,0.289944639,0.370616467,1.081926311,0.375582226,0.40415461,0.325108936,0.466278727,0.320144451,0.234138832,9.64E-05,-0.00208245,0.000351943,0.003945651,-0.004861272,-0.013490988,-0.017400712,0.064902542,0.001048561,0.012442808,0.00106321,-0.023490655,0.022113998,-0.005103462,-0.009207899,-0.035893114,0.019589931,-0.163792169,-0.303331534,-0.159131289,-0.119504041,-0.096814365,-0.396349144,-0.155169986,-0.322402879,-0.130500652,-0.129943039,-0.170502375
5,3,500,14,6,Skew,fiteu,1,NA,0.049797773,0.335972228,0.173897342,0.273,0.046,0.03,0.009886293,0.017283318,0.011249468,0.447427819,0.349869094,0.289944639,0.370616467,1.081926311,0.375582226,0.40415461,0.325108936,0.466278727,0.320144451,0.234138832,9.64E-05,-0.00208245,0.000351943,0.003945651,-0.004861272,-0.013490988,-0.017400712,0.064902542,0.001048561,0.012442808,0.00106321,-0.023490655,0.022113998,-0.005103462,-0.0128747,-0.037848653,0.015473851,-0.181055186,-0.317167275,-0.177159593,-0.143968431,-0.109488921,-0.416869144,-0.181296,-0.348455073,-0.144208139,-0.158847772,-0.189850046
5,3,500,14,6,Skew,fitos,1,NA,0.049797773,0.335972228,0.135897697,0.273,0.053,0.032,0.009886293,0.017283318,0.011249468,0.447427819,0.349869094,0.289944639,0.370616467,1.081926311,0.375582226,0.40415461,0.325108936,0.466278727,0.320144451,0.234138832,9.64E-05,-0.00208245,0.000351943,0.003945651,-0.004861272,-0.013490988,-0.017400712,0.064902542,0.001048561,0.012442808,0.00106321,-0.023490655,0.022113998,-0.005103462,-0.002630187,-0.031777996,0.029327487,-0.14362506,-0.284856501,-0.134175657,-0.080272066,-0.080362564,-0.368134196,-0.116551789,-0.284124771,-0.114497844,-0.088338576,-0.143893058
5,3,1000,14,6,Norm,gammaN.model,1,0.81,0.005986492,0.117992161,0.01698846,0.051,0.05,0.05,0.006985464,0.011871774,0.008081492,0.15905513,0.076499085,0.07968156,0.131957565,0.528735917,0.063336908,0.154532317,0.083497758,0.171331644,0.127646429,0.048677208,0.000221935,3.38E-05,-0.000440566,-0.000786841,-0.003616578,-0.003017126,-0.007598857,0.010081863,-0.001509122,-0.001208661,-7.37E-06,-0.00327241,-0.004510136,-0.001332214,-0.001240118,-0.005444914,0.012568976,0.007957585,-0.036425411,-0.039438834,-0.023627467,-0.027826581,-0.00645441,0.022282842,0.009139799,0.027432801,-0.003943209,0.014055491
5,3,1000,14,6,Norm,gammaN.s,1,1,0.005969434,0.117852489,0.017474996,0.051,0.051,0.05,0.006997794,0.011880773,0.008094845,0.159087465,0.076845145,0.079787143,0.132918865,0.525156909,0.063326457,0.154952497,0.083600119,0.170334601,0.128016868,0.048935363,0.000214509,3.14E-05,-0.000448955,-0.005501386,-0.006517289,-0.006551115,-0.013326615,0.013232498,-0.003264537,-0.007142012,-0.003386427,-0.001848236,-0.009952935,-0.004081668,-0.002579566,-0.005634733,0.011364859,0.016916866,-0.033692763,-0.032267872,-0.019558452,-0.022989839,-0.003003885,0.029852262,0.0128908,0.033424149,0.001911083,0.018562813
5,3,1000,14,6,Norm,ridgeI,1,0.99,0.423881097,0.118151115,0.016427493,1,0.068,0.051,0.006997513,0.011905079,0.008093882,0.159698054,0.076876428,0.080202053,0.132628968,0.525517552,0.063750585,0.155592682,0.08427771,0.170982202,0.128398502,0.049194406,0.000228723,3.11E-05,-0.000446704,-0.004867462,-0.006373896,-0.006557881,-0.012427867,0.012054209,-0.003113533,-0.006868871,-0.00311552,-0.002173549,-0.009984018,-0.003980417,-0.00447375,-0.00942026,0.009343107,0.005983195,-0.038974262,-0.042419514,-0.02377183,-0.025782045,-0.012972024,0.019650393,0.000627452,0.025960163,-0.004693195,0.005913712
5,3,1000,14,6,Norm,ridgeD,1,0,0.006036751,0.118477605,0.016926249,0.049,0.049,0.049,0.007019725,0.011933247,0.008109762,0.160645751,0.077120895,0.080483193,0.132856232,0.526164806,0.063882861,0.156348319,0.08436037,0.171694638,0.128808622,0.049258048,0.000218473,2.44E-05,-0.000453259,-0.004959212,-0.006731673,-0.006696713,-0.012811571,0.013027862,-0.003258514,-0.006614266,-0.003305964,-0.002348067,-0.009717866,-0.004052569,-0.008305454,-0.012436155,0.006745603,-0.000926097,-0.042594727,-0.046819151,-0.026096394,-0.029157159,-0.015522395,0.013480359,-0.000727922,0.020896238,-0.00913779,0.004122037
5,3,1000,14,6,Norm,gls.model,1,1,0.005974336,0.118017916,0.017061037,0.049,0.049,0.048,0.006981665,0.011864516,0.008081262,0.158881359,0.076468459,0.079613358,0.131920854,0.529812781,0.063273916,0.154307987,0.083415494,0.171434429,0.127570295,0.048624457,0.000223166,3.68E-05,-0.000437976,0.000190769,-0.002873526,-0.002158358,-0.006376477,0.009398824,-0.001097131,7.45E-05,0.000770427,-0.003495987,-0.003285375,-0.000691367,0.000453082,-0.003854193,0.013831956,0.012641063,-0.034552235,-0.036281029,-0.020934809,-0.026832498,-0.004467323,0.026277335,0.011484234,0.029349629,-0.002963869,0.019390635
5,3,1000,14,6,Norm,gls.s,1,1,0.005969434,0.117852489,0.017081995,0.051,0.051,0.05,0.006997794,0.011880773,0.008094845,0.159087465,0.076845145,0.079787143,0.132918865,0.525156909,0.063326457,0.154952497,0.083600119,0.170334601,0.128016868,0.048935363,0.000214509,3.14E-05,-0.000448955,-0.005501386,-0.006517289,-0.006551115,-0.013326615,0.013232498,-0.003264537,-0.007142012,-0.003386427,-0.001848236,-0.009952935,-0.004081668,-0.002579566,-0.005634733,0.011364859,0.016916866,-0.033692763,-0.032267872,-0.019558452,-0.022989839,-0.003003885,0.029852262,0.0128908,0.033424149,0.001911083,0.018562813
5,3,1000,14,6,Norm,ls,1,1,352.4684204,0.280420364,0.972191806,1,0.138,0.051,0.006975126,0.011852634,0.008081587,0.178951704,0.190639282,0.344399526,0.547440483,1.80736878,0.064620803,0.161523467,0.084289566,0.252566119,0.208928659,0.058247362,0.000226599,3.81E-05,-0.000440102,0.001751334,-0.004139675,-0.00028678,-0.005275991,0.000266337,-0.001349452,0.001134107,0.000688671,-0.003875753,-0.00359646,-0.000581504,-0.914639778,-0.851286138,-0.947610288,-0.979327871,-0.99196972,-0.995138763,-0.997200896,-0.997950264,-0.986503916,-0.980500204,-0.992659524,-0.986314202,-0.992731792,-0.99685193
5,3,1000,14,6,Norm,wls,1,0,0.006036751,0.118477605,0.016926249,0.049,0.049,0.049,0.007019725,0.011933247,0.008109762,0.160645751,0.077120895,0.080483193,0.132856232,0.526164806,0.063882861,0.156348319,0.08436037,0.171694638,0.128808622,0.049258048,0.000218473,2.44E-05,-0.000453259,-0.004959212,-0.006731673,-0.006696713,-0.012811571,0.013027862,-0.003258514,-0.006614266,-0.003305964,-0.002348067,-0.009717866,-0.004052569,-0.008305454,-0.012436155,0.006745603,-0.000926097,-0.042594727,-0.046819151,-0.026096394,-0.029157159,-0.015522395,0.013480359,-0.000727922,0.020896238,-0.00913779,0.004122037
5,3,1000,14,6,Norm,fites,1,NA,0.049797773,0.118037555,0.017132996,0.05,0.051,0.051,0.006981635,0.011864474,0.008081387,0.158914875,0.076414213,0.079544942,0.131916472,0.529722433,0.063315038,0.154308308,0.083442809,0.171839752,0.127545687,0.04863375,0.000223088,3.71E-05,-0.000438049,0.001235084,-0.001795063,-0.001184963,-0.005511838,0.010820832,-0.001327703,0.000876191,0.000620088,-0.004792853,-0.002669707,-0.000771365,-4.32E-05,-0.004348802,0.013309539,0.008198925,-0.03628172,-0.038506565,-0.024536841,-0.029049593,-0.005097389,0.022854466,0.010613099,0.027410139,-0.00398118,0.015630509
5,3,1000,14,6,Norm,fiteu,1,NA,0.049797773,0.118037555,0.017234192,0.05,0.051,0.049,0.006981635,0.011864474,0.008081387,0.158914875,0.076414213,0.079544942,0.131916472,0.529722433,0.063315038,0.154308308,0.083442809,0.171839752,0.127545687,0.04863375,0.000223088,3.71E-05,-0.000438049,0.001235084,-0.001795063,-0.001184963,-0.005511838,0.010820832,-0.001327703,0.000876191,0.000620088,-0.004792853,-0.002669707,-0.000771365,-0.000738984,-0.004770961,0.012461275,0.007706204,-0.037227921,-0.039246965,-0.025413207,-0.029346468,-0.005760401,0.022373171,0.009600372,0.027170688,-0.004967271,0.014494809
5,3,1000,14,6,Norm,fitos,1,NA,0.049797773,0.118037555,0.016890892,0.05,0.054,0.054,0.006981635,0.011864474,0.008081387,0.158914875,0.076414213,0.079544942,0.131916472,0.529722433,0.063315038,0.154308308,0.083442809,0.171839752,0.127545687,0.04863375,0.000223088,3.71E-05,-0.000438049,0.001235084,-0.001795063,-0.001184963,-0.005511838,0.010820832,-0.001327703,0.000876191,0.000620088,-0.004792853,-0.002669707,-0.000771365,0.000756766,-0.003938827,0.014186205,0.009698214,-0.032908184,-0.035841788,-0.021335947,-0.028047053,-0.002999855,0.024271644,0.014016782,0.028203558,-0.001071947,0.019195725
5,3,1000,14,6,Elliptical,gammaN.model,1,0.61,0.007713271,0.175784565,0.027124208,0.131,0.039,0.035,0.007003063,0.01199332,0.007927675,0.237671629,0.113530943,0.122657718,0.197872735,0.768413779,0.099069613,0.232336689,0.127760724,0.253938622,0.197443161,0.083364238,0.000293683,-0.000125306,-0.000371897,-0.027346105,-0.02951223,-0.025655102,-0.031848645,-0.02149495,-0.022763463,-0.028658406,-0.024703276,-0.006811956,-0.032848326,-0.023658382,-0.018383578,-0.026763782,0.016190479,-0.025198756,-0.013295032,-0.053365622,-0.050150337,-0.03919184,-0.010080665,-0.006090464,-0.008725367,-0.012746786,-0.056904362,-0.042651848
5,3,1000,14,6,Elliptical,gammaN.s,1,0.61,0.007539179,0.175992065,0.026347133,0.115,0.036,0.033,0.007017386,0.011998388,0.007936231,0.238472607,0.114564038,0.123567781,0.199627717,0.762200433,0.099353635,0.23375045,0.129079812,0.252844452,0.199018553,0.084457431,0.000297364,-0.000125612,-0.000364379,-0.031136338,-0.032239558,-0.028736016,-0.036921055,-0.017767968,-0.024235169,-0.033861025,-0.027752202,-0.005453736,-0.037673043,-0.026030417,-0.02057557,-0.027202551,0.01476226,-0.022570069,-0.013210341,-0.052201732,-0.049479727,-0.035034035,-0.007907586,-0.003599169,-0.011505719,-0.009671506,-0.055700954,-0.04543864
5,3,1000,14,6,Elliptical,ridgeI,1,0.97,0.157525396,0.17764124,0.030051014,0.997,0.045,0.044,0.006987137,0.011994551,0.007915756,0.239377952,0.117891962,0.1269063,0.202312509,0.761740168,0.10209309,0.235629609,0.131729893,0.253391411,0.201223831,0.08778319,0.000300148,-0.000169411,-0.000366883,-0.03792022,-0.039422522,-0.036608387,-0.04336454,-0.026347962,-0.031254962,-0.042360917,-0.036008378,-0.011249431,-0.04617776,-0.03311093,-0.018005948,-0.028250648,0.015541581,-0.023018689,-0.022231606,-0.062092294,-0.057778729,-0.033916096,-0.015862782,-0.004638905,-0.014980211,-0.01334199,-0.05601723,-0.055037485
5,3,1000,14,6,Elliptical,ridgeD,1,0,0.005935559,0.178057045,0.031134059,0.039,0.039,0.039,0.00701065,0.012008433,0.007935294,0.240380349,0.118572079,0.127668568,0.20262979,0.761181559,0.102380441,0.237161164,0.13183549,0.253870648,0.201771604,0.08839256,0.000294109,-0.000166998,-0.000368924,-0.039473748,-0.041529463,-0.038862871,-0.0455956,-0.028142385,-0.032187389,-0.043598688,-0.037041808,-0.012043226,-0.047319126,-0.034209769,-0.021937354,-0.030030064,0.01242697,-0.026553122,-0.021361188,-0.062513461,-0.056636617,-0.033581381,-0.015947554,-0.010603484,-0.013483196,-0.016157836,-0.05755968,-0.057084921
5,3,1000,14,6,Elliptical,gls.model,1,1,0.01144159,0.188234713,0.037643753,0.34,0.038,0.031,0.007069627,0.012074932,0.008032358,0.253374296,0.117704288,0.131515362,0.206860539,0.843098971,0.104750906,0.24891985,0.135647255,0.272742712,0.20723662,0.086258263,0.000308538,-8.28E-05,-0.000354475,-0.003873762,-0.007945607,0.000795394,-0.00475747,-0.015718227,-0.004328069,0.001551004,-0.000255762,0.00492805,-0.003215001,-0.002586802,-0.014205923,-0.021708108,0.017439015,-0.365966137,-0.371711852,-0.419077923,-0.379134768,-0.375735033,-0.398800245,-0.367269419,-0.379408632,-0.360773271,-0.387903727,-0.425621911
5,3,1000,14,6,Elliptical,gls.s,1,1,0.011231707,0.18560673,0.030616868,0.331,0.037,0.031,0.007075823,0.012085655,0.008016152,0.251909621,0.117516096,0.129452445,0.206828652,0.818885597,0.103420063,0.24881489,0.134515766,0.267950261,0.206393704,0.085629498,0.000310903,-9.46E-05,-0.000348546,-0.016659859,-0.016855403,-0.009904961,-0.020831774,-0.006376424,-0.009676434,-0.015595227,-0.010455643,0.008032786,-0.01933246,-0.010852288,-0.016699876,-0.023574594,0.017373481,-0.353615428,-0.361143505,-0.403015449,-0.367918423,-0.364702108,-0.386913408,-0.355568065,-0.367750648,-0.351922935,-0.374058742,-0.413867333
5,3,1000,14,6,Elliptical,ls,1,1,947.5899282,0.442630672,0.975246119,1,0.135,0.048,0.007055388,0.012114837,0.008024991,0.281722582,0.298717863,0.572199044,0.860456793,2.81414686,0.107307418,0.265032614,0.137403736,0.399143712,0.333905419,0.099598146,0.000313643,-9.71E-05,-0.000348244,-0.003637455,-0.007013663,-5.00E-06,-0.006449306,-0.008938213,-0.004454801,0.001870584,-0.00054427,0.005219983,-0.002218751,-0.002839582,-0.91557929,-0.85448118,-0.94727431,-0.986797455,-0.994860094,-0.997074907,-0.998217082,-0.998671337,-0.991841959,-0.988124631,-0.995491585,-0.991418691,-0.995459051,-0.998154102
5,3,1000,14,6,Elliptical,wls,1,0,0.005935559,0.178057045,0.031134059,0.039,0.039,0.039,0.00701065,0.012008433,0.007935294,0.240380349,0.118572079,0.127668568,0.20262979,0.761181559,0.102380441,0.237161164,0.13183549,0.253870648,0.201771604,0.08839256,0.000294109,-0.000166998,-0.000368924,-0.039473748,-0.041529463,-0.038862871,-0.0455956,-0.028142385,-0.032187389,-0.043598688,-0.037041808,-0.012043226,-0.047319126,-0.034209769,-0.021937354,-0.030030064,0.01242697,-0.026553122,-0.021361188,-0.062513461,-0.056636617,-0.033581381,-0.015947554,-0.010603484,-0.013483196,-0.016157836,-0.05755968,-0.057084921
5,3,1000,14,6,Elliptical,fites,1,NA,0.049797773,0.188270552,0.038631025,0.343,0.039,0.033,0.007069536,0.012075013,0.008032504,0.253430583,0.117650308,0.131503319,0.206856198,0.842921701,0.104824187,0.248902084,0.135689306,0.273332022,0.207225556,0.086275409,0.000308464,-8.24E-05,-0.000354554,-0.002802824,-0.006866853,0.001759751,-0.003882438,-0.014274972,-0.004563405,0.002369847,-0.000410137,0.003619401,-0.002595456,-0.002666846,-0.014686765,-0.022204596,0.016911804,-0.04751009,-0.023561192,-0.068846005,-0.045019115,-0.063015182,-0.031428739,-0.034890245,-0.027403363,-0.026415172,-0.067602438,-0.051339639
5,3,1000,14,6,Elliptical,fiteu,1,NA,0.049797773,0.188270552,0.047471748,0.343,0.042,0.036,0.007069536,0.012075013,0.008032504,0.253430583,0.117650308,0.131503319,0.206856198,0.842921701,0.104824187,0.248902084,0.135689306,0.273332022,0.207225556,0.086275409,0.000308464,-8.24E-05,-0.000354554,-0.002802824,-0.006866853,0.001759751,-0.003882438,-0.014274972,-0.004563405,0.002369847,-0.000410137,0.003619401,-0.002595456,-0.002666846,-0.016328412,-0.023222008,0.01483011,-0.054512169,-0.037085574,-0.08275929,-0.058984152,-0.067899359,-0.042364516,-0.042835429,-0.043502034,-0.029809802,-0.081248578,-0.069223036
5,3,1000,14,6,Elliptical,fitos,1,NA,0.049797773,0.188270552,0.026201958,0.343,0.042,0.032,0.007069536,0.012075013,0.008032504,0.253430583,0.117650308,0.131503319,0.206856198,0.842921701,0.104824187,0.248902084,0.135689306,0.273332022,0.207225556,0.086275409,0.000308464,-8.24E-05,-0.000354554,-0.002802824,-0.006866853,0.001759751,-0.003882438,-0.014274972,-0.004563405,0.002369847,-0.000410137,0.003619401,-0.002595456,-0.002666846,-0.011204592,-0.019757789,0.021671291,-0.037735217,-0.004023572,-0.049826985,-0.023810405,-0.055886174,-0.016949692,-0.023655937,-0.005433189,-0.021511967,-0.048468117,-0.026892481
5,3,1000,14,6,Skew,gammaN.model,1,0.53,0.007402829,0.201573971,0.05255017,0.119,0.052,0.048,0.006952556,0.011762727,0.008033081,0.26740571,0.175604435,0.188570589,0.23280144,0.712724082,0.170591413,0.252121425,0.159140265,0.265439215,0.211894599,0.158994056,-0.000947657,-0.001861648,-0.000851808,-0.045911985,-0.051262254,-0.05143372,-0.052916633,-0.049895889,-0.028515891,-0.047678931,-0.028007295,-0.024599914,-0.045668896,-0.028784871,-0.00870331,-0.005874139,0.00128292,-0.024063615,-0.089101087,-0.128739439,-0.090713299,-0.008836945,-0.072860868,-0.050089375,-0.046616417,-0.009670603,-0.078114724,-0.121035634
5,3,1000,14,6,Skew,gammaN.s,1,0.5,0.007030167,0.201491423,0.051386912,0.092,0.049,0.048,0.006972038,0.011785693,0.008053124,0.268076423,0.17585838,0.189507327,0.232528554,0.706824772,0.17068893,0.253154214,0.15973421,0.264747001,0.213495795,0.159453455,-0.000946704,-0.001955484,-0.000809918,-0.049073835,-0.053190069,-0.054047945,-0.056599414,-0.047192872,-0.029578122,-0.05170422,-0.030398033,-0.023699281,-0.049521587,-0.030682559,-0.011703371,-0.006525919,-0.00214724,-0.021802936,-0.087830225,-0.129136438,-0.083766466,-0.004397976,-0.071815564,-0.047133514,-0.045786954,-0.008924852,-0.078046409,-0.120398899
5,3,1000,14,6,Skew,ridgeI,1,0.87,0.043378218,0.205301638,0.055604981,0.943,0.057,0.057,0.0070356,0.011851763,0.008120517,0.274256394,0.180805473,0.196144353,0.234489674,0.715706208,0.173163982,0.262231465,0.161582167,0.26755966,0.219435206,0.161840469,-0.001330189,-0.002467925,-0.00122726,-0.062513238,-0.070728298,-0.073268104,-0.072132853,-0.061875049,-0.041861851,-0.067544359,-0.041588278,-0.030923697,-0.063360378,-0.042520463,-0.014336706,-0.005915458,-0.006390064,-0.032199748,-0.098568482,-0.139039202,-0.082710822,-0.012370758,-0.06840498,-0.061009908,-0.039246945,-0.020454899,-0.082760128,-0.115061634
5,3,1000,14,6,Skew,ridgeD,1,0,0.006105524,0.205649259,0.056173416,0.058,0.058,0.058,0.007048089,0.011883978,0.008131907,0.275363761,0.181278174,0.197131679,0.232812905,0.716875682,0.173467538,0.263097413,0.161798056,0.267770606,0.219927964,0.162501869,-0.001343487,-0.002564559,-0.00120777,-0.063472156,-0.073322048,-0.07733361,-0.073036518,-0.064759635,-0.042261432,-0.067998333,-0.041967221,-0.0310072,-0.063815913,-0.042789689,-0.01588286,-0.00700127,-0.00831392,-0.035309737,-0.098875415,-0.135884622,-0.077108716,-0.011134775,-0.069348783,-0.063732709,-0.039751829,-0.021537953,-0.084157916,-0.118387319
5,3,1000,14,6,Skew,gls.model,1,1,0.011772108,0.237494225,0.098032206,0.322,0.052,0.038,0.006972209,0.01185057,0.008087481,0.344229374,0.212885848,0.223898506,0.276301679,0.857056927,0.191476411,0.275081066,0.176251921,0.318481773,0.247768723,0.17457666,-0.000168666,-0.000733421,-4.94E-05,3.79E-05,-0.000381696,0.004957208,0.000959997,-0.025328242,0.006046602,0.007148845,0.005665232,-0.008541407,0.006021874,0.005996574,0.001360706,-0.005817092,0.010795042,-0.534842199,-0.654717869,-0.659605058,-0.537513721,-0.380594313,-0.672325296,-0.431156836,-0.523006928,-0.446498664,-0.492879774,-0.716460936
5,3,1000,14,6,Skew,gls.s,1,1,0.011455016,0.22970165,0.081300293,0.318,0.055,0.039,0.006992603,0.01185413,0.008110946,0.318541953,0.210115733,0.220213611,0.27245466,0.819621474,0.188450257,0.270844439,0.174172183,0.305057531,0.23855397,0.170839614,-0.000164512,-0.0007372,-3.26E-05,-0.0147873,-0.009535618,-0.006610611,-0.01628641,-0.01557376,0.000357742,-0.010820531,-0.003988046,-0.004447121,-0.011029464,-0.0026348,-0.003307957,-0.007158038,0.005730768,-0.49033852,-0.647500712,-0.650501531,-0.523600843,-0.360331759,-0.666038642,-0.412515127,-0.514309239,-0.425528458,-0.465111082,-0.708956889
5,3,1000,14,6,Skew,ls,1,1,1003.785377,0.46462894,0.975900428,1,0.142,0.056,0.006964249,0.011881742,0.008093666,0.382919512,0.37147765,0.572741682,0.931156288,2.556752981,0.195784974,0.290834338,0.178145545,0.442178632,0.376665097,0.179208798,-0.000120051,-0.000234438,-0.00017165,-0.001869169,0.00748725,0.02503309,-0.050827317,0.128678172,0.006487509,0.008242965,0.004533223,-0.027610689,0.022305795,0.002713999,-0.914509234,-0.851581887,-0.947768438,-0.990304494,-0.995926639,-0.997146466,-0.998272613,-0.998714614,-0.995578736,-0.989242582,-0.996539151,-0.99197645,-0.996064594,-0.998980095
5,3,1000,14,6,Skew,wls,1,0,0.006105524,0.205649259,0.056173416,0.058,0.058,0.058,0.007048089,0.011883978,0.008131907,0.275363761,0.181278174,0.197131679,0.232812905,0.716875682,0.173467538,0.263097413,0.161798056,0.267770606,0.219927964,0.162501869,-0.001343487,-0.002564559,-0.00120777,-0.063472156,-0.073322048,-0.07733361,-0.073036518,-0.064759635,-0.042261432,-0.067998333,-0.041967221,-0.0310072,-0.063815913,-0.042789689,-0.01588286,-0.00700127,-0.00831392,-0.035309737,-0.098875415,-0.135884622,-0.077108716,-0.011134775,-0.069348783,-0.063732709,-0.039751829,-0.021537953,-0.084157916,-0.118387319
5,3,1000,14,6,Skew,fites,1,NA,0.049797773,0.237489071,0.09870776,0.323,0.053,0.042,0.006972106,0.01185023,0.008087612,0.344192045,0.212883712,0.223966914,0.276340282,0.856342351,0.191515317,0.275021742,0.176280557,0.319136943,0.247671638,0.174585547,-0.000168614,-0.000733058,-4.93E-05,0.001044619,0.000669213,0.005933951,0.001813417,-0.024007108,0.005826695,0.007917029,0.005520002,-0.009783743,0.006610198,0.005920202,0.000874525,-0.006286875,0.010272805,-0.1727405,-0.141710987,-0.169717291,-0.131456272,-0.076595447,-0.123064934,-0.0735091,-0.089773029,-0.076958952,-0.151806773,-0.157141146
5,3,1000,14,6,Skew,fiteu,1,NA,0.049797773,0.237489071,0.107949816,0.323,0.057,0.039,0.006972106,0.01185023,0.008087612,0.344192045,0.212883712,0.223966914,0.276340282,0.856342351,0.191515317,0.275021742,0.176280557,0.319136943,0.247671638,0.174585547,-0.000168614,-0.000733058,-4.93E-05,0.001044619,0.000669213,0.005933951,0.001813417,-0.024007108,0.005826695,0.007917029,0.005520002,-0.009783743,0.006610198,0.005920202,-0.000857976,-0.007352507,0.008155351,-0.18652369,-0.152900098,-0.181405485,-0.147033364,-0.085323262,-0.131691975,-0.085756315,-0.101552933,-0.08460986,-0.169787662,-0.168346941
5,3,1000,14,6,Skew,fitos,1,NA,0.049797773,0.237489071,0.086632204,0.323,0.063,0.043,0.006972106,0.01185023,0.008087612,0.344192045,0.212883712,0.223966914,0.276340282,0.856342351,0.191515317,0.275021742,0.176280557,0.319136943,0.247671638,0.174585547,-0.000168614,-0.000733058,-4.93E-05,0.001044619,0.000669213,0.005933951,0.001813417,-0.024007108,0.005826695,0.007917029,0.005520002,-0.009783743,0.006610198,0.005920202,0.004476775,-0.003769399,0.014328052,-0.154756256,-0.126048051,-0.153743093,-0.108896606,-0.064072114,-0.112773667,-0.057575951,-0.073063539,-0.066981576,-0.129651219,-0.142714562
