p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.gamma4,RMSE.gamma5,RMSE.gamma6,RMSE.gamma7,RMSE.gamma8,RMSE.gamma9,RMSE.gamma10,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.gamma4,BIAS.gamma5,BIAS.gamma6,BIAS.gamma7,BIAS.gamma8,BIAS.gamma9,BIAS.gamma10,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.gamma4,SE BIAS.gamma5,SE BIAS.gamma6,SE BIAS.gamma7,SE BIAS.gamma8,SE BIAS.gamma9,SE BIAS.gamma10,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,300,94,158,Norm,gammaN.model,1,1,0.528541897,0.074501432,0.02637088,0.038,0.037,0.01,0.012321043,0.014266523,0.104740803,0.050840734,0.176835407,0.087834082,0.05149824,0.038958358,0.030789683,0.026113768,0.021378085,0.020847468,0.018815942,0.017003443,0.117269928,0.100988138,0.10269192,0.096460815,0.091696511,0.093415982,0.094671277,0.099661548,0.106832374,0.122140326,0.092777648,0.136986777,0.083701845,0.000504116,0.000184286,0.001667307,-0.000601992,0.007090705,0.003479796,0.003566226,-0.000488694,0.001905481,-0.000275914,0.000130383,0.000215314,0.000478979,0.000133709,-0.007090383,-0.010834415,-0.008091366,-0.010462172,-0.003714342,-0.010597361,-0.01101663,-0.004737145,-0.013966263,-0.011247985,-0.003846762,-0.006932957,-0.005318541,-0.023177498,0.017022027,-0.042352857,-0.045916839,-0.016302865,-0.065163712,0.022511804,-0.00956098,-0.003991353,-0.022553175,0.038765997,-0.035662671,-0.007297672,0.056984201,0.00262858,0.045171143,-0.053017561,-0.035289252,-0.011706601,-0.019249502,-0.002514129,-0.002512529,0.032270662,0.02202729,-0.041988001,-0.026718857,-0.009656015
10,2,300,94,158,Norm,gammaN.s,1,0.99,0.512455021,0.114017576,0.054217832,0.022,0.028,0.009,0.01242294,0.014383489,0.113028428,0.056841725,0.185413505,0.093272502,0.054458037,0.041134869,0.032124384,0.028194327,0.022633146,0.021827472,0.020209651,0.018741308,0.186847883,0.182495974,0.18393465,0.181695873,0.175082594,0.181148829,0.180078635,0.179904281,0.190300489,0.190543835,0.165247051,0.205425878,0.161082806,0.000447027,5.00E-05,0.00039064,-0.001062734,0.007663057,0.00432822,0.004135587,-0.000316555,0.001874113,0.0001049,-0.000198383,-0.000162275,0.000765366,9.38E-05,-0.11921295,-0.126209202,-0.12669769,-0.127896381,-0.124332531,-0.129660418,-0.128036898,-0.123464264,-0.128666317,-0.120249402,-0.114974864,-0.119154755,-0.116920368,-0.049078287,-0.009163277,-0.064954457,-0.099118068,-0.040699785,-0.100720856,-0.013754491,-0.043908022,-0.026860007,-0.078235111,0.001391825,-0.06147672,-0.056191893,-0.021008827,-0.040827279,-0.007473504,-0.09227242,-0.091619396,-0.069711369,-0.072456433,-0.053062381,-0.062544315,-0.040318051,-0.018071893,-0.09375234,-0.097957844,-0.057252599
10,2,300,94,158,Norm,ridgeI,1,0.27,1.095188655,0.131550017,0.482612022,1,0.999,0.999,0.016367366,0.018522063,0.143888344,0.073831323,0.248947401,0.123086142,0.075257341,0.054772933,0.043016687,0.037995406,0.030569638,0.029904646,0.027474247,0.02550887,0.210747613,0.19957412,0.189393962,0.185748795,0.17537732,0.182689598,0.189006075,0.204391678,0.22659289,0.257028629,0.184934252,0.234970573,0.162252541,0.000354129,0.000393772,-0.011671854,-0.013158581,-0.00182661,-0.004517206,-0.000334125,-0.004111621,-0.000233398,-0.001163595,-0.001851637,-0.001080182,0.00046931,-4.89E-05,-0.114511888,-0.123438561,-0.113460599,-0.116441184,-0.105298156,-0.109498881,-0.100657055,-0.100332125,-0.098289171,-0.09147511,-0.116883653,-0.114337671,-0.104794362,-0.477782071,-0.445201949,-0.486042803,-0.506879473,-0.501715032,-0.523175752,-0.502626466,-0.496265797,-0.490931327,-0.514035881,-0.469941978,-0.507478825,-0.4950156,-0.474701794,-0.483138919,-0.455200399,-0.492359202,-0.478426807,-0.476874177,-0.464119368,-0.472987049,-0.454302887,-0.445893651,-0.445758006,-0.497330622,-0.506116091,-0.466222677
10,2,300,94,158,Norm,ridgeD,1,0,1.184030854,0.149641524,0.583387392,1,1,1,0.018612286,0.02122577,0.162208875,0.082272506,0.294704216,0.144962048,0.091536779,0.065523118,0.051795901,0.044109977,0.036632522,0.034865107,0.032257846,0.029510409,0.238747625,0.226327176,0.2209779,0.221463822,0.213602143,0.217676058,0.213555198,0.226164365,0.233815695,0.243591528,0.20744226,0.275806222,0.1909338,0.000261542,0.000465587,-0.001792341,-0.002722117,0.006125923,0.001033142,0.003696705,-0.000603787,0.003379885,0.001414189,-0.00029228,-0.000317293,0.00273587,0.000430624,-0.125203597,-0.13582888,-0.133701965,-0.14077338,-0.132743114,-0.138622296,-0.130391712,-0.134657322,-0.135935748,-0.127345747,-0.126563012,-0.13430562,-0.121588261,-0.566827687,-0.543328242,-0.57076318,-0.589251724,-0.603991365,-0.61835226,-0.613677498,-0.606623732,-0.606703392,-0.613588943,-0.595350951,-0.616291552,-0.611519955,-0.592279924,-0.573305143,-0.54984469,-0.570856945,-0.563785713,-0.575732674,-0.566138869,-0.572577714,-0.575808482,-0.560403254,-0.556040822,-0.583093292,-0.591186851,-0.564134721
10,2,300,94,158,Norm,gls.model,1,1,0.528541897,0.074501432,0.02637088,0.038,0.037,0.01,0.012321043,0.014266523,0.104740803,0.050840734,0.176835407,0.087834082,0.05149824,0.038958358,0.030789683,0.026113768,0.021378085,0.020847468,0.018815942,0.017003443,0.117269928,0.100988138,0.10269192,0.096460815,0.091696511,0.093415982,0.094671277,0.099661548,0.106832374,0.122140326,0.092777648,0.136986777,0.083701845,0.000504116,0.000184286,0.001667307,-0.000601992,0.007090705,0.003479796,0.003566226,-0.000488694,0.001905481,-0.000275914,0.000130383,0.000215314,0.000478979,0.000133709,-0.007090383,-0.010834415,-0.008091366,-0.010462172,-0.003714342,-0.010597361,-0.01101663,-0.004737145,-0.013966263,-0.011247985,-0.003846762,-0.006932957,-0.005318541,-0.023177498,0.017022027,-0.042352857,-0.045916839,-0.016302865,-0.065163712,0.022511804,-0.00956098,-0.003991353,-0.022553175,0.038765997,-0.035662671,-0.007297672,0.056984201,0.00262858,0.045171143,-0.053017561,-0.035289252,-0.011706601,-0.019249502,-0.002514129,-0.002512529,0.032270662,0.02202729,-0.041988001,-0.026718857,-0.009656015
10,2,300,94,158,Norm,gls.s,1,1,0.512403327,0.114020644,0.044059112,0.022,0.024,0.008,0.012422175,0.014384907,0.113006398,0.056828651,0.185347137,0.093274449,0.054452057,0.041132392,0.032127681,0.028199361,0.022637677,0.021819158,0.02020962,0.018740611,0.186859492,0.182470311,0.183954923,0.181743729,0.17507658,0.181139207,0.180128317,0.179917674,0.190340286,0.190597707,0.165229889,0.20539819,0.161118814,0.000448554,4.80E-05,0.000369257,-0.001067894,0.007631795,0.00434887,0.004131426,-0.000321305,0.001865096,0.000100066,-0.00019795,-0.00015901,0.000761656,8.16E-05,-0.119228371,-0.126182805,-0.126736285,-0.127919907,-0.124339513,-0.12966583,-0.128078041,-0.12347997,-0.128691805,-0.12028692,-0.114980401,-0.11915098,-0.116948098,-0.043702943,-0.003966568,-0.053724728,-0.09100416,-0.030697724,-0.093216521,-0.003124832,-0.033593104,-0.016264398,-0.067722787,0.011604341,-0.048608433,-0.046229062,-0.008103422,-0.029111031,0.003995431,-0.08362361,-0.080038116,-0.055350787,-0.056530641,-0.040171475,-0.05166722,-0.028267925,-0.00514544,-0.076341513,-0.084788747,-0.043001067
10,2,300,94,158,Norm,ls,0.385,1,294.1130484,1.911387303,0.930752707,1,0.703896104,0.376623377,0.021533701,0.021470268,0.111290285,0.053654339,1.781122869,1.548396975,1.913398243,1.313374404,1.250008447,1.069487402,1.132240841,1.036797987,1.077504676,1.029691138,21.6078434,2.601366676,2.680548219,1.743383357,1.563102608,1.360031921,1.41304163,1.292577791,1.315078374,1.284245579,0.191810949,0.709569001,0.484886108,0.000147808,-0.000919338,-0.000427962,0.003995727,7.357770002,6.574045497,5.158648573,5.885009589,6.119675268,5.334713109,5.319789229,5.21570053,5.415961492,4.960140972,-0.923217826,-2.987783661,-5.34913482,-10.63939356,-17.13374529,-21.47914004,-29.14584591,-37.22463924,-48.98960274,-55.51056745,-0.106292727,-0.375270812,-0.285488994,-0.605745063,-0.444084342,-0.86636054,-0.727263682,-0.98807272,-0.99041975,-0.991186222,-0.98875822,-0.988815647,-0.986289446,-0.988201933,-0.985860617,-0.986629116,-0.986138516,-0.97636194,-0.985578342,-0.989031315,-0.987325219,-0.987502655,-0.985359104,-0.987377795,-0.985244657,-0.985885,-0.985750697,-0.952073958,-0.907838275,-0.89116832
10,2,300,94,158,Norm,wls,1,0,1.184030854,0.149641524,0.583387392,1,1,1,0.018612286,0.02122577,0.162208875,0.082272506,0.294704216,0.144962048,0.091536779,0.065523118,0.051795901,0.044109977,0.036632522,0.034865107,0.032257846,0.029510409,0.238747625,0.226327176,0.2209779,0.221463822,0.213602143,0.217676058,0.213555198,0.226164365,0.233815695,0.243591528,0.20744226,0.275806222,0.1909338,0.000261542,0.000465587,-0.001792341,-0.002722117,0.006125923,0.001033142,0.003696705,-0.000603787,0.003379885,0.001414189,-0.00029228,-0.000317293,0.00273587,0.000430624,-0.125203597,-0.13582888,-0.133701965,-0.14077338,-0.132743114,-0.138622296,-0.130391712,-0.134657322,-0.135935748,-0.127345747,-0.126563012,-0.13430562,-0.121588261,-0.566827687,-0.543328242,-0.57076318,-0.589251724,-0.603991365,-0.61835226,-0.613677498,-0.606623732,-0.606703392,-0.613588943,-0.595350951,-0.616291552,-0.611519955,-0.592279924,-0.573305143,-0.54984469,-0.570856945,-0.563785713,-0.575732674,-0.566138869,-0.572577714,-0.575808482,-0.560403254,-0.556040822,-0.583093292,-0.591186851,-0.564134721
10,2,300,94,158,Norm,fites,1,NA,0.193643391,0.074363332,0.029930987,0.088,0.094,0.032,0.012321068,0.014266596,0.104742113,0.050840082,0.176828505,0.087839669,0.05149727,0.038957316,0.03078945,0.026113978,0.021379537,0.020847134,0.018812763,0.017004045,0.117102983,0.100563325,0.102141934,0.096074005,0.091348223,0.092769571,0.094202158,0.099777891,0.106498404,0.121610297,0.092817277,0.136958164,0.083706215,0.000506741,0.000183659,0.001673678,-0.000603266,0.007101818,0.003476149,0.003567622,-0.000487157,0.001905034,-0.000276845,0.000131248,0.00021524,0.000479012,0.00013259,-0.003769928,-0.007920688,-0.004815444,-0.007196467,-0.00048475,-0.007464144,-0.007777704,-0.001500259,-0.010640891,-0.008010871,-0.00412173,-0.006762754,-0.005357038,-0.024850876,0.015468779,-0.048987731,-0.049346621,-0.021821584,-0.068077777,0.015366845,-0.016835111,-0.010487793,-0.027515202,0.032696878,-0.043497211,-0.014462278,0.04770433,-0.008357831,0.036058207,-0.05815217,-0.046218819,-0.021948571,-0.029841762,-0.013027299,-0.014792373,0.02055834,0.011287362,-0.055573981,-0.035019766,-0.020181144
10,2,300,94,158,Norm,fiteu,1,NA,0.193643391,0.074363332,0.061603239,0.088,0.093,0.035,0.012321068,0.014266596,0.104742113,0.050840082,0.176828505,0.087839669,0.05149727,0.038957316,0.03078945,0.026113978,0.021379537,0.020847134,0.018812763,0.017004045,0.117102983,0.100563325,0.102141934,0.096074005,0.091348223,0.092769571,0.094202158,0.099777891,0.106498404,0.121610297,0.092817277,0.136958164,0.083706215,0.000506741,0.000183659,0.001673678,-0.000603266,0.007101818,0.003476149,0.003567622,-0.000487157,0.001905034,-0.000276845,0.000131248,0.00021524,0.000479012,0.00013259,-0.003769928,-0.007920688,-0.004815444,-0.007196467,-0.00048475,-0.007464144,-0.007777704,-0.001500259,-0.010640891,-0.008010871,-0.00412173,-0.006762754,-0.005357038,-0.037916865,0.002207414,-0.104531813,-0.105384762,-0.049733812,-0.095912209,-0.014933685,-0.045098868,-0.041093216,-0.05894954,0.001483433,-0.072811086,-0.042284447,0.017483623,-0.062290576,-0.022590909,-0.11308721,-0.102332925,-0.081804932,-0.089163676,-0.071554051,-0.072432085,-0.037729634,-0.042778953,-0.108891926,-0.092004588,-0.076801208
10,2,300,94,158,Norm,fitos,1,NA,0.193643391,0.074363332,0.124876137,0.088,0.063,0.012,0.012321068,0.014266596,0.104742113,0.050840082,0.176828505,0.087839669,0.05149727,0.038957316,0.03078945,0.026113978,0.021379537,0.020847134,0.018812763,0.017004045,0.117102983,0.100563325,0.102141934,0.096074005,0.091348223,0.092769571,0.094202158,0.099777891,0.106498404,0.121610297,0.092817277,0.136958164,0.083706215,0.000506741,0.000183659,0.001673678,-0.000603266,0.007101818,0.003476149,0.003567622,-0.000487157,0.001905034,-0.000276845,0.000131248,0.00021524,0.000479012,0.00013259,-0.003769928,-0.007920688,-0.004815444,-0.007196467,-0.00048475,-0.007464144,-0.007777704,-0.001500259,-0.010640891,-0.008010871,-0.00412173,-0.006762754,-0.005357038,-0.012046823,0.028215166,0.110971538,0.110599221,0.102990588,0.053473739,0.150035968,0.11173415,0.124313136,0.104529414,0.170796185,0.083912476,0.11190909,0.181833581,0.149391844,0.208703614,0.1032905,0.117842079,0.153711052,0.14245141,0.158135544,0.153102927,0.188710683,0.170343321,0.100069045,0.12632864,0.142213973
10,2,300,94,158,Elliptical,gammaN.model,1,0.99,0.975618065,0.109036164,0.060716518,0.999,0.039,0,0.01194827,0.013926223,0.13659398,0.064120763,0.239920366,0.112848731,0.070566678,0.051665745,0.04169055,0.03417584,0.028275659,0.027274336,0.025252951,0.023514016,0.173889655,0.162476955,0.159529266,0.147681517,0.141202379,0.146935431,0.148906352,0.150265924,0.163796622,0.183507201,0.142059724,0.202804668,0.139146615,0.000618269,0.000167341,0.001548029,-0.001787456,0.003581819,0.007571503,0.003896665,-0.000663972,0.002343338,-0.001145365,-0.00034528,-0.000200981,0.000360326,3.25E-05,-0.056915045,-0.05942177,-0.051359251,-0.052367589,-0.052363597,-0.057558168,-0.055580739,-0.047275055,-0.063143816,-0.055353556,-0.044592265,-0.051713495,-0.049951814,-0.035846214,-0.004494063,-0.067556584,-0.040736187,-0.083260375,-0.07998102,-0.052794968,-0.045351383,-0.068409163,-0.054537529,-0.001637821,-0.057927545,-0.063979368,-0.032989106,-0.049506696,-0.065910013,-0.119923437,-0.076059851,-0.060686558,-0.0690491,-0.066400913,-0.048194205,-0.029811314,-0.070612052,-0.090645627,-0.101188664,-0.101856239
10,2,300,94,158,Elliptical,gammaN.s,1,1,0.85670009,0.190254845,0.26261937,0.988,0.009,0,0.012342105,0.014356695,0.149408649,0.072235083,0.262675231,0.122861748,0.075731488,0.056842078,0.046219517,0.03824538,0.031249254,0.029605246,0.028080958,0.025857176,0.326153822,0.328184811,0.321800467,0.321858087,0.317556858,0.325362879,0.325497946,0.318171674,0.329523823,0.322371306,0.295941744,0.341364945,0.297381855,0.00058814,3.56E-05,0.000987755,-0.001179534,0.004753891,0.007493561,0.003242702,1.03E-06,0.002951965,-0.000658033,-0.000790194,-0.00023101,0.000129143,0.000127273,-0.216483124,-0.223317986,-0.218189942,-0.221672089,-0.221201252,-0.226838707,-0.224526406,-0.216965897,-0.223587614,-0.210639686,-0.204552457,-0.210067035,-0.209310374,-0.052168053,-0.019275475,-0.247144071,-0.248777516,-0.299217435,-0.2995931,-0.265355257,-0.28235538,-0.303194575,-0.295211309,-0.251040529,-0.283371126,-0.29777299,-0.264209313,-0.24033348,-0.255766909,-0.321404325,-0.307695628,-0.284874261,-0.271888166,-0.291687707,-0.286403549,-0.235007297,-0.235583986,-0.324489396,-0.306930715,-0.319971439
10,2,300,94,158,Elliptical,ridgeI,1,0.73,1.928544373,0.376816153,0.402253489,1,0.973,0.955,0.012386621,0.01399843,0.152105873,0.079124579,0.275463639,0.134494585,0.084282773,0.064722485,0.052228026,0.047345142,0.041320683,0.040629968,0.039039525,0.038399169,0.660932468,0.664408377,0.647214783,0.656546289,0.671188253,0.693523498,0.728464611,0.760047544,0.803680758,0.880866859,0.65941136,0.653372965,0.618836881,0.000264598,0.000422531,-0.025273281,-0.025535883,0.005858759,-0.001873027,0.006241939,0.000279625,0.005810925,0.005393091,0.005285411,0.006289203,0.006601496,0.006318393,-0.388728884,-0.391953211,-0.385051108,-0.388113716,-0.390636123,-0.396648885,-0.400957585,-0.40401411,-0.406632303,-0.4149846,-0.391459925,-0.381869618,-0.376850556,-0.378676083,-0.342213214,-0.379656169,-0.393086622,-0.425980197,-0.443986449,-0.422211746,-0.425841322,-0.409361402,-0.433236255,-0.409188488,-0.435338434,-0.429212424,-0.42933855,-0.374381849,-0.370885773,-0.403503411,-0.384469049,-0.397640023,-0.352560886,-0.398515657,-0.390647851,-0.395224029,-0.403371718,-0.413237476,-0.424489562,-0.394589559
10,2,300,94,158,Elliptical,ridgeD,1,0.01,0.247083156,0.383351196,0.242385105,0,0.611,0.417,0.011356943,0.013067324,0.135812203,0.068396052,0.24120238,0.118820054,0.070402686,0.055526174,0.044138792,0.038121483,0.034278807,0.033208139,0.030608091,0.029379481,0.446463864,0.431695822,0.443587646,0.509386628,0.634497763,0.794390069,0.93657589,1.095547152,1.263990174,1.486631563,0.447780669,0.489847212,0.44576922,0.000319308,0.000222554,-0.015575703,-0.015046373,0.014112172,0.004338516,0.006682724,0.001357721,0.004150774,0.000710382,0.001913236,0.001511704,0.001073597,0.001723094,-0.286608408,-0.281209997,-0.274425259,-0.272254408,-0.281172771,-0.267919921,-0.273696264,-0.241798187,-0.195040595,-0.195097207,-0.299315659,-0.310535559,-0.300174903,-0.223609161,-0.190545577,-0.25097086,-0.273264531,-0.260990344,-0.288418226,-0.214999792,-0.239299429,-0.211942593,-0.214853549,-0.21489295,-0.240565091,-0.207997691,-0.19388123,-0.245136193,-0.242577612,-0.26604071,-0.262562077,-0.236207594,-0.270523214,-0.21387328,-0.225682968,-0.243462203,-0.223652931,-0.305717526,-0.29631394,-0.286416565
10,2,300,94,158,Elliptical,gls.model,1,1,1.0649823,0.123995479,0.367746264,0.999,0.044,0,0.012310275,0.014291255,0.167592812,0.074714861,0.275539983,0.129328209,0.083308279,0.060387771,0.047879951,0.040919288,0.032574177,0.031214748,0.029464494,0.026497292,0.219544623,0.174329383,0.186504198,0.158175345,0.154187058,0.164858499,0.160290469,0.164955858,0.192288732,0.199430993,0.168862026,0.225861646,0.152565714,0.000652716,7.07E-05,-0.000946227,-0.001878059,-0.000739524,0.005966464,0.0028057,-0.001699423,0.002922382,-0.001613455,0.000192392,0.000294516,0.00035482,-0.000212839,-0.012210172,-0.019219962,-0.006959479,-0.012099433,-0.012900275,-0.011711068,-0.015385245,-0.005153539,-0.021166034,-0.017379479,-0.001447009,-0.010621165,-0.007587392,-0.023285547,0.012228528,-0.398113671,-0.34851845,-0.366386724,-0.370639085,-0.368186604,-0.359816536,-0.364624734,-0.376113337,-0.319884375,-0.356716419,-0.368095567,-0.323916867,-0.46597179,-0.394968773,-0.481251198,-0.414444887,-0.410944236,-0.447326796,-0.412976448,-0.39937649,-0.42876714,-0.375804436,-0.474872295,-0.408722146,-0.457196055
10,2,300,94,158,Elliptical,gls.s,1,1,0.85670009,0.190254845,0.26261937,0.988,0.009,0,0.012342105,0.014356695,0.149408649,0.072235083,0.262675231,0.122861748,0.075731488,0.056842078,0.046219517,0.03824538,0.031249254,0.029605246,0.028080958,0.025857176,0.326153822,0.328184811,0.321800467,0.321858087,0.317556858,0.325362879,0.325497946,0.318171674,0.329523823,0.322371306,0.295941744,0.341364945,0.297381855,0.00058814,3.56E-05,0.000987755,-0.001179534,0.004753891,0.007493561,0.003242702,1.03E-06,0.002951965,-0.000658033,-0.000790194,-0.00023101,0.000129143,0.000127273,-0.216483124,-0.223317986,-0.218189942,-0.221672089,-0.221201252,-0.226838707,-0.224526406,-0.216965897,-0.223587614,-0.210639686,-0.204552457,-0.210067035,-0.209310374,-0.052168053,-0.019275475,-0.247144071,-0.248777516,-0.299217435,-0.2995931,-0.265355257,-0.28235538,-0.303194575,-0.295211309,-0.251040529,-0.283371126,-0.29777299,-0.264209313,-0.24033348,-0.255766909,-0.321404325,-0.307695628,-0.284874261,-0.271888166,-0.291687707,-0.286403549,-0.235007297,-0.235583986,-0.324489396,-0.306930715,-0.319971439
10,2,300,94,158,Elliptical,ls,0.246,1,454.5892102,72.83468088,0.938854109,1,0.495934959,0.113821138,0.021409252,0.023227128,0.168319559,0.071251844,2.487880702,2.254252212,1.330939422,1.379471327,1.383163647,1.181429552,1.173635727,1.124843184,1.113656017,1.073193564,1933.476288,3.635222196,1.798117672,1.755445162,1.740888131,1.466924239,1.445512353,1.400507615,1.344141049,1.332924467,0.308743698,1.229928273,0.815068002,0.000560211,-0.002685936,-0.012919573,-0.000756397,6.769482951,6.921302542,7.202886796,6.576090869,5.339594006,6.050928408,5.534842081,5.70837458,5.723469162,4.824720093,-1.00121315,-3.218129229,-7.271507474,-11.32885618,-14.47414354,-23.5593919,-29.06890937,-39.49572928,-50.48550198,-53.38333012,-0.165603882,-0.49259649,-0.403025787,-0.558240121,-0.46763391,-0.907632373,-0.787063266,-0.991058534,-0.992886245,-0.991451513,-0.991416703,-0.991804843,-0.990841262,-0.990653865,-0.990049709,-0.990300353,-0.990001931,-0.981600884,-0.989523794,-0.988417337,-0.989243724,-0.990023086,-0.989542255,-0.98939481,-0.989494805,-0.989300332,-0.989172915,-0.966300121,-0.943834921,-0.922177342
10,2,300,94,158,Elliptical,wls,0.999,0,1.157103034,0.490925558,0.587607548,1,1,1,0.014575112,0.016774029,0.191743927,0.095111573,0.362122674,0.18171118,0.112995232,0.081501494,0.065175551,0.053784196,0.044466252,0.04157869,0.039805814,0.036558383,0.909714631,0.932625194,0.920195883,0.920633663,0.919805386,0.926947198,0.914256273,0.925045762,0.930270265,0.906469049,0.89405663,0.929228083,0.887837933,1.96E-05,0.0001471,-0.003343065,-0.001580125,0.01038469,0.000178698,0.006021715,-0.002428444,0.004097114,0.002957507,-0.000859681,-0.000935649,0.001980751,0.000467569,-0.468187461,-0.476757942,-0.473487231,-0.474650897,-0.473951039,-0.475984574,-0.472176649,-0.474842847,-0.475883653,-0.466710057,-0.467082753,-0.470867885,-0.465997335,-0.566003484,-0.546645147,-0.569402326,-0.579718086,-0.621622882,-0.641291808,-0.634938304,-0.62709104,-0.630206159,-0.6302148,-0.608389767,-0.620888846,-0.631483298,-0.61227475,-0.568535632,-0.549001315,-0.573750661,-0.549010573,-0.578275066,-0.578501962,-0.575834198,-0.563025114,-0.54071865,-0.558379127,-0.565200241,-0.582089063,-0.5629115
10,2,300,94,158,Elliptical,fites,1,NA,0.193643391,0.123880839,0.114991344,0.999,0.065,0,0.012310426,0.014291629,0.167593149,0.074713605,0.275520294,0.129311495,0.083314287,0.060396344,0.0478768,0.040922455,0.032579571,0.031215027,0.029462907,0.026496774,0.219153258,0.173956947,0.18636881,0.158071311,0.153627587,0.164452162,0.159847975,0.1649125,0.191998713,0.199067944,0.168923451,0.225831786,0.152565447,0.000655765,6.99E-05,-0.000938646,-0.001879261,-0.000754286,0.00596453,0.002801077,-0.00169989,0.002923936,-0.001615914,0.00019364,0.00029595,0.000356518,-0.000210713,-0.008887444,-0.016267572,-0.003678716,-0.008775282,-0.009820316,-0.008451399,-0.012121286,-0.001888735,-0.017655401,-0.013968006,-0.001735118,-0.010447359,-0.007626491,-0.028122412,0.008453432,-0.154672292,-0.085330856,-0.125798109,-0.117802623,-0.112076898,-0.10278802,-0.110579054,-0.124407363,-0.052455316,-0.098364785,-0.115979855,-0.06730388,-0.20405593,-0.10702152,-0.201016415,-0.107867985,-0.1161997,-0.138421361,-0.112022072,-0.092572123,-0.155683852,-0.109783114,-0.186985951,-0.129995968,-0.139005394
10,2,300,94,158,Elliptical,fiteu,1,NA,0.193643391,0.123880839,0.299186399,0.999,0.471,0.034,0.012310426,0.014291629,0.167593149,0.074713605,0.275520294,0.129311495,0.083314287,0.060396344,0.0478768,0.040922455,0.032579571,0.031215027,0.029462907,0.026496774,0.219153258,0.173956947,0.18636881,0.158071311,0.153627587,0.164452162,0.159847975,0.1649125,0.191998713,0.199067944,0.168923451,0.225831786,0.152565447,0.000655765,6.99E-05,-0.000938646,-0.001879261,-0.000754286,0.00596453,0.002801077,-0.00169989,0.002923936,-0.001615914,0.00019364,0.00029595,0.000356518,-0.000210713,-0.008887444,-0.016267572,-0.003678716,-0.008775282,-0.009820316,-0.008451399,-0.012121286,-0.001888735,-0.017655401,-0.013968006,-0.001735118,-0.010447359,-0.007626491,-0.052798502,-0.017742548,-0.366441658,-0.316127705,-0.253273332,-0.253399648,-0.25242083,-0.240173084,-0.254264688,-0.266927941,-0.195424112,-0.236921438,-0.25610261,-0.202678911,-0.420442688,-0.34577258,-0.430997692,-0.361267294,-0.362514348,-0.404350356,-0.359906091,-0.344298886,-0.381431594,-0.323173695,-0.417001817,-0.366466001,-0.395712734
10,2,300,94,158,Elliptical,fitos,1,NA,0.193643391,0.123880839,0.371353287,0.999,0.052,0.009,0.012310426,0.014291629,0.167593149,0.074713605,0.275520294,0.129311495,0.083314287,0.060396344,0.0478768,0.040922455,0.032579571,0.031215027,0.029462907,0.026496774,0.219153258,0.173956947,0.18636881,0.158071311,0.153627587,0.164452162,0.159847975,0.1649125,0.191998713,0.199067944,0.168923451,0.225831786,0.152565447,0.000655765,6.99E-05,-0.000938646,-0.001879261,-0.000754286,0.00596453,0.002801077,-0.00169989,0.002923936,-0.001615914,0.00019364,0.00029595,0.000356518,-0.000210713,-0.008887444,-0.016267572,-0.003678716,-0.008775282,-0.009820316,-0.008451399,-0.012121286,-0.001888735,-0.017655401,-0.013968006,-0.001735118,-0.010447359,-0.007626491,0.031604505,0.070825498,0.378963643,0.497468472,0.288243735,0.321875425,0.348508269,0.353895042,0.34849917,0.343760026,0.422859741,0.347469221,0.335761536,0.36056744,0.306743447,0.465362408,0.350714156,0.486332689,0.480873897,0.498452971,0.46634712,0.506497325,0.396843209,0.386965079,0.348605992,0.439857747,0.442640987
