p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.gamma4,RMSE.gamma5,RMSE.gamma6,RMSE.gamma7,RMSE.gamma8,RMSE.gamma9,RMSE.gamma10,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.gamma4,BIAS.gamma5,BIAS.gamma6,BIAS.gamma7,BIAS.gamma8,BIAS.gamma9,BIAS.gamma10,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.gamma4,SE BIAS.gamma5,SE BIAS.gamma6,SE BIAS.gamma7,SE BIAS.gamma8,SE BIAS.gamma9,SE BIAS.gamma10,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,300,94,158,Skew,gammaN.model,1,0.98,0.86942659,0.169865838,0.133357869,0.976,0.04,0,0.01230676,0.014286577,0.133101775,0.065325416,0.223227933,0.10108684,0.067595296,0.047766055,0.0377101,0.031142773,0.02830661,0.0265817,0.02261847,0.022857117,0.30047171,0.288156946,0.298523198,0.291018112,0.287713447,0.292867669,0.280365633,0.296391624,0.304013795,0.314557862,0.274333286,0.260357456,0.263693457,-0.002144257,-0.001467314,0.004523111,0.002217777,-0.001712322,0.006320001,-0.001605245,0.000241962,-0.000433815,0.000660607,0.000315063,-0.000123547,6.65E-05,0.001075995,-0.104085323,-0.103311849,-0.094971024,-0.089728524,-0.103923585,-0.113419286,-0.102186347,-0.095709907,-0.121125752,-0.111024727,-0.0940657,-0.088587292,-0.096146696,-0.093544098,-0.067457256,-0.141599843,-0.164625342,-0.113476643,-0.086266637,-0.110623675,-0.077675334,-0.096463554,-0.088773256,-0.109283769,-0.149688715,-0.090167415,-0.115128353,-0.145458213,-0.137996244,-0.187064169,-0.168212534,-0.16316264,-0.162005279,-0.137467418,-0.165109175,-0.147395365,-0.172781494,-0.169416658,-0.153374645,-0.186444743
10,2,300,94,158,Skew,gammaN.s,1,1,0.819437269,0.231590636,0.431522568,0.943,0.004,0,0.012587081,0.014892925,0.15853701,0.078467234,0.269559992,0.118475066,0.080362525,0.055914907,0.044297161,0.036689295,0.033781626,0.031311661,0.02694226,0.026349521,0.449509441,0.400879633,0.411045119,0.407284918,0.400721013,0.415375786,0.398208024,0.404329763,0.422223831,0.428962172,0.378753808,0.376328766,0.371156632,-0.000424416,0.000435483,0.003307632,0.002353143,-0.005939446,0.006348786,-0.002117174,0.001005466,-0.000745522,0.000963223,0.000584065,-0.000408883,-0.000179355,0.001308065,-0.213330128,-0.219676007,-0.210593283,-0.204308835,-0.216897188,-0.226209068,-0.221826164,-0.210935656,-0.229605344,-0.224354985,-0.206546418,-0.203668553,-0.204963638,-0.078884146,-0.060461593,-0.288343955,-0.304220412,-0.306955414,-0.271863799,-0.299910597,-0.265036737,-0.270043801,-0.266550466,-0.304567425,-0.319822881,-0.267669539,-0.282954144,-0.63799933,-0.593080383,-0.655830805,-0.675187989,-0.653605544,-0.655809445,-0.624554984,-0.63726295,-0.595039328,-0.567358022,-0.641513777,-0.470781022,-0.655800858
10,2,300,94,158,Skew,ridgeI,0.999,0.83,2.484667777,0.529129633,0.394902141,1,0.934934935,0.877877878,0.021611183,0.021795251,0.140917224,0.069371514,0.285966254,0.124784232,0.085162688,0.066867792,0.062471474,0.054098231,0.054556853,0.051320152,0.049027491,0.049868878,0.979804433,0.960103051,0.979490527,0.987165534,0.990035545,0.977278973,1.049865486,1.068829308,1.152112202,1.194088536,0.972593871,0.904098142,0.933215274,-0.017890983,-0.016735855,0.020101946,0.003290038,0.022778237,0.022632735,0.014860493,0.018333058,0.018662159,0.016942222,0.019693186,0.017207417,0.019207453,0.017001883,-0.48496189,-0.480280126,-0.484565187,-0.484637792,-0.482412911,-0.474866892,-0.488598069,-0.487104092,-0.501178195,-0.496949031,-0.484954622,-0.465463463,-0.473823384,-0.384974358,-0.374821218,-0.307147286,-0.331240278,-0.462975913,-0.418643452,-0.413850062,-0.406667412,-0.451040185,-0.433282642,-0.450580974,-0.449412821,-0.431796027,-0.445320672,-0.360919335,-0.373378488,-0.374251377,-0.369868351,-0.375381817,-0.382305813,-0.381084846,-0.369306239,-0.346472915,-0.367262047,-0.386852845,-0.387498021,-0.426022404
10,2,300,94,158,Skew,ridgeD,1,0.01,0.224994187,0.474651622,0.24181743,0,0.57,0.353,0.017839926,0.019096004,0.142445927,0.066197659,0.233130543,0.111897553,0.07316148,0.055859445,0.047842449,0.040043131,0.03819306,0.037859781,0.033805411,0.033785726,0.662174929,0.595892922,0.617265667,0.705740645,0.813950452,0.923456729,1.113245414,1.248124333,1.437652028,1.669914654,0.699087172,0.673475669,0.704455091,-0.013626999,-0.013676316,0.025952487,0.011716362,0.013276851,0.008833544,-9.28E-05,0.002783705,0.003626183,0.002273997,0.003254719,0.001418751,0.002745203,0.002451246,-0.378949821,-0.350262985,-0.335812481,-0.335378489,-0.314801695,-0.309574089,-0.294003365,-0.248951213,-0.234087692,-0.218033572,-0.396981558,-0.387923311,-0.399915332,-0.278220073,-0.265181089,-0.25183669,-0.24191864,-0.256646276,-0.258902022,-0.233203538,-0.221892105,-0.231451513,-0.194017296,-0.216375886,-0.264063199,-0.208967391,-0.217094261,-0.240900718,-0.232770748,-0.259492209,-0.235202107,-0.250608412,-0.200722862,-0.222293672,-0.225385089,-0.208689464,-0.205498701,-0.292812564,-0.283098055,-0.331826026
10,2,300,94,158,Skew,gls.model,1,1,0.989062586,0.212777065,0.500559982,0.986,0.035,0,0.012683212,0.014972608,0.153901677,0.0794809,0.281287275,0.118202698,0.091576446,0.057177441,0.043895675,0.037823065,0.033556171,0.030749558,0.027671611,0.026746886,0.523957425,0.33189325,0.468865979,0.360145981,0.340699074,0.352315892,0.315478301,0.343673496,0.380112966,0.376469591,0.329125796,0.313954687,0.298563096,-0.000435327,0.000395134,0.003315102,0.00156437,-0.004199441,0.007042878,-0.001066147,0.000831774,-4.58E-05,-4.71E-05,0.000560405,0.000164779,-0.000422706,0.000936334,-0.006817681,-0.023853978,0.002317479,0.004468173,-0.023927486,-0.017203207,-0.017351662,-0.006155586,-0.033530642,-0.032391264,-0.005338487,0.000599963,-0.006715588,-0.061796604,-0.040275825,-0.338173533,-0.379142297,-0.371242703,-0.309361556,-0.416100752,-0.314914076,-0.300577146,-0.323176061,-0.333941604,-0.341120708,-0.323089175,-0.329911548,-0.78046584,-0.686632013,-0.795683825,-0.745636258,-0.734809448,-0.743058666,-0.704815187,-0.714524402,-0.71452278,-0.673591191,-0.731513766,-0.583958481,-0.723084067
10,2,300,94,158,Skew,gls.s,1,1,0.819437269,0.231590636,0.431522568,0.943,0.004,0,0.012587081,0.014892925,0.15853701,0.078467234,0.269559992,0.118475066,0.080362525,0.055914907,0.044297161,0.036689295,0.033781626,0.031311661,0.02694226,0.026349521,0.449509441,0.400879633,0.411045119,0.407284918,0.400721013,0.415375786,0.398208024,0.404329763,0.422223831,0.428962172,0.378753808,0.376328766,0.371156632,-0.000424416,0.000435483,0.003307632,0.002353143,-0.005939446,0.006348786,-0.002117174,0.001005466,-0.000745522,0.000963223,0.000584065,-0.000408883,-0.000179355,0.001308065,-0.213330128,-0.219676007,-0.210593283,-0.204308835,-0.216897188,-0.226209068,-0.221826164,-0.210935656,-0.229605344,-0.224354985,-0.206546418,-0.203668553,-0.204963638,-0.078884146,-0.060461593,-0.288343955,-0.304220412,-0.306955414,-0.271863799,-0.299910597,-0.265036737,-0.270043801,-0.266550466,-0.304567425,-0.319822881,-0.267669539,-0.282954144,-0.63799933,-0.593080383,-0.655830805,-0.675187989,-0.653605544,-0.655809445,-0.624554984,-0.63726295,-0.595039328,-0.567358022,-0.641513777,-0.470781022,-0.655800858
10,2,300,94,158,Skew,ls,0.231,1,448.4813706,1.614915233,0.939514499,1,0.519480519,0.073593074,0.020776699,0.022520634,0.140790189,0.073410664,1.657308812,1.716726828,1.510809518,1.460130534,1.196183881,1.140128295,1.168837273,1.162847113,1.053525414,1.025451664,12.58937436,2.702124648,2.067608971,1.857642132,1.523914664,1.425871473,1.486108062,1.50705035,1.301013281,1.305056711,0.405974923,1.136667439,0.944856763,-0.001780709,-0.002072751,-0.012968285,0.000549465,7.144701569,7.166797327,6.897648087,6.315929072,6.023297367,5.920270929,5.608721311,5.404819715,5.143655519,5.059021026,-0.86331812,-3.408022258,-6.428216015,-10.96304895,-16.58348072,-22.66999264,-30.18221003,-37.71203234,-43.1754484,-54.28969283,-0.197440943,-0.474904787,-0.400713586,-0.594474219,-0.474279802,-0.878720214,-0.772445842,-0.990087843,-0.991730778,-0.989666572,-0.992501505,-0.991440645,-0.990243742,-0.990185793,-0.990239753,-0.988987834,-0.988334569,-0.979154796,-0.988294789,-0.987210953,-0.99044234,-0.989998677,-0.988986254,-0.989789198,-0.990382244,-0.987835594,-0.98843178,-0.975391235,-0.940705238,-0.946929269
10,2,300,94,158,Skew,wls,0.977,0,1.154258974,0.816441027,0.63042971,1,1,1,0.025621332,0.02577114,0.282694883,0.110052975,0.440024658,0.195038409,0.129016697,0.092498249,0.074315621,0.058139754,0.055029866,0.051103874,0.044078779,0.044479841,1.618990411,1.606702696,1.647525995,1.624702963,1.630005528,1.665803362,1.659474018,1.640546564,1.664712597,1.611751439,1.350595268,1.294815204,1.400415604,-0.021047898,-0.019687392,0.06077567,0.031604029,-0.020970352,0.013009924,0.007582125,0.000900832,0.003453597,0.005910968,0.005162018,0.003117515,0.004258167,0.001602665,-0.612734498,-0.611163063,-0.618048206,-0.61486777,-0.615903479,-0.621652875,-0.620441343,-0.616758006,-0.619685937,-0.610815966,-0.567385314,-0.556749797,-0.577211429,-0.592718915,-0.592430858,-0.60539167,-0.553884667,-0.696497553,-0.686231568,-0.700171546,-0.697895439,-0.701282692,-0.684566064,-0.7007969,-0.707997768,-0.691646396,-0.694240015,-0.572386613,-0.598859279,-0.592112221,-0.604911877,-0.602870727,-0.571219175,-0.581641019,-0.598856511,-0.594095347,-0.589974069,-0.596506674,-0.592703558,-0.619713067
10,2,300,94,158,Skew,fites,1,NA,0.193643391,0.212912734,0.212142566,0.992,0.08,0,0.012679271,0.014972602,0.153905152,0.079479876,0.281323538,0.11820498,0.091579202,0.057174755,0.04389108,0.037821962,0.033557308,0.030747273,0.027672824,0.026746072,0.523998957,0.332072723,0.468754123,0.361097301,0.34065703,0.353122057,0.316316626,0.344294111,0.379893141,0.376961989,0.329223073,0.313915115,0.298581684,-0.000428638,0.000395505,0.003306764,0.001566141,-0.004186667,0.007029805,-0.001068806,0.000830456,-4.41E-05,-5.15E-05,0.000560015,0.000164334,-0.000424435,0.000935284,-0.003568779,-0.020766729,0.006147531,0.008017925,-0.020549486,-0.013532566,-0.013941749,-0.002553367,-0.030312282,-0.029009256,-0.005627457,0.000787228,-0.006760739,-0.065762664,-0.044105135,-0.164173018,-0.216584091,-0.20328478,-0.126318169,-0.250942743,-0.128550134,-0.131853591,-0.14305997,-0.156361144,-0.16346587,-0.146650553,-0.152390945,-0.465916899,-0.222720507,-0.436706449,-0.268542253,-0.263897525,-0.265913838,-0.203348061,-0.230118293,-0.291729602,-0.275503535,-0.249230124,-0.234375187,-0.226344188
10,2,300,94,158,Skew,fiteu,1,NA,0.193643391,0.212912734,0.346493668,0.992,0.429,0.012,0.012679271,0.014972602,0.153905152,0.079479876,0.281323538,0.11820498,0.091579202,0.057174755,0.04389108,0.037821962,0.033557308,0.030747273,0.027672824,0.026746072,0.523998957,0.332072723,0.468754123,0.361097301,0.34065703,0.353122057,0.316316626,0.344294111,0.379893141,0.376961989,0.329223073,0.313915115,0.298581684,-0.000428638,0.000395505,0.003306764,0.001566141,-0.004186667,0.007029805,-0.001068806,0.000830456,-4.41E-05,-5.15E-05,0.000560015,0.000164334,-0.000424435,0.000935284,-0.003568779,-0.020766729,0.006147531,0.008017925,-0.020549486,-0.013532566,-0.013941749,-0.002553367,-0.030312282,-0.029009256,-0.005627457,0.000787228,-0.006760739,-0.088691884,-0.068733893,-0.319758697,-0.36872041,-0.289529219,-0.226943219,-0.341480788,-0.227215434,-0.226246129,-0.246082343,-0.252292057,-0.257729589,-0.250028956,-0.244392417,-0.602773879,-0.400271286,-0.582628878,-0.449948004,-0.430769544,-0.460866758,-0.396887895,-0.418540291,-0.468299233,-0.445005301,-0.443325349,-0.422309997,-0.425857597
10,2,300,94,158,Skew,fitos,1,NA,0.193643391,0.212912734,0.137545917,0.992,0.155,0.021,0.012679271,0.014972602,0.153905152,0.079479876,0.281323538,0.11820498,0.091579202,0.057174755,0.04389108,0.037821962,0.033557308,0.030747273,0.027672824,0.026746072,0.523998957,0.332072723,0.468754123,0.361097301,0.34065703,0.353122057,0.316316626,0.344294111,0.379893141,0.376961989,0.329223073,0.313915115,0.298581684,-0.000428638,0.000395505,0.003306764,0.001566141,-0.004186667,0.007029805,-0.001068806,0.000830456,-4.41E-05,-5.15E-05,0.000560015,0.000164334,-0.000424435,0.000935284,-0.003568779,-0.020766729,0.006147531,0.008017925,-0.020549486,-0.013532566,-0.013941749,-0.002553367,-0.030312282,-0.029009256,-0.005627457,0.000787228,-0.006760739,-0.014424742,0.007491112,0.282811161,0.203464925,0.122394079,0.225570556,0.077114218,0.245769008,0.2162336,0.243028563,0.191163053,0.183187074,0.216399088,0.167326773,-0.213253839,0.100361226,-0.131993073,0.057001385,0.037153973,0.107255618,0.14015646,0.109455947,0.041917213,0.041899711,0.08008362,0.143798745,0.113030994
10,2,500,94,158,Norm,gammaN.model,1,1,0.315155987,0.057096393,0.019079863,0.047,0.05,0.028,0.009390986,0.011342319,0.078036976,0.03687548,0.135742037,0.061311435,0.040507334,0.030659664,0.02329092,0.020471136,0.016804324,0.016257396,0.0139709,0.013442192,0.085514273,0.082645314,0.076040088,0.073303928,0.071082802,0.071729302,0.073339324,0.078151469,0.086078168,0.09656293,0.069760887,0.105218981,0.064072037,0.00056802,1.86E-05,-0.000630793,0.000683144,-0.005039539,-0.000137246,-9.94E-05,-0.000274498,0.000192239,-0.000497421,0.000782498,-3.48E-05,-4.73E-05,-5.96E-05,-0.004914621,-0.008129781,-0.006408311,-0.006420718,-0.00125161,-0.003862972,-0.004912766,-0.004371871,-0.007478654,-0.006965561,-0.00338191,-0.003284945,-0.004526648,-0.006946715,-0.009629365,-0.002838779,0.016929427,0.003120939,0.042219833,0.008254179,-0.024683592,0.018517789,-0.031191448,0.026944328,-0.042803746,0.036714089,0.037731876,0.065090942,-0.011751017,-0.008974016,-0.01922209,-0.013362406,-0.016350091,-0.007817538,-0.013523564,-0.013301411,-0.000207354,-0.012980966,-0.022024517,0.002024278
10,2,500,94,158,Norm,gammaN.s,1,0.96,0.309504464,0.076406464,0.041273033,0.047,0.053,0.04,0.00946116,0.011341543,0.084018286,0.038915,0.140864114,0.064440127,0.042323168,0.031511397,0.024065847,0.020985746,0.017443731,0.016648711,0.014605884,0.014070907,0.121142663,0.121701844,0.11763341,0.115213714,0.109802793,0.113254879,0.113485242,0.115963054,0.123538913,0.130737067,0.107114152,0.137792529,0.104898645,0.00056687,5.50E-05,-0.001810048,0.000751856,-0.004421931,-0.00053717,-0.000243334,4.75E-05,0.000297618,-0.000673924,0.000808066,9.60E-05,-0.000205836,1.44E-05,-0.074224894,-0.077527913,-0.078377153,-0.077975726,-0.073447457,-0.077045376,-0.076568219,-0.074869751,-0.076549895,-0.075856198,-0.071283508,-0.073179553,-0.07384659,-0.03439092,-0.030023625,-0.055043668,-0.018936674,-0.031129656,-0.005965935,-0.035315131,-0.048737662,-0.014414593,-0.051911487,-0.008133409,-0.066743362,-0.005831532,-0.007539141,0.022434976,-0.0579677,-0.055305289,-0.065720887,-0.059344918,-0.061249901,-0.04404027,-0.055290446,-0.0586079,-0.034753465,-0.067577007,-0.071992456,-0.045969893
10,2,500,94,158,Norm,ridgeI,1,0.21,0.49283795,0.083407948,0.314977313,0.974,0.875,0.869,0.0107569,0.012887097,0.098714996,0.045147207,0.169175146,0.078771881,0.050399443,0.036332721,0.02898342,0.024873471,0.020851318,0.019680539,0.017368269,0.017220887,0.131546024,0.128656708,0.123895172,0.116159837,0.111175791,0.112056467,0.118269803,0.120327413,0.135605677,0.157231821,0.114025571,0.146968701,0.104932313,0.000516913,-9.24E-05,-0.007252322,-0.004383997,-0.010250256,-0.001703913,-0.001455102,-0.002688615,-0.001456717,-0.0018075,-0.000194251,-0.000808942,-0.001440819,-0.000712936,-0.070872768,-0.073901998,-0.074183912,-0.068497328,-0.061685065,-0.06274714,-0.06360938,-0.058068538,-0.058901889,-0.060604047,-0.069303217,-0.066894483,-0.0679872,-0.282812528,-0.279630211,-0.332340161,-0.297127964,-0.328338906,-0.328612794,-0.331911408,-0.313217011,-0.31857444,-0.33205787,-0.307207511,-0.337842588,-0.292074148,-0.314807178,-0.285628372,-0.32382316,-0.330839042,-0.332135694,-0.339821423,-0.323240949,-0.323411005,-0.293157942,-0.297795854,-0.303881258,-0.334976813,-0.328887242,-0.29023398
10,2,500,94,158,Norm,ridgeD,1,0,0.480287735,0.088115641,0.361692857,0.958,0.958,0.958,0.011243927,0.013345951,0.102760302,0.047441373,0.179021834,0.082629753,0.053474459,0.037863679,0.030356715,0.026412862,0.02206369,0.02053076,0.018222028,0.017968579,0.139578338,0.136896548,0.133270285,0.126846299,0.123158285,0.124821267,0.126442922,0.127026685,0.140021659,0.14970112,0.118989771,0.156019609,0.113013612,0.000519088,-4.44E-05,-0.003377578,-0.00043163,-0.005860975,0.002006019,0.001554763,-0.000559971,0.000134317,-0.00053519,0.001035502,0.00011574,-0.000708996,3.63E-05,-0.074389736,-0.079072698,-0.08036957,-0.077598878,-0.073164281,-0.07722025,-0.078129029,-0.073564661,-0.079747791,-0.076355376,-0.07183305,-0.072880656,-0.074689011,-0.324905755,-0.314997708,-0.369730036,-0.344558107,-0.376526446,-0.370170735,-0.380336873,-0.353590533,-0.362337624,-0.386097948,-0.361134614,-0.384129773,-0.349560925,-0.366913092,-0.33847643,-0.367281923,-0.378641215,-0.374610004,-0.385723365,-0.369249192,-0.357943306,-0.358568017,-0.361029315,-0.359281675,-0.3727644,-0.367517452,-0.329630683
10,2,500,94,158,Norm,gls.model,1,1,0.315155987,0.057096393,0.019079863,0.047,0.05,0.028,0.009390986,0.011342319,0.078036976,0.03687548,0.135742037,0.061311435,0.040507334,0.030659664,0.02329092,0.020471136,0.016804324,0.016257396,0.0139709,0.013442192,0.085514273,0.082645314,0.076040088,0.073303928,0.071082802,0.071729302,0.073339324,0.078151469,0.086078168,0.09656293,0.069760887,0.105218981,0.064072037,0.00056802,1.86E-05,-0.000630793,0.000683144,-0.005039539,-0.000137246,-9.94E-05,-0.000274498,0.000192239,-0.000497421,0.000782498,-3.48E-05,-4.73E-05,-5.96E-05,-0.004914621,-0.008129781,-0.006408311,-0.006420718,-0.00125161,-0.003862972,-0.004912766,-0.004371871,-0.007478654,-0.006965561,-0.00338191,-0.003284945,-0.004526648,-0.006946715,-0.009629365,-0.002838779,0.016929427,0.003120939,0.042219833,0.008254179,-0.024683592,0.018517789,-0.031191448,0.026944328,-0.042803746,0.036714089,0.037731876,0.065090942,-0.011751017,-0.008974016,-0.01922209,-0.013362406,-0.016350091,-0.007817538,-0.013523564,-0.013301411,-0.000207354,-0.012980966,-0.022024517,0.002024278
10,2,500,94,158,Norm,gls.s,1,1,0.309238811,0.076420673,0.028789958,0.047,0.046,0.028,0.00945881,0.011347299,0.084003291,0.038947217,0.14083095,0.064315392,0.042306821,0.031525342,0.024046561,0.020977628,0.017455177,0.016644179,0.014597432,0.014069224,0.121108413,0.121827701,0.117595122,0.115301105,0.109790113,0.113329226,0.113538693,0.116058529,0.12350114,0.13080623,0.107118915,0.137860796,0.104996858,0.000570684,6.34E-05,-0.001787129,0.00079887,-0.00429178,-0.000571359,-0.000318342,7.37E-05,0.000288107,-0.000686732,0.000826209,9.59E-05,-0.000189792,2.45E-05,-0.07427658,-0.077616075,-0.078388341,-0.078098131,-0.073495133,-0.077126289,-0.076658887,-0.0749329,-0.076553006,-0.075916056,-0.071316523,-0.0732661,-0.073906405,-0.021627156,-0.017916986,-0.038356078,-0.002492248,-0.014582226,0.013099028,-0.016126803,-0.033998843,0.004545117,-0.036701383,0.007271826,-0.047255802,0.011843079,0.010717942,0.041779544,-0.041607652,-0.038432331,-0.048336126,-0.039892522,-0.042706219,-0.025697846,-0.037779038,-0.040059185,-0.017226715,-0.045463263,-0.054970768,-0.026843139
10,2,500,94,158,Norm,ls,0.58,1,240.337892,1.277085868,0.931970787,1,0.765517241,0.527586207,0.013756313,0.016642623,0.084051377,0.038866167,1.646089265,1.478966774,1.28718411,1.370432093,1.111775969,1.114037384,1.108862974,1.01505255,1.057273324,1.018070633,6.229354009,2.878022131,1.946826183,1.919136791,1.459460371,1.456835611,1.407215319,1.317662159,1.347483344,1.309200423,0.130564283,0.408855816,0.309640445,0.0018148,0.000928485,-0.000967085,0.00347936,6.257551123,5.303593022,4.851160749,4.533921592,4.88294048,4.506375814,4.830919892,4.238694635,4.259569144,4.091750351,-0.779715125,-2.43456891,-4.915634808,-8.077168098,-13.72833344,-18.12740416,-26.518602,-30.60882726,-38.5596409,-45.64954557,-0.072811515,-0.247041395,-0.201303526,-0.582328816,-0.481691241,-0.863518877,-0.708979563,-0.990711241,-0.99169633,-0.990413801,-0.991788546,-0.989708969,-0.990067305,-0.98972778,-0.988526593,-0.989407372,-0.988750481,-0.981872435,-0.988027115,-0.98809609,-0.990474567,-0.988547926,-0.989179614,-0.989056919,-0.988022936,-0.988730652,-0.98821681,-0.950611399,-0.90936323,-0.88569464
10,2,500,94,158,Norm,wls,1,0,0.480287735,0.088115641,0.361692857,0.958,0.958,0.958,0.011243927,0.013345951,0.102760302,0.047441373,0.179021834,0.082629753,0.053474459,0.037863679,0.030356715,0.026412862,0.02206369,0.02053076,0.018222028,0.017968579,0.139578338,0.136896548,0.133270285,0.126846299,0.123158285,0.124821267,0.126442922,0.127026685,0.140021659,0.14970112,0.118989771,0.156019609,0.113013612,0.000519088,-4.44E-05,-0.003377578,-0.00043163,-0.005860975,0.002006019,0.001554763,-0.000559971,0.000134317,-0.00053519,0.001035502,0.00011574,-0.000708996,3.63E-05,-0.074389736,-0.079072698,-0.08036957,-0.077598878,-0.073164281,-0.07722025,-0.078129029,-0.073564661,-0.079747791,-0.076355376,-0.07183305,-0.072880656,-0.074689011,-0.324905755,-0.314997708,-0.369730036,-0.344558107,-0.376526446,-0.370170735,-0.380336873,-0.353590533,-0.362337624,-0.386097948,-0.361134614,-0.384129773,-0.349560925,-0.366913092,-0.33847643,-0.367281923,-0.378641215,-0.374610004,-0.385723365,-0.369249192,-0.357943306,-0.358568017,-0.361029315,-0.359281675,-0.3727644,-0.367517452,-0.329630683
10,2,500,94,158,Norm,fites,1,NA,0.193643391,0.057031004,0.02089056,0.07,0.079,0.047,0.009390876,0.0113424,0.0780388,0.036874723,0.135744446,0.061312018,0.040507848,0.030659304,0.023290554,0.02047151,0.016804632,0.016256928,0.013971997,0.013439838,0.085273554,0.082367004,0.07572976,0.073219774,0.071076771,0.071515366,0.073083931,0.077983919,0.085932075,0.096491269,0.069779519,0.105201983,0.064076316,0.00056857,1.86E-05,-0.000631112,0.000683717,-0.005036324,-0.000136324,-9.85E-05,-0.000272195,0.000193071,-0.000498143,0.00078284,-3.49E-05,-4.76E-05,-6.05E-05,-0.003083616,-0.006040583,-0.004540748,-0.004447683,0.000716312,-0.001791271,-0.002837664,-0.002404561,-0.005418625,-0.004938846,-0.003553776,-0.003175266,-0.004551993,-0.007951413,-0.010620358,-0.005701556,0.013735134,0.000179865,0.037914919,0.002724812,-0.027638351,0.013644301,-0.033106898,0.023667044,-0.049468869,0.033020256,0.033006806,0.059266854,-0.016747774,-0.010939223,-0.026187924,-0.021478296,-0.022567902,-0.01277768,-0.018472399,-0.021161993,-0.008105182,-0.022343135,-0.026370086,-0.005246088
10,2,500,94,158,Norm,fiteu,1,NA,0.193643391,0.057031004,0.037054736,0.07,0.078,0.049,0.009390876,0.0113424,0.0780388,0.036874723,0.135744446,0.061312018,0.040507848,0.030659304,0.023290554,0.02047151,0.016804632,0.016256928,0.013971997,0.013439838,0.085273554,0.082367004,0.07572976,0.073219774,0.071076771,0.071515366,0.073083931,0.077983919,0.085932075,0.096491269,0.069779519,0.105201983,0.064076316,0.00056857,1.86E-05,-0.000631112,0.000683717,-0.005036324,-0.000136324,-9.85E-05,-0.000272195,0.000193071,-0.000498143,0.00078284,-3.49E-05,-4.76E-05,-6.05E-05,-0.003083616,-0.006040583,-0.004540748,-0.004447683,0.000716312,-0.001791271,-0.002837664,-0.002404561,-0.005418625,-0.004938846,-0.003553776,-0.003175266,-0.004551993,-0.015698867,-0.018581458,-0.040935504,-0.02245054,-0.017760216,0.020423149,-0.015641307,-0.044956499,-0.004798819,-0.050994098,0.005340153,-0.066511493,0.014632836,0.014996648,0.025995697,-0.049888247,-0.046438023,-0.060566937,-0.05585515,-0.057678299,-0.047469878,-0.053226237,-0.053320942,-0.040210263,-0.055331882,-0.060499361,-0.040275366
10,2,500,94,158,Norm,fitos,1,NA,0.193643391,0.057031004,0.081931367,0.07,0.059,0.031,0.009390876,0.0113424,0.0780388,0.036874723,0.135744446,0.061312018,0.040507848,0.030659304,0.023290554,0.02047151,0.016804632,0.016256928,0.013971997,0.013439838,0.085273554,0.082367004,0.07572976,0.073219774,0.071076771,0.071515366,0.073083931,0.077983919,0.085932075,0.096491269,0.069779519,0.105201983,0.064076316,0.00056857,1.86E-05,-0.000631112,0.000683717,-0.005036324,-0.000136324,-9.85E-05,-0.000272195,0.000193071,-0.000498143,0.00078284,-3.49E-05,-4.76E-05,-6.05E-05,-0.003083616,-0.006040583,-0.004540748,-0.004447683,0.000716312,-0.001791271,-0.002837664,-0.002404561,-0.005418625,-0.004938846,-0.003553776,-0.003175266,-0.004551993,-0.000308384,-0.002356805,0.095637296,0.118487696,0.078746848,0.118942756,0.083856559,0.050663378,0.095891277,0.046018725,0.106604728,0.027339872,0.114646237,0.114326658,0.160949495,0.081951684,0.09280002,0.075826373,0.082012424,0.082470282,0.091421864,0.082753678,0.075202377,0.087831305,0.074905748,0.072997803,0.097196627
