p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.gamma4,RMSE.gamma5,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.gamma4,BIAS.gamma5,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.gamma4,SE BIAS.gamma5,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
5,2,200,39,38,Elliptical,gls.s,1,1,0.318334437,0.203229783,0.248605842,0.718,0.021,0.001,0.014811704,0.018063032,0.183302876,0.091789186,0.338960369,0.14877589,0.097030324,0.078440013,0.081730172,0.329816316,0.281755078,0.272373376,0.299871582,0.369444831,0.25581654,0.343600474,0.249324543,0.000435811,9.10E-05,-0.000636518,-0.002313577,0.009590683,0.002703868,-0.001745398,-0.000749721,0.002701739,-0.158246025,-0.162488765,-0.16491934,-0.162245458,-0.136423372,-0.149962437,-0.172556895,-0.147864309,0.0002728,0.005737716,-0.25122964,-0.265694279,-0.275642528,-0.278970937,-0.278311572,-0.276787939,-0.314338352,-0.253943117,-0.290304173,-0.27776991,-0.257512565,-0.22927412,-0.324963909,-0.311580136,-0.333965621
5,2,200,39,38,Elliptical,ls,0.518,1,96.32873939,1.855205572,0.901313505,1,0.418918919,0.193050193,0.021571403,0.031298889,0.192977913,0.100397855,2.523640086,2.435471847,2.492777177,1.769357613,1.515360505,3.201998948,5.718838893,4.855785621,2.682560395,2.338005906,0.285229948,0.792099185,0.581122543,-0.000676398,0.002056633,-0.019051565,-0.003193634,3.867374825,4.069659654,3.08680962,3.932976642,3.451573288,-0.525101338,-1.817302324,-3.033497383,-6.669473242,-9.128031932,-0.127517733,-0.304804422,-0.258624054,-0.576702233,-0.438144232,-0.898441198,-0.811499723,-0.982024347,-0.980343052,-0.980961846,-0.978916815,-0.978013387,-0.972710456,-0.975750458,-0.979798219,-0.977356174,-0.976836058,-0.95729774,-0.938406227,-0.919127427
5,2,200,39,38,Elliptical,wls,1,0,0.240538837,0.303273879,0.269728105,0.275,0.275,0.275,0.015391895,0.017744669,0.185587296,0.092464022,0.355215632,0.152994145,0.098714406,0.082620139,0.082169353,0.561321944,0.496795351,0.484025497,0.513650938,0.549591924,0.463605856,0.537923688,0.465839191,0.000119673,-0.000282813,-0.005080151,0.000246756,0.010422916,0.006835968,4.83E-05,-0.003276396,-0.002155383,-0.319184112,-0.310510308,-0.308213267,-0.313049015,-0.297940679,-0.298732912,-0.319049533,-0.301408087,-0.235367455,-0.188651386,-0.253628623,-0.266510816,-0.29571923,-0.293340568,-0.276259968,-0.296470553,-0.298425577,-0.317610731,-0.280388878,-0.257793016,-0.262032508,-0.240869139,-0.279688074,-0.265822061,-0.276799199
5,2,200,39,38,Elliptical,fites,1,NA,0.193643391,0.181233494,0.110429916,0.826,0.076,0.007,0.014795594,0.017926147,0.189952034,0.09138346,0.343149561,0.150256126,0.099053214,0.079674857,0.08288739,0.286230444,0.231840366,0.203902965,0.24366175,0.366938437,0.19884951,0.284502343,0.195965206,0.000622122,0.000105004,-0.005026222,-0.003152272,0.010935955,0.001838067,-0.000159713,-0.00120298,0.003632535,-0.022022034,-0.016572318,-0.017626682,-0.020422976,-0.016014746,-0.019918912,-0.016448298,-0.012494643,0.007669834,0.021533406,-0.101261319,-0.079392534,-0.107358706,-0.09205864,-0.095316707,-0.103110824,-0.162770139,-0.117055423,-0.183161724,-0.129548838,-0.113869773,-0.121917399,-0.139851878,-0.141656116,-0.159775317
5,2,200,39,38,Elliptical,fiteu,1,NA,0.193643391,0.181233494,0.216002828,0.826,0.15,0.026,0.014795594,0.017926147,0.189952034,0.09138346,0.343149561,0.150256126,0.099053214,0.079674857,0.08288739,0.286230444,0.231840366,0.203902965,0.24366175,0.366938437,0.19884951,0.284502343,0.195965206,0.000622122,0.000105004,-0.005026222,-0.003152272,0.010935955,0.001838067,-0.000159713,-0.00120298,0.003632535,-0.022022034,-0.016572318,-0.017626682,-0.020422976,-0.016014746,-0.019918912,-0.016448298,-0.012494643,-0.004186146,0.008365911,-0.244202616,-0.228553965,-0.174482974,-0.181133781,-0.186966704,-0.183974667,-0.228977258,-0.236964825,-0.319236619,-0.286283504,-0.2478644,-0.232505003,-0.292988693,-0.29888609,-0.316474917
5,2,200,39,38,Elliptical,fitos,1,NA,0.193643391,0.181233494,0.134673368,0.826,0.191,0.043,0.014795594,0.017926147,0.189952034,0.09138346,0.343149561,0.150256126,0.099053214,0.079674857,0.08288739,0.286230444,0.231840366,0.203902965,0.24366175,0.366938437,0.19884951,0.284502343,0.195965206,0.000622122,0.000105004,-0.005026222,-0.003152272,0.010935955,0.001838067,-0.000159713,-0.00120298,0.003632535,-0.022022034,-0.016572318,-0.017626682,-0.020422976,-0.016014746,-0.019918912,-0.016448298,-0.012494643,0.035875115,0.04855151,0.207031233,0.239579496,0.106131328,0.178766809,0.170945893,0.133159186,0.038012263,0.114972082,0.112987946,0.19297232,0.152803468,0.094731829,0.159946677,0.168239508,0.134740596
5,2,200,39,38,Skew,gammaN.model,1,0.93,0.290590428,0.22276213,0.137115286,0.593,0.036,0.004,0.015559112,0.017646891,0.164081157,0.080824574,0.283493579,0.127330553,0.08304861,0.06413363,0.063941586,0.372449397,0.366034601,0.361210352,0.369360886,0.428480169,0.343977346,0.323797784,0.321585978,-0.003694086,-0.00217522,0.002357894,0.002505476,-0.020994102,0.001330521,0.003141991,-0.000328952,0.001273506,-0.127781528,-0.12979477,-0.129861234,-0.138746705,-0.113896105,-0.122520101,-0.111814982,-0.116050906,-0.103376757,-0.049115719,-0.148412305,-0.142948098,-0.067430517,-0.118356511,-0.126659445,-0.086458205,-0.092042828,-0.121376793,-0.198364883,-0.217071227,-0.159739944,-0.134871389,-0.202109598,-0.161986834,-0.200638813
5,2,200,39,38,Skew,gammaN.s,1,0.94,0.243348809,0.254224541,0.143215338,0.284,0.021,0.005,0.015693502,0.018008741,0.179831568,0.089825819,0.309411626,0.136889664,0.087695281,0.068842732,0.070932624,0.425644485,0.42163609,0.423409459,0.432040871,0.468108497,0.401606544,0.395774003,0.376465689,-0.002843233,-0.001173071,-0.001075399,0.002406552,-0.021330515,0.0025916,0.003918391,-0.000119329,-8.36E-05,-0.191176967,-0.195705544,-0.196267367,-0.206020406,-0.169920909,-0.183229782,-0.187940826,-0.176761375,-0.107736362,-0.057354541,-0.167282,-0.170550504,-0.10179287,-0.137397635,-0.13357443,-0.099402031,-0.129823293,-0.099992231,-0.175109788,-0.210170712,-0.144759512,-0.115175642,-0.210168903,-0.171103921,-0.20326637
5,2,200,39,38,Skew,ridgeI,1,0.96,2.743398817,0.3445548,0.191127633,1,0.118,0.068,0.018746865,0.019014971,0.165401661,0.091695141,0.346534729,0.158363142,0.115613478,0.113150927,0.105266272,0.577513302,0.579194987,0.597886256,0.661636859,0.677594077,0.575696651,0.542392051,0.511730233,-0.011323981,-0.008919676,-0.007954316,-0.008619921,0.007451398,0.037707924,0.03212658,0.034770112,0.032626047,-0.314279643,-0.325207398,-0.322839881,-0.340526263,-0.296829816,-0.328032846,-0.313554178,-0.298778594,-0.19813564,-0.10144436,-0.077022118,-0.142069551,-0.238430634,-0.227722084,-0.204666858,-0.23041833,-0.166942084,-0.177931957,-0.204899929,-0.25018832,-0.187129254,-0.154259707,-0.254177981,-0.210851784,-0.22287917
5,2,200,39,38,Skew,ridgeD,1,0.02,0.111641261,0.376437829,0.181829901,0,0.118,0.067,0.01841938,0.018733344,0.201591258,0.089316245,0.364101697,0.152939176,0.105105566,0.089444039,0.093541811,0.536365029,0.533611989,0.603462546,0.837153999,1.177898266,0.545209229,0.528244547,0.504304974,-0.010175591,-0.008173479,0.006606493,0.005546553,-0.015875772,0.012208827,0.007000554,0.005388225,0.006355905,-0.281141056,-0.272136919,-0.237015198,-0.262291226,-0.210938843,-0.307105268,-0.298461178,-0.289345564,-0.180322189,-0.131575486,-0.119921967,-0.145656068,-0.255839613,-0.215622874,-0.204880506,-0.16832481,-0.189308244,-0.148757299,-0.164162649,-0.148456976,-0.129221968,-0.127809144,-0.271201976,-0.240569318,-0.249477221
5,2,200,39,38,Skew,gls.model,1,1,0.336263342,0.26462112,0.434493899,0.67,0.034,0.002,0.015962953,0.018873432,0.191506861,0.095041268,0.339627095,0.150395905,0.096239475,0.074397985,0.075571503,0.410499516,0.402010648,0.471559188,0.412121431,0.519448432,0.40884048,0.402017285,0.414445577,-0.001137497,0.00074926,-0.002582077,0.001294638,-0.019573936,-0.000332195,0.001453942,-0.002640971,-0.001668585,-0.040710139,-0.024896749,-0.013822311,-0.033596936,-0.022125962,-0.020259981,-0.000181321,0.002277998,-0.068417623,-0.030030619,-0.321952836,-0.327259626,-0.288163832,-0.311279695,-0.294745611,-0.265121439,-0.295539504,-0.555302891,-0.673011595,-0.739026536,-0.625900798,-0.550874438,-0.717707492,-0.586927151,-0.735134602
5,2,200,39,38,Skew,gls.s,1,1,0.298136647,0.26393851,0.390887605,0.596,0.02,0.002,0.0159881,0.018848294,0.193205594,0.09731187,0.348657636,0.153103586,0.096597796,0.075087704,0.075959232,0.427279297,0.421126935,0.436123035,0.433061363,0.489829515,0.416177815,0.400693253,0.387903643,-0.001075139,0.000769913,-0.00348884,0.00176453,-0.02155624,0.001913569,0.003296771,-0.002354212,-0.002169315,-0.158632764,-0.15559643,-0.15488616,-0.169151159,-0.133835865,-0.144376513,-0.150312033,-0.134352164,-0.081082477,-0.04113414,-0.275893937,-0.294488221,-0.265933315,-0.291378622,-0.267178943,-0.23715482,-0.260792434,-0.486941647,-0.623811904,-0.661546518,-0.560946507,-0.461800369,-0.674613388,-0.493661061,-0.666730983
5,2,200,39,38,Skew,ls,0.524,1,99.0316802,2.964096541,0.904557233,1,0.379770992,0.173664122,0.023165044,0.030991664,0.197191263,0.100452241,2.252663193,3.75411828,2.041702311,1.660327812,1.792242331,3.222047572,24.19137883,3.99809076,2.430700728,2.910942285,0.424588655,0.690306211,0.66873201,0.00145198,-0.000671202,-0.01271195,0.003173743,4.15646349,2.042636238,3.275188695,3.927038302,2.960997448,-0.539895551,-0.799679956,-3.089383546,-6.483832245,-8.171594216,-0.113071836,-0.247872953,-0.229287282,-0.61930047,-0.443940505,-0.889575792,-0.789131762,-0.982535072,-0.978926248,-0.97693886,-0.980332455,-0.979478738,-0.973086554,-0.978204127,-0.975983445,-0.979148949,-0.979549702,-0.974709498,-0.937721921,-0.93890887
5,2,200,39,38,Skew,wls,0.993,0,0.240405007,0.503859196,0.340331323,0.259818731,0.259818731,0.259818731,0.023896857,0.022677646,0.3856345,0.131633981,1.247291937,0.179604201,0.115148505,0.091275791,0.093999581,0.809729519,0.819881967,0.825231889,0.817724762,0.813149907,0.745347022,0.710169482,0.733208783,-0.015186049,-0.013174821,0.051888335,0.019927337,-0.050441038,0.014123996,0.009612402,0.007140887,0.005078878,-0.417243905,-0.432070503,-0.434830355,-0.429541052,-0.406328251,-0.397629585,-0.387624316,-0.399027284,-0.261800319,-0.201697739,-0.34959839,-0.238233216,-0.699184011,-0.40897207,-0.408578112,-0.379913285,-0.39708439,-0.271353582,-0.301733914,-0.336300106,-0.290718841,-0.271390681,-0.347021479,-0.299276712,-0.32277564
5,2,200,39,38,Skew,fites,1,NA,0.193643391,0.264536992,0.191420229,0.722,0.06,0.003,0.015961396,0.01887117,0.191501953,0.095036181,0.339683977,0.150396972,0.09623716,0.074418373,0.075534374,0.410302436,0.40224152,0.470679148,0.411841334,0.518985965,0.409162903,0.401598925,0.414675078,-0.001131055,0.000758008,-0.002583021,0.001293797,-0.019590412,-0.000325475,0.00144883,-0.002649394,-0.001671226,-0.035775559,-0.020159208,-0.008968349,-0.028346052,-0.016630826,-0.020948285,0.000719407,0.001791069,-0.073841212,-0.034503938,-0.1865564,-0.178536837,-0.137447476,-0.162821865,-0.161438199,-0.12315898,-0.136808539,-0.172967666,-0.234815932,-0.351657289,-0.212469011,-0.223214239,-0.282802311,-0.257158561,-0.323945442
5,2,200,39,38,Skew,fiteu,1,NA,0.193643391,0.264536992,0.269596866,0.722,0.139,0.01,0.015961396,0.01887117,0.191501953,0.095036181,0.339683977,0.150396972,0.09623716,0.074418373,0.075534374,0.410302436,0.40224152,0.470679148,0.411841334,0.518985965,0.409162903,0.401598925,0.414675078,-0.001131055,0.000758008,-0.002583021,0.001293797,-0.019590412,-0.000325475,0.00144883,-0.002649394,-0.001671226,-0.035775559,-0.020159208,-0.008968349,-0.028346052,-0.016630826,-0.020948285,0.000719407,0.001791069,-0.084868777,-0.046967492,-0.279574094,-0.275685379,-0.187939779,-0.21707812,-0.214213464,-0.176697619,-0.190707098,-0.265666596,-0.335311574,-0.454765516,-0.326771905,-0.317760833,-0.385963306,-0.385798522,-0.437376655
5,2,200,39,38,Skew,fitos,1,NA,0.193643391,0.264536992,0.063081822,0.722,0.233,0.047,0.015961396,0.01887117,0.191501953,0.095036181,0.339683977,0.150396972,0.09623716,0.074418373,0.075534374,0.410302436,0.40224152,0.470679148,0.411841334,0.518985965,0.409162903,0.401598925,0.414675078,-0.001131055,0.000758008,-0.002583021,0.001293797,-0.019590412,-0.000325475,0.00144883,-0.002649394,-0.001671226,-0.035775559,-0.020159208,-0.008968349,-0.028346052,-0.016630826,-0.020948285,0.000719407,0.001791069,-0.051322193,-0.007889785,0.056130775,0.073973029,0.041463235,0.040422507,0.037244937,0.081903624,0.046232476,-0.018396036,-0.069600153,-0.175623855,-0.018735362,-0.054636525,-0.122896492,-0.030815878,-0.145104107
5,2,300,39,38,Norm,gammaN.model,1,1,0.127509949,0.096004393,0.020375235,0.042,0.044,0.032,0.012592635,0.014800873,0.106083695,0.048955833,0.191866704,0.083602197,0.055472338,0.045300039,0.042942866,0.148716509,0.113664616,0.105122014,0.128035758,0.200940989,0.099754142,0.143753465,0.09047001,0.000505325,5.33E-05,0.001181745,0.000454491,-0.000142153,-0.002183259,-0.000325183,0.002653293,0.000385358,-0.008650385,-0.01299179,-0.00426444,-0.009216281,-0.013812251,-0.007105878,-0.004660503,-0.005176905,-0.018409793,0.02156472,-0.027514487,0.032172632,0.002022766,0.000518898,-0.017789222,-0.031815139,0.009725994,0.019592351,-0.033671568,-0.032121382,-0.004390558,-0.015611327,-0.046688843,-0.03229221,-0.000477108
5,2,300,39,38,Norm,gammaN.s,1,1,0.124659609,0.104937823,0.022732735,0.034,0.036,0.025,0.012580525,0.01487648,0.111082649,0.051424134,0.196975867,0.086178555,0.056973681,0.046654701,0.044077695,0.161376902,0.134402181,0.125538781,0.144833527,0.207641085,0.117841528,0.162632995,0.108851708,0.000523696,6.94E-05,0.001863721,0.000717856,-0.001473504,-0.002772489,-0.000312575,0.002489338,0.000489582,-0.053936668,-0.064019614,-0.058012686,-0.059454745,-0.052154269,-0.054563994,-0.06033597,-0.052927098,-0.021312238,0.012348248,-0.043646481,0.012174595,-0.00266183,-0.009342642,-0.025929959,-0.04172898,0.006006037,0.031901644,-0.027059294,-0.040609917,0.00632055,0.007776165,-0.051920253,-0.038124316,-0.007593342
5,2,300,39,38,Norm,ridgeI,1,0.6,0.310440038,0.111107423,0.147791581,0.979,0.155,0.151,0.013119748,0.015683534,0.116971079,0.055303111,0.210473919,0.092699225,0.060829999,0.049723543,0.047315377,0.17042104,0.137010016,0.129134478,0.155275666,0.233653786,0.119573601,0.169094195,0.112543869,0.000578949,4.88E-05,-0.006087283,-0.004039621,-0.002517649,-0.003581429,0.000247411,0.003189368,0.000758726,-0.055198789,-0.057871123,-0.052347965,-0.051574185,-0.051332742,-0.051409245,-0.055873687,-0.047438212,-0.122976272,-0.100690795,-0.164319737,-0.133208425,-0.14547616,-0.159420919,-0.166097975,-0.16351073,-0.128447147,-0.107536444,-0.163310933,-0.165379841,-0.145425834,-0.143698648,-0.166573242,-0.174922403,-0.161461372
5,2,300,39,38,Norm,ridgeD,1,0,0.149150832,0.113437316,0.171358767,0.182,0.182,0.182,0.013308616,0.016020691,0.11899753,0.056482396,0.217480964,0.095307678,0.062414525,0.051056008,0.04810611,0.174339134,0.141906137,0.133584784,0.154941209,0.22718229,0.123086732,0.176810427,0.117409137,0.000556279,2.38E-05,0.000284383,0.000537398,-0.003772318,-0.004745057,-0.000521743,0.002121156,-0.000102371,-0.058035873,-0.061970718,-0.059411642,-0.059220597,-0.060458216,-0.054429568,-0.063256075,-0.053297313,-0.140923742,-0.126416944,-0.185372021,-0.159576752,-0.174561144,-0.183357512,-0.193204986,-0.201515024,-0.159560006,-0.1280824,-0.18730776,-0.187536867,-0.162786605,-0.154680765,-0.185281273,-0.19931872,-0.183616518
5,2,300,39,38,Norm,gls.model,1,1,0.127509949,0.096004393,0.020375235,0.042,0.044,0.032,0.012592635,0.014800873,0.106083695,0.048955833,0.191866704,0.083602197,0.055472338,0.045300039,0.042942866,0.148716509,0.113664616,0.105122014,0.128035758,0.200940989,0.099754142,0.143753465,0.09047001,0.000505325,5.33E-05,0.001181745,0.000454491,-0.000142153,-0.002183259,-0.000325183,0.002653293,0.000385358,-0.008650385,-0.01299179,-0.00426444,-0.009216281,-0.013812251,-0.007105878,-0.004660503,-0.005176905,-0.018409793,0.02156472,-0.027514487,0.032172632,0.002022766,0.000518898,-0.017789222,-0.031815139,0.009725994,0.019592351,-0.033671568,-0.032121382,-0.004390558,-0.015611327,-0.046688843,-0.03229221,-0.000477108
5,2,300,39,38,Norm,gls.s,1,1,0.124659609,0.104937823,0.022732735,0.034,0.036,0.025,0.012580525,0.01487648,0.111082649,0.051424134,0.196975867,0.086178555,0.056973681,0.046654701,0.044077695,0.161376902,0.134402181,0.125538781,0.144833527,0.207641085,0.117841528,0.162632995,0.108851708,0.000523696,6.94E-05,0.001863721,0.000717856,-0.001473504,-0.002772489,-0.000312575,0.002489338,0.000489582,-0.053936668,-0.064019614,-0.058012686,-0.059454745,-0.052154269,-0.054563994,-0.06033597,-0.052927098,-0.021312238,0.012348248,-0.043646481,0.012174595,-0.00266183,-0.009342642,-0.025929959,-0.04172898,0.006006037,0.031901644,-0.027059294,-0.040609917,0.00632055,0.007776165,-0.051920253,-0.038124316,-0.007593342
5,2,300,39,38,Norm,ls,0.796,1,60.81526308,4.350592923,0.888190634,1,0.380653266,0.207286432,0.014693104,0.018372846,0.112013407,0.053768849,2.031711601,1.740873585,1.545996045,1.3227308,1.320296153,1.267723506,54.04486302,4.394004272,2.991265065,2.563140956,0.119700689,0.242047182,0.176878606,0.000620196,0.000716136,-0.001654487,0.003214028,2.683485805,2.237745079,2.023991189,1.808191149,1.917719942,-0.363835415,-1.045559313,-2.042730804,-3.225541922,-5.318547081,-0.033984434,-0.101799734,-0.084271367,-0.649472762,-0.397527431,-0.864941391,-0.725718862,-0.980915347,-0.978829296,-0.982279613,-0.981629612,-0.980830095,-0.970463897,-0.974987538,-0.980273643,-0.979569797,-0.979385211,-0.942415392,-0.887238766,-0.842762128
5,2,300,39,38,Norm,wls,1,0,0.149150832,0.113437316,0.171358767,0.182,0.182,0.182,0.013308616,0.016020691,0.11899753,0.056482396,0.217480964,0.095307678,0.062414525,0.051056008,0.04810611,0.174339134,0.141906137,0.133584784,0.154941209,0.22718229,0.123086732,0.176810427,0.117409137,0.000556279,2.38E-05,0.000284383,0.000537398,-0.003772318,-0.004745057,-0.000521743,0.002121156,-0.000102371,-0.058035873,-0.061970718,-0.059411642,-0.059220597,-0.060458216,-0.054429568,-0.063256075,-0.053297313,-0.140923742,-0.126416944,-0.185372021,-0.159576752,-0.174561144,-0.183357512,-0.193204986,-0.201515024,-0.159560006,-0.1280824,-0.18730776,-0.187536867,-0.162786605,-0.154680765,-0.185281273,-0.19931872,-0.183616518
5,2,300,39,38,Norm,fites,1,NA,0.193643391,0.095894043,0.024260179,0.054,0.057,0.045,0.012592978,0.014802285,0.106085202,0.04895529,0.191872504,0.083606849,0.055471582,0.04530105,0.042945779,0.148627515,0.113126501,0.104743796,0.127745593,0.200301117,0.099880278,0.143643765,0.090496644,0.000505859,5.29E-05,0.001176973,0.000455504,-0.000158229,-0.002191588,-0.000325455,0.002650503,0.000389474,-0.005050791,-0.00981596,-0.000956154,-0.005994985,-0.010259679,-0.007621929,-0.003957994,-0.005539182,-0.020170756,0.02017153,-0.031887391,0.02811128,-0.005324358,-0.008675573,-0.025401082,-0.035649122,0.001767215,0.007181527,-0.039449045,-0.035584772,-0.017947862,-0.028048297,-0.056457577,-0.039315024,-0.011280636
5,2,300,39,38,Norm,fiteu,1,NA,0.193643391,0.095894043,0.036182927,0.054,0.057,0.048,0.012592978,0.014802285,0.106085202,0.04895529,0.191872504,0.083606849,0.055471582,0.04530105,0.042945779,0.148627515,0.113126501,0.104743796,0.127745593,0.200301117,0.099880278,0.143643765,0.090496644,0.000505859,5.29E-05,0.001176973,0.000455504,-0.000158229,-0.002191588,-0.000325455,0.002650503,0.000389474,-0.005050791,-0.00981596,-0.000956154,-0.005994985,-0.010259679,-0.007621929,-0.003957994,-0.005539182,-0.02434812,0.01581627,-0.055805511,0.001809481,-0.01531011,-0.020894862,-0.038729851,-0.04822999,-0.009902332,-0.010637863,-0.059607057,-0.058142283,-0.037628947,-0.045160081,-0.076344944,-0.063379623,-0.033362434
5,2,300,39,38,Norm,fitos,1,NA,0.193643391,0.095894043,0.038673804,0.054,0.078,0.049,0.012592978,0.014802285,0.106085202,0.04895529,0.191872504,0.083606849,0.055471582,0.04530105,0.042945779,0.148627515,0.113126501,0.104743796,0.127745593,0.200301117,0.099880278,0.143643765,0.090496644,0.000505859,5.29E-05,0.001176973,0.000455504,-0.000158229,-0.002191588,-0.000325455,0.002650503,0.000389474,-0.005050791,-0.00981596,-0.000956154,-0.005994985,-0.010259679,-0.007621929,-0.003957994,-0.005539182,-0.015474806,0.024833053,0.038534212,0.103968061,0.04483626,0.04959609,0.034137193,0.020221628,0.054937742,0.060845236,0.023128297,0.032675948,0.042955992,0.022725783,0.004183547,0.030333167,0.054067646
5,2,300,39,38,Elliptical,gammaN.model,1,0.95,0.228767906,0.135801467,0.06131394,0.812,0.043,0.009,0.012473982,0.014347348,0.144030183,0.066078452,0.25098927,0.108194152,0.072766365,0.058922683,0.059022354,0.214872157,0.175807215,0.158484545,0.194055846,0.275845313,0.154467098,0.201053966,0.147214007,0.000199717,7.36E-05,-0.000969989,0.00164638,0.001067152,-0.003081327,-0.000531602,0.004686832,0.000305371,-0.058696423,-0.070231357,-0.060832496,-0.06738028,-0.070122625,-0.060243773,-0.060021868,-0.062189713,-0.058584252,0.000102039,-0.101262866,-0.040906039,-0.035220929,-0.028304448,-0.059461331,-0.068219184,-0.082605684,-0.053750946,-0.090094418,-0.065154114,-0.080930803,-0.062632522,-0.085120458,-0.052980425,-0.077006521
5,2,300,39,38,Elliptical,gammaN.s,1,0.98,0.216007305,0.159537392,0.066385032,0.765,0.03,0.006,0.012709284,0.014652561,0.153663163,0.069761991,0.269398715,0.113373269,0.077711644,0.06268011,0.062889444,0.253169169,0.226689694,0.209619559,0.239142053,0.299299974,0.199602727,0.254467232,0.193305074,0.000168094,0.000205541,-0.001375213,0.001887581,-0.000456863,-0.002255887,0.000366866,0.005041304,0.001382968,-0.115570384,-0.132716855,-0.126174801,-0.128667998,-0.114428807,-0.117817945,-0.131214498,-0.119329041,-0.058705159,-0.002250434,-0.114225461,-0.047721332,-0.047389862,-0.028467546,-0.077314415,-0.080865435,-0.090855353,-0.051792214,-0.095224046,-0.069143065,-0.072072253,-0.031797145,-0.100536648,-0.071829984,-0.088355191
5,2,300,39,38,Elliptical,ridgeI,1,0.96,2.010462816,0.201718009,0.125462901,1,0.135,0.078,0.012113447,0.014405501,0.147423977,0.072904678,0.26631555,0.119666101,0.083300319,0.076629878,0.072627952,0.322258309,0.298439467,0.299930184,0.353859348,0.434740383,0.279136407,0.309678864,0.265775795,0.000436032,0.00031654,-0.024626431,-0.018073572,0.003214035,0.008798724,0.011788552,0.015633392,0.010886056,-0.195663828,-0.200869879,-0.19695186,-0.208747373,-0.201601429,-0.194707792,-0.193219385,-0.186098968,-0.10326191,-0.06680908,-0.151701387,-0.130779625,-0.114280623,-0.144758533,-0.130530596,-0.150831306,-0.100894915,-0.118187869,-0.131193739,-0.137666476,-0.121483413,-0.085765221,-0.154796226,-0.146247248,-0.143681154
5,2,300,39,38,Elliptical,ridgeD,1,0.01,0.09343326,0.223045699,0.131344183,0.001,0.113,0.083,0.011926132,0.014137646,0.143773187,0.069284728,0.255169118,0.113918349,0.073553263,0.063134256,0.06244492,0.323612908,0.30323185,0.344755935,0.45432472,0.666134318,0.287390842,0.328184005,0.276800699,0.000396654,0.000155433,-0.007586561,-0.005013013,-0.012026914,-0.001750412,0.002226368,0.004735726,0.001696101,-0.191623224,-0.190190212,-0.181073257,-0.181374979,-0.172269863,-0.199274576,-0.206099294,-0.193395694,-0.110348468,-0.081190864,-0.165554806,-0.14750196,-0.101852954,-0.143869975,-0.119508391,-0.140530271,-0.132842711,-0.099196383,-0.147521326,-0.113409086,-0.101147024,-0.101913663,-0.187472613,-0.16584987,-0.173140751
5,2,300,39,38,Elliptical,gls.model,1,1,0.26655353,0.155511417,0.351158563,0.865,0.047,0.008,0.012981287,0.014854387,0.16597955,0.081204813,0.293076997,0.128506313,0.083559487,0.069195493,0.069281807,0.240093675,0.201840182,0.176653135,0.224472907,0.314521455,0.173845497,0.23368135,0.159945748,0.000185445,0.000179595,-0.003554149,0.002404519,0.00546887,-0.00472293,-0.001510855,0.00301966,-0.00012813,-0.009936839,-0.018348152,-0.006545478,-0.012498187,-0.023747031,-0.007804523,-0.003594548,-0.009479537,-0.051250547,0.012930399,-0.375312044,-0.379682672,-0.348887278,-0.347441147,-0.348209548,-0.368645734,-0.375815319,-0.372951619,-0.458395913,-0.425951323,-0.435029467,-0.371243029,-0.454845907,-0.407703478,-0.435400139
5,2,300,39,38,Elliptical,gls.s,1,1,0.235616041,0.160611375,0.268767293,0.819,0.03,0.005,0.012902748,0.014846643,0.157908096,0.07168992,0.283173191,0.117735206,0.081153513,0.065849347,0.06624587,0.253340233,0.223044213,0.205052721,0.236794477,0.303339692,0.19592471,0.253075961,0.188316827,0.000163312,0.000246638,-0.002009195,0.002190838,0.00114926,-0.002124811,0.000164681,0.004978574,0.001473271,-0.105774993,-0.123860264,-0.116349067,-0.119247504,-0.104469382,-0.107988987,-0.122182775,-0.109610883,-0.05412399,0.004088318,-0.304045176,-0.253582177,-0.292073905,-0.261627332,-0.30427186,-0.310650947,-0.317738747,-0.285828178,-0.326389894,-0.311869224,-0.303817086,-0.262279019,-0.349749971,-0.296081762,-0.330826397
