p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.gamma4,RMSE.gamma5,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.gamma4,BIAS.gamma5,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.gamma4,SE BIAS.gamma5,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
5,2,300,39,38,Elliptical,ls,0.571,1,85.85880343,2.807376566,0.91109077,1,0.418563923,0.222416813,0.018092315,0.024445652,0.170241751,0.08598615,3.300844543,2.830936971,1.808195711,1.846870938,1.815790578,5.337807959,18.85584819,3.725384778,3.389330902,3.079494961,0.278241699,0.652743013,0.505145511,0.001193169,0.000547053,-0.008981701,0.00851038,4.153057297,2.596359756,3.049283674,2.825076052,2.751044602,-0.560024189,-1.233612869,-2.909885379,-4.974887468,-7.390526948,-0.099904897,-0.218847503,-0.214505092,-0.622731111,-0.447508772,-0.909137848,-0.824716712,-0.986125242,-0.984735599,-0.982187665,-0.983903575,-0.984611998,-0.982825449,-0.982449919,-0.980541643,-0.983774827,-0.984021497,-0.968122678,-0.950130709,-0.931017851
5,2,300,39,38,Elliptical,wls,1,0,0.149044854,0.229173415,0.190756175,0.168,0.168,0.168,0.012137919,0.014714697,0.14597702,0.072698725,0.277227867,0.12052382,0.076057481,0.063444441,0.061172302,0.394458499,0.378682975,0.375026593,0.383629845,0.427405914,0.352680349,0.391571391,0.348538218,0.00052367,0.000206306,0.00195696,-0.000336538,-0.01523691,-0.002096413,0.001257147,0.003372947,0.000865048,-0.24713937,-0.255688171,-0.254843584,-0.251215979,-0.24443142,-0.242826329,-0.24952028,-0.242542519,-0.152216363,-0.145185133,-0.187815773,-0.200265372,-0.190579505,-0.210790737,-0.186733806,-0.213206798,-0.189894305,-0.18057079,-0.181690179,-0.197764599,-0.193701306,-0.185828387,-0.211337624,-0.208358604,-0.206915686
5,2,300,39,38,Elliptical,fites,1,NA,0.193643391,0.155421494,0.114679933,0.878,0.056,0.014,0.012982105,0.014855819,0.165975388,0.08121378,0.293050427,0.128531744,0.083551636,0.069199389,0.069276376,0.240074845,0.201576575,0.176289491,0.224281187,0.313769233,0.173956409,0.233560111,0.160020874,0.000185287,0.000180115,-0.003552151,0.002403832,0.005450966,-0.004737367,-0.001509389,0.003015861,-0.000126825,-0.006506842,-0.015288682,-0.003249954,-0.009285674,-0.020300937,-0.008303537,-0.002909939,-0.00983768,-0.054984479,0.008667344,-0.129811367,-0.120685354,-0.095688234,-0.090876223,-0.082347165,-0.121954736,-0.137963048,-0.106736201,-0.186053487,-0.130166016,-0.162010057,-0.117623606,-0.155256165,-0.116465911,-0.132269467
5,2,300,39,38,Elliptical,fiteu,1,NA,0.193643391,0.155421494,0.20860767,0.878,0.133,0.028,0.012982105,0.014855819,0.165975388,0.08121378,0.293050427,0.128531744,0.083551636,0.069199389,0.069276376,0.240074845,0.201576575,0.176289491,0.224281187,0.313769233,0.173956409,0.233560111,0.160020874,0.000185287,0.000180115,-0.003552151,0.002403832,0.005450966,-0.004737367,-0.001509389,0.003015861,-0.000126825,-0.006506842,-0.015288682,-0.003249954,-0.009285674,-0.020300937,-0.008303537,-0.002909939,-0.00983768,-0.063408181,-0.00019549,-0.247503161,-0.249963954,-0.15623367,-0.166801097,-0.16428988,-0.19299323,-0.200618992,-0.205997457,-0.31049029,-0.267549725,-0.285832935,-0.212694723,-0.287775337,-0.261907587,-0.272074686
5,2,300,39,38,Elliptical,fitos,1,NA,0.193643391,0.155421494,0.091418721,0.878,0.138,0.029,0.012982105,0.014855819,0.165975388,0.08121378,0.293050427,0.128531744,0.083551636,0.069199389,0.069276376,0.240074845,0.201576575,0.176289491,0.224281187,0.313769233,0.173956409,0.233560111,0.160020874,0.000185287,0.000180115,-0.003552151,0.002403832,0.005450966,-0.004737367,-0.001509389,0.003015861,-0.000126825,-0.006506842,-0.015288682,-0.003249954,-0.009285674,-0.020300937,-0.008303537,-0.002909939,-0.00983768,-0.037263114,0.028048762,0.111142477,0.139442805,0.07651468,0.13049182,0.142522302,0.079142903,0.036889741,0.076936556,0.058277172,0.129982213,0.075375783,0.068860391,0.078981476,0.157654505,0.126591562
5,2,300,39,38,Skew,gammaN.model,1,0.93,0.199560205,0.185122241,0.11467804,0.639,0.034,0.007,0.012751306,0.014924613,0.127828895,0.064748766,0.239427346,0.102214782,0.067448784,0.054953289,0.054767877,0.328363055,0.298497722,0.288198909,0.307211627,0.359567716,0.285939412,0.27161663,0.268617365,-0.002507934,-0.001588112,0.005265151,0.006164817,-0.00882302,0.001978013,0.002503881,0.005200105,0.001847282,-0.095364574,-0.102299125,-0.098031927,-0.111823572,-0.092904085,-0.099270497,-0.090909387,-0.095300416,-0.092427629,-0.06365483,-0.087372916,-0.102628485,-0.074438946,-0.074987138,-0.081861052,-0.081064119,-0.091307565,-0.139433363,-0.153356678,-0.157435035,-0.128075236,-0.111152788,-0.178562731,-0.15236132,-0.179406853
5,2,300,39,38,Skew,gammaN.s,1,0.93,0.169337724,0.204519729,0.120140415,0.365,0.028,0.005,0.012759682,0.014991613,0.136887491,0.069275147,0.248570095,0.107821132,0.071533379,0.057770645,0.056012644,0.362952945,0.338597982,0.324518398,0.349515622,0.380388821,0.319223151,0.321144709,0.304871935,-0.002195622,-0.001248763,0.005123843,0.006377694,-0.007410578,0.001531465,0.002394522,0.004786619,0.001682025,-0.144721852,-0.151669522,-0.148976679,-0.161004576,-0.134354103,-0.147865066,-0.152245032,-0.143940734,-0.091633041,-0.064159111,-0.11095096,-0.127784601,-0.07959986,-0.095508645,-0.103601353,-0.095971958,-0.082667717,-0.137986873,-0.159086822,-0.150620434,-0.131788999,-0.091924132,-0.171613234,-0.166098977,-0.181390332
5,2,300,39,38,Skew,ridgeI,1,0.97,2.315624059,0.266989132,0.15598861,1,0.102,0.054,0.01477151,0.015865153,0.128116969,0.068656991,0.287156876,0.137028781,0.086106415,0.084746216,0.082658409,0.460861914,0.444326365,0.458598432,0.480368058,0.522676327,0.448423119,0.418615644,0.39983807,-0.008543425,-0.006686763,0.002225276,-0.000265042,0.010079571,0.024948551,0.016841713,0.020349502,0.016408239,-0.256160764,-0.258763854,-0.260328436,-0.250893765,-0.22753443,-0.271140003,-0.254080928,-0.241870561,-0.140473787,-0.103726774,-0.055844719,-0.100030485,-0.213690656,-0.251912847,-0.118277892,-0.149102439,-0.119023849,-0.160580293,-0.185919259,-0.1916128,-0.172694068,-0.11826822,-0.195683503,-0.171841188,-0.203123591
5,2,300,39,38,Skew,ridgeD,1,0.01,0.085188435,0.290500047,0.156779889,0,0.101,0.071,0.014666605,0.015792846,0.134420167,0.068176941,0.251876353,0.118463439,0.074290391,0.065979602,0.069121857,0.449802638,0.436037903,0.499704588,0.589993784,0.84177226,0.449817688,0.428756162,0.429827574,-0.008494282,-0.007137666,0.020467661,0.010032308,0.004108451,0.007709704,0.004663798,0.005053004,0.002689891,-0.248903036,-0.244524927,-0.246826316,-0.187172278,-0.186764149,-0.270436382,-0.256690478,-0.259846002,-0.158521119,-0.126136815,-0.091974507,-0.108390876,-0.142683573,-0.199317815,-0.124300424,-0.136390571,-0.176535691,-0.146182771,-0.19083517,-0.122814586,-0.171415975,-0.12524658,-0.212636285,-0.208066926,-0.223808433
5,2,300,39,38,Skew,gls.model,1,1,0.242348171,0.231042059,0.461423133,0.733,0.035,0.002,0.013094593,0.01575686,0.155172276,0.083530558,0.282767218,0.121695513,0.087223553,0.070089255,0.063243158,0.410269554,0.367542639,0.373676598,0.479563913,0.416787559,0.345430589,0.325875667,0.3159955,-0.000323216,0.000471125,0.000645558,0.005876587,-0.01197886,-0.000137787,0.000999323,0.003845477,0.001092311,-0.012343995,-0.005984077,0.013129439,-0.006847306,-0.022159001,-0.006000989,0.00201688,-0.008172995,-0.066101575,-0.051444043,-0.322450237,-0.385347231,-0.304716262,-0.302692426,-0.362769528,-0.367649607,-0.309145235,-0.637840434,-0.707342873,-0.731028004,-0.738289215,-0.533974739,-0.726910884,-0.581148086,-0.715342891
5,2,300,39,38,Skew,gls.s,1,1,0.217168168,0.218327915,0.412272654,0.686,0.022,0.002,0.013042865,0.015572097,0.151378248,0.078423164,0.275520841,0.12022207,0.085472,0.066322503,0.06277464,0.394312079,0.361408661,0.3293766,0.397302127,0.399193451,0.32635575,0.324012862,0.310884589,-0.000425006,0.000419651,0.001944838,0.005767479,-0.01252655,-0.000430793,0.002149613,0.004055247,0.001699562,-0.103622776,-0.104023006,-0.097462689,-0.114789853,-0.097571443,-0.103198882,-0.111985058,-0.102032619,-0.070572409,-0.048622112,-0.269355639,-0.309745643,-0.25614894,-0.268969596,-0.327396901,-0.308320016,-0.275327636,-0.581642063,-0.666616743,-0.655979714,-0.642030947,-0.472109016,-0.673832783,-0.509450344,-0.672514624
5,2,300,39,38,Skew,ls,0.605,1,84.30093625,2.208553684,0.908697274,1,0.401652893,0.209917355,0.016968984,0.022157041,0.152620191,0.080598081,2.187353025,2.157033922,1.633135892,1.632663827,1.728380048,4.241117459,12.37223024,3.251890295,2.781175689,3.010831858,0.353566073,0.902446304,1.0212437,0.000255445,0.000873884,-0.005366391,0.009239061,4.718628165,3.035677609,3.182632857,2.9101895,2.518355007,-0.610768956,-1.28482846,-2.894332922,-5.024425322,-6.538346985,-0.083355183,-0.218443809,-0.200262024,-0.620509646,-0.418667486,-0.889408665,-0.795139359,-0.980110173,-0.981357622,-0.980415007,-0.982731746,-0.982822799,-0.977149084,-0.980197575,-0.979442076,-0.982094734,-0.981924362,-0.977813624,-0.966575249,-0.971494451
5,2,300,39,38,Skew,wls,1,0,0.147779794,0.328658558,0.236968286,0.149,0.149,0.149,0.017120197,0.017870422,0.148074283,0.072935063,0.275792586,0.118138771,0.078239577,0.069805604,0.064692939,0.630309191,0.594560489,0.60281496,0.611361737,0.606548532,0.568496014,0.551954277,0.558480835,-0.012044298,-0.010668255,0.03569943,0.018468691,0.014436923,0.011278207,0.005377173,0.007039899,0.000672051,-0.353910828,-0.349684249,-0.35594941,-0.354541668,-0.337270464,-0.333705342,-0.326018905,-0.332098686,-0.2039768,-0.181586293,-0.163825866,-0.154878731,-0.246838122,-0.251572223,-0.255063819,-0.304098902,-0.25410845,-0.22514285,-0.273368302,-0.28503557,-0.261954083,-0.155012652,-0.26935529,-0.266337287,-0.276305621
5,2,300,39,38,Skew,fites,1,NA,0.193643391,0.23118038,0.196774275,0.758,0.053,0.004,0.013094136,0.015755773,0.155174497,0.083530336,0.282752256,0.121680811,0.08722992,0.07009504,0.063253996,0.411183776,0.367745273,0.373939453,0.479887214,0.417366873,0.34560026,0.325683426,0.316093418,-0.000319548,0.000474423,0.000643545,0.005875977,-0.011987855,-0.000134926,0.001002274,0.003858472,0.001089238,-0.00901121,-0.002921543,0.016678277,-0.003350661,-0.018896524,-0.006458635,0.002615755,-0.008483281,-0.06946863,-0.054989948,-0.155847506,-0.214416525,-0.123202061,-0.121958383,-0.197197523,-0.176735216,-0.135847785,-0.260419809,-0.253660612,-0.271267775,-0.392670121,-0.165171298,-0.265537343,-0.22843177,-0.258340372
5,2,300,39,38,Skew,fiteu,1,NA,0.193643391,0.23118038,0.263584396,0.758,0.109,0.01,0.013094136,0.015755773,0.155174497,0.083530336,0.282752256,0.121680811,0.08722992,0.07009504,0.063253996,0.411183776,0.367745273,0.373939453,0.479887214,0.417366873,0.34560026,0.325683426,0.316093418,-0.000319548,0.000474423,0.000643545,0.005875977,-0.011987855,-0.000134926,0.001002274,0.003858472,0.001089238,-0.00901121,-0.002921543,0.016678277,-0.003350661,-0.018896524,-0.006458635,0.002615755,-0.008483281,-0.077988818,-0.063521396,-0.239754979,-0.30049327,-0.169135242,-0.172794776,-0.244149105,-0.229123437,-0.175379047,-0.332304674,-0.337781942,-0.379460542,-0.475435968,-0.240341719,-0.361449158,-0.336239403,-0.345581256
5,2,300,39,38,Skew,fitos,1,NA,0.193643391,0.23118038,0.073660516,0.758,0.166,0.028,0.013094136,0.015755773,0.155174497,0.083530336,0.282752256,0.121680811,0.08722992,0.07009504,0.063253996,0.411183776,0.367745273,0.373939453,0.479887214,0.417366873,0.34560026,0.325683426,0.316093418,-0.000319548,0.000474423,0.000643545,0.005875977,-0.011987855,-0.000134926,0.001002274,0.003858472,0.001089238,-0.00901121,-0.002921543,0.016678277,-0.003350661,-0.018896524,-0.006458635,0.002615755,-0.008483281,-0.052294487,-0.035304817,0.047077836,-0.01543747,0.025920514,0.053701652,-0.037262053,-0.012836933,-0.001227504,-0.146703871,-0.121761401,-0.095421647,-0.257726691,-0.044790332,-0.128523605,-0.048133254,-0.128104696
5,2,500,39,38,Norm,gammaN.model,1,1,0.0763492,0.073981351,0.026552931,0.052,0.052,0.044,0.009684863,0.011799563,0.081630327,0.037343477,0.150572774,0.061603602,0.044831331,0.033048011,0.034484678,0.120061135,0.088541189,0.081449216,0.096543105,0.150910827,0.077423573,0.107835796,0.069919505,0.000584739,-0.000121657,0.001974878,-0.001941369,0.002996417,0.004077473,-0.000258308,0.000819886,0.001847294,-0.007092201,-0.0079841,-0.004464965,-0.009039689,-0.007094018,-0.004249916,-0.001082488,-0.005661471,-0.009977434,-0.008209739,-0.02318174,0.048830655,-0.01168465,0.047222907,-0.061603405,0.028491566,-0.024897726,-0.020569338,-0.042425567,-0.030886771,0.026029594,0.010440571,-0.04984019,-0.003492252,0.003615728
5,2,500,39,38,Norm,gammaN.s,1,0.98,0.075448328,0.078410112,0.028355406,0.047,0.053,0.042,0.009698859,0.011802107,0.083754092,0.038710775,0.151006563,0.062015925,0.045235773,0.033479599,0.034924834,0.128644728,0.098412577,0.091079626,0.106921085,0.155512453,0.08545517,0.116612372,0.079705361,0.000597248,-0.000113209,0.002233124,-0.001862849,0.002713505,0.003314434,-0.000448973,0.00104772,0.001837969,-0.036989732,-0.038824267,-0.035556522,-0.040130521,-0.031087575,-0.03306486,-0.035242076,-0.034754311,-0.015462538,-0.012728568,-0.037664709,0.023414255,-0.006260426,0.04768083,-0.064011504,0.023308259,-0.028814362,-0.030418398,-0.046966608,-0.041174309,0.01582582,0.011462748,-0.054889045,-0.014867962,-0.007091554
5,2,500,39,38,Norm,ridgeI,1,0.51,0.151351972,0.081273165,0.095435528,0.913,0.11,0.109,0.010056578,0.012318733,0.086783961,0.040291211,0.156604131,0.064349208,0.046781167,0.035148237,0.036514187,0.13307327,0.100238254,0.093991039,0.110227657,0.168246398,0.088206119,0.118935385,0.079878269,0.000607433,-0.000162812,-0.001113355,-0.004166395,0.000705102,0.002275611,-0.000307417,0.00091374,0.001924138,-0.037550458,-0.037178996,-0.032147007,-0.035661574,-0.024864857,-0.03114906,-0.031033638,-0.030878328,-0.086724065,-0.089344526,-0.114071111,-0.058187367,-0.086571092,-0.03870206,-0.135948942,-0.063462115,-0.109227002,-0.108142742,-0.121304365,-0.130956476,-0.063626941,-0.095846065,-0.142394151,-0.096251766,-0.081643188
5,2,500,39,38,Norm,ridgeD,1,0,0.084300065,0.082176828,0.107604194,0.129,0.129,0.129,0.010125716,0.01242643,0.087288579,0.04062851,0.157869489,0.064935186,0.047319018,0.035419469,0.036732815,0.134836553,0.101960361,0.095247201,0.113038583,0.166193041,0.089444687,0.121847724,0.081692707,0.000609017,-0.00016393,0.001412693,-0.002198686,0.00057477,0.00227281,-0.000641587,0.000835488,0.001847444,-0.038851062,-0.039111735,-0.034677163,-0.040886734,-0.028649235,-0.032400112,-0.034311034,-0.033783256,-0.095469882,-0.100367122,-0.121398823,-0.072251218,-0.094464012,-0.047964607,-0.148034913,-0.078731036,-0.123008029,-0.119480499,-0.131469361,-0.142033943,-0.093040808,-0.108251394,-0.151248796,-0.110928983,-0.091127866
5,2,500,39,38,Norm,gls.model,1,1,0.0763492,0.073981351,0.026552931,0.052,0.052,0.044,0.009684863,0.011799563,0.081630327,0.037343477,0.150572774,0.061603602,0.044831331,0.033048011,0.034484678,0.120061135,0.088541189,0.081449216,0.096543105,0.150910827,0.077423573,0.107835796,0.069919505,0.000584739,-0.000121657,0.001974878,-0.001941369,0.002996417,0.004077473,-0.000258308,0.000819886,0.001847294,-0.007092201,-0.0079841,-0.004464965,-0.009039689,-0.007094018,-0.004249916,-0.001082488,-0.005661471,-0.009977434,-0.008209739,-0.02318174,0.048830655,-0.01168465,0.047222907,-0.061603405,0.028491566,-0.024897726,-0.020569338,-0.042425567,-0.030886771,0.026029594,0.010440571,-0.04984019,-0.003492252,0.003615728
5,2,500,39,38,Norm,gls.s,1,1,0.075437899,0.078411252,0.026280302,0.046,0.05,0.04,0.009698221,0.011800656,0.083754573,0.038712125,0.151015891,0.062031353,0.04523731,0.033482627,0.034926363,0.128642313,0.098431793,0.0910707,0.106908207,0.155485257,0.085440697,0.116617988,0.079735214,0.000597694,-0.000112183,0.002246741,-0.001855555,0.002747672,0.003337815,-0.000446395,0.001055199,0.001839218,-0.03696729,-0.038825599,-0.035572664,-0.040124293,-0.031155548,-0.033076734,-0.035264249,-0.034779036,-0.013807898,-0.010880102,-0.031396034,0.029183876,-0.001473135,0.051677523,-0.059027821,0.0268867,-0.024731074,-0.025066395,-0.041619892,-0.036235062,0.021527406,0.015640221,-0.046931665,-0.009821968,-0.00085837
5,2,500,39,38,Norm,ls,0.92,1,48.1198613,1.466337301,0.889340715,1,0.39673913,0.211956522,0.010368657,0.013004652,0.08439175,0.040400802,1.169143376,1.115839674,1.365863276,1.28941884,1.165873842,0.539917778,3.865603547,7.669871193,3.556681954,2.670015761,0.089520941,0.162194743,0.11962333,0.00067797,-0.000410415,0.00116592,-0.001962009,1.623654387,1.362735414,1.395911843,1.434941496,1.434400441,-0.239937251,-0.669815541,-1.433454478,-2.5326908,-3.971934713,-0.022185168,-0.06599547,-0.048893993,-0.655746397,-0.389404509,-0.862338039,-0.719763387,-0.985243373,-0.986714281,-0.987118405,-0.983123848,-0.984884119,-0.97129474,-0.982736329,-0.984963468,-0.981271627,-0.983104102,-0.943519241,-0.878546957,-0.839019339
5,2,500,39,38,Norm,wls,1,0,0.084300065,0.082176828,0.107604194,0.129,0.129,0.129,0.010125716,0.01242643,0.087288579,0.04062851,0.157869489,0.064935186,0.047319018,0.035419469,0.036732815,0.134836553,0.101960361,0.095247201,0.113038583,0.166193041,0.089444687,0.121847724,0.081692707,0.000609017,-0.00016393,0.001412693,-0.002198686,0.00057477,0.00227281,-0.000641587,0.000835488,0.001847444,-0.038851062,-0.039111735,-0.034677163,-0.040886734,-0.028649235,-0.032400112,-0.034311034,-0.033783256,-0.095469882,-0.100367122,-0.121398823,-0.072251218,-0.094464012,-0.047964607,-0.148034913,-0.078731036,-0.123008029,-0.119480499,-0.131469361,-0.142033943,-0.093040808,-0.108251394,-0.151248796,-0.110928983,-0.091127866
5,2,500,39,38,Norm,fites,1,NA,0.193643391,0.073915367,0.027952284,0.057,0.062,0.054,0.00968499,0.011798902,0.081630684,0.037344577,0.15057026,0.061604055,0.044830962,0.033047392,0.034488498,0.119855931,0.088368014,0.081272455,0.096212425,0.150605579,0.077453181,0.107836401,0.069956937,0.000584893,-0.000122107,0.001972735,-0.001941307,0.002994198,0.004079229,-0.000258906,0.000819165,0.0018462,-0.005024245,-0.005954767,-0.002576106,-0.007048561,-0.005103845,-0.0045564,-0.000673154,-0.005864675,-0.010925298,-0.009267789,-0.028112623,0.043707031,-0.015173786,0.044137462,-0.06564793,0.025706981,-0.028073404,-0.025997123,-0.048787587,-0.035309912,0.020392742,0.006084316,-0.056851957,-0.008253727,-0.002759164
5,2,500,39,38,Norm,fiteu,1,NA,0.193643391,0.073915367,0.032054642,0.057,0.062,0.054,0.00968499,0.011798902,0.081630684,0.037344577,0.15057026,0.061604055,0.044830962,0.033047392,0.034488498,0.119855931,0.088368014,0.081272455,0.096212425,0.150605579,0.077453181,0.107836401,0.069956937,0.000584893,-0.000122107,0.001972735,-0.001941307,0.002994198,0.004079229,-0.000258906,0.000819165,0.0018462,-0.005024245,-0.005954767,-0.002576106,-0.007048561,-0.005103845,-0.0045564,-0.000673154,-0.005864675,-0.013561886,-0.01190656,-0.042787329,0.028520146,-0.021540091,0.036538905,-0.073042742,0.017881077,-0.034573822,-0.03678378,-0.060984826,-0.048326873,0.008263432,-0.003150032,-0.069179107,-0.022274152,-0.015614157
5,2,500,39,38,Norm,fitos,1,NA,0.193643391,0.073915367,0.030537761,0.057,0.07,0.055,0.00968499,0.011798902,0.081630684,0.037344577,0.15057026,0.061604055,0.044830962,0.033047392,0.034488498,0.119855931,0.088368014,0.081272455,0.096212425,0.150605579,0.077453181,0.107836401,0.069956937,0.000584893,-0.000122107,0.001972735,-0.001941307,0.002994198,0.004079229,-0.000258906,0.000819165,0.0018462,-0.005024245,-0.005954767,-0.002576106,-0.007048561,-0.005103845,-0.0045564,-0.000673154,-0.005864675,-0.008298345,-0.00670204,0.014562457,0.08914297,0.015946478,0.080039627,-0.03207694,0.061534198,0.002327166,0.006754716,-0.01099966,0.004854127,0.058976536,0.036018397,-0.019943354,0.034418211,0.036546722
5,2,500,39,38,Elliptical,gammaN.model,1,0.95,0.139244493,0.106715141,0.044151736,0.824,0.035,0.009,0.009481974,0.011370279,0.109756166,0.049080554,0.19728484,0.087149453,0.058850526,0.044030328,0.045223703,0.174128726,0.133243436,0.126512003,0.150689975,0.218603349,0.121358325,0.162930475,0.114463293,0.000679135,0.000127952,0.001040997,-0.000689587,0.000107667,0.005939267,0.001444202,0.001354648,0.001244175,-0.051510195,-0.047930364,-0.043424878,-0.047181081,-0.056317355,-0.044725606,-0.045539247,-0.048000001,-0.024973691,-0.009659076,-0.059755132,0.02647925,-0.016022639,-0.034663292,-0.069215376,0.004678213,-0.032794353,-0.048537282,-0.056663262,-0.076065218,-0.060947243,-0.039537424,-0.077182087,-0.070289334,-0.043116645
5,2,500,39,38,Elliptical,gammaN.s,1,0.98,0.136399857,0.119602354,0.048855323,0.817,0.024,0.006,0.00958541,0.011496423,0.115354591,0.051143531,0.206115429,0.089375184,0.061711322,0.046100467,0.047194528,0.197180233,0.157114851,0.151504019,0.175740375,0.237099739,0.144045534,0.191564629,0.140913757,0.000728656,0.000237487,0.001456404,-0.000730168,0.001110954,0.004768744,0.001077955,0.001529418,0.001576327,-0.085679594,-0.08566256,-0.081648157,-0.084754314,-0.083743932,-0.078919986,-0.089054772,-0.08292588,-0.022497375,-0.007754734,-0.076442239,0.018548148,-0.018364717,-0.023981533,-0.079705248,-0.005840126,-0.03494427,-0.057137809,-0.045703223,-0.082974016,-0.071094107,-0.042151469,-0.085454408,-0.091910306,-0.066036761
5,2,500,39,38,Elliptical,ridgeI,1,0.96,1.197130509,0.14766488,0.090542786,1,0.092,0.066,0.009498778,0.011396523,0.113700706,0.053466905,0.202904003,0.088407898,0.065580168,0.052896572,0.053924732,0.245407367,0.216344242,0.215236037,0.243158023,0.31886531,0.202563036,0.225320404,0.191632252,0.000699556,-2.31E-05,-0.017647614,-0.014190624,0.008828737,0.009018853,0.005810831,0.003148998,0.004978966,-0.15204133,-0.148166123,-0.143599791,-0.142526978,-0.14210048,-0.145035779,-0.140532593,-0.137535066,-0.074032052,-0.050400146,-0.116681141,-0.047463218,-0.068035505,-0.064407012,-0.132145202,-0.048700882,-0.058651441,-0.099309761,-0.120322099,-0.124328857,-0.090224246,-0.069731226,-0.135194238,-0.126209653,-0.113390681
5,2,500,39,38,Elliptical,ridgeD,1,0,0.084074579,0.16405033,0.137291016,0.108,0.108,0.108,0.009468953,0.01137836,0.113349935,0.052150403,0.200856998,0.085247552,0.059751258,0.04543001,0.046364447,0.285917061,0.267070686,0.254283742,0.275666625,0.310035241,0.248608148,0.27743545,0.245840737,0.000642312,-0.000164,-0.000792744,-0.002295765,0.001798372,0.00257334,0.001644152,0.001251256,0.002331185,-0.187381236,-0.188917827,-0.181902187,-0.187687194,-0.182065821,-0.180789197,-0.184135848,-0.181222301,-0.105926379,-0.092645344,-0.149403499,-0.094513898,-0.104058486,-0.084827696,-0.155084407,-0.09630717,-0.126021582,-0.13599925,-0.180392535,-0.189925296,-0.178383586,-0.133386529,-0.17356841,-0.172279487,-0.161223715
5,2,500,39,38,Elliptical,gls.model,1,1,0.163022439,0.117741484,0.332261826,0.874,0.038,0.005,0.009705448,0.011655766,0.124913323,0.056933683,0.222363133,0.097493683,0.065934265,0.050892925,0.050976114,0.188219611,0.138236593,0.137221864,0.166380339,0.245917825,0.132280829,0.181644956,0.120834867,0.000670681,0.000186861,0.00174702,0.000649827,-0.001187216,0.00567973,0.002590977,0.002097614,0.000777559,-0.013438812,-0.012252597,-0.006846459,-0.010388466,-0.022167177,-0.007119904,-0.007475574,-0.012289832,-0.014837798,-0.001201542,-0.362610264,-0.316984174,-0.327795931,-0.340020795,-0.363416273,-0.333912207,-0.343231753,-0.375626622,-0.387847779,-0.426289588,-0.408718333,-0.374908474,-0.444639238,-0.40769051,-0.418719766
5,2,500,39,38,Elliptical,gls.s,1,1,0.149188552,0.120804074,0.279940619,0.859,0.02,0.005,0.009682342,0.011619403,0.118393034,0.053092116,0.215981466,0.092975036,0.064261079,0.048142586,0.049226533,0.197139284,0.153976334,0.149322272,0.175724396,0.243038266,0.141378063,0.19158714,0.13812991,0.000725465,0.000253854,0.001616113,-0.000394375,0.00083925,0.0049085,0.00140128,0.00171005,0.001350635,-0.076897017,-0.077176678,-0.073075796,-0.07618694,-0.074968782,-0.07022781,-0.081159846,-0.074384172,-0.017931488,-0.003904282,-0.302156777,-0.239129094,-0.290579407,-0.290461099,-0.330733477,-0.277893132,-0.301406039,-0.316005081,-0.32212769,-0.355784809,-0.341101824,-0.310050878,-0.364428925,-0.339114761,-0.35618176
5,2,500,39,38,Elliptical,ls,0.688,1,67.71741082,2.038844474,0.909958844,1,0.401162791,0.222383721,0.012213941,0.016184627,0.126405761,0.06266996,2.516007841,1.785660474,1.940025302,1.62598444,1.461789305,1.976877154,11.26227979,5.15132276,3.199924244,2.698416622,0.173353307,0.331879313,0.319361221,0.001124338,0.000858931,-0.000752441,-0.001273078,3.563152055,2.611282319,2.1117207,2.348189979,2.110627498,-0.435424355,-1.255100448,-2.140935693,-4.134856768,-5.86376787,-0.060649175,-0.13543462,-0.126938037,-0.637020513,-0.432139156,-0.906747957,-0.817066643,-0.985540316,-0.984672389,-0.988158136,-0.986325438,-0.985425267,-0.977199159,-0.982344483,-0.986484625,-0.985413909,-0.984529534,-0.965776069,-0.933056215,-0.931400544
