p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
3,2,200,24,11,Norm,fitos,1,NA,0.193643391,0.207276499,0.014598889,0.055,0.088,0.072,0.015765269,0.020848157,0.133641738,0.074968581,0.23719191,0.111376368,0.098950674,0.392231929,0.257414651,0.642352987,0.143354115,0.280025338,0.286472769,0.000749903,-0.000508192,-0.003871468,-0.003963379,-0.002011983,0.000803514,-0.001750399,0.003136721,-0.004779717,-0.022355065,-0.00969172,-0.003630637,-0.012954058,-0.018476211,0.032990297,0.00918862,-0.014860771,0.031340436,0.00241,0.0345795,0.00049867,0.001151792,0.00378715,-0.018319964,0.017200431,0.00498172
3,2,200,24,11,Elliptical,gammaN.model,1,0.78,0.085259022,0.276523916,0.058278351,0.323,0.041,0.028,0.015042318,0.019976907,0.170327834,0.096514731,0.313173521,0.142449028,0.131147739,0.525861144,0.357754,0.827652864,0.216440936,0.384693271,0.393776613,0.000773131,-0.000234223,-0.001288466,-0.004725391,-0.004947129,0.000138569,-0.000518038,-0.081413345,-0.086008774,-0.103002008,-0.084454669,-0.093006953,-0.083966624,-0.032775948,0.013681211,-0.06905322,-0.082257479,-0.041911375,-0.067636093,-0.052994015,-0.061153019,-0.078394586,-0.038823027,-0.097638782,-0.043045864,-0.078253939
3,2,200,24,11,Elliptical,gammaN.s,1,0.71,0.071092916,0.284192691,0.05871797,0.14,0.03,0.021,0.015043344,0.019956501,0.176028546,0.098934253,0.318176881,0.1444409,0.132111757,0.533825292,0.37417759,0.834457388,0.235421016,0.405809503,0.406122017,0.000718433,-0.000280683,-0.000717252,-0.00505074,-0.004310692,0.000372682,-0.000691813,-0.10580874,-0.112621984,-0.119551209,-0.112016898,-0.128167785,-0.108050407,-0.035099632,0.012188018,-0.078805553,-0.082485698,-0.037388953,-0.062565168,-0.040635467,-0.056537391,-0.086618643,-0.042563743,-0.103503682,-0.042796589,-0.082145077
3,2,200,24,11,Elliptical,ridgeI,1,0.87,0.340167826,0.296951139,0.078546646,0.993,0.057,0.049,0.015161523,0.020555307,0.182051201,0.101629247,0.333031537,0.150879287,0.137308205,0.553100053,0.386429907,0.892067134,0.257922411,0.416404664,0.413824338,0.000513547,-0.000193674,-0.015786197,-0.014666231,0.006049331,0.009569669,0.006123411,-0.141605144,-0.136055463,-0.161575533,-0.13877423,-0.150668273,-0.125126063,-0.060982707,-0.023321048,-0.102832033,-0.092570295,-0.09906232,-0.106140075,-0.070707063,-0.064808213,-0.083804866,-0.057257773,-0.122400587,-0.045454182,-0.091765234
3,2,200,24,11,Elliptical,ridgeD,1,0,0.059117209,0.304588865,0.096797181,0.053,0.053,0.053,0.015136984,0.020585137,0.185333957,0.102277886,0.345150027,0.154148044,0.138373245,0.568641425,0.401920363,0.88436579,0.275231434,0.436622896,0.431868049,0.00052667,-0.000498348,-0.003568437,-0.006791261,-0.003815915,0.001340747,-0.001373798,-0.156063076,-0.159341339,-0.174097209,-0.156436519,-0.171699573,-0.150723732,-0.067599794,-0.043525672,-0.123672213,-0.113510153,-0.117333471,-0.128550999,-0.088958595,-0.090816666,-0.10097338,-0.080333969,-0.129599448,-0.065935797,-0.107553198
3,2,200,24,11,Elliptical,gls.model,0.999,1,0.107611392,0.324183224,0.302127398,0.478478478,0.04004004,0.022022022,0.015482791,0.020382841,0.187766765,0.106289559,0.353153386,0.158859197,0.14230555,0.641645926,0.44122105,1.01319789,0.226648207,0.437592519,0.469836232,0.000810965,-9.52E-05,0.002557969,-0.004752817,-0.007896127,-0.001437049,0.001583468,-0.012569136,-0.022409054,-0.033695594,-0.016625471,-0.014098743,-0.028936883,-0.007797712,0.045944369,-0.313248483,-0.321419777,-0.315853067,-0.312756968,-0.296086702,-0.388741394,-0.419203606,-0.370238733,-0.389822515,-0.357151733,-0.389391119
3,2,200,24,11,Elliptical,gls.s,1,1,0.099937259,0.312505426,0.257534371,0.427,0.034,0.011,0.015499754,0.020403055,0.184705873,0.104292108,0.347227177,0.156975578,0.141457325,0.607803328,0.424154391,0.936999963,0.235028434,0.440132277,0.447891269,0.000826229,-4.63E-05,0.002941964,-0.003823508,-0.006516163,-0.001505051,0.001792485,-0.062091273,-0.069646209,-0.073084097,-0.070415633,-0.086835388,-0.07135644,-0.007417553,0.046215949,-0.261864487,-0.266159327,-0.263703602,-0.268053313,-0.252348636,-0.325340867,-0.365950715,-0.297908937,-0.357434114,-0.30420222,-0.331347096
3,2,200,24,11,Elliptical,ls,0.923,1,20.3750234,1.358929903,0.890423046,1,0.167930661,0.069339112,0.016292225,0.025136635,0.192002241,0.119213012,2.751200216,2.349355246,1.631401091,1.212442685,2.44092411,5.385320396,0.275440492,0.60358225,0.663778133,0.000429359,0.00109649,0.000418494,-0.00783397,0.633874162,0.655499817,0.537921782,-0.117452129,-0.309072714,-0.505823067,-0.043770606,-0.069547669,-0.081025835,-0.676515569,-0.452916575,-0.899803895,-0.841034355,-0.977821837,-0.972479501,-0.970085435,-0.977243052,-0.971002947,-0.971747843,-0.966167794,-0.949326949,-0.949353838
3,2,200,24,11,Elliptical,wls,1,0,0.059117209,0.304588865,0.096797181,0.053,0.053,0.053,0.015136984,0.020585137,0.185333957,0.102277886,0.345150027,0.154148044,0.138373245,0.568641425,0.401920363,0.88436579,0.275231434,0.436622896,0.431868049,0.00052667,-0.000498348,-0.003568437,-0.006791261,-0.003815915,0.001340747,-0.001373798,-0.156063076,-0.159341339,-0.174097209,-0.156436519,-0.171699573,-0.150723732,-0.067599794,-0.043525672,-0.123672213,-0.113510153,-0.117333471,-0.128550999,-0.088958595,-0.090816666,-0.10097338,-0.080333969,-0.129599448,-0.065935797,-0.107553198
3,2,200,24,11,Elliptical,fites,1,NA,0.193643391,0.331226373,0.114846053,0.511,0.051,0.026,0.015478045,0.020403249,0.187672584,0.106592571,0.353082061,0.159068248,0.143096631,0.66692706,0.467133088,1.022677513,0.239632346,0.444972753,0.479206704,0.000820147,-5.95E-05,0.002552452,-0.00446021,-0.007510705,-0.001716236,0.001107332,-0.012975658,-0.012707582,-0.032420236,-0.015136914,-0.013936281,-0.028644248,-0.013008331,0.037345119,-0.085004296,-0.105130872,-0.092653771,-0.100159063,-0.076355194,-0.174016793,-0.229865452,-0.136217078,-0.166582089,-0.11855551,-0.158105123
3,2,200,24,11,Elliptical,fiteu,1,NA,0.193643391,0.331226373,0.150914325,0.511,0.072,0.033,0.015478045,0.020403249,0.187672584,0.106592571,0.353082061,0.159068248,0.143096631,0.66692706,0.467133088,1.022677513,0.239632346,0.444972753,0.479206704,0.000820147,-5.95E-05,0.002552452,-0.00446021,-0.007510705,-0.001716236,0.001107332,-0.012975658,-0.012707582,-0.032420236,-0.015136914,-0.013936281,-0.028644248,-0.012942895,0.037666771,-0.147539697,-0.156005433,-0.102877086,-0.123112908,-0.090864934,-0.221166048,-0.279857749,-0.18576473,-0.227415722,-0.170280015,-0.206392241
3,2,200,24,11,Elliptical,fitos,1,NA,0.193643391,0.331226373,0.050903951,0.511,0.158,0.085,0.015478045,0.020403249,0.187672584,0.106592571,0.353082061,0.159068248,0.143096631,0.66692706,0.467133088,1.022677513,0.239632346,0.444972753,0.479206704,0.000820147,-5.95E-05,0.002552452,-0.00446021,-0.007510705,-0.001716236,0.001107332,-0.012975658,-0.012707582,-0.032420236,-0.015136914,-0.013936281,-0.028644248,-0.0121451,0.037674174,0.037050165,-0.005462807,-0.036707157,-0.021889104,-0.0156104,-0.103172578,-0.147888972,-0.060861251,-0.063423433,-0.035238869,-0.084627357
3,2,200,24,11,Skew,gammaN.model,1,0.76,0.074475444,0.309355194,0.107181647,0.189,0.024,0.017,0.015916682,0.021355787,0.1654368,0.088501566,0.305438385,0.133193694,0.130948828,0.587200049,0.433308097,0.845229819,0.370374657,0.448081515,0.476631637,-0.002597408,-0.001861403,0.008553022,0.002953751,-0.001841776,0.003641168,-0.001456089,-0.118737024,-0.120196923,-0.128989747,-0.115193802,-0.11478942,-0.103556637,-0.105296406,-0.072507878,-0.097065571,-0.05984688,-0.093920247,-0.066822639,-0.105749161,-0.098350391,-0.129126601,-0.071005943,-0.215961903,-0.12925237,-0.148455418
3,2,200,24,11,Skew,gammaN.s,1,0.69,0.06046789,0.315133615,0.111633811,0.046,0.021,0.012,0.015967236,0.021333074,0.171931377,0.0896734,0.305520028,0.147206742,0.13384979,0.596448491,0.442656821,0.840722953,0.385110509,0.465698563,0.480618017,-0.002703498,-0.001840816,0.008658865,0.002505368,-0.003028465,0.002802007,-0.001316481,-0.138470264,-0.139283581,-0.139442179,-0.133615644,-0.139579686,-0.119706855,-0.108144064,-0.073136416,-0.117911319,-0.056578422,-0.080484631,-0.137173939,-0.106967854,-0.09313887,-0.126282323,-0.060667291,-0.223038001,-0.128145159,-0.139571246
3,2,200,24,11,Skew,ridgeI,1,0.94,0.573446988,0.333663381,0.109433468,1,0.053,0.033,0.016301584,0.021625474,0.171696044,0.093103842,0.368131113,0.170043659,0.149957706,0.622305887,0.458939387,0.895983931,0.40955956,0.47743878,0.48253699,-0.004805978,-0.003170729,-0.002916337,-0.005863382,0.014810209,0.026030659,0.010929256,-0.171483302,-0.164929923,-0.167585091,-0.186675875,-0.179253171,-0.142161973,-0.121459086,-0.075508814,-0.068282374,-0.010076434,-0.208466044,-0.168665167,-0.095053255,-0.104095574,-0.105513852,-0.062138714,-0.191374206,-0.091679627,-0.12032193
3,2,200,24,11,Skew,ridgeD,0.999,0.01,0.050186827,0.34918808,0.127626073,0.013013013,0.049049049,0.045045045,0.016804915,0.021236311,0.192479178,0.097695884,0.342390006,0.179943997,0.151039295,0.650419667,0.472030842,0.955876242,0.439471656,0.513685491,0.50637156,-0.005855641,-0.004150738,0.019678381,0.001701498,0.004911127,0.012788789,5.48E-05,-0.198574313,-0.179097614,-0.201459655,-0.213448394,-0.2100119,-0.172953449,-0.144741548,-0.087445482,-0.122674132,-0.040822733,-0.146894283,-0.235332139,-0.142525061,-0.112692309,-0.129173042,-0.051593703,-0.205049951,-0.108482726,-0.13171184
3,2,200,24,11,Skew,gls.model,1,1,0.097084724,0.378779074,0.362430773,0.356,0.022,0.009,0.016434585,0.02221568,0.18965881,0.100518009,0.338106642,0.156345784,0.146874582,0.708527811,0.640095903,1.052434247,0.442577729,0.571920838,0.538417348,-8.62E-05,7.41E-06,0.000681522,0.000340435,0.000642574,0.001628037,0.000111865,-0.02978008,-0.027146651,-0.032449401,-0.009951345,-0.008687586,-0.022067099,-0.074126672,-0.04786289,-0.303363512,-0.270241888,-0.279490481,-0.294820076,-0.307108427,-0.446370786,-0.602156335,-0.403093825,-0.690143978,-0.515741671,-0.477079512
3,2,200,24,11,Skew,gls.s,1,1,0.090205351,0.359241182,0.321864879,0.321,0.022,0.008,0.01647428,0.022184058,0.191885841,0.099122987,0.339057166,0.151227115,0.143936355,0.660468236,0.552953676,0.972953754,0.438849536,0.558298615,0.52272375,-6.30E-05,1.00E-05,0.004351521,0.000720418,-0.001808334,0.002251834,0.000659633,-0.077000347,-0.077917438,-0.068686538,-0.062330731,-0.072364377,-0.06266477,-0.075527387,-0.045516169,-0.281094213,-0.221526918,-0.245288374,-0.237647052,-0.255607049,-0.379779359,-0.517150477,-0.336905965,-0.673276136,-0.472645255,-0.442279074
3,2,200,24,11,Skew,ls,0.932,1,18.18967727,1.359994219,0.893687511,1,0.156652361,0.051502146,0.017251541,0.026508791,0.194231943,0.11227205,3.424776864,2.266003524,1.777938736,1.081111679,1.920721116,4.96289698,0.465000057,0.679747422,0.751464142,-6.72E-05,2.29E-05,-0.002965579,-0.001521814,0.5433874,0.602783629,0.555817931,-0.10589632,-0.258215976,-0.4711705,-0.040014643,-0.064667461,-0.078175335,-0.692226456,-0.482037114,-0.891377943,-0.815727191,-0.97677023,-0.972478016,-0.974720924,-0.977994438,-0.969225104,-0.972802985,-0.980956951,-0.956082553,-0.955537738
3,2,200,24,11,Skew,wls,0.998,0,0.058547025,0.353284332,0.145984704,0.043086172,0.043086172,0.043086172,0.017137312,0.021502185,0.218743144,0.106534025,0.339594353,0.178729973,0.149884599,0.676218853,0.484831187,0.910271111,0.451558528,0.522133289,0.515557751,-0.00638967,-0.004423475,0.02180512,0.00299686,0.008183634,0.012792819,0.000638753,-0.225338276,-0.205024144,-0.228739313,-0.22204214,-0.222711117,-0.188966885,-0.144547346,-0.093285389,-0.156136863,-0.051185682,-0.141198598,-0.253462936,-0.160920557,-0.144360835,-0.167457516,-0.089239284,-0.217287492,-0.12863841,-0.150080245
3,2,200,24,11,Skew,fites,1,NA,0.193643391,0.379292232,0.177746168,0.374,0.029,0.015,0.016434674,0.022215786,0.189654871,0.1005162,0.338068289,0.15636761,0.146890519,0.710166875,0.640204518,1.053208655,0.443063667,0.572382291,0.541625055,-8.62E-05,7.21E-06,0.000682354,0.000339198,0.000738541,0.001661433,0.000143274,-0.024661823,-0.022640866,-0.027435029,-0.010881593,-0.006119978,-0.024505093,-0.081003404,-0.055629599,-0.15310504,-0.136671996,-0.132800444,-0.155505495,-0.162304525,-0.183440728,-0.335884156,-0.182988941,-0.299284529,-0.258279292,-0.173802042
3,2,200,24,11,Skew,fiteu,1,NA,0.193643391,0.379292232,0.204651961,0.374,0.038,0.016,0.016434674,0.022215786,0.189654871,0.1005162,0.338068289,0.15636761,0.146890519,0.710166875,0.640204518,1.053208655,0.443063667,0.572382291,0.541625055,-8.62E-05,7.21E-06,0.000682354,0.000339198,0.000738541,0.001661433,0.000143274,-0.024661823,-0.022640866,-0.027435029,-0.010881593,-0.006119978,-0.024505093,-0.080703437,-0.055491629,-0.200872413,-0.171081999,-0.14058599,-0.173525599,-0.17383423,-0.219791487,-0.375339077,-0.218711188,-0.340638674,-0.298400947,-0.211498817
3,2,200,24,11,Skew,fitos,1,NA,0.193643391,0.379292232,0.122476959,0.374,0.134,0.062,0.016434674,0.022215786,0.189654871,0.1005162,0.338068289,0.15636761,0.146890519,0.710166875,0.640204518,1.053208655,0.443063667,0.572382291,0.541625055,-8.62E-05,7.21E-06,0.000682354,0.000339198,0.000738541,0.001661433,0.000143274,-0.024661823,-0.022640866,-0.027435029,-0.010881593,-0.006119978,-0.024505093,-0.080989711,-0.055163793,-0.050467181,-0.057695893,-0.082391655,-0.085811274,-0.112343547,-0.122624593,-0.273285356,-0.11973219,-0.240222778,-0.19745325,-0.114019242
3,2,300,24,11,Norm,gammaN.model,1,0.98,0.037397454,0.171245757,0.028794131,0.059,0.063,0.058,0.012952972,0.016924406,0.107099397,0.060463899,0.197230833,0.09079184,0.083285284,0.326082044,0.210831392,0.516028636,0.11887111,0.240348229,0.245284794,0.0002829,0.00054101,-0.003332298,0.000939963,0.009268828,-0.001743639,-0.002264801,0.003165659,-0.020353354,0.025314649,-0.007395309,0.001979637,-0.025676799,-0.023018668,0.038542567,-0.013755015,-0.033293975,-0.021247224,-0.014626815,-0.01212309,-0.027683851,0.000860603,-0.039973748,-0.057178567,-0.049887498,-0.042132086
3,2,300,24,11,Norm,gammaN.s,1,1,0.036644453,0.171970631,0.019096675,0.05,0.053,0.048,0.012951714,0.016922382,0.109396436,0.060886967,0.197948889,0.091491959,0.083635679,0.324544559,0.214054056,0.5098757,0.123072262,0.242884003,0.247953593,0.000281925,0.000546251,-0.004012813,0.000646479,0.009464368,-0.002045757,-0.002147014,-0.011498038,-0.036732564,0.015271788,-0.025292111,-0.02091344,-0.041011222,-0.021957808,0.039903816,-0.010064284,-0.016294672,0.00235522,-0.000230796,0.008567206,-0.006708153,0.01195974,-0.018827816,-0.051248743,-0.033899725,-0.026238798
3,2,300,24,11,Norm,ridgeI,1,0.47,0.068575793,0.177017416,0.061421064,0.488,0.08,0.08,0.013074086,0.017204941,0.110852745,0.061910609,0.20014427,0.093035555,0.084442302,0.337888154,0.222450959,0.527066359,0.125782821,0.250022736,0.257350871,0.00035966,0.000703713,-0.004083138,0.000588633,0.010954482,-0.000881943,-0.001079304,-0.008125544,-0.039043755,0.022255989,-0.024302573,-0.017461958,-0.041091205,-0.050887912,0.003171052,-0.055895891,-0.062539304,-0.044086251,-0.048486936,-0.033397233,-0.0780613,-0.050405254,-0.082319648,-0.105237826,-0.093060109,-0.090925116
3,2,300,24,11,Norm,ridgeD,1,0.01,0.036233489,0.177306358,0.058799215,0.055,0.077,0.077,0.013071669,0.017175414,0.110735734,0.061821538,0.199842998,0.093082668,0.084493762,0.337520961,0.222952976,0.530330382,0.125840089,0.249898802,0.258215665,0.000361584,0.000717879,-0.003135712,0.001240914,0.01059875,-0.001735925,-0.002095063,-0.007029718,-0.037412837,0.025592734,-0.024648233,-0.018140877,-0.041633531,-0.05076719,0.004518029,-0.05589079,-0.061221647,-0.04241142,-0.045223129,-0.030860663,-0.073486752,-0.045009603,-0.075802094,-0.103029832,-0.0875721,-0.088596542
3,2,300,24,11,Norm,gls.model,1,1,0.037352263,0.171247039,0.024540268,0.059,0.063,0.058,0.012955225,0.016927031,0.107127082,0.060480589,0.19726762,0.090798387,0.083308633,0.326052736,0.210782081,0.516192653,0.118827669,0.240311419,0.245180381,0.000280928,0.000538279,-0.003347868,0.000927684,0.009254387,-0.001739829,-0.002277785,0.003385605,-0.019943904,0.025376309,-0.007024376,0.002406997,-0.02533692,-0.022397897,0.039407596,-0.0078659,-0.028908099,-0.013371963,-0.010093548,-0.005498773,-0.022474143,0.003846208,-0.035385229,-0.048866655,-0.045209125,-0.035698342
3,2,300,24,11,Norm,gls.s,1,1,0.036644453,0.171970631,0.019096675,0.05,0.053,0.048,0.012951714,0.016922382,0.109396436,0.060886967,0.197948889,0.091491959,0.083635679,0.324544559,0.214054056,0.5098757,0.123072262,0.242884003,0.247953593,0.000281925,0.000546251,-0.004012813,0.000646479,0.009464368,-0.002045757,-0.002147014,-0.011498038,-0.036732564,0.015271788,-0.025292111,-0.02091344,-0.041011222,-0.021957808,0.039903816,-0.010064284,-0.016294672,0.00235522,-0.000230796,0.008567206,-0.006708153,0.01195974,-0.018827816,-0.051248743,-0.033899725,-0.026238798
3,2,300,24,11,Norm,ls,0.993,1,9.057325243,0.540416568,0.88019736,1,0.155085599,0.065458207,0.013115673,0.018085368,0.109778834,0.066828913,0.931650042,1.612228667,0.740458703,0.439747551,0.957952722,1.351849707,0.132330191,0.307468265,0.343920741,0.000147287,0.000703432,-0.003489017,0.002057212,0.143185904,0.303853534,0.237555914,-0.012429684,-0.144063363,-0.155408418,-0.011745904,-0.008967129,-0.053326194,-0.703620065,-0.438753463,-0.860578293,-0.775081965,-0.977948119,-0.981423517,-0.97359259,-0.978742909,-0.975515506,-0.972243753,-0.950779355,-0.928499874,-0.925786268
3,2,300,24,11,Norm,wls,1,0,0.038955755,0.177340316,0.063868748,0.076,0.076,0.076,0.013109587,0.01721507,0.111196097,0.062144009,0.201108442,0.093356746,0.084609322,0.338207149,0.222622241,0.525360559,0.126387241,0.250550248,0.2595574,0.000382754,0.000680437,-0.002784482,0.001440557,0.009825752,-0.001889149,-0.001935675,-0.007090701,-0.040994706,0.023881906,-0.025132338,-0.018031997,-0.043103993,-0.053718207,0.001479436,-0.05930094,-0.066302069,-0.047533704,-0.05059227,-0.035017209,-0.081121358,-0.049961977,-0.084296098,-0.108289635,-0.095405906,-0.097274908
3,2,300,24,11,Norm,fites,1,NA,0.193643391,0.171399016,0.030585936,0.065,0.07,0.065,0.012955179,0.01692692,0.10712644,0.060480654,0.197229262,0.090796733,0.083305479,0.326275722,0.210384468,0.51666048,0.119076455,0.240411034,0.246558384,0.00028091,0.000538351,-0.003347449,0.000927708,0.009268189,-0.00173668,-0.002275932,0.006810106,-0.016660634,0.02900014,-0.00772243,0.004149857,-0.027091416,-0.024008852,0.037481439,-0.01470247,-0.034338863,-0.022197786,-0.015539323,-0.013302967,-0.032013634,-0.002716677,-0.044647068,-0.058671006,-0.052479489,-0.045517592
3,2,300,24,11,Norm,fiteu,1,NA,0.193643391,0.171399016,0.034433286,0.065,0.07,0.065,0.012955179,0.01692692,0.10712644,0.060480654,0.197229262,0.090796733,0.083305479,0.326275722,0.210384468,0.51666048,0.119076455,0.240411034,0.246558384,0.00028091,0.000538351,-0.003347449,0.000927708,0.009268189,-0.00173668,-0.002275932,0.006810106,-0.016660634,0.02900014,-0.00772243,0.004149857,-0.027091416,-0.024020817,0.037459208,-0.024149876,-0.041305743,-0.023311157,-0.018481416,-0.014828446,-0.035846669,-0.008059331,-0.048779589,-0.064940364,-0.056722755,-0.049727352
3,2,300,24,11,Norm,fitos,1,NA,0.193643391,0.171399016,0.021155624,0.065,0.082,0.077,0.012955179,0.01692692,0.10712644,0.060480654,0.197229262,0.090796733,0.083305479,0.326275722,0.210384468,0.51666048,0.119076455,0.240411034,0.246558384,0.00028091,0.000538351,-0.003347449,0.000927708,0.009268189,-0.00173668,-0.002275932,0.006810106,-0.016660634,0.02900014,-0.00772243,0.004149857,-0.027091416,-0.023879567,0.037613232,0.012485838,-0.012909088,-0.009806699,0.002163044,0.000149428,-0.019932874,0.01373518,-0.031910189,-0.03934785,-0.03871774,-0.032372378
3,2,300,24,11,Elliptical,gammaN.model,1,0.76,0.055891252,0.238657429,0.073900427,0.298,0.034,0.03,0.01241066,0.016573243,0.142333871,0.079851532,0.26362673,0.119459295,0.109759243,0.456599408,0.314376449,0.705706549,0.184472427,0.345161426,0.352215746,5.05E-05,0.000626253,-0.004534382,9.84E-05,0.016881642,0.004758791,-0.002068475,-0.056144746,-0.086707496,-0.031331102,-0.07138374,-0.065724849,-0.090440108,-0.031913705,0.006610082,-0.061918068,-0.074669865,-0.07248356,-0.059321102,-0.046816968,-0.094967378,-0.085057816,-0.101640118,-0.107840264,-0.120625465,-0.096841165
3,2,300,24,11,Elliptical,gammaN.s,1,0.73,0.049472639,0.241807107,0.069965343,0.186,0.03,0.024,0.012404936,0.01661876,0.145022105,0.081387677,0.264485916,0.120531845,0.110267279,0.459215472,0.323267632,0.701230807,0.195883242,0.354058867,0.359117857,6.16E-05,0.000649983,-0.005150253,0.00025579,0.015632618,0.004705911,-0.001716296,-0.06834368,-0.102351517,-0.037231848,-0.088840451,-0.085606372,-0.105782582,-0.031029052,0.004365413,-0.063759697,-0.075518762,-0.058211229,-0.052883997,-0.036147664,-0.089522573,-0.08379666,-0.095127502,-0.11175581,-0.116844066,-0.090587028
