p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
5,2,50,10,10,Norm,gammaN.model,1,1,0.206104186,0.263035688,0.032303036,0.048,0.054,0.033,0.028989167,0.03677386,0.378018422,0.27292031,0.253981575,0.317877689,0.508909673,0.249531736,0.356763033,0.226591411,0.000722247,-0.001262403,-0.013256079,-0.013376121,-0.029992211,-0.030102409,-0.004400421,-0.006659562,-0.012314957,-0.020680229,0.041427173,0.000172108,-0.028132949,-0.026254409,-0.01022485,-0.016629689,-0.075142905,-0.066772266,-0.042171815,-0.016102193
5,2,50,10,10,Norm,gammaN.s,1,0.97,0.199826696,0.300149225,0.053393082,0.039,0.054,0.04,0.029901633,0.038027478,0.402629896,0.321922907,0.317345306,0.38078796,0.526068727,0.28536038,0.430891122,0.268556839,0.000619089,-0.001191777,-0.120334581,-0.134876249,-0.143728762,-0.144827328,-0.093480101,-0.097967284,-0.141353827,-0.114835794,-0.021921724,-0.063614686,0.005608719,-0.016600334,-0.049607853,-0.059004103,-0.064827049,-0.108576308,-0.095033125,-0.049136918
5,2,50,10,10,Norm,ridgeI,1,0.99,17.33107189,0.314699126,0.207955218,1,0.156,0.128,0.031370221,0.039635572,0.420426966,0.334423036,0.317421238,0.390099333,0.56816666,0.303188124,0.457228273,0.285031837,0.000613506,-0.002085996,-0.100982667,-0.122046253,-0.125902068,-0.125209238,-0.086149986,-0.097387952,-0.143590475,-0.11334708,-0.133720001,-0.164158774,-0.180902333,-0.200300297,-0.213854941,-0.231613702,-0.237502281,-0.258457379,-0.242161105,-0.216881368
5,2,50,10,10,Norm,ridgeD,1,0.01,0.1674925,0.320647314,0.190038377,0.029,0.127,0.107,0.031005149,0.03926408,0.410089918,0.30319191,0.312425179,0.43083042,0.675003563,0.292786856,0.446029434,0.265846632,0.000607294,-0.001604018,-0.070640884,-0.074243265,-0.079255878,-0.075257154,-0.055138141,-0.084458127,-0.134640997,-0.089668175,-0.123888228,-0.156713267,-0.177779973,-0.180350289,-0.191371021,-0.188257331,-0.194394496,-0.252014543,-0.232360371,-0.203254251
5,2,50,10,10,Norm,gls.model,1,1,0.206104186,0.263035688,0.060394976,0.048,0.054,0.033,0.028989167,0.03677386,0.378018422,0.27292031,0.253981575,0.317877689,0.508909673,0.249531736,0.356763033,0.226591411,0.000722247,-0.001262403,-0.013256079,-0.013376121,-0.029992211,-0.030102409,-0.004400421,-0.006659562,-0.012314957,-0.020680229,0.041427173,0.000172108,-0.028132949,-0.026254409,-0.01022485,-0.016629689,-0.075142905,-0.066772266,-0.042171815,-0.016102193
5,2,50,10,10,Norm,gls.s,1,1,0.199614624,0.300174621,0.04767743,0.039,0.052,0.036,0.029911467,0.03802864,0.402989591,0.32178595,0.317676489,0.381034091,0.525477,0.285351919,0.430906747,0.268584319,0.000620042,-0.001185568,-0.120794791,-0.134790025,-0.144007978,-0.145120915,-0.093321025,-0.098031077,-0.14142079,-0.114877359,-0.017136572,-0.058713004,0.051305977,0.025100716,-0.002108101,-0.011864605,-0.030378353,-0.069298687,-0.063673324,-0.00136339
5,2,50,10,10,Norm,ls,1,1,1513.218262,0.538928862,0.97977219,1,0.143,0.03,0.02888063,0.036506713,0.551326372,0.68706938,0.844018554,0.99293808,1.400600819,0.249229107,0.362017703,0.236701259,0.000818196,-0.001295661,-0.015891836,-0.039559711,0.003574094,-0.012100075,-0.06136866,-0.005780927,-0.014703018,-0.019167714,-0.923439893,-0.938038854,-0.984038075,-0.990086875,-0.99290168,-0.993342707,-0.993408037,-0.993434967,-0.993500578,-0.995530235
5,2,50,10,10,Norm,wls,1,0,0.281751873,0.338762208,0.281229977,0.199,0.199,0.199,0.03327851,0.042026117,0.451911791,0.366501334,0.342524347,0.429550385,0.615236836,0.322188668,0.483204507,0.301199582,0.000595242,-0.001642256,-0.104092267,-0.137853146,-0.135348466,-0.137961935,-0.096399594,-0.102358673,-0.147622758,-0.118073751,-0.206200958,-0.234501507,-0.266761913,-0.277855648,-0.291621164,-0.318926122,-0.316367924,-0.31923137,-0.302662474,-0.27817069
5,2,50,10,10,Norm,fites,1,NA,0.054962191,0.26156595,0.074085791,0.062,0.085,0.056,0.02899668,0.036792708,0.376326306,0.270320394,0.249683402,0.313771778,0.506828233,0.250511955,0.355108541,0.227319504,0.000735446,-0.001254793,0.008554611,0.007028317,-0.011050621,-0.007740564,0.016847856,-0.009708138,-0.008037798,-0.022760282,0.030682097,-0.010446608,-0.091605574,-0.077448076,-0.070476248,-0.081387407,-0.126320532,-0.111786909,-0.074480685,-0.066223775
5,2,50,10,10,Norm,fiteu,1,NA,0.054962191,0.26156595,0.103983534,0.062,0.078,0.053,0.02899668,0.036792708,0.376326306,0.270320394,0.249683402,0.313771778,0.506828233,0.250511955,0.355108541,0.227319504,0.000735446,-0.001254793,0.008554611,0.007028317,-0.011050621,-0.007740564,0.016847856,-0.009708138,-0.008037798,-0.022760282,0.003672169,-0.03671248,-0.11858664,-0.120734664,-0.112492099,-0.119330385,-0.152230505,-0.146128619,-0.123401654,-0.106546121
5,2,50,10,10,Norm,fitos,1,NA,0.054962191,0.26156595,0.041822033,0.062,0.128,0.074,0.02899668,0.036792708,0.376326306,0.270320394,0.249683402,0.313771778,0.506828233,0.250511955,0.355108541,0.227319504,0.000735446,-0.001254793,0.008554611,0.007028317,-0.011050621,-0.007740564,0.016847856,-0.009708138,-0.008037798,-0.022760282,0.055287359,0.013854337,0.002434927,0.06402296,0.077983735,0.05143732,-0.032470981,-0.009268398,0.06167776,0.049782558
5,2,50,10,10,Elliptical,gammaN.model,0.999,0.92,0.297654027,0.360546986,0.138040844,0.247247247,0.05005005,0.028028028,0.027797947,0.034638056,0.496623204,0.385355505,0.375380036,0.445769866,0.660984316,0.344785748,0.480128397,0.354006786,0.00054756,-0.000907066,-0.122659231,-0.099056409,-0.121585722,-0.128996476,-0.076192962,-0.092019562,-0.114700379,-0.106184806,0.001122195,-0.023974709,-0.121832441,-0.173979266,-0.183358928,-0.164840041,-0.197592007,-0.170054078,-0.134078044,-0.209576735
5,2,50,10,10,Elliptical,gammaN.s,1,0.96,0.259224025,0.437704957,0.127173834,0.13,0.042,0.025,0.02896237,0.036349274,0.573564543,0.488641823,0.500008032,0.56523736,0.692937375,0.422911978,0.625340351,0.443096468,0.000682918,-0.000663795,-0.231846647,-0.231782511,-0.243181255,-0.252139947,-0.167128995,-0.190747986,-0.251139879,-0.205988339,-0.04430392,-0.074614008,-0.040523326,-0.116518976,-0.181823135,-0.135667146,-0.135129712,-0.16805933,-0.158275977,-0.216822809
5,2,50,10,10,Elliptical,ridgeI,1,0.99,16.75928598,0.511759355,0.236632425,1,0.12,0.094,0.028153886,0.034915317,0.662594724,0.583976238,0.579332526,0.633833322,0.78365083,0.536974892,0.733694637,0.540467176,0.000916497,-0.000881166,-0.301937138,-0.300606202,-0.308058682,-0.312017733,-0.265510919,-0.284062228,-0.338693018,-0.296048402,-0.135150154,-0.154822854,-0.199203377,-0.262665368,-0.275740244,-0.24364982,-0.272821329,-0.288717018,-0.25854713,-0.275006956
5,2,50,10,10,Elliptical,ridgeD,1,0.01,0.15437171,0.500128844,0.22330776,0.018,0.112,0.087,0.027925883,0.034645648,0.597990401,0.496037731,0.581468876,0.677481327,0.971416263,0.478631928,0.670709492,0.464980889,0.000720162,-0.000582764,-0.249163531,-0.233980358,-0.229439035,-0.239354444,-0.209108059,-0.240297211,-0.299877235,-0.23819151,-0.11500859,-0.132608386,-0.172176182,-0.227245357,-0.341074589,-0.212371165,-0.214260707,-0.28933794,-0.241408839,-0.287585849
5,2,50,10,10,Elliptical,gls.model,0.998,1,0.311204315,0.443631628,0.218943198,0.261523046,0.049098196,0.023046092,0.029779596,0.036474937,0.586278156,0.599388503,0.395806377,0.654408097,0.784701573,0.378732029,0.546163672,0.424583342,0.000499123,-0.001072397,-0.051859295,-0.003184709,-0.049477285,-0.050727864,0.012411606,-0.019607076,-0.028887639,-0.031741156,-0.004209358,-0.010969054,-0.370699637,-0.566360329,-0.370524107,-0.526163197,-0.424902395,-0.389321787,-0.375373109,-0.47936497
5,2,50,10,10,Elliptical,gls.s,1,1,0.272931658,0.439145843,0.123252248,0.17,0.037,0.024,0.029296784,0.036708898,0.576408131,0.486237872,0.499085257,0.564868319,0.701771631,0.42147238,0.629056523,0.446552633,0.000648161,-0.000689326,-0.222671632,-0.223417758,-0.235878488,-0.243962216,-0.154450135,-0.181676758,-0.241973658,-0.19686727,-0.037713562,-0.066281417,-0.16008724,-0.227730037,-0.285398158,-0.234128047,-0.255247015,-0.29106096,-0.271496427,-0.348359183
5,2,50,10,10,Elliptical,ls,1,1,4714.527593,0.878914678,0.98249524,1,0.13,0.021,0.029707174,0.036282785,0.883534554,1.526822305,1.447486379,1.535630778,1.913759214,0.39031146,0.573992651,0.451619485,0.000416406,-0.001050594,-0.015055824,0.001403362,-0.048870096,-0.062457885,0.02697547,-0.023346332,-0.017179927,-0.034283631,-0.925562666,-0.937684925,-0.990050979,-0.995729267,-0.995630089,-0.995460258,-0.995595019,-0.995725713,-0.995892065,-0.997621416
5,2,50,10,10,Elliptical,wls,1,0,0.275483878,0.571010577,0.304414232,0.174,0.174,0.174,0.02977184,0.036764271,0.73655168,0.669449969,0.651243384,0.732718892,0.873176904,0.59144159,0.795818616,0.59316862,0.001007195,-0.000391375,-0.330512603,-0.340160186,-0.341292389,-0.352349723,-0.301759135,-0.309924814,-0.360374218,-0.317706881,-0.214657413,-0.229211702,-0.280851461,-0.323015353,-0.330544482,-0.321636003,-0.345411926,-0.338768393,-0.316812991,-0.343232597
5,2,50,10,10,Elliptical,fites,1,NA,0.054962191,0.46989197,0.252223775,0.304,0.085,0.039,0.029821463,0.036507852,0.598080472,0.815561847,0.394554692,0.668655529,0.780528424,0.381403936,0.561412865,0.43239262,0.000466009,-0.001097937,-0.031752029,0.035923787,-0.029490192,-0.025612425,0.035101637,-0.020255629,-0.024471822,-0.030676574,-0.014998051,-0.020865566,-0.244000611,-0.574681832,-0.219015689,-0.425049704,-0.287539593,-0.205363295,-0.215131614,-0.315591798
5,2,50,10,10,Elliptical,fiteu,1,NA,0.054962191,0.46989197,0.363309336,0.304,0.127,0.067,0.029821463,0.036507852,0.598080472,0.815561847,0.394554692,0.668655529,0.780528424,0.381403936,0.561412865,0.43239262,0.000466009,-0.001097937,-0.031752029,0.035923787,-0.029490192,-0.025612425,0.035101637,-0.020255629,-0.024471822,-0.030676574,-0.064089612,-0.069937889,-0.357936923,-0.681753505,-0.360768606,-0.53614346,-0.388930976,-0.348749278,-0.374660206,-0.450122905
5,2,50,10,10,Elliptical,fitos,1,NA,0.054962191,0.46989197,0.103480071,0.304,0.179,0.1,0.029821463,0.036507852,0.598080472,0.815561847,0.394554692,0.668655529,0.780528424,0.381403936,0.561412865,0.43239262,0.000466009,-0.001097937,-0.031752029,0.035923787,-0.029490192,-0.025612425,0.035101637,-0.020255629,-0.024471822,-0.030676574,0.07264038,0.059755162,0.035619991,-0.281730788,0.131359439,-0.144195904,-0.029969519,0.111865008,0.145346142,-0.022318379
5,2,50,10,10,Skew,gammaN.model,0.998,0.85,0.275205044,0.5499519,0.257060884,0.215430862,0.06012024,0.018036072,0.03004381,0.034843898,0.723777059,0.654151885,0.664614092,0.690934719,0.850171143,0.624231543,0.641917325,0.584833523,-0.008823163,-0.004260959,-0.203656698,-0.223119143,-0.238482857,-0.222891894,-0.193600485,-0.182582964,-0.177554907,-0.159985805,-0.113627099,-0.086886038,-0.263138991,-0.296981611,-0.314801517,-0.283911248,-0.279232928,-0.31444396,-0.309040793,-0.308544658
5,2,50,10,10,Skew,gammaN.s,1,0.82,0.214730548,0.61266263,0.252743279,0.051,0.065,0.024,0.030697017,0.036223422,0.785906326,0.748118335,0.773432057,0.80514427,0.886582843,0.67839675,0.744800368,0.637324916,-0.007043318,-0.002636682,-0.278063902,-0.303807798,-0.309796933,-0.302423752,-0.24565582,-0.245442098,-0.265623408,-0.224464638,-0.151693729,-0.130554542,-0.221279323,-0.270818538,-0.317850369,-0.286499515,-0.253893253,-0.297091389,-0.305692251,-0.292059885
5,2,50,10,10,Skew,ridgeI,1,0.99,14.93525762,0.751451848,0.283979478,1,0.083,0.052,0.03392369,0.036530279,0.958557933,0.959461481,0.991985587,0.981610688,1.014187339,0.866879692,0.885843376,0.785538414,-0.018182706,-0.015364706,-0.39748282,-0.425314736,-0.442887687,-0.428198581,-0.391654732,-0.382588595,-0.390941308,-0.364176064,-0.216011374,-0.162704842,-0.283643837,-0.324936923,-0.337953422,-0.296854319,-0.250733161,-0.350170468,-0.315601225,-0.301185207
5,2,50,10,10,Skew,ridgeD,1,0.01,0.132092814,0.71513554,0.290661692,0.005,0.134,0.092,0.032383656,0.036116746,0.864699769,0.815522559,0.881943062,1.039741674,1.174128189,0.746939328,0.796511683,0.763368739,-0.01331603,-0.007992272,-0.353639959,-0.365670407,-0.365532367,-0.352046129,-0.2838724,-0.277941553,-0.267998693,-0.236224996,-0.21141299,-0.169394046,-0.232635436,-0.288907282,-0.296135889,-0.268461239,-0.181739343,-0.394379952,-0.415590779,-0.447959961
5,2,50,10,10,Skew,gls.model,0.999,1,0.290159757,0.653277819,0.302981199,0.245245245,0.047047047,0.012012012,0.03065564,0.037310218,0.823521822,0.750924236,0.83505013,0.822787254,1.051402266,0.679788796,0.77701607,0.72432176,-0.003544459,0.001412165,-0.053632925,-0.060056462,-0.057982286,-0.044735381,0.001616353,-0.031272299,-0.01061498,-0.002765459,-0.057198824,-0.04824618,-0.583554689,-0.65826781,-0.708526518,-0.64014151,-0.594177344,-0.664275681,-0.581311921,-0.69891904
5,2,50,10,10,Skew,gls.s,1,1,0.259721361,0.64650637,0.259990436,0.189,0.047,0.014,0.031059975,0.037992992,0.809476274,0.765259769,0.854754298,0.85704882,0.983779966,0.678832724,0.774725228,0.672133655,-0.003010246,0.001403811,-0.215535651,-0.235855506,-0.233964956,-0.231123173,-0.157579077,-0.190634757,-0.217472366,-0.167465443,-0.114953573,-0.108482783,-0.488231161,-0.585692912,-0.65700014,-0.578769301,-0.505592442,-0.60618915,-0.482786902,-0.626326573
5,2,50,10,10,Skew,ls,1,1,3203.384447,0.979663458,0.983293134,1,0.125,0.023,0.030354,0.03746664,1.064389949,1.134575108,1.452943728,1.59235917,2.251814195,0.689439054,0.816564541,0.726728199,2.72E-05,0.001280308,-0.038243853,-0.076187002,-0.082409149,0.005106031,-0.020990058,-0.03569325,-0.011457977,-0.003043188,-0.927127653,-0.939784631,-0.991537707,-0.993753557,-0.995481581,-0.995920105,-0.996073094,-0.997550287,-0.997130141,-0.998572585
5,2,50,10,10,Skew,wls,1,0,0.285327943,0.921347466,0.369815097,0.204,0.204,0.204,0.038149106,0.039535639,1.310063257,1.245006239,1.168968232,1.212300829,1.370420128,0.969095173,0.968419126,0.891516929,-0.022758067,-0.016929606,-0.509130994,-0.519478978,-0.506529313,-0.506119557,-0.504792974,-0.412359148,-0.414764081,-0.398575234,-0.306782762,-0.27193588,-0.362414777,-0.390139146,-0.407063767,-0.379194331,-0.344852932,-0.442052332,-0.402532189,-0.391182853
5,2,50,10,10,Skew,fites,1,NA,0.054962191,0.654358856,0.317284708,0.291,0.088,0.026,0.030609315,0.037279402,0.823715583,0.758342161,0.835980783,0.825093503,1.05097606,0.68084666,0.775045245,0.725699846,-0.003455215,0.001469683,-0.031431912,-0.038505056,-0.038149361,-0.023815003,0.020372213,-0.033894207,-0.008082317,-0.003946064,-0.065611904,-0.056879545,-0.352503455,-0.385213677,-0.437284164,-0.382014577,-0.382379015,-0.334345085,-0.379329976,-0.397285687
5,2,50,10,10,Skew,fiteu,1,NA,0.054962191,0.654358856,0.401370616,0.291,0.122,0.045,0.030609315,0.037279402,0.823715583,0.758342161,0.835980783,0.825093503,1.05097606,0.68084666,0.775045245,0.725699846,-0.003455215,0.001469683,-0.031431912,-0.038505056,-0.038149361,-0.023815003,0.020372213,-0.033894207,-0.008082317,-0.003946064,-0.109030382,-0.100523757,-0.424251655,-0.477641415,-0.524886176,-0.477729202,-0.467334847,-0.440526354,-0.495368965,-0.49641341
5,2,50,10,10,Skew,fitos,1,NA,0.054962191,0.654358856,0.163307725,0.291,0.228,0.115,0.030609315,0.037279402,0.823715583,0.758342161,0.835980783,0.825093503,1.05097606,0.68084666,0.775045245,0.725699846,-0.003455215,0.001469683,-0.031431912,-0.038505056,-0.038149361,-0.023815003,0.020372213,-0.033894207,-0.008082317,-0.003946064,-0.003800247,0.012188386,-0.205168978,-0.18025858,-0.266923357,-0.185664937,-0.212623902,-0.166577615,-0.167610485,-0.232260766
5,2,100,10,10,Norm,gammaN.model,1,0.98,0.102459762,0.182462054,0.030125377,0.047,0.054,0.042,0.021049001,0.026638174,0.265913844,0.185416297,0.176889316,0.2240028,0.35767646,0.169877883,0.241448485,0.155708279,0.000142636,0.000554608,-0.003239699,-0.00500278,-0.020267296,-0.018189761,0.011541403,-0.008667982,0.001259622,-0.007674434,0.012741276,-0.021294681,-0.043928059,-0.003384455,-0.01291121,-0.035011846,-0.084759794,-0.049247462,-0.023194192,-0.014780795
5,2,100,10,10,Norm,gammaN.s,1,0.95,0.100452281,0.195472809,0.030347477,0.041,0.05,0.037,0.021237294,0.027001064,0.276744568,0.202966079,0.199990006,0.244857144,0.360386346,0.183987585,0.26587664,0.171681362,9.60E-05,0.000564718,-0.058093211,-0.066876276,-0.079551935,-0.079252656,-0.034640279,-0.052967228,-0.065241313,-0.056391012,-0.010741632,-0.049284158,-0.020091633,0.010071361,-0.004378349,-0.022387727,-0.061540835,-0.05769717,-0.042503454,-0.024778449
5,2,100,10,10,Norm,ridgeI,1,0.99,7.957901372,0.201667175,0.114461615,1,0.105,0.078,0.021829845,0.027340446,0.285682106,0.211433454,0.204123475,0.249178327,0.373040175,0.191989021,0.275668273,0.176386634,0.000167784,0.00027336,-0.048830446,-0.06034053,-0.071827495,-0.071357584,-0.032774496,-0.053801455,-0.064313179,-0.055206424,-0.069438031,-0.092345232,-0.11840141,-0.107388944,-0.112764808,-0.115218161,-0.14425604,-0.146588705,-0.130162241,-0.108052582
5,2,100,10,10,Norm,ridgeD,1,0,0.11904206,0.208395017,0.150083193,0.11,0.11,0.11,0.022283738,0.027851647,0.295629945,0.220407985,0.212408393,0.259990427,0.384672377,0.196726514,0.282618382,0.181360758,9.22E-05,0.000381235,-0.050240476,-0.067440764,-0.07682138,-0.077820657,-0.035944639,-0.054912357,-0.06294217,-0.056109053,-0.098482257,-0.119608482,-0.16098956,-0.144463179,-0.152528367,-0.157088599,-0.183212563,-0.176052961,-0.165135525,-0.143270441
5,2,100,10,10,Norm,gls.model,1,1,0.102255023,0.182468034,0.028129232,0.046,0.053,0.042,0.021054334,0.026640985,0.265963877,0.185413494,0.176757792,0.223999287,0.35797649,0.169814075,0.241356207,0.155703801,0.000147901,0.00055775,-0.002258294,-0.003731206,-0.01902234,-0.016983478,0.012532176,-0.007684563,0.002563314,-0.00665529,0.014833107,-0.019048238,-0.020448419,0.014436678,0.005910637,-0.011494996,-0.067916439,-0.029372918,-0.007417635,0.007447589
5,2,100,10,10,Norm,gls.s,1,1,0.100341318,0.19550102,0.026258688,0.041,0.046,0.037,0.021243089,0.027014445,0.276867155,0.202879232,0.199928531,0.244985938,0.36048578,0.183937396,0.265929046,0.171739585,0.000103472,0.000570274,-0.058562428,-0.066894429,-0.079614561,-0.079390947,-0.034543886,-0.052875197,-0.065421746,-0.056397508,-0.006688882,-0.045443129,0.006778372,0.033302443,0.019158648,0.00439578,-0.040702137,-0.035644093,-0.023799922,0.00200189
5,2,100,10,10,Norm,ls,1,1,762.3367418,0.37899407,0.98029818,1,0.13,0.034,0.021021389,0.026569874,0.394831035,0.451976336,0.633118097,0.685562046,0.99305886,0.171887459,0.248340247,0.163575357,0.000252793,0.000493183,-0.009449895,0.004626683,-0.019842958,-0.000841101,-0.022982713,-0.007505833,0.00090404,-0.005146441,-0.925983085,-0.940240593,-0.984423495,-0.989882288,-0.993180142,-0.99329345,-0.993721215,-0.993286816,-0.993443891,-0.995526829
5,2,100,10,10,Norm,wls,1,0,0.11904206,0.208395017,0.150083193,0.11,0.11,0.11,0.022283738,0.027851647,0.295629945,0.220407985,0.212408393,0.259990427,0.384672377,0.196726514,0.282618382,0.181360758,9.22E-05,0.000381235,-0.050240476,-0.067440764,-0.07682138,-0.077820657,-0.035944639,-0.054912357,-0.06294217,-0.056109053,-0.098482257,-0.119608482,-0.16098956,-0.144463179,-0.152528367,-0.157088599,-0.183212563,-0.176052961,-0.165135525,-0.143270441
5,2,100,10,10,Norm,fites,1,NA,0.054962191,0.181959861,0.035026801,0.053,0.063,0.051,0.021064018,0.026640963,0.265965177,0.185062793,0.175012696,0.221648002,0.357382806,0.170139777,0.240754358,0.15592802,0.000154048,0.000565274,0.008337299,0.007057068,-0.009909676,-0.005853439,0.023066906,-0.009245305,0.004672643,-0.007670605,0.009271232,-0.023956483,-0.056114929,-0.013952712,-0.018719601,-0.04072584,-0.09403493,-0.051387302,-0.024697296,-0.017407681
5,2,100,10,10,Norm,fiteu,1,NA,0.054962191,0.181959861,0.051319778,0.053,0.062,0.051,0.021064018,0.026640963,0.265965177,0.185062793,0.175012696,0.221648002,0.357382806,0.170139777,0.240754358,0.15592802,0.000154048,0.000565274,0.008337299,0.007057068,-0.009909676,-0.005853439,0.023066906,-0.009245305,0.004672643,-0.007670605,-0.003301421,-0.036905938,-0.068898663,-0.036399542,-0.041728199,-0.060663388,-0.107386534,-0.069161668,-0.048802079,-0.039950351
5,2,100,10,10,Norm,fitos,1,NA,0.054962191,0.181959861,0.033947817,0.053,0.073,0.057,0.021064018,0.026640963,0.265965177,0.185062793,0.175012696,0.221648002,0.357382806,0.170139777,0.240754358,0.15592802,0.000154048,0.000565274,0.008337299,0.007057068,-0.009909676,-0.005853439,0.023066906,-0.009245305,0.004672643,-0.007670605,0.022375318,-0.011998202,-0.010281471,0.059770703,0.060973457,0.029702988,-0.047322198,0.00317428,0.047637163,0.04624239
5,2,100,10,10,Elliptical,gammaN.model,1,0.9,0.153317685,0.25488778,0.0883645,0.284,0.04,0.011,0.020056223,0.025528391,0.35668976,0.264196751,0.272961339,0.310771013,0.467318447,0.250120947,0.338317134,0.2429178,0.000220733,0.000644405,-0.073418382,-0.067878664,-0.08658847,-0.082622104,-0.048207974,-0.070218325,-0.067519165,-0.06667459,0.005763672,-0.032455365,-0.088310213,-0.075032837,-0.131336991,-0.084859586,-0.127894106,-0.120167044,-0.093459495,-0.12436569
5,2,100,10,10,Elliptical,gammaN.s,1,0.94,0.140667828,0.287041236,0.086260351,0.208,0.031,0.019,0.02039982,0.026074329,0.39341371,0.310719438,0.322351769,0.358519789,0.480782307,0.281174252,0.39678779,0.280189161,0.00023133,0.00077929,-0.126595794,-0.137444224,-0.151182101,-0.150698818,-0.095970154,-0.118595423,-0.142942119,-0.119160458,-0.009702838,-0.051552493,-0.07568943,-0.064204472,-0.127819226,-0.070493882,-0.088414063,-0.117399031,-0.117445831,-0.139882241
5,2,100,10,10,Elliptical,ridgeI,1,0.99,7.896821304,0.327802255,0.152254551,1,0.086,0.064,0.02013774,0.025215861,0.42656137,0.364933674,0.381967018,0.409651021,0.51671449,0.34635269,0.451705318,0.334783367,0.000387977,0.000237293,-0.186610713,-0.200680432,-0.214604519,-0.211478859,-0.174772582,-0.192745453,-0.211362566,-0.189201578,-0.067546461,-0.087464345,-0.146151503,-0.1391717,-0.197787861,-0.147782315,-0.16009017,-0.193290622,-0.193384215,-0.189876319
5,2,100,10,10,Elliptical,ridgeD,1,0.01,0.072420521,0.325240422,0.133325191,0.009,0.081,0.062,0.0199282,0.025233445,0.401363618,0.31387418,0.366772427,0.4549237,0.631331581,0.313079604,0.427528711,0.298368749,0.000185146,0.000374814,-0.160486763,-0.143555901,-0.167655235,-0.159317051,-0.106109142,-0.1583501,-0.182441881,-0.150555744,-0.048321884,-0.078902116,-0.095198987,-0.116555737,-0.158234859,-0.124985796,-0.127596953,-0.199460189,-0.195458908,-0.188536485
5,2,100,10,10,Elliptical,gls.model,1,1,0.17119991,0.287117028,0.122304087,0.342,0.039,0.009,0.020724218,0.0262368,0.42704267,0.303882023,0.302783781,0.346773746,0.531672875,0.268760363,0.378735185,0.264558616,0.000267352,0.001102407,-0.010706061,7.35E-05,-0.020468147,-0.016205982,0.015016521,-0.014277664,-0.003931714,-0.006615252,0.021502728,-0.010373479,-0.393249308,-0.386811262,-0.418279487,-0.367686574,-0.380258741,-0.388236298,-0.367618534,-0.409525448
5,2,100,10,10,Elliptical,gls.s,1,1,0.154869525,0.290546226,0.084179813,0.276,0.032,0.011,0.020620361,0.026332917,0.412821896,0.312384605,0.321937716,0.360299061,0.492298653,0.280774145,0.399214091,0.278778815,0.000233669,0.000893335,-0.110697788,-0.122979128,-0.13690173,-0.136757272,-0.079554402,-0.105507126,-0.131263189,-0.105784287,0.000191343,-0.041079289,-0.291370406,-0.275168145,-0.324378386,-0.264828047,-0.276108272,-0.320588706,-0.295852379,-0.344975501
5,2,100,10,10,Elliptical,ls,1,1,1874.644508,0.592449666,0.982438944,1,0.123,0.023,0.020693898,0.026266732,0.624199738,0.697756836,0.990903894,1.116265654,1.496663108,0.278132304,0.399929661,0.273684837,0.000426462,0.000960466,-0.021924153,0.036352915,-0.025614124,-0.038234634,0.013762131,-0.015891687,-0.004003781,-0.00573355,-0.924814264,-0.939549184,-0.990018058,-0.99363911,-0.99561748,-0.995718272,-0.995985895,-0.995812847,-0.99590868,-0.997325651
5,2,100,10,10,Elliptical,wls,1,0,0.118513492,0.35148977,0.187231961,0.101,0.101,0.101,0.020321734,0.025598857,0.454544967,0.402954089,0.41758733,0.447649451,0.555381769,0.365573318,0.470758217,0.354527965,0.000268342,0.000241168,-0.206400513,-0.225638242,-0.237361856,-0.233388668,-0.194793904,-0.206883406,-0.222426297,-0.2033793,-0.091376563,-0.116892527,-0.182232502,-0.181898035,-0.233877321,-0.200782959,-0.216512,-0.213688407,-0.221882285,-0.213177014
5,2,100,10,10,Elliptical,fites,1,NA,0.054962191,0.286686392,0.129157697,0.366,0.051,0.014,0.020729475,0.026242939,0.427962917,0.302956394,0.301236456,0.345670883,0.530230506,0.269160618,0.37786394,0.264809797,0.000276512,0.001106108,8.16E-05,0.010668444,-0.011332251,-0.005294739,0.025776664,-0.015845869,-0.001747326,-0.007654569,0.016093422,-0.01557366,-0.191749673,-0.153089229,-0.183705831,-0.145204115,-0.174094564,-0.145523419,-0.120844358,-0.145698699
5,2,100,10,10,Elliptical,fiteu,1,NA,0.054962191,0.286686392,0.211294798,0.366,0.077,0.031,0.020729475,0.026242939,0.427962917,0.302956394,0.301236456,0.345670883,0.530230506,0.269160618,0.37786394,0.264809797,0.000276512,0.001106108,8.16E-05,0.010668444,-0.011332251,-0.005294739,0.025776664,-0.015845869,-0.001747326,-0.007654569,-0.010078412,-0.042519075,-0.268390474,-0.259331807,-0.294580708,-0.24665732,-0.249204895,-0.240117102,-0.243930184,-0.258138003
