p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
5,2,500,10,10,Norm,fitos,1,NA,0.054962191,0.080450752,0.021812208,0.055,0.058,0.051,0.009487064,0.01099847,0.117836508,0.084978238,0.08185473,0.099700505,0.153818013,0.07403232,0.103628256,0.068173413,0.000418683,-0.000357263,-0.001643659,-0.001074463,0.000442768,-0.004363574,0.004868569,-0.004083457,-0.002582556,-0.004777525,0.010915395,0.066124104,-0.002179839,0.003373874,-0.024250836,-0.002799332,-0.0116449,0.002592761,0.055456308,0.038784738
5,2,500,10,10,Elliptical,gammaN.model,1,0.87,0.032340266,0.121941527,0.041942273,0.337,0.041,0.03,0.009345614,0.010833296,0.176408062,0.131380648,0.126016365,0.151323808,0.217550464,0.122415055,0.161211092,0.112930868,0.000477446,-0.000298206,-0.032297447,-0.033763348,-0.031882814,-0.034771776,-0.018635207,-0.034996193,-0.040115378,-0.036497008,-3.64E-05,0.053179501,-0.053079809,-0.035036137,-0.059425037,-0.044768149,-0.033413972,-0.07998017,-0.027369446,-0.033134066
5,2,500,10,10,Elliptical,gammaN.s,1,0.89,0.031346984,0.126986414,0.042829705,0.303,0.043,0.028,0.009382352,0.010915718,0.181565533,0.138517592,0.132943397,0.158142831,0.22076107,0.127566349,0.170736278,0.119333024,0.000505818,-0.00026986,-0.046306488,-0.049977745,-0.047547634,-0.049720611,-0.030074424,-0.046779097,-0.058577728,-0.048766087,-0.004029514,0.044722783,-0.049390934,-0.035924843,-0.062467002,-0.046851599,-0.029094006,-0.08011131,-0.036641721,-0.039063337
5,2,500,10,10,Elliptical,ridgeI,1,0.99,1.531653735,0.138364994,0.059565193,1,0.067,0.056,0.009221353,0.010816911,0.19098217,0.156733313,0.150374904,0.170575129,0.225263689,0.144692661,0.186350063,0.138639745,0.000442253,-0.000270954,-0.077930497,-0.082770004,-0.079333335,-0.079988753,-0.066515857,-0.078587728,-0.089537825,-0.078947612,-0.004812723,0.035348078,-0.056600726,-0.065682788,-0.094559515,-0.064661568,-0.035002327,-0.100366321,-0.059812991,-0.078804889
5,2,500,10,10,Elliptical,ridgeD,1,0,0.021032136,0.141998724,0.064451661,0.049,0.049,0.049,0.00928454,0.010914584,0.196900475,0.163579926,0.156119029,0.175143413,0.230211587,0.147846344,0.188284284,0.141703055,0.000459348,-0.00024119,-0.085994541,-0.090406525,-0.086343968,-0.087264922,-0.073558872,-0.08276455,-0.093281369,-0.082978404,-0.015006399,0.022296304,-0.066650617,-0.080123036,-0.104020639,-0.066694729,-0.048197865,-0.102990067,-0.057820685,-0.080716267
5,2,500,10,10,Elliptical,gls.model,1,1,0.040069705,0.137710426,0.087962672,0.464,0.047,0.029,0.009531814,0.011079846,0.190193719,0.139046951,0.143145903,0.173684046,0.260062512,0.142321775,0.185491595,0.122546103,0.000509014,-0.00033757,-0.004039074,-0.004659167,-0.00108814,-0.003061957,0.016412317,-0.00677792,-0.007657471,-0.010499364,0.001833948,0.052199204,-0.384369069,-0.393773532,-0.449674383,-0.432586128,-0.422199722,-0.483194936,-0.41867806,-0.426783085
5,2,500,10,10,Elliptical,gls.s,1,1,0.038191052,0.133027095,0.059253965,0.439,0.044,0.023,0.009512448,0.011087604,0.187962657,0.139643261,0.137727159,0.169927436,0.245965327,0.131428822,0.176429211,0.120587027,0.000527054,-0.000296246,-0.030884422,-0.03556934,-0.031580567,-0.033062284,-0.009478413,-0.031974685,-0.043080103,-0.034896528,-0.002590698,0.044651908,-0.355786113,-0.361875179,-0.400097363,-0.396494642,-0.379033969,-0.414154379,-0.353677296,-0.383138426
5,2,500,10,10,Elliptical,ls,1,1,421.8957672,0.279738227,0.982619913,1,0.133,0.04,0.009515406,0.011091038,0.295129279,0.343057359,0.465812605,0.501519426,0.705836871,0.149505675,0.188262347,0.127652269,0.000515432,-0.000332307,0.000458887,-0.017119116,-0.000918319,0.008398341,0.014747595,-0.006679137,-0.007818965,-0.01100395,-0.927083736,-0.936163397,-0.990812714,-0.993923684,-0.995951543,-0.995953426,-0.996211843,-0.996564897,-0.996110654,-0.997423231
5,2,500,10,10,Elliptical,wls,1,0,0.021032136,0.141998724,0.064451661,0.049,0.049,0.049,0.00928454,0.010914584,0.196900475,0.163579926,0.156119029,0.175143413,0.230211587,0.147846344,0.188284284,0.141703055,0.000459348,-0.00024119,-0.085994541,-0.090406525,-0.086343968,-0.087264922,-0.073558872,-0.08276455,-0.093281369,-0.082978404,-0.015006399,0.022296304,-0.066650617,-0.080123036,-0.104020639,-0.066694729,-0.048197865,-0.102990067,-0.057820685,-0.080716267
5,2,500,10,10,Elliptical,fites,1,NA,0.054962191,0.137688265,0.089288102,0.464,0.046,0.028,0.009532088,0.011079439,0.190132038,0.139055473,0.14311155,0.173581147,0.260034109,0.142376392,0.185393343,0.12258707,0.000509064,-0.000337059,-0.001949603,-0.002614764,0.000855138,-0.001203605,0.018543609,-0.007080135,-0.007242365,-0.010706999,0.000804832,0.051181674,-0.080839176,-0.052821843,-0.118811055,-0.111531665,-0.122250255,-0.167641457,-0.10354269,-0.083456377
5,2,500,10,10,Elliptical,fiteu,1,NA,0.054962191,0.137688265,0.123777752,0.464,0.053,0.035,0.009532088,0.011079439,0.190132038,0.139055473,0.14311155,0.173581147,0.260034109,0.142376392,0.185393343,0.12258707,0.000509064,-0.000337059,-0.001949603,-0.002614764,0.000855138,-0.001203605,0.018543609,-0.007080135,-0.007242365,-0.010706999,-0.005732135,0.04452917,-0.109007662,-0.097018654,-0.169566924,-0.153745992,-0.154307944,-0.215392457,-0.158949339,-0.129527245
5,2,500,10,10,Elliptical,fitos,1,NA,0.054962191,0.137688265,0.041585671,0.464,0.049,0.027,0.009532088,0.011079439,0.190132038,0.139055473,0.14311155,0.173581147,0.260034109,0.142376392,0.185393343,0.12258707,0.000509064,-0.000337059,-0.001949603,-0.002614764,0.000855138,-0.001203605,0.018543609,-0.007080135,-0.007242365,-0.010706999,0.012042526,0.064128274,-0.037278757,0.02211362,-0.040062363,-0.045255443,-0.067002753,-0.095085042,-0.018842574,-0.014045359
5,2,500,10,10,Skew,gammaN.model,1,0.76,0.027582961,0.191367082,0.105887382,0.209,0.037,0.029,0.009733463,0.01177107,0.270702433,0.219758424,0.215277179,0.239662632,0.277229917,0.225178522,0.216291791,0.228065384,-0.001869129,-0.001500177,-0.064451927,-0.072563484,-0.074682453,-0.089438144,-0.053648699,-0.062153674,-0.058663877,-0.059173567,-0.045697408,-0.043907994,-0.152824429,-0.098572711,-0.092658607,-0.105717046,-0.081975686,-0.127198289,-0.120056978,-0.190264677
5,2,500,10,10,Skew,gammaN.s,1,0.72,0.024915069,0.195444535,0.107986161,0.129,0.037,0.027,0.009803979,0.01180702,0.274284682,0.226390969,0.22001363,0.246762882,0.278648784,0.229255896,0.224035537,0.23344197,-0.001987014,-0.001496846,-0.076465581,-0.085680743,-0.086164807,-0.102122094,-0.064735558,-0.072062453,-0.072566427,-0.068802719,-0.052285483,-0.048752483,-0.14945424,-0.101999873,-0.093419046,-0.108295296,-0.076263606,-0.127038195,-0.126861567,-0.195491825
5,2,500,10,10,Skew,ridgeI,1,0.94,0.304831143,0.215723094,0.123835956,1,0.052,0.05,0.010375655,0.012277256,0.293284173,0.254185797,0.248435229,0.274528594,0.297099663,0.258098285,0.251372078,0.257574212,-0.003976619,-0.003395493,-0.134096296,-0.141751316,-0.141986117,-0.154324138,-0.116306929,-0.116899607,-0.115358997,-0.112602851,-0.067944099,-0.072990905,-0.130817515,-0.114856089,-0.119389459,-0.11197182,-0.089525228,-0.158973722,-0.155906354,-0.215984369
5,2,500,10,10,Skew,ridgeD,1,0.01,0.011619102,0.216004089,0.11427398,0.002,0.072,0.049,0.010019362,0.011939342,0.274954024,0.222768582,0.232521315,0.293146746,0.392602918,0.24255705,0.238249563,0.241281992,-0.002448281,-0.001804546,-0.085725879,-0.09136507,-0.091073176,-0.097595201,-0.050464031,-0.0810217,-0.076201357,-0.065500347,-0.068001631,-0.055833876,-0.1402012,-0.107690423,-0.072857295,-0.076730749,-0.067264638,-0.163243956,-0.173764288,-0.217151741
5,2,500,10,10,Skew,gls.model,1,1,0.0381696,0.221999677,0.140113776,0.407,0.044,0.017,0.009802925,0.011852797,0.318327327,0.274352001,0.249339389,0.275201454,0.323518198,0.264001481,0.248314842,0.245286358,-0.000304409,3.04E-05,0.003548003,0.003976695,-0.002038044,-0.02296401,0.007584651,-0.004209747,0.003974821,-0.00106313,-0.029792309,-0.017883016,-0.637061546,-0.695205949,-0.685430094,-0.640247136,-0.540809052,-0.722316847,-0.571194994,-0.715465092
5,2,500,10,10,Skew,gls.s,1,1,0.036191579,0.214925187,0.121603437,0.387,0.038,0.018,0.009807515,0.011867811,0.308399855,0.267138514,0.244899277,0.273622718,0.313627451,0.243103239,0.235032964,0.241752522,-0.000378848,7.53E-07,-0.023365988,-0.026875878,-0.029794477,-0.052122308,-0.014413798,-0.027801774,-0.02840391,-0.024112674,-0.035678834,-0.024861893,-0.617130462,-0.679023213,-0.671693295,-0.624618387,-0.518903859,-0.692335048,-0.533941601,-0.705991431
5,2,500,10,10,Skew,ls,1,1,405.1877911,0.336668062,0.984048106,1,0.13,0.031,0.009801557,0.011877981,0.383112118,0.421588913,0.497804047,0.565272791,0.708183063,0.269041046,0.252347925,0.247651174,0.000159375,1.44E-05,0.008542533,-0.003506588,0.006183242,-0.036385686,0.023577202,-0.004729553,0.004969305,-0.001409188,-0.929281801,-0.940440103,-0.99297762,-0.995129214,-0.996238176,-0.996235067,-0.996255775,-0.998096489,-0.997137266,-0.998689546
5,2,500,10,10,Skew,wls,1,0,0.02140024,0.218625601,0.12487009,0.056,0.056,0.056,0.010527898,0.01234932,0.304550754,0.25552462,0.248102235,0.27399658,0.306736367,0.26203971,0.253959113,0.258469408,-0.004220996,-0.003460338,-0.149739758,-0.149273454,-0.148211036,-0.159691177,-0.132195318,-0.120217143,-0.117979912,-0.115214018,-0.074747686,-0.078398404,-0.130051295,-0.111437607,-0.121959976,-0.107500335,-0.088252132,-0.16532355,-0.159001992,-0.212027919
5,2,500,10,10,Skew,fites,1,NA,0.054962191,0.222051576,0.142009425,0.412,0.045,0.017,0.009802851,0.011853586,0.318634321,0.274487964,0.249239806,0.27514277,0.323682739,0.264051701,0.248288424,0.245331592,-0.000302863,3.13E-05,0.005649298,0.006005761,0.000166932,-0.020749508,0.009408328,-0.004512684,0.004363871,-0.001255789,-0.030763321,-0.018931913,-0.208520292,-0.187448847,-0.11489315,-0.157551757,-0.121491936,-0.208940547,-0.179435668,-0.192116815
5,2,500,10,10,Skew,fiteu,1,NA,0.054962191,0.222051576,0.16763509,0.412,0.051,0.02,0.009802851,0.011853586,0.318634321,0.274487964,0.249239806,0.27514277,0.323682739,0.264051701,0.248288424,0.245331592,-0.000302863,3.13E-05,0.005649298,0.006005761,0.000166932,-0.020749508,0.009408328,-0.004512684,0.004363871,-0.001255789,-0.036518183,-0.024694894,-0.232047239,-0.219497431,-0.149089179,-0.188755565,-0.147658694,-0.238627253,-0.21936008,-0.220102386
5,2,500,10,10,Skew,fitos,1,NA,0.054962191,0.222051576,0.103579681,0.412,0.055,0.017,0.009802851,0.011853586,0.318634321,0.274487964,0.249239806,0.27514277,0.323682739,0.264051701,0.248288424,0.245331592,-0.000302863,3.13E-05,0.005649298,0.006005761,0.000166932,-0.020749508,0.009408328,-0.004512684,0.004363871,-0.001255789,-0.016916129,-0.006808861,-0.172400461,-0.136461028,-0.061935675,-0.109844867,-0.083749439,-0.171349896,-0.121195032,-0.155135424
5,2,1000,10,10,Norm,gammaN.model,1,1,0.010027953,0.057363255,0.019199766,0.056,0.052,0.051,0.006772749,0.008178139,0.081676191,0.061597341,0.058762798,0.072012878,0.10917455,0.051294661,0.074544691,0.04961855,0.000284654,-0.000393309,-0.000847743,-0.001900383,-0.002979095,-0.005784063,0.004723685,-0.001121299,0.000528734,-0.002076385,0.00102668,0.014070076,0.016371755,-0.030446256,-0.049325965,-0.027267252,-0.017174989,0.013165872,0.020968085,-0.002180726
5,2,1000,10,10,Norm,gammaN.s,1,1,0.010010881,0.057836936,0.017761667,0.054,0.053,0.051,0.006788201,0.008214241,0.082043508,0.062229969,0.059741283,0.073031912,0.108760079,0.052101378,0.075186712,0.050272084,0.000273693,-0.000408676,-0.006586689,-0.0084626,-0.009214141,-0.012125639,-0.000210263,-0.006150249,-0.006971965,-0.007216528,-0.002605889,0.008394753,0.019449565,-0.027373873,-0.050925503,-0.026288487,-0.011138198,0.007196011,0.021633642,-0.002610745
5,2,1000,10,10,Norm,ridgeI,1,0.99,0.726809271,0.05810097,0.020867889,1,0.072,0.061,0.006799612,0.008199525,0.082440277,0.062300702,0.060216001,0.072917723,0.109189233,0.052392713,0.075829989,0.050723923,0.000322869,-0.000386065,-0.006054092,-0.007901543,-0.008922923,-0.011404117,0.000250888,-0.006189122,-0.006799636,-0.00710142,-0.007668483,0.006223006,0.003846408,-0.036992667,-0.065906926,-0.035499605,-0.022110338,-0.004749497,0.005835752,-0.019846212
5,2,1000,10,10,Norm,ridgeD,1,0,0.010186188,0.058313652,0.022972741,0.058,0.058,0.058,0.00681852,0.008235132,0.083056061,0.062646384,0.060363824,0.073204569,0.109577825,0.052453887,0.075932585,0.050847734,0.000309334,-0.000390495,-0.006559594,-0.008576098,-0.009286748,-0.011752151,-0.000194446,-0.006281826,-0.006729677,-0.007109145,-0.011479619,0.000906468,-0.004854576,-0.04240582,-0.068700373,-0.040382524,-0.027834874,-0.006602344,0.003314761,-0.023246053
5,2,1000,10,10,Norm,gls.model,1,1,0.010027953,0.057363255,0.019347092,0.056,0.052,0.051,0.006772749,0.008178139,0.081676191,0.061597341,0.058762798,0.072012878,0.10917455,0.051294661,0.074544691,0.04961855,0.000284654,-0.000393309,-0.000847743,-0.001900383,-0.002979095,-0.005784063,0.004723685,-0.001121299,0.000528734,-0.002076385,0.00102668,0.014070076,0.016371755,-0.030446256,-0.049325965,-0.027267252,-0.017174989,0.013165872,0.020968085,-0.002180726
5,2,1000,10,10,Norm,gls.s,1,1,0.010010881,0.057836936,0.017848849,0.054,0.053,0.051,0.006788201,0.008214241,0.082043508,0.062229969,0.059741283,0.073031912,0.108760079,0.052101378,0.075186712,0.050272084,0.000273693,-0.000408676,-0.006586689,-0.0084626,-0.009214141,-0.012125639,-0.000210263,-0.006150249,-0.006971965,-0.007216528,-0.002605889,0.008394753,0.019449565,-0.027373873,-0.050925503,-0.026288487,-0.011138198,0.007196011,0.021633642,-0.002610745
5,2,1000,10,10,Norm,ls,1,1,80.04762728,0.120004511,0.980393041,1,0.139,0.045,0.006773638,0.008182369,0.123169837,0.153336054,0.20021417,0.222481487,0.304538664,0.051611936,0.078169928,0.051567024,0.000290864,-0.00040007,0.000981293,-0.004126823,-0.006678816,-0.000193403,0.004553102,-0.001180544,0.000717903,-0.002199127,-0.927630118,-0.938795288,-0.984449326,-0.990526175,-0.993300707,-0.993498623,-0.993732439,-0.993011378,-0.993441801,-0.995544554
5,2,1000,10,10,Norm,wls,1,0,0.010186188,0.058313652,0.022972741,0.058,0.058,0.058,0.00681852,0.008235132,0.083056061,0.062646384,0.060363824,0.073204569,0.109577825,0.052453887,0.075932585,0.050847734,0.000309334,-0.000390495,-0.006559594,-0.008576098,-0.009286748,-0.011752151,-0.000194446,-0.006281826,-0.006729677,-0.007109145,-0.011479619,0.000906468,-0.004854576,-0.04240582,-0.068700373,-0.040382524,-0.027834874,-0.006602344,0.003314761,-0.023246053
5,2,1000,10,10,Norm,fites,1,NA,0.054962191,0.057339747,0.01962665,0.057,0.057,0.057,0.006772833,0.008178174,0.081600617,0.061551165,0.058641041,0.07192237,0.109278029,0.051298805,0.074513736,0.049640702,0.00028453,-0.000393104,0.000209313,-0.000824129,-0.001996034,-0.004858804,0.005769814,-0.001279816,0.000740053,-0.002181529,0.000512947,0.013556538,0.01207951,-0.0319986,-0.048857018,-0.030888048,-0.020772275,0.012725144,0.020623255,-0.004253163
5,2,1000,10,10,Norm,fiteu,1,NA,0.054962191,0.057339747,0.019877295,0.057,0.057,0.057,0.006772833,0.008178174,0.081600617,0.061551165,0.058641041,0.07192237,0.109278029,0.051298805,0.074513736,0.049640702,0.00028453,-0.000393104,0.000209313,-0.000824129,-0.001996034,-0.004858804,0.005769814,-0.001279816,0.000740053,-0.002181529,-0.00078394,0.012235888,0.010701884,-0.034107511,-0.051095657,-0.032773642,-0.022042898,0.010654103,0.017980607,-0.006396817
5,2,1000,10,10,Norm,fitos,1,NA,0.054962191,0.057339747,0.01897161,0.057,0.058,0.057,0.006772833,0.008178174,0.081600617,0.061551165,0.058641041,0.07192237,0.109278029,0.051298805,0.074513736,0.049640702,0.00028453,-0.000393104,0.000209313,-0.000824129,-0.001996034,-0.004858804,0.005769814,-0.001279816,0.000740053,-0.002181529,0.001862173,0.014841253,0.016913668,-0.024831528,-0.041187571,-0.02410667,-0.016087781,0.018953986,0.028770009,0.002161467
5,2,1000,10,10,Elliptical,gammaN.model,1,0.87,0.015965306,0.088036369,0.026778928,0.329,0.042,0.033,0.006783894,0.008186923,0.127822196,0.09322848,0.090395365,0.111667008,0.160618281,0.083809934,0.116156082,0.081695531,0.000327162,-0.00039171,-0.019417273,-0.023620293,-0.019925714,-0.024897575,-0.016558718,-0.020327559,-0.01893966,-0.019533853,-0.015695696,-0.001764533,-0.045378273,-0.011756419,-0.034403683,-0.051638158,-0.039529495,-0.011781924,-0.018179687,-0.037661414
5,2,1000,10,10,Elliptical,gammaN.s,1,0.89,0.015799867,0.089999162,0.027967812,0.327,0.044,0.032,0.006805765,0.008236464,0.130133196,0.09633222,0.093195222,0.114723771,0.16183944,0.085369719,0.119410302,0.083945519,0.000324399,-0.000395288,-0.026307903,-0.031799357,-0.027535125,-0.032333492,-0.022390486,-0.026191849,-0.028472254,-0.025842917,-0.018996296,-0.00781464,-0.045825151,-0.011983938,-0.03695852,-0.054706798,-0.035734029,-0.005317797,-0.02265432,-0.039686627
5,2,1000,10,10,Elliptical,ridgeI,1,0.99,0.731357884,0.0960314,0.045229634,1,0.055,0.04,0.006739899,0.008129804,0.133224903,0.105569776,0.103530931,0.122320357,0.161203546,0.096154529,0.128513585,0.094926672,0.000317992,-0.000428151,-0.046914569,-0.051767824,-0.049786149,-0.05266542,-0.041854921,-0.047563687,-0.052414641,-0.047150756,-0.020190765,-0.005337577,-0.04380349,-0.035420998,-0.070951738,-0.074496779,-0.029402778,-0.044925114,-0.048110797,-0.079656303
5,2,1000,10,10,Elliptical,ridgeD,1,0,0.010071256,0.097719889,0.049874415,0.048,0.048,0.048,0.00677442,0.008184156,0.13631429,0.108350072,0.105971787,0.124015224,0.163045499,0.097878453,0.129969088,0.096695903,0.000299273,-0.000438793,-0.050963765,-0.05615554,-0.054244328,-0.056949448,-0.046045991,-0.049832598,-0.054972258,-0.04968363,-0.027072246,-0.013708556,-0.056652007,-0.039117435,-0.07086508,-0.070609765,-0.034754921,-0.05130227,-0.050637861,-0.084024008
5,2,1000,10,10,Elliptical,gls.model,1,1,0.019840915,0.094510248,0.040442989,0.453,0.05,0.029,0.006861991,0.008281642,0.139011608,0.097946556,0.099739111,0.115446393,0.179413873,0.08867965,0.124624882,0.085096775,0.00034596,-0.000367027,-0.002211316,-0.006716052,0.000840874,-0.007711515,-0.001617645,-0.003932846,0.001869527,-0.002294286,-0.013809807,0.00013129,-0.404243967,-0.389213185,-0.441929347,-0.394423126,-0.401254607,-0.413773099,-0.39107015,-0.418956424
5,2,1000,10,10,Elliptical,gls.s,1,1,0.019254513,0.093223179,0.032517904,0.446,0.047,0.033,0.006861096,0.008299964,0.13724173,0.097965382,0.09664706,0.116056679,0.175097045,0.087021144,0.122813638,0.084228057,0.000335099,-0.000382864,-0.015737055,-0.021891365,-0.014871513,-0.022082409,-0.012850553,-0.016007063,-0.016407925,-0.015295261,-0.016818686,-0.00526681,-0.386311829,-0.367965715,-0.411278048,-0.381603892,-0.380158,-0.388215975,-0.368950036,-0.39843347
5,2,1000,10,10,Elliptical,ls,1,1,206.7460423,0.196717135,0.983000637,1,0.127,0.048,0.006861601,0.008281745,0.201960342,0.239509673,0.335761927,0.354567307,0.512818367,0.089864553,0.128404087,0.089141751,0.000349956,-0.000376079,-0.007266874,-0.004024322,0.004618115,-0.001687398,-0.018894057,-0.003632553,0.00083226,-0.001338574,-0.928534999,-0.939541117,-0.990431306,-0.993936756,-0.996052004,-0.995914411,-0.996186772,-0.995974085,-0.996008036,-0.997426882
5,2,1000,10,10,Elliptical,wls,1,0,0.010071256,0.097719889,0.049874415,0.048,0.048,0.048,0.00677442,0.008184156,0.13631429,0.108350072,0.105971787,0.124015224,0.163045499,0.097878453,0.129969088,0.096695903,0.000299273,-0.000438793,-0.050963765,-0.05615554,-0.054244328,-0.056949448,-0.046045991,-0.049832598,-0.054972258,-0.04968363,-0.027072246,-0.013708556,-0.056652007,-0.039117435,-0.07086508,-0.070609765,-0.034754921,-0.05130227,-0.050637861,-0.084024008
5,2,1000,10,10,Elliptical,fites,1,NA,0.054962191,0.094515294,0.041494155,0.459,0.049,0.031,0.006861915,0.008281624,0.138964195,0.09791776,0.099788427,0.115387109,0.179543115,0.088697446,0.124597031,0.085114321,0.000345878,-0.00036683,-0.001168882,-0.005640019,0.001828117,-0.006772082,-0.000586664,-0.004089226,0.002078583,-0.002397694,-0.014292407,-0.000368732,-0.07691017,-0.031057516,-0.065234361,-0.043318592,-0.088006023,-0.028909439,-0.030967889,-0.035876419
5,2,1000,10,10,Elliptical,fiteu,1,NA,0.054962191,0.094515294,0.064253966,0.459,0.055,0.037,0.006861915,0.008281624,0.138964195,0.09791776,0.099788427,0.115387109,0.179543115,0.088697446,0.124597031,0.085114321,0.000345878,-0.00036683,-0.001168882,-0.005640019,0.001828117,-0.006772082,-0.000586664,-0.004089226,0.002078583,-0.002397694,-0.017361734,-0.003661394,-0.095919474,-0.05825392,-0.10118864,-0.069241278,-0.106082561,-0.05628269,-0.065305926,-0.069242042
5,2,1000,10,10,Elliptical,fitos,1,NA,0.054962191,0.094515294,0.019270003,0.459,0.047,0.03,0.006861915,0.008281624,0.138964195,0.09791776,0.099788427,0.115387109,0.179543115,0.088697446,0.124597031,0.085114321,0.000345878,-0.00036683,-0.001168882,-0.005640019,0.001828117,-0.006772082,-0.000586664,-0.004089226,0.002078583,-0.002397694,-0.007819719,0.007753775,-0.049415056,0.010285909,-0.014240757,-0.005012922,-0.061101156,0.008982615,0.018108034,0.009980091
5,2,1000,10,10,Skew,gammaN.model,1,0.71,0.013571735,0.13849166,0.074142814,0.182,0.042,0.039,0.006889044,0.008017555,0.187866587,0.16083961,0.161351683,0.16827362,0.207344144,0.169252374,0.162386261,0.152695724,-0.001285259,-0.00114031,-0.05250767,-0.0489899,-0.052676762,-0.04816056,-0.042788818,-0.043781123,-0.048699771,-0.045622048,-0.031558776,0.01023858,-0.075775003,-0.076926463,-0.109770062,-0.056568457,-0.069076707,-0.127359231,-0.105894483,-0.078260375
5,2,1000,10,10,Skew,gammaN.s,1,0.67,0.012570735,0.140074264,0.074881497,0.133,0.038,0.035,0.006931061,0.008031797,0.189538409,0.162945994,0.162749852,0.170834699,0.208386177,0.171144057,0.166211836,0.153968754,-0.001345201,-0.001160217,-0.058567347,-0.056054414,-0.059327925,-0.054837906,-0.047910481,-0.048781188,-0.055392849,-0.050596318,-0.03693291,0.007677911,-0.074517806,-0.077675905,-0.107862628,-0.061823432,-0.069501887,-0.127917645,-0.111979766,-0.072925079
5,2,1000,10,10,Skew,ridgeI,1,0.9,0.0937739,0.149226632,0.082743786,0.998,0.048,0.046,0.00720744,0.008208385,0.202873893,0.173105002,0.171645923,0.181606258,0.217077601,0.182214701,0.179160315,0.169166808,-0.002427842,-0.002147765,-0.091202884,-0.090184173,-0.094523402,-0.088381369,-0.078335251,-0.076476497,-0.082876928,-0.077344694,-0.043369546,0.002631259,-0.087627267,-0.089590511,-0.109725539,-0.087993358,-0.082442733,-0.125458469,-0.10888545,-0.089713727
5,2,1000,10,10,Skew,ridgeD,1,0,0.010302464,0.150046518,0.083797199,0.049,0.049,0.049,0.007238946,0.008234505,0.20634828,0.17389144,0.169193349,0.181803855,0.220302094,0.183187656,0.180399312,0.16986574,-0.002497637,-0.002163532,-0.096453729,-0.09367377,-0.096025333,-0.09006786,-0.084608602,-0.077238641,-0.08379315,-0.078065762,-0.044708698,-0.000494042,-0.091099455,-0.090221986,-0.099755849,-0.09552925,-0.083204038,-0.128604342,-0.112998226,-0.091356102
5,2,1000,10,10,Skew,gls.model,1,1,0.019858429,0.1767416,0.155459907,0.395,0.046,0.022,0.0069174,0.00815595,0.213184647,0.198358411,0.192891716,0.321184421,0.26060674,0.205434314,0.185745263,0.174937142,-0.000183188,-9.29E-05,-0.007081971,0.004423146,0.001087353,0.022373665,2.04E-05,0.004369863,-0.000252012,-0.001437509,-0.022012783,0.012147245,-0.611117585,-0.70054352,-0.711399048,-0.785301361,-0.58788363,-0.747729273,-0.59077354,-0.717630437
5,2,1000,10,10,Skew,gls.s,1,1,0.01938678,0.168181858,0.134403216,0.393,0.043,0.025,0.006937866,0.008152266,0.20816671,0.192204914,0.189112681,0.271277172,0.252015401,0.199552485,0.182843743,0.171555342,-0.000196381,-0.000115513,-0.021812241,-0.011321276,-0.013893915,0.00194015,-0.010386763,-0.008341143,-0.017714497,-0.01412125,-0.02793079,0.009449542,-0.595305005,-0.687367228,-0.702073009,-0.742952801,-0.570412585,-0.738216925,-0.577522627,-0.708975753
5,2,1000,10,10,Skew,ls,1,1,212.5041079,0.249566984,0.983947628,1,0.137,0.038,0.006913296,0.008135239,0.267123919,0.305030823,0.361496032,0.456185723,0.517655365,0.207487403,0.189338821,0.176303218,3.00E-05,-9.21E-05,-0.009590801,0.00850435,-0.000598096,0.022108197,-0.000548321,0.004757215,-0.000742514,-0.001512686,-0.929138302,-0.938529387,-0.992748566,-0.995297167,-0.996314255,-0.996894974,-0.996294357,-0.998271875,-0.997288535,-0.998698862
5,2,1000,10,10,Skew,wls,1,0,0.010302464,0.150046518,0.083797199,0.049,0.049,0.049,0.007238946,0.008234505,0.20634828,0.17389144,0.169193349,0.181803855,0.220302094,0.183187656,0.180399312,0.16986574,-0.002497637,-0.002163532,-0.096453729,-0.09367377,-0.096025333,-0.09006786,-0.084608602,-0.077238641,-0.08379315,-0.078065762,-0.044708698,-0.000494042,-0.091099455,-0.090221986,-0.099755849,-0.09552925,-0.083204038,-0.128604342,-0.112998226,-0.091356102
5,2,1000,10,10,Skew,fites,1,NA,0.054962191,0.176757387,0.156236651,0.399,0.047,0.025,0.006917375,0.008156018,0.21321403,0.198397418,0.193003917,0.321142354,0.260610255,0.205467424,0.185702756,0.174962326,-0.000182875,-9.26E-05,-0.006106636,0.005361146,0.002178006,0.023334716,0.00094261,0.00422945,-6.44E-05,-0.001530245,-0.022499697,0.011631476,-0.114385653,-0.144430448,-0.148567214,-0.401438091,-0.16301311,-0.22383687,-0.173147703,-0.159416246
