p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
3,2,200,8,1,Elliptical,fitos,0.998,NA,0.054962191,0.400351191,0.093680324,0.053106212,0.059118236,0.059118236,0.015735281,0.021858834,0.610794807,0.41467837,0.951911174,0.242705904,0.445022345,0.500102813,0.000304355,0.0003355,0.04260068,-0.024155106,0.062952014,-0.014065009,0.034807132,-0.011189973,-0.024882413,-0.016102499,-0.110040054,-0.098166214,-0.098628013,-0.147460959,-0.103152118,-0.151010325
3,2,200,8,1,Skew,gammaN.model,1,0.18,0.005001254,0.452557268,0.126780941,0.046,0.045,0.045,0.016082166,0.02204377,0.643818337,0.464778655,1.049880315,0.389461315,0.483041701,0.551351883,-0.000299222,-0.000603476,-0.042186037,-0.065443781,-0.045681323,-0.013715981,-0.008152885,-0.016768461,-0.053460599,-0.039584625,-0.101081313,-0.146624046,-0.163603023,-0.191207632,-0.136670851,-0.182015437
3,2,200,8,1,Skew,gammaN.s,1,0.12,0.004921998,0.453085016,0.12728034,0.045,0.045,0.045,0.016077167,0.022020137,0.645297278,0.464892888,1.052210491,0.389715035,0.482806239,0.551660894,-0.00036439,-0.000611519,-0.044080956,-0.064949859,-0.048185743,-0.013825627,-0.008414294,-0.016792057,-0.053044022,-0.038555365,-0.101952505,-0.149682334,-0.163887187,-0.191857166,-0.13637036,-0.18289378
3,2,200,8,1,Skew,ridgeI,1,0.88,0.030927233,0.45151712,0.125754619,0.436,0.045,0.045,0.016042154,0.022021995,0.64166552,0.463989827,1.045818229,0.389338142,0.482836862,0.55042423,-0.000254158,-0.00061074,-0.039059275,-0.063046497,-0.042097683,-0.013410912,-0.007371789,-0.016873329,-0.050835002,-0.038164553,-0.100317196,-0.146126463,-0.162921684,-0.190939518,-0.136643365,-0.180089169
3,2,200,8,1,Skew,ridgeD,1,0.01,0.004549384,0.453101212,0.126693405,0.034,0.045,0.045,0.016070557,0.022011344,0.645607835,0.467392358,1.051865629,0.389655214,0.483042686,0.549164074,-0.000323773,-0.000621984,-0.045865604,-0.067990938,-0.05037981,-0.013648613,-0.009149853,-0.016577289,-0.05267596,-0.037997638,-0.100929389,-0.151994976,-0.162000552,-0.191982607,-0.13633853,-0.17962759
3,2,200,8,1,Skew,gls.model,1,1,0.004921998,0.485251362,0.149056902,0.045,0.045,0.045,0.016077167,0.022020137,0.700252883,0.513076457,1.126174534,0.413133753,0.498349253,0.592926711,-0.00036439,-0.000611519,-0.010537113,-0.019686628,-0.005461205,-0.009204268,0.002484134,-0.015029724,-0.053044022,-0.038555365,-0.44395287,-0.502850325,-0.449684075,-0.666346574,-0.445344539,-0.522453108
3,2,200,8,1,Skew,gls.s,1,1,0.004921998,0.485251362,0.149056902,0.045,0.045,0.045,0.016077167,0.022020137,0.700252883,0.513076457,1.126174534,0.413133753,0.498349253,0.592926711,-0.00036439,-0.000611519,-0.010537113,-0.019686628,-0.005461205,-0.009204268,0.002484134,-0.015029724,-0.053044022,-0.038555365,-0.44395287,-0.502850325,-0.449684075,-0.666346574,-0.445344539,-0.522453108
3,2,200,8,1,Skew,ls,1,1,0.117365252,0.485274504,0.970708497,0.694,0.045,0.045,0.016050379,0.022232063,0.700252883,0.513076457,1.126174534,0.413133753,0.498349253,0.592926711,0.000107516,-0.000575643,-0.010537113,-0.019686628,-0.005461205,-0.009204268,0.002484134,-0.015029724,-0.91941145,-0.887221241,-0.989979541,-0.993093664,-0.993801743,-0.996128527,-0.991977213,-0.994054594
3,2,200,8,1,Skew,wls,1,0,0.004921998,0.453726442,0.126397147,0.045,0.045,0.045,0.016077167,0.022020137,0.646476757,0.469171046,1.053762026,0.389142435,0.482908802,0.550253168,-0.00036439,-0.000611519,-0.048655117,-0.071122118,-0.054011817,-0.014455813,-0.009900443,-0.017032375,-0.053044022,-0.038555365,-0.099622484,-0.152331873,-0.160523351,-0.190376592,-0.135608102,-0.181115383
3,2,200,8,1,Skew,fites,0.994,NA,0.054962191,0.485310733,0.151985534,0.044265594,0.046277666,0.046277666,0.016074421,0.021927279,0.701509559,0.512014979,1.129446743,0.413664674,0.495479041,0.592369165,-0.000370265,-0.000533988,-0.008081264,-0.01445342,-0.003133655,-0.009635423,0.002956073,-0.018854678,-0.055211091,-0.037733509,-0.160800747,-0.159300695,-0.215233463,-0.228090079,-0.147862643,-0.211652046
3,2,200,8,1,Skew,fiteu,0.994,NA,0.054962191,0.485310733,0.151985534,0.044265594,0.044265594,0.044265594,0.016074421,0.021927279,0.701509559,0.512014979,1.129446743,0.413664674,0.495479041,0.592369165,-0.000370265,-0.000533988,-0.008081264,-0.01445342,-0.003133655,-0.009635423,0.002956073,-0.018854678,-0.055211091,-0.037733509,-0.160800747,-0.159300695,-0.215233463,-0.228090079,-0.147862643,-0.211652046
3,2,200,8,1,Skew,fitos,0.994,NA,0.054962191,0.485310733,0.151039625,0.044265594,0.051307847,0.051307847,0.016074421,0.021927279,0.701509559,0.512014979,1.129446743,0.413664674,0.495479041,0.592369165,-0.000370265,-0.000533988,-0.008081264,-0.01445342,-0.003133655,-0.009635423,0.002956073,-0.018854678,-0.055211091,-0.037733509,-0.159013047,-0.156274936,-0.213940705,-0.227883568,-0.147179376,-0.211080771
3,2,300,8,1,Norm,gammaN.model,1,1,0.003132191,0.208551325,0.017984683,0.051,0.051,0.051,0.012821096,0.017670001,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000304317,0.000777534,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.013792831,-0.000949153,-0.017500418,-0.028306231,-0.016370934,-0.028854574,-0.02226637,-0.015836957
3,2,300,8,1,Norm,gammaN.s,1,1,0.003132191,0.208551325,0.017984683,0.051,0.051,0.051,0.012821096,0.017670001,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000304317,0.000777534,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.013792831,-0.000949153,-0.017500418,-0.028306231,-0.016370934,-0.028854574,-0.02226637,-0.015836957
3,2,300,8,1,Norm,ridgeI,1,1,0.077872144,0.208546384,0.96539042,0.658,0.051,0.051,0.01279761,0.017653958,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000300413,0.000797355,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.917539337,-0.884213845,-0.982648368,-0.986722058,-0.989127989,-0.988809536,-0.98615077,-0.987911455
3,2,300,8,1,Norm,ridgeD,1,1,0.000376039,0.208577336,1.791376348,0,0.051,0.051,0.012776844,0.017922341,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.00026233,0.000911129,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.043187686,0.645210732,2.557719563,2.699769064,2.775269487,1.355527527,2.126630883,2.12769584
3,2,300,8,1,Norm,gls.model,1,1,0.003132191,0.208551325,0.022093736,0.051,0.051,0.051,0.012821096,0.017670001,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000304317,0.000777534,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.013792831,-0.000949153,-0.017500418,-0.028306231,-0.016370934,-0.028854574,-0.02226637,-0.015836957
3,2,300,8,1,Norm,gls.s,1,1,0.003132191,0.208551325,0.022093736,0.051,0.051,0.051,0.012821096,0.017670001,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000304317,0.000777534,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.013792831,-0.000949153,-0.017500418,-0.028306231,-0.016370934,-0.028854574,-0.02226637,-0.015836957
3,2,300,8,1,Norm,ls,1,1,0.077872144,0.208546384,0.96539042,0.658,0.051,0.051,0.01279761,0.017653958,0.323548746,0.216826964,0.509118683,0.116521652,0.235315949,0.236587511,0.000300413,0.000797355,0.009194723,-0.014233909,0.024296543,-0.006963404,0.003439576,-0.009130276,-0.917539337,-0.884213845,-0.982648368,-0.986722058,-0.989127989,-0.988809536,-0.98615077,-0.987911455
3,2,300,8,1,Norm,wls,1,0,0.003132191,0.209704121,0.027899658,0.051,0.051,0.051,0.012821096,0.017670001,0.32535801,0.218542041,0.512544222,0.116564314,0.236192175,0.237941112,0.000304317,0.000777534,0.008182164,-0.013925312,0.023702691,-0.006678292,0.003311149,-0.00871985,-0.013792831,-0.000949153,-0.032151078,-0.047166557,-0.030694814,-0.035395207,-0.03349823,-0.029549398
3,2,300,8,1,Norm,fites,0.995,NA,0.054962191,0.208833792,0.026092267,0.051256281,0.051256281,0.051256281,0.012842238,0.017680286,0.324120112,0.216888942,0.509535611,0.116594585,0.235630961,0.237377603,0.00032962,0.000748806,0.012343593,-0.011277977,0.027042078,-0.00802145,0.004817854,-0.011037257,-0.017214259,-0.003378352,-0.030924008,-0.041652017,-0.026452562,-0.033262459,-0.03218121,-0.02367327
3,2,300,8,1,Norm,fiteu,0.995,NA,0.054962191,0.208833792,0.026092267,0.051256281,0.051256281,0.051256281,0.012842238,0.017680286,0.324120112,0.216888942,0.509535611,0.116594585,0.235630961,0.237377603,0.00032962,0.000748806,0.012343593,-0.011277977,0.027042078,-0.00802145,0.004817854,-0.011037257,-0.017214259,-0.003378352,-0.030924008,-0.041652017,-0.026452562,-0.033262459,-0.03218121,-0.02367327
3,2,300,8,1,Norm,fitos,0.995,NA,0.054962191,0.208833792,0.025954038,0.051256281,0.054271357,0.054271357,0.012842238,0.017680286,0.324120112,0.216888942,0.509535611,0.116594585,0.235630961,0.237377603,0.00032962,0.000748806,0.012343593,-0.011277977,0.027042078,-0.00802145,0.004817854,-0.011037257,-0.017214259,-0.003378352,-0.030649858,-0.041250176,-0.026357523,-0.03315943,-0.032072539,-0.023550171
3,2,300,8,1,Elliptical,gammaN.model,1,0.34,0.003109908,0.335123378,0.093128682,0.048,0.048,0.048,0.012603037,0.017911016,0.508632848,0.352643326,0.837153991,0.207393997,0.377397569,0.367251236,0.000222784,0.000523413,-0.009322747,-0.023217376,0.00494686,-0.013689844,-0.007218612,-0.008438195,-0.003767879,-0.020197826,-0.09695473,-0.131755801,-0.128436522,-0.174793328,-0.112111064,-0.07701231
3,2,300,8,1,Elliptical,gammaN.s,1,0.3,0.003086371,0.335580367,0.0940188,0.048,0.048,0.048,0.012598554,0.017897289,0.509331288,0.353364011,0.838548212,0.207711761,0.377645961,0.367545862,0.000222807,0.000526241,-0.00971493,-0.023225802,0.004487919,-0.013734136,-0.007433047,-0.008367907,-0.003420085,-0.019452406,-0.098237299,-0.133933532,-0.129905591,-0.176245261,-0.112796431,-0.078159798
3,2,300,8,1,Elliptical,ridgeI,1,0.94,0.03138683,0.33527253,0.092881716,0.519,0.048,0.048,0.012578459,0.017874117,0.508826963,0.352871824,0.837513541,0.20790715,0.377369581,0.367238601,0.000217235,0.000545904,-0.00924586,-0.022581721,0.005062033,-0.013412422,-0.007107034,-0.008240485,-0.001245024,-0.017574863,-0.097081789,-0.132638507,-0.128646872,-0.17700178,-0.111929566,-0.076935324
3,2,300,8,1,Elliptical,ridgeD,1,0.07,0.002025141,0.334935841,0.091965774,0.01,0.048,0.048,0.012576,0.017930601,0.508231923,0.352210997,0.837046686,0.207446376,0.377156029,0.366888118,0.000209277,0.000561767,-0.009318203,-0.022369498,0.004544412,-0.013329481,-0.007009309,-0.008040314,-0.000685467,-0.018831578,-0.095703781,-0.130814398,-0.127393883,-0.174962342,-0.111410379,-0.075924363
3,2,300,8,1,Elliptical,gls.model,1,1,0.003086371,0.340708915,0.094685494,0.048,0.048,0.048,0.012598554,0.017897289,0.518218944,0.357277722,0.854292579,0.207760523,0.381567662,0.376058048,0.000222807,0.000526241,0.000613859,-0.01468448,0.01379471,-0.012451947,-0.000565061,-0.008867495,-0.003420085,-0.019452406,-0.384691693,-0.41312363,-0.410381055,-0.455284332,-0.397754938,-0.383369371
3,2,300,8,1,Elliptical,gls.s,1,1,0.003086371,0.340708915,0.094685494,0.048,0.048,0.048,0.012598554,0.017897289,0.518218944,0.357277722,0.854292579,0.207760523,0.381567662,0.376058048,0.000222807,0.000526241,0.000613859,-0.01468448,0.01379471,-0.012451947,-0.000565061,-0.008867495,-0.003420085,-0.019452406,-0.384691693,-0.41312363,-0.410381055,-0.455284332,-0.397754938,-0.383369371
3,2,300,8,1,Elliptical,ls,1,1,0.076783194,0.34070389,0.969225001,0.661,0.048,0.048,0.012576902,0.017878744,0.518218944,0.357277722,0.854292579,0.207760523,0.381567662,0.376058048,0.000208503,0.000571346,0.000613859,-0.01468448,0.01379471,-0.012451947,-0.000565061,-0.008867495,-0.916096134,-0.885701981,-0.989077972,-0.991949003,-0.993459948,-0.993688797,-0.991425742,-0.992400428
3,2,300,8,1,Elliptical,wls,1,0,0.003086371,0.336585649,0.095699104,0.048,0.048,0.048,0.012598554,0.017897289,0.51010343,0.356894823,0.840817114,0.20893003,0.378062701,0.367381254,0.000222807,0.000526241,-0.014141554,-0.026886368,0.000499294,-0.014283646,-0.010376469,-0.008153797,-0.003420085,-0.019452406,-0.097465374,-0.140661443,-0.130903299,-0.18153986,-0.112437478,-0.079712891
3,2,300,8,1,Elliptical,fites,0.996,NA,0.054962191,0.34066911,0.097466134,0.047188755,0.048192771,0.048192771,0.012613726,0.017926229,0.51831072,0.357165961,0.852820235,0.207958003,0.381871539,0.37668647,0.000195495,0.00051816,0.003307958,-0.012110471,0.017188212,-0.012831369,0.001051297,-0.00986683,-0.006232476,-0.022507703,-0.107170774,-0.137087193,-0.136956024,-0.16863096,-0.11717919,-0.08396475
3,2,300,8,1,Elliptical,fiteu,0.996,NA,0.054962191,0.34066911,0.097466134,0.047188755,0.047188755,0.047188755,0.012613726,0.017926229,0.51831072,0.357165961,0.852820235,0.207958003,0.381871539,0.37668647,0.000195495,0.00051816,0.003307958,-0.012110471,0.017188212,-0.012831369,0.001051297,-0.00986683,-0.006232476,-0.022507703,-0.107170774,-0.137087193,-0.136956024,-0.16863096,-0.11717919,-0.08396475
3,2,300,8,1,Elliptical,fitos,0.996,NA,0.054962191,0.34066911,0.097157355,0.047188755,0.049196787,0.049196787,0.012613726,0.017926229,0.51831072,0.357165961,0.852820235,0.207958003,0.381871539,0.37668647,0.000195495,0.00051816,0.003307958,-0.012110471,0.017188212,-0.012831369,0.001051297,-0.00986683,-0.006232476,-0.022507703,-0.106572807,-0.136143583,-0.136612304,-0.168601156,-0.11685112,-0.083737695
3,2,300,8,1,Skew,gammaN.model,1,0.5,0.003604047,0.393963647,0.128685252,0.058,0.058,0.058,0.013114832,0.017556192,0.595103974,0.402510363,0.914572005,0.35861085,0.418166656,0.432074307,-5.73E-05,-0.000153721,-0.050429271,-0.010471371,-0.079604974,-0.003392094,-0.017648024,0.007721324,-0.04792478,-0.009280772,-0.144578845,-0.156266513,-0.13972871,-0.248965854,-0.15389965,-0.128836894
3,2,300,8,1,Skew,gammaN.s,1,0.51,0.003517132,0.394938419,0.130016705,0.058,0.058,0.058,0.01310379,0.017539766,0.59593326,0.40632785,0.916473651,0.358608325,0.418299319,0.433221387,-0.000146756,-0.00015164,-0.049686278,-0.006633777,-0.078530395,-0.003524632,-0.017129352,0.007425746,-0.047030759,-0.008389461,-0.145819153,-0.163948192,-0.141696264,-0.24867879,-0.154273839,-0.130297178
3,2,300,8,1,Skew,ridgeI,1,0.97,0.049431282,0.393304578,0.126810588,0.609,0.058,0.058,0.013092101,0.017530633,0.593897727,0.401080942,0.912318256,0.35746057,0.41850084,0.432555558,2.62E-05,-0.000170416,-0.04707296,-0.010135817,-0.075985091,-0.003604599,-0.017163139,0.007611262,-0.044946139,-0.005970388,-0.144428283,-0.149449212,-0.140078213,-0.246033602,-0.15447179,-0.129107081
3,2,300,8,1,Skew,ridgeD,1,0.12,0.001864167,0.393199423,0.126049808,0.011,0.058,0.058,0.013102554,0.017563302,0.592968543,0.401476991,0.913349572,0.356697866,0.418136412,0.432300145,1.19E-05,-0.000233283,-0.048440598,-0.011048526,-0.078260034,-0.00362506,-0.017438531,0.00791652,-0.04520506,-0.004244633,-0.141910644,-0.151908247,-0.138715715,-0.244058172,-0.153685222,-0.128670774
3,2,300,8,1,Skew,gls.model,1,1,0.003517132,0.40044313,0.123866063,0.058,0.058,0.058,0.01310379,0.017539766,0.595671593,0.442318703,0.921391618,0.35498488,0.417134662,0.441400027,-0.000146756,-0.00015164,-0.030318087,0.014513118,-0.058447161,-0.00509755,-0.01243353,0.005686465,-0.047030759,-0.008389461,-0.451541601,-0.539313381,-0.415319056,-0.682960575,-0.448752612,-0.484536866
3,2,300,8,1,Skew,gls.s,1,1,0.003517132,0.40044313,0.123866063,0.058,0.058,0.058,0.01310379,0.017539766,0.595671593,0.442318703,0.921391618,0.35498488,0.417134662,0.441400027,-0.000146756,-0.00015164,-0.030318087,0.014513118,-0.058447161,-0.00509755,-0.01243353,0.005686465,-0.047030759,-0.008389461,-0.451541601,-0.539313381,-0.415319056,-0.682960575,-0.448752612,-0.484536866
3,2,300,8,1,Skew,ls,1,1,0.085157668,0.400445771,0.970301557,0.697,0.058,0.058,0.013108013,0.017556676,0.595671593,0.442318703,0.921391618,0.35498488,0.417134662,0.441400027,0.000162759,-0.000177429,-0.030318087,0.014513118,-0.058447161,-0.00509755,-0.01243353,0.005686465,-0.919496927,-0.88357155,-0.990181488,-0.993686255,-0.993456929,-0.99633995,-0.992058959,-0.9936204
3,2,300,8,1,Skew,wls,1,0,0.003517132,0.401484432,0.139826899,0.058,0.058,0.058,0.01310379,0.017539766,0.617423462,0.405164331,0.938360929,0.365528896,0.424119583,0.430634701,-0.000146756,-0.00015164,-0.069845007,-0.028643811,-0.099433354,-0.001887514,-0.022016841,0.009236018,-0.047030759,-0.008389461,-0.16638434,-0.176943341,-0.151786189,-0.267261867,-0.166710779,-0.134108455
3,2,300,8,1,Skew,fites,0.999,NA,0.054962191,0.40053326,0.126712093,0.058058058,0.058058058,0.058058058,0.013110272,0.017530878,0.595733831,0.442436829,0.920592648,0.355483923,0.416468328,0.442909373,-0.000145649,-0.000177005,-0.026671441,0.017468358,-0.054601567,-0.005657189,-0.01021477,0.003657217,-0.049049074,-0.009587219,-0.138992723,-0.171133955,-0.140560105,-0.232751406,-0.143441881,-0.128180379
3,2,300,8,1,Skew,fiteu,0.999,NA,0.054962191,0.40053326,0.126712093,0.058058058,0.058058058,0.058058058,0.013110272,0.017530878,0.595733831,0.442436829,0.920592648,0.355483923,0.416468328,0.442909373,-0.000145649,-0.000177005,-0.026671441,0.017468358,-0.054601567,-0.005657189,-0.01021477,0.003657217,-0.049049074,-0.009587219,-0.138992723,-0.171133955,-0.140560105,-0.232751406,-0.143441881,-0.128180379
3,2,300,8,1,Skew,fitos,0.999,NA,0.054962191,0.40053326,0.126116083,0.058058058,0.063063063,0.063063063,0.013110272,0.017530878,0.595733831,0.442436829,0.920592648,0.355483923,0.416468328,0.442909373,-0.000145649,-0.000177005,-0.026671441,0.017468358,-0.054601567,-0.005657189,-0.01021477,0.003657217,-0.049049074,-0.009587219,-0.13777425,-0.16911848,-0.139777046,-0.23267675,-0.143047247,-0.1278986
3,2,500,8,1,Norm,gammaN.model,1,1,0.001981484,0.16444457,0.025910673,0.057,0.057,0.057,0.009976842,0.013568571,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000134215,0.00057523,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.017303401,0.007193497,-0.028655109,-0.043796397,-0.050043062,-0.019026749,-0.004337685,-0.03692948
3,2,500,8,1,Norm,gammaN.s,1,1,0.001981484,0.16444457,0.025910673,0.057,0.057,0.057,0.009976842,0.013568571,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000134215,0.00057523,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.017303401,0.007193497,-0.028655109,-0.043796397,-0.050043062,-0.019026749,-0.004337685,-0.03692948
3,2,500,8,1,Norm,ridgeI,1,1,0.049460998,0.164439423,0.965403092,0.709,0.057,0.057,0.009960608,0.013543625,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000138551,0.000593723,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.917989804,-0.883154503,-0.98286273,-0.986947597,-0.989495564,-0.988719203,-0.98589203,-0.988163302
3,2,500,8,1,Norm,ridgeD,1,1,0.000239329,0.164466658,1.766512658,0,0.057,0.057,0.009963717,0.013758395,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000101102,0.000702926,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.049502372,0.659223422,2.515789648,2.638654371,2.646112129,1.375564542,2.185472095,2.061782686
3,2,500,8,1,Norm,gls.model,1,1,0.001981484,0.16444457,0.028350841,0.057,0.057,0.057,0.009976842,0.013568571,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000134215,0.00057523,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.017303401,0.007193497,-0.028655109,-0.043796397,-0.050043062,-0.019026749,-0.004337685,-0.03692948
3,2,500,8,1,Norm,gls.s,1,1,0.001981484,0.16444457,0.028350841,0.057,0.057,0.057,0.009976842,0.013568571,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000134215,0.00057523,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.017303401,0.007193497,-0.028655109,-0.043796397,-0.050043062,-0.019026749,-0.004337685,-0.03692948
3,2,500,8,1,Norm,ls,1,1,0.049460998,0.164439423,0.965403092,0.709,0.057,0.057,0.009960608,0.013543625,0.25484999,0.169702106,0.410903524,0.089234046,0.180289915,0.187031569,0.000138551,0.000593723,0.003904532,-0.008983512,0.016466998,-0.004697035,-0.004566736,-0.008761554,-0.917989804,-0.883154503,-0.98286273,-0.986947597,-0.989495564,-0.988719203,-0.98589203,-0.988163302
3,2,500,8,1,Norm,wls,1,0,0.001981484,0.16481253,0.031144299,0.057,0.057,0.057,0.009976842,0.013568571,0.255564873,0.170022786,0.411903327,0.089381239,0.180857576,0.187225023,0.000134215,0.00057523,0.003180179,-0.008949206,0.016118752,-0.004620926,-0.004822444,-0.008634693,-0.017303401,0.007193497,-0.036110899,-0.051916831,-0.057615955,-0.024830455,-0.011647917,-0.042535434
3,2,500,8,1,Norm,fites,0.996,NA,0.054962191,0.1643552,0.029043413,0.057228916,0.058232932,0.058232932,0.009959275,0.013566312,0.254438714,0.169808925,0.410754013,0.089098854,0.180261849,0.186953657,0.000124221,0.000553119,0.00529656,-0.006803854,0.018094415,-0.005004931,-0.003845572,-0.009548261,-0.016555149,0.006291126,-0.032602709,-0.052145585,-0.055672106,-0.020928587,-0.00886238,-0.039289665
3,2,500,8,1,Norm,fiteu,0.996,NA,0.054962191,0.1643552,0.029043413,0.057228916,0.057228916,0.057228916,0.009959275,0.013566312,0.254438714,0.169808925,0.410754013,0.089098854,0.180261849,0.186953657,0.000124221,0.000553119,0.00529656,-0.006803854,0.018094415,-0.005004931,-0.003845572,-0.009548261,-0.016555149,0.006291126,-0.032602709,-0.052145585,-0.055672106,-0.020928587,-0.00886238,-0.039289665
3,2,500,8,1,Norm,fitos,0.996,NA,0.054962191,0.1643552,0.028951536,0.057228916,0.059236948,0.059236948,0.009959275,0.013566312,0.254438714,0.169808925,0.410754013,0.089098854,0.180261849,0.186953657,0.000124221,0.000553119,0.00529656,-0.006803854,0.018094415,-0.005004931,-0.003845572,-0.009548261,-0.016555149,0.006291126,-0.03242776,-0.051851836,-0.055609186,-0.020878112,-0.008783473,-0.039215643
3,2,500,8,1,Elliptical,gammaN.model,1,0.05,0.002025375,0.280675564,0.100963307,0.058,0.058,0.058,0.010122678,0.013375516,0.412110026,0.303964009,0.716587373,0.16095976,0.287936799,0.340348356,0.000169583,0.000479707,-0.019877261,0.004223088,-0.03530265,-0.004083341,-0.01366309,0.013390222,-0.033725154,0.020980329,-0.065240008,-0.183649505,-0.122981686,-0.14018091,-0.050826431,-0.190122429
3,2,500,8,1,Elliptical,gammaN.s,1,0,0.002022841,0.280720778,0.101021642,0.058,0.058,0.058,0.010121802,0.01337357,0.412420557,0.303622253,0.716473821,0.16135754,0.287988549,0.340408132,0.000169463,0.000479903,-0.020447886,0.003745054,-0.035791494,-0.004183035,-0.014014636,0.01339885,-0.033641814,0.02112916,-0.06538338,-0.182418387,-0.122421871,-0.142227437,-0.050634674,-0.190316414
3,2,500,8,1,Elliptical,ridgeI,1,0.81,0.009082468,0.28049293,0.100653902,0.36,0.058,0.058,0.010118166,0.013372897,0.412021544,0.303638898,0.716164034,0.160486207,0.287939809,0.340201887,0.00017243,0.000486023,-0.01886176,0.005110483,-0.034316048,-0.003848839,-0.013000457,0.013373279,-0.033240316,0.021248378,-0.06581766,-0.183181147,-0.123128453,-0.137724849,-0.051358563,-0.189531853
3,2,500,8,1,Elliptical,ridgeD,1,0.03,0.00165722,0.279920869,0.09875645,0.038,0.058,0.058,0.01011077,0.013382231,0.411030028,0.303599311,0.714944397,0.158931415,0.288048834,0.339319963,0.000168059,0.000507163,-0.017906667,0.005696353,-0.03347861,-0.003784592,-0.012486796,0.013249625,-0.032387926,0.021211023,-0.064043148,-0.182886257,-0.121831694,-0.128968421,-0.0519288,-0.18679433
3,2,500,8,1,Elliptical,gls.model,1,1,0.002022841,0.306423167,0.138958784,0.058,0.058,0.058,0.010121802,0.01337357,0.475912798,0.330449785,0.78660824,0.158951513,0.311704417,0.364263209,0.000169463,0.000479903,-0.00229989,0.015039219,-0.020987844,-0.00279632,-0.003729683,0.011054634,-0.033641814,0.02112916,-0.474686597,-0.516738874,-0.482110513,-0.449393446,-0.424271438,-0.511895547
3,2,500,8,1,Elliptical,gls.s,1,1,0.002022841,0.306423167,0.138958784,0.058,0.058,0.058,0.010121802,0.01337357,0.475912798,0.330449785,0.78660824,0.158951513,0.311704417,0.364263209,0.000169463,0.000479903,-0.00229989,0.015039219,-0.020987844,-0.00279632,-0.003729683,0.011054634,-0.033641814,0.02112916,-0.474686597,-0.516738874,-0.482110513,-0.449393446,-0.424271438,-0.511895547
3,2,500,8,1,Elliptical,ls,1,1,0.050843719,0.30642685,0.969919124,0.696,0.058,0.058,0.010117564,0.013407277,0.475912798,0.330449785,0.78660824,0.158951513,0.311704417,0.364263209,0.000195002,0.000521727,-0.00229989,0.015039219,-0.020987844,-0.00279632,-0.003729683,0.011054634,-0.919259419,-0.881981771,-0.990766937,-0.993458358,-0.994305143,-0.993686989,-0.991848855,-0.994045519
3,2,500,8,1,Elliptical,wls,1,0,0.002022841,0.280720778,0.101021642,0.058,0.058,0.058,0.010121802,0.01337357,0.412420557,0.303622253,0.716473821,0.16135754,0.287988549,0.340408132,0.000169463,0.000479903,-0.020447886,0.003745054,-0.035791494,-0.004183035,-0.014014636,0.01339885,-0.033641814,0.02112916,-0.06538338,-0.182418387,-0.122421871,-0.142227437,-0.050634674,-0.190316414
