p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,100,15,50,Elliptical,fiteu,1,NA,0.054962191,0.258085035,0.368851257,0.835,0.325,0.073,0.021405654,0.025409405,0.34871856,0.325444713,0.27847706,0.266442701,0.26902678,0.25820547,0.274913349,0.274507384,0.301252428,0.331607663,0.26124826,0.37005323,0.264562868,0.000690964,0.000275827,-0.000227063,-0.001541896,-0.014481532,-0.010900486,-0.004757582,-0.014599766,-0.004137357,-0.003287694,-0.012005282,-0.0055247,-0.011692762,-0.004044671,-0.011875667,-0.112267012,-0.097658843,-0.430459106,-0.452124081,-0.408000976,-0.420305338,-0.443820847,-0.4043884,-0.421059526,-0.379180002,-0.386762124,-0.359772842,-0.394503547,-0.379809827,-0.442656388
10,2,100,15,50,Elliptical,fitos,1,NA,0.054962191,0.258085035,0.429854782,0.835,0.016,0,0.021405654,0.025409405,0.34871856,0.325444713,0.27847706,0.266442701,0.26902678,0.25820547,0.274913349,0.274507384,0.301252428,0.331607663,0.26124826,0.37005323,0.264562868,0.000690964,0.000275827,-0.000227063,-0.001541896,-0.014481532,-0.010900486,-0.004757582,-0.014599766,-0.004137357,-0.003287694,-0.012005282,-0.0055247,-0.011692762,-0.004044671,-0.011875667,0.117961484,0.127380899,0.371525026,0.389533742,0.498260114,0.559257821,0.527008443,0.544514655,0.473556732,0.498252339,0.42513876,0.455055248,0.492714503,0.549138018,0.418523948
10,2,100,15,50,Skew,gammaN.model,1,0.96,0.745441671,0.418996919,0.238458387,0.611,0.056,0,0.021639529,0.023687039,0.510592426,0.46841809,0.499257309,0.470782625,0.454481394,0.4872662,0.492218107,0.482012318,0.486555999,0.532770108,0.476212428,0.443063095,0.435997115,-0.006049536,-0.002882868,-0.15018003,-0.142483872,-0.14401515,-0.157922388,-0.13466395,-0.159411601,-0.162297768,-0.131119211,-0.135133898,-0.142767124,-0.138141326,-0.131086417,-0.135286504,-0.126853359,-0.06464581,-0.258781614,-0.217964092,-0.287449719,-0.250540409,-0.240497116,-0.267239215,-0.266819211,-0.252282822,-0.250257635,-0.27311147,-0.292802733,-0.242025858,-0.285604748
10,2,100,15,50,Skew,gammaN.s,1,0.97,0.612526998,0.55752751,0.248053829,0.271,0.046,0.005,0.022333343,0.024621238,0.665503147,0.631674148,0.655523161,0.637303656,0.599324422,0.654552637,0.772440874,0.622018418,0.62368141,0.668311656,0.608868378,0.603759974,0.572996183,-0.004288706,-0.000831016,-0.292369587,-0.292890431,-0.289354277,-0.307065172,-0.283146071,-0.303510484,-0.294959016,-0.274647234,-0.278881621,-0.280580708,-0.275298114,-0.275825113,-0.273409396,-0.179658189,-0.11607027,-0.248856903,-0.213369818,-0.286965815,-0.221948203,-0.214746071,-0.253954018,-0.429656998,-0.245057108,-0.228982177,-0.263261787,-0.285623524,-0.254099951,-0.278556605
10,2,100,15,50,Skew,ridgeI,1,0.99,44.16605018,0.997953213,0.422024208,1,0.673,0.562,0.031682726,0.034996089,1.101748007,1.159455057,1.177059905,1.181459676,1.161561928,1.198580373,1.187956106,1.133200512,1.083302262,1.096770263,1.14538185,1.068922015,1.207221432,-0.024297838,-0.025875175,-0.501505231,-0.51887193,-0.524700018,-0.525625298,-0.521326717,-0.528123485,-0.525241006,-0.512227462,-0.498730783,-0.499457961,-0.513365195,-0.495421223,-0.530636387,-0.403978314,-0.389996428,-0.400561858,-0.400296677,-0.396956782,-0.413327117,-0.411212778,-0.439654502,-0.445813649,-0.40932439,-0.401887902,-0.38923334,-0.484976208,-0.454134675,-0.489008507
10,2,100,15,50,Skew,ridgeD,1,0.01,0.15802505,0.709267942,0.277735905,0,0.275,0.108,0.025428525,0.026966604,0.674422829,0.610386907,0.604045284,0.650519871,0.681023014,0.805214337,0.947279948,0.968458212,1.233325785,1.355473722,0.695597747,0.692436708,0.668439638,-0.015178931,-0.013772469,-0.34063009,-0.323902239,-0.309389426,-0.320434212,-0.289138112,-0.287255225,-0.285326143,-0.214712727,-0.23793283,-0.168567756,-0.34557464,-0.350709418,-0.335237558,-0.256961827,-0.211626618,-0.273190803,-0.240117443,-0.292555173,-0.260060856,-0.261169435,-0.25606036,-0.252016191,-0.213654902,-0.231043057,-0.23710533,-0.392875511,-0.361419515,-0.426181552
10,2,100,15,50,Skew,gls.model,1,1,0.837423559,0.543100012,0.319985846,0.661,0.048,0,0.022345235,0.025074332,0.714876597,0.595382046,0.62081694,0.60121444,0.555815139,0.716121107,0.94733075,0.601044771,0.627896882,0.588024773,0.564310579,0.505046837,0.461199746,-0.00286854,0.000612592,-0.019473076,-0.005833193,-0.00630502,-0.020605293,-0.002373884,-0.000835081,-0.002917798,0.007181869,-0.004959794,-0.027225345,-0.015062115,-0.012551881,-0.023446812,-0.08972761,-0.026704175,-0.726998832,-0.705182444,-0.735579399,-0.73739097,-0.72156091,-0.782980324,-0.831529022,-0.721106549,-0.709472154,-0.648801157,-0.729684404,-0.558273227,-0.688411613
10,2,100,15,50,Skew,gls.s,1,1,0.681671162,0.564948232,0.256628621,0.465,0.036,0.003,0.022583156,0.025116476,0.684829399,0.621404227,0.669874378,0.622493215,0.592478762,0.656095394,0.890401101,0.622970087,0.628160213,0.664822675,0.609964493,0.601898479,0.561131423,-0.002791042,0.000690782,-0.267959903,-0.268690942,-0.261953778,-0.282259783,-0.256309909,-0.275280266,-0.26150672,-0.247584881,-0.25591002,-0.258259655,-0.250312875,-0.253992247,-0.253124739,-0.16316468,-0.097679933,-0.607704947,-0.590976384,-0.66524182,-0.619572799,-0.629786377,-0.661096204,-0.773766914,-0.634047987,-0.598794893,-0.581747335,-0.659670555,-0.485771701,-0.637415896
10,2,100,15,50,Skew,ls,1,1,39732.70136,1.294571591,0.992914395,1,0.184,0.011,0.022163549,0.025040568,0.836574104,0.857636382,1.141394312,1.425946306,1.540823243,1.91384712,2.323270752,2.330822429,2.65884067,2.800490913,0.570978366,0.508616189,0.46212896,-0.000253178,0.000618925,-0.018102956,-0.01172354,-0.031355716,-0.016139951,-0.0007217,0.008081778,-0.034324475,0.018768673,0.002213426,-0.003507171,-0.017121503,-0.011746429,-0.023672281,-0.946704614,-0.977923622,-0.994405844,-0.994895252,-0.996223836,-0.997079699,-0.997358901,-0.997892223,-0.998173771,-0.998242461,-0.998376464,-0.998353767,-0.999007404,-0.999247783,-0.999830281
10,2,100,15,50,Skew,wls,1,0,1.198521523,1.679453955,0.607573437,0.988,0.988,0.988,0.04039794,0.039695067,2.104465766,2.123342159,2.102287787,2.009199855,2.1116659,2.043335691,2.090917767,2.108099677,2.033121438,2.059157462,1.474661598,1.330393886,1.521067326,-0.030721888,-0.027977617,-0.66665853,-0.672069347,-0.670873946,-0.661406781,-0.672255834,-0.663877777,-0.669684439,-0.669414248,-0.661734179,-0.662384172,-0.573248583,-0.54739119,-0.586188743,-0.622429892,-0.586666406,-0.603042614,-0.575373266,-0.584571221,-0.576652746,-0.598235385,-0.624452557,-0.602784006,-0.617967324,-0.573250328,-0.573863606,-0.674037195,-0.6417788,-0.658496202
10,2,100,15,50,Skew,fites,1,NA,0.054962191,0.544230294,0.328954932,0.722,0.081,0.002,0.022337406,0.025068846,0.717274748,0.597179506,0.622195861,0.603597528,0.559565069,0.717388504,0.946184103,0.604317497,0.630138981,0.587545747,0.564694357,0.504692392,0.461273866,-0.002807478,0.000613689,-0.009081641,0.003967027,0.003794164,-0.009709385,0.008308003,0.010015053,0.007072593,0.017451973,0.006173995,-0.016308618,-0.015975187,-0.012001617,-0.023578161,-0.094366475,-0.031377973,-0.430425518,-0.341641684,-0.380557355,-0.376693542,-0.33377459,-0.44909336,-0.579222127,-0.349554971,-0.37521522,-0.299414804,-0.344497314,-0.270983058,-0.277505986
10,2,100,15,50,Skew,fiteu,1,NA,0.054962191,0.544230294,0.47932016,0.722,0.313,0.034,0.022337406,0.025068846,0.717274748,0.597179506,0.622195861,0.603597528,0.559565069,0.717388504,0.946184103,0.604317497,0.630138981,0.587545747,0.564694357,0.504692392,0.461273866,-0.002807478,0.000613689,-0.009081641,0.003967027,0.003794164,-0.009709385,0.008308003,0.010015053,0.007072593,0.017451973,0.006173995,-0.016308618,-0.015975187,-0.012001617,-0.023578161,-0.157960125,-0.100498346,-0.574402888,-0.519307817,-0.541571149,-0.547768411,-0.507089217,-0.612108709,-0.692633959,-0.518964163,-0.533175327,-0.46217227,-0.514587234,-0.449379265,-0.458183526
10,2,100,15,50,Skew,fitos,1,NA,0.054962191,0.544230294,0.0757872,0.722,0.099,0.012,0.022337406,0.025068846,0.717274748,0.597179506,0.622195861,0.603597528,0.559565069,0.717388504,0.946184103,0.604317497,0.630138981,0.587545747,0.564694357,0.504692392,0.461273866,-0.002807478,0.000613689,-0.009081641,0.003967027,0.003794164,-0.009709385,0.008308003,0.010015053,0.007072593,0.017451973,0.006173995,-0.016308618,-0.015975187,-0.012001617,-0.023578161,0.015065885,0.086855219,-0.12805161,0.04751023,-0.057545435,-0.017067428,0.008892875,-0.09979219,-0.357575187,0.001686894,-0.017142522,0.068249519,-0.063082892,0.10275725,0.065532864
10,2,200,15,50,Norm,gammaN.model,1,1,0.251426584,0.111217793,0.014713357,0.048,0.055,0.03,0.014683527,0.016967811,0.141710022,0.128787156,0.124485349,0.114872463,0.110128716,0.11347415,0.113921595,0.12202921,0.133158956,0.156282141,0.110094907,0.166205673,0.101465223,0.000590891,-0.000145008,-0.008614742,-0.007255724,-0.00592627,-0.004716444,-0.001262711,-0.006483257,-0.007391079,-0.001989334,-0.004345933,-0.007454227,-0.003848136,-0.009086779,-0.010411693,0.002219335,0.043579433,0.017081203,-0.001193948,-0.045111216,-0.01313813,0.007524841,-0.015685297,0.010725728,-0.00277122,0.003943625,-0.024962398,-0.010845662,-0.017097558,0.004820765
10,2,200,15,50,Norm,gammaN.s,1,1,0.250192503,0.145058587,0.029981613,0.06,0.073,0.044,0.01495208,0.017484194,0.176695902,0.167929373,0.165411863,0.157434683,0.152831035,0.158588872,0.158046807,0.160326177,0.169235985,0.186595191,0.14523141,0.200837954,0.144277272,0.000741007,-8.48E-05,-0.087773581,-0.088584713,-0.089745944,-0.08919127,-0.086471967,-0.092133943,-0.090890403,-0.085266822,-0.085185395,-0.084335354,-0.076749606,-0.085044218,-0.086284963,-0.034647711,-0.007777546,0.016193738,-0.017886316,-0.063132321,-0.037467329,-0.031601554,-0.041015978,-0.017037487,-0.02271001,-0.010749721,-0.020393032,-0.050179683,-0.046183333,-0.03274843
10,2,200,15,50,Norm,ridgeI,1,0.99,24.9980378,0.148484426,0.245357679,1,0.396,0.365,0.016114018,0.019578017,0.181939105,0.169102361,0.16711269,0.155903593,0.154762939,0.157262161,0.155626962,0.161457596,0.170187821,0.192705941,0.155098125,0.219194197,0.151220857,0.000409281,5.31E-05,-0.075370165,-0.076456455,-0.078170391,-0.077706165,-0.075663433,-0.078282055,-0.077491505,-0.073056913,-0.071324845,-0.07239554,-0.072953642,-0.084882744,-0.085435372,-0.207053882,-0.214159177,-0.223451393,-0.236112434,-0.274417254,-0.245827458,-0.261482768,-0.263255062,-0.229303362,-0.241087745,-0.232246518,-0.244388301,-0.284413187,-0.277459976,-0.245706669
10,2,200,15,50,Norm,ridgeD,1,0,0.361575429,0.163273085,0.314307161,0.586,0.586,0.586,0.017083682,0.02090032,0.205304817,0.189310552,0.187100669,0.173806769,0.17365901,0.176055191,0.175140187,0.181124419,0.18675768,0.212517565,0.164381795,0.2280404,0.157913222,0.000500912,0.000161862,-0.08998295,-0.089846103,-0.092458397,-0.090747144,-0.08942936,-0.089748426,-0.090243747,-0.086734252,-0.081122794,-0.084044795,-0.074431636,-0.084624072,-0.088082546,-0.268620246,-0.280227329,-0.307545531,-0.312690768,-0.342753585,-0.314387627,-0.331298835,-0.341553101,-0.310061274,-0.315548434,-0.303693901,-0.316037993,-0.34692682,-0.327298846,-0.295963128
10,2,200,15,50,Norm,gls.model,1,1,0.251426584,0.111217793,0.018474575,0.048,0.055,0.03,0.014683527,0.016967811,0.141710022,0.128787156,0.124485349,0.114872463,0.110128716,0.11347415,0.113921595,0.12202921,0.133158956,0.156282141,0.110094907,0.166205673,0.101465223,0.000590891,-0.000145008,-0.008614742,-0.007255724,-0.00592627,-0.004716444,-0.001262711,-0.006483257,-0.007391079,-0.001989334,-0.004345933,-0.007454227,-0.003848136,-0.009086779,-0.010411693,0.002219335,0.043579433,0.017081203,-0.001193948,-0.045111216,-0.01313813,0.007524841,-0.015685297,0.010725728,-0.00277122,0.003943625,-0.024962398,-0.010845662,-0.017097558,0.004820765
10,2,200,15,50,Norm,gls.s,1,1,0.250192503,0.145058587,0.036390181,0.06,0.073,0.044,0.01495208,0.017484194,0.176695902,0.167929373,0.165411863,0.157434683,0.152831035,0.158588872,0.158046807,0.160326177,0.169235985,0.186595191,0.14523141,0.200837954,0.144277272,0.000741007,-8.48E-05,-0.087773581,-0.088584713,-0.089745944,-0.08919127,-0.086471967,-0.092133943,-0.090890403,-0.085266822,-0.085185395,-0.084335354,-0.076749606,-0.085044218,-0.086284963,-0.034647711,-0.007777546,0.016193738,-0.017886316,-0.063132321,-0.037467329,-0.031601554,-0.041015978,-0.017037487,-0.02271001,-0.010749721,-0.020393032,-0.050179683,-0.046183333,-0.03274843
10,2,200,15,50,Norm,ls,1,1,8240.243576,0.532008976,0.990809642,1,0.213,0.035,0.014658254,0.0169752,0.255953948,0.330365189,0.447894611,0.580391691,0.716193692,0.869486638,0.914631205,1.076778973,1.102303379,1.276023605,0.111219012,0.165864075,0.101395169,0.000581411,-0.000143202,-0.014188613,0.000602855,-0.000521752,-0.01385577,-0.019437411,-0.007563171,0.022677823,-0.048133599,0.044641117,-0.017157752,-0.004207573,-0.009120669,-0.010416843,-0.943168583,-0.977019367,-0.987137585,-0.99076897,-0.993424658,-0.994949991,-0.995914214,-0.996675962,-0.996909923,-0.997124959,-0.997348059,-0.997416023,-0.996451486,-0.998375308,-0.999459536
10,2,200,15,50,Norm,wls,1,0,0.361575429,0.163273085,0.314307161,0.586,0.586,0.586,0.017083682,0.02090032,0.205304817,0.189310552,0.187100669,0.173806769,0.17365901,0.176055191,0.175140187,0.181124419,0.18675768,0.212517565,0.164381795,0.2280404,0.157913222,0.000500912,0.000161862,-0.08998295,-0.089846103,-0.092458397,-0.090747144,-0.08942936,-0.089748426,-0.090243747,-0.086734252,-0.081122794,-0.084044795,-0.074431636,-0.084624072,-0.088082546,-0.268620246,-0.280227329,-0.307545531,-0.312690768,-0.342753585,-0.314387627,-0.331298835,-0.341553101,-0.310061274,-0.315548434,-0.303693901,-0.316037993,-0.34692682,-0.327298846,-0.295963128
10,2,200,15,50,Norm,fites,1,NA,0.054962191,0.110963927,0.02123843,0.071,0.088,0.051,0.014680645,0.016966999,0.141405144,0.128254634,0.123765871,0.114533141,0.110300136,0.113076921,0.113380139,0.121539819,0.132815892,0.155965492,0.110156504,0.166138942,0.101478626,0.000592247,-0.000145316,-0.003588269,-0.002279648,-0.000937539,0.000426888,0.003511159,-0.001186607,-0.002072493,0.003092327,0.000735171,-0.002852092,-0.004263082,-0.008806065,-0.010475632,-8.46E-05,0.041015302,-0.002001266,-0.014377287,-0.05419427,-0.031136098,-0.013365842,-0.031204493,-0.002665642,-0.011810937,-0.013451073,-0.044021867,-0.022935865,-0.030569397,-0.005742552
10,2,200,15,50,Norm,fiteu,1,NA,0.054962191,0.110963927,0.053945552,0.071,0.088,0.056,0.014680645,0.016966999,0.141405144,0.128254634,0.123765871,0.114533141,0.110300136,0.113076921,0.113380139,0.121539819,0.132815892,0.155965492,0.110156504,0.166138942,0.101478626,0.000592247,-0.000145316,-0.003588269,-0.002279648,-0.000937539,0.000426888,0.003511159,-0.001186607,-0.002072493,0.003092327,0.000735171,-0.002852092,-0.004263082,-0.008806065,-0.010475632,-0.019520617,0.019995534,-0.037569018,-0.051074569,-0.092920046,-0.070427104,-0.054387815,-0.072549238,-0.041747052,-0.051523325,-0.051124092,-0.076899691,-0.057497336,-0.068040117,-0.043907728
10,2,200,15,50,Norm,fitos,1,NA,0.054962191,0.110963927,0.085134105,0.071,0.055,0.02,0.014680645,0.016966999,0.141405144,0.128254634,0.123765871,0.114533141,0.110300136,0.113076921,0.113380139,0.121539819,0.132815892,0.155965492,0.110156504,0.166138942,0.101478626,0.000592247,-0.000145316,-0.003588269,-0.002279648,-0.000937539,0.000426888,0.003511159,-0.001186607,-0.002072493,0.003092327,0.000735171,-0.002852092,-0.004263082,-0.008806065,-0.010475632,0.020256015,0.061725678,0.105110933,0.097807874,0.059277364,0.088221374,0.111550116,0.091150372,0.117738382,0.104411784,0.099778628,0.056744989,0.078787548,0.07806678,0.106383737
10,2,200,15,50,Elliptical,gammaN.model,1,0.98,0.441569409,0.166571005,0.074519397,0.841,0.04,0,0.013963136,0.016407189,0.205059909,0.196364213,0.178942202,0.173977628,0.16791399,0.177844754,0.176768688,0.188454589,0.20107319,0.223265099,0.175052162,0.239509892,0.163968427,0.000367942,-8.76E-05,-0.042366842,-0.052365411,-0.044663099,-0.049105134,-0.047625784,-0.047210173,-0.047633943,-0.041765009,-0.050309275,-0.054889589,-0.045853134,-0.048814056,-0.050775191,0.01043392,0.035853413,-0.043277327,-0.090291977,-0.069247447,-0.079434035,-0.055549864,-0.104573812,-0.075968261,-0.094544189,-0.092550905,-0.080099984,-0.111420986,-0.090179585,-0.084365249
10,2,200,15,50,Elliptical,gammaN.s,1,1,0.412454015,0.238927251,0.273296035,0.769,0.038,0.002,0.014324765,0.017025826,0.278035722,0.282014316,0.266379948,0.268839556,0.265233473,0.267670422,0.266559336,0.27241246,0.284214495,0.296686652,0.248432282,0.308500054,0.247579466,0.000361404,-0.000243112,-0.155000459,-0.161738559,-0.159896142,-0.16793442,-0.164215439,-0.164850317,-0.163676495,-0.157174014,-0.162512725,-0.158332963,-0.142767413,-0.15083519,-0.154438058,-0.016899901,-0.004931215,-0.252523191,-0.322096762,-0.306385999,-0.304293652,-0.321602913,-0.329112202,-0.30868905,-0.332947426,-0.300133224,-0.282075797,-0.366171307,-0.305208102,-0.34636979
10,2,200,15,50,Elliptical,ridgeI,1,0.99,23.86439335,0.404220176,0.257770931,1,0.345,0.308,0.014109487,0.016720871,0.465772926,0.465449855,0.45302848,0.455257289,0.455856712,0.459052894,0.462102917,0.453596402,0.464453197,0.468901537,0.458072501,0.499757545,0.471170026,0.00033547,-0.000234968,-0.295627531,-0.299018715,-0.294152775,-0.297459012,-0.2984684,-0.298923448,-0.301759459,-0.294732792,-0.296908895,-0.29290104,-0.298226933,-0.304550774,-0.308160197,-0.210212096,-0.198368421,-0.234131116,-0.259086411,-0.276907986,-0.269758774,-0.268661317,-0.290588179,-0.239582545,-0.251310149,-0.262792464,-0.268389831,-0.300451081,-0.278782136,-0.257541464
10,2,200,15,50,Elliptical,ridgeD,1,0.01,0.093830323,0.342191255,0.157706035,0,0.193,0.096,0.013803614,0.016416199,0.295838967,0.279508159,0.261105517,0.26082597,0.308027713,0.35085153,0.418989664,0.555452759,0.628170616,0.763063254,0.296033006,0.37843384,0.306348013,0.00031,-0.000405942,-0.170277449,-0.166752987,-0.152585505,-0.151924965,-0.161467048,-0.137233014,-0.129821485,-0.142810409,-0.127376161,-0.131980911,-0.194603133,-0.22759678,-0.208017743,-0.091310643,-0.082873057,-0.114520649,-0.146429119,-0.183562461,-0.151435751,-0.170836275,-0.180202995,-0.145924101,-0.181333991,-0.126535955,-0.117188371,-0.244585282,-0.201438687,-0.227413183
10,2,200,15,50,Elliptical,gls.model,1,1,0.507395772,0.227916823,0.212973062,0.858,0.038,0,0.014358592,0.016944449,0.262150269,0.212866359,0.214490904,0.216252201,0.370849191,0.199765247,0.395033515,0.234397343,0.232595433,0.251649545,0.243600181,0.329517539,0.224281571,0.00037534,6.85E-05,0.004704896,-0.012917885,0.001385525,-0.003408838,0.005893723,-0.006514585,0.007029275,0.007291834,-0.007528328,-0.014568531,0.001159731,-0.000527273,-0.004590327,0.022586082,0.043960344,-0.456086662,-0.396246868,-0.448246843,-0.477073886,-0.701419965,-0.442425652,-0.71029114,-0.483145691,-0.426798019,-0.395067199,-0.55385925,-0.507245396,-0.547893759
10,2,200,15,50,Elliptical,gls.s,1,1,0.412454015,0.238927251,0.102985759,0.769,0.038,0.002,0.014324765,0.017025826,0.278035722,0.282014316,0.266379948,0.268839556,0.265233473,0.267670422,0.266559336,0.27241246,0.284214495,0.296686652,0.248432282,0.308500054,0.247579466,0.000361404,-0.000243112,-0.155000459,-0.161738559,-0.159896142,-0.16793442,-0.164215439,-0.164850317,-0.163676495,-0.157174014,-0.162512725,-0.158332963,-0.142767413,-0.15083519,-0.154438058,-0.016899901,-0.004931215,-0.252523191,-0.322096762,-0.306385999,-0.304293652,-0.321602913,-0.329112202,-0.30868905,-0.332947426,-0.300133224,-0.282075797,-0.366171307,-0.305208102,-0.34636979
10,2,200,15,50,Elliptical,ls,1,1,36745.73416,1.167999488,0.992617835,1,0.188,0.015,0.014357021,0.016962645,0.510772764,0.535948849,0.766551319,1.167645129,2.118305519,1.215222505,2.61156722,1.915522199,3.056590676,2.778735575,0.25632371,0.320374581,0.235112607,0.00035775,7.96E-05,-0.023076307,-0.023444068,0.020039392,-0.009582608,0.048701902,0.060732309,0.111313172,-0.051821837,-0.118072271,-0.079366427,0.00241239,-0.002442675,-0.003551452,-0.941990815,-0.977008046,-0.993499197,-0.994163921,-0.996234248,-0.997501311,-0.998708547,-0.997772406,-0.999003658,-0.998378687,-0.998866942,-0.998732741,-0.998471503,-0.99916576,-0.999769749
10,2,200,15,50,Elliptical,wls,1,0,0.357259792,0.471919218,0.326455425,0.554,0.554,0.554,0.014755197,0.017968895,0.556192261,0.549856175,0.540118238,0.538545802,0.543166807,0.538124315,0.544897233,0.539523777,0.54311311,0.547616281,0.517274836,0.557334129,0.530301207,0.000534102,-0.000173137,-0.336093334,-0.337402487,-0.334034738,-0.336270833,-0.338474322,-0.335349301,-0.339153521,-0.33433144,-0.332305124,-0.329849065,-0.325933187,-0.32993909,-0.334580062,-0.269879794,-0.279018817,-0.323612133,-0.331350077,-0.353744846,-0.32617565,-0.337740396,-0.352263807,-0.316862561,-0.324333686,-0.34280634,-0.327613659,-0.349209947,-0.337253964,-0.32496569
10,2,200,15,50,Elliptical,fites,1,NA,0.054962191,0.22792086,0.216564328,0.869,0.045,0.001,0.014356566,0.01694401,0.261872233,0.212550361,0.214591914,0.216722371,0.371805467,0.199544558,0.3963299,0.233719165,0.231974059,0.2510598,0.243651565,0.329384694,0.224306232,0.000374413,6.92E-05,0.009524344,-0.007974078,0.006369121,0.001733636,0.010962396,-0.001168956,0.012551221,0.012231569,-0.002948094,-0.009895352,0.000755048,-0.000263609,-0.004650863,0.020174497,0.04137193,-0.18663538,-0.11401358,-0.154278773,-0.199500204,-0.524313829,-0.152588979,-0.53773338,-0.194893003,-0.159131132,-0.132467347,-0.29189184,-0.265581666,-0.27388938
10,2,200,15,50,Elliptical,fiteu,1,NA,0.054962191,0.22792086,0.363733158,0.869,0.219,0.036,0.014356566,0.01694401,0.261872233,0.212550361,0.214591914,0.216722371,0.371805467,0.199544558,0.3963299,0.233719165,0.231974059,0.2510598,0.243651565,0.329384694,0.224306232,0.000374413,6.92E-05,0.009524344,-0.007974078,0.006369121,0.001733636,0.010962396,-0.001168956,0.012551221,0.012231569,-0.002948094,-0.009895352,0.000755048,-0.000263609,-0.004650863,-0.021524304,-0.003034055,-0.360296595,-0.292041628,-0.354451072,-0.396157534,-0.655953077,-0.342666815,-0.663453918,-0.384721396,-0.338993595,-0.296625188,-0.460381663,-0.431906506,-0.453790026
10,2,200,15,50,Elliptical,fitos,1,NA,0.054962191,0.22792086,0.215347166,0.869,0.004,0,0.014356566,0.01694401,0.261872233,0.212550361,0.214591914,0.216722371,0.371805467,0.199544558,0.3963299,0.233719165,0.231974059,0.2510598,0.243651565,0.329384694,0.224306232,0.000374413,6.92E-05,0.009524344,-0.007974078,0.006369121,0.001733636,0.010962396,-0.001168956,0.012551221,0.012231569,-0.002948094,-0.009895352,0.000755048,-0.000263609,-0.004650863,0.113123647,0.138664446,0.260329447,0.290439387,0.308775346,0.294305591,-0.115597795,0.273228625,-0.129465068,0.264930041,0.267035771,0.262269344,0.137477613,0.194303121,0.180262241
10,2,200,15,50,Skew,gammaN.model,1,0.95,0.376489991,0.305223244,0.180569666,0.633,0.037,0.001,0.015089752,0.017013796,0.359127595,0.337670545,0.36499891,0.358416899,0.343590725,0.352789655,0.35136244,0.370161082,0.376919714,0.368580033,0.331909211,0.314639517,0.31607878,-0.003687091,-0.0024014,-0.114217304,-0.111430961,-0.106384671,-0.116541991,-0.106114315,-0.11783357,-0.128931573,-0.09797349,-0.129338322,-0.11381127,-0.103288455,-0.093270777,-0.098081632,-0.088629225,-0.041040887,-0.170023039,-0.135669459,-0.232151974,-0.225010527,-0.206005085,-0.216874759,-0.207661192,-0.242325252,-0.216623265,-0.173735939,-0.182555417,-0.162786835,-0.207452133
10,2,200,15,50,Skew,gammaN.s,1,0.96,0.326680485,0.364460357,0.192953315,0.401,0.032,0.003,0.015342817,0.017630272,0.449788075,0.405754641,0.427641337,0.41565845,0.420066222,0.428593009,0.427852471,0.432324346,0.454134446,0.427796323,0.388243309,0.38183235,0.37424728,-0.002610882,-0.001172485,-0.186369083,-0.1880296,-0.181853957,-0.19474636,-0.184339719,-0.196731189,-0.204474697,-0.175725522,-0.203705612,-0.186570745,-0.172897599,-0.170879426,-0.171614937,-0.115974389,-0.080798756,-0.235730226,-0.139010784,-0.232811899,-0.187824079,-0.231672416,-0.228775188,-0.220928922,-0.246846673,-0.232441468,-0.1664997,-0.187834291,-0.176321383,-0.210829543
10,2,200,15,50,Skew,ridgeI,1,0.99,21.24367464,0.642021287,0.301765305,1,0.28,0.225,0.022128462,0.024455442,0.713909279,0.75772875,0.73177108,0.764327167,0.751374461,0.772442315,0.769160944,0.743601912,0.728507382,0.700468932,0.720114654,0.682498286,0.747830245,-0.016423742,-0.017334899,-0.389640182,-0.407503275,-0.398979246,-0.411461925,-0.407664622,-0.414654901,-0.416817541,-0.401828609,-0.396276633,-0.380437324,-0.392759582,-0.380264935,-0.405313261,-0.286516903,-0.265569007,-0.271124931,-0.285933794,-0.306742458,-0.317208129,-0.308608497,-0.32630943,-0.259928437,-0.305433884,-0.294159443,-0.292699499,-0.341358104,-0.308250591,-0.356636465
