p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,300,15,50,Skew,fites,1,NA,0.054962191,0.302690655,0.213143806,0.801,0.036,0.002,0.012750954,0.014409608,0.349190321,0.392798975,0.338203841,0.340185043,0.38292789,0.368580997,0.354945116,0.3908967,0.320021136,0.360399888,0.325569533,0.305315186,0.28416464,-0.00044737,0.000325189,-0.006378837,0.003908429,0.00038145,-0.008028406,0.012675359,-0.001016851,-0.006840274,0.003548298,-0.025870567,-0.006412618,0.001382823,0.006972532,0.000951673,-0.066930963,-0.00171267,-0.210592771,-0.302446986,-0.214789842,-0.248122203,-0.299967977,-0.291960766,-0.267678423,-0.310015542,-0.168385122,-0.216441233,-0.223204368,-0.195992187,-0.17891603
10,2,300,15,50,Skew,fiteu,1,NA,0.054962191,0.302690655,0.306675967,0.801,0.143,0.006,0.012750954,0.014409608,0.349190321,0.392798975,0.338203841,0.340185043,0.38292789,0.368580997,0.354945116,0.3908967,0.320021136,0.360399888,0.325569533,0.305315186,0.28416464,-0.00044737,0.000325189,-0.006378837,0.003908429,0.00038145,-0.008028406,0.012675359,-0.001016851,-0.006840274,0.003548298,-0.025870567,-0.006412618,0.001382823,0.006972532,0.000951673,-0.091403725,-0.0288283,-0.311820353,-0.404677262,-0.315198819,-0.341592612,-0.418492928,-0.39634396,-0.371805471,-0.410658198,-0.274353508,-0.312532328,-0.328012826,-0.303395339,-0.291023873
10,2,300,15,50,Skew,fitos,1,NA,0.054962191,0.302690655,0.06106012,0.801,0.036,0.006,0.012750954,0.014409608,0.349190321,0.392798975,0.338203841,0.340185043,0.38292789,0.368580997,0.354945116,0.3908967,0.320021136,0.360399888,0.325569533,0.305315186,0.28416464,-0.00044737,0.000325189,-0.006378837,0.003908429,0.00038145,-0.008028406,0.012675359,-0.001016851,-0.006840274,0.003548298,-0.025870567,-0.006412618,0.001382823,0.006972532,0.000951673,-0.01916005,0.052807213,-0.030269759,-0.135258913,-0.03934657,-0.08458812,-0.088159094,-0.099362419,-0.089896407,-0.12654155,0.010310079,-0.042638583,-0.070822972,-0.015946619,-0.010793447
10,2,500,15,50,Norm,gammaN.model,1,1,0.10071052,0.070222243,0.020227457,0.058,0.061,0.044,0.009194203,0.010796178,0.085822359,0.081325575,0.078079262,0.074593581,0.07074825,0.069515695,0.073076101,0.078433858,0.085521306,0.09713925,0.070876883,0.104487309,0.063723828,0.000335665,-0.000193139,-0.002703007,-0.004806693,-0.005698573,-0.004780041,0.002085807,-0.002268392,-0.002227927,-0.000762083,-0.00592799,-0.001975951,-0.002018706,-0.002169951,-0.003915248,0.012953739,0.040140397,0.059988516,0.000725911,-0.035471637,-0.037866444,-0.008522645,0.014162902,-0.005988353,-0.018691734,-0.007755896,-0.009469879,-0.029196403,-0.015572891,0.006904513
10,2,500,15,50,Norm,gammaN.s,1,0.95,0.10044236,0.079395835,0.032494704,0.057,0.064,0.055,0.009375415,0.010910582,0.094795351,0.092446427,0.089615571,0.086563941,0.081098655,0.08212852,0.084142883,0.089017531,0.096755019,0.105267638,0.08029731,0.113437593,0.075085085,0.000345253,-0.000150246,-0.034193102,-0.037923886,-0.04024842,-0.038521487,-0.033304612,-0.037559429,-0.036254835,-0.035181643,-0.039684765,-0.033375163,-0.031634002,-0.03324558,-0.035455801,-0.01894342,0.015910431,0.039890449,-0.018720995,-0.041609491,-0.059271357,-0.039184416,-0.016923761,-0.027187464,-0.044329537,-0.024725394,-0.025733734,-0.056124886,-0.043976553,-0.014888666
10,2,500,15,50,Norm,ridgeI,1,0.99,8.754004795,0.080290847,0.10758283,1,0.159,0.144,0.009751223,0.011356534,0.096206841,0.09245293,0.090187515,0.086260525,0.081798872,0.082434755,0.083462194,0.088720722,0.098201003,0.107840834,0.08237359,0.115935596,0.077379576,0.000257926,-0.000335769,-0.028674521,-0.034384038,-0.035537669,-0.034423232,-0.02945167,-0.032791946,-0.031972055,-0.03139122,-0.036087448,-0.030240755,-0.030484738,-0.032636312,-0.034789028,-0.094689169,-0.062209941,-0.058391538,-0.091977932,-0.131023719,-0.133902485,-0.124772791,-0.109739661,-0.099215851,-0.114547058,-0.113017086,-0.113075157,-0.1394189,-0.118833163,-0.108927997
10,2,500,15,50,Norm,ridgeD,1,0,0.115171938,0.083528179,0.137407291,0.192,0.192,0.192,0.010011237,0.011607051,0.100834836,0.09679321,0.094789719,0.090642504,0.086235593,0.086771448,0.087631536,0.092785365,0.102601786,0.112241594,0.083810193,0.117912614,0.078253994,0.000253267,-0.000288987,-0.032828017,-0.038641859,-0.040358406,-0.038488915,-0.034016717,-0.036852849,-0.036256687,-0.03551513,-0.039987771,-0.034408952,-0.030897824,-0.032469981,-0.03475022,-0.124040804,-0.088868059,-0.096974801,-0.124597581,-0.161345618,-0.167423483,-0.158840469,-0.144822661,-0.131243878,-0.145038029,-0.14540298,-0.143659775,-0.159918087,-0.141273987,-0.127659161
10,2,500,15,50,Norm,gls.model,1,1,0.10071052,0.070222243,0.02164814,0.058,0.061,0.044,0.009194203,0.010796178,0.085822359,0.081325575,0.078079262,0.074593581,0.07074825,0.069515695,0.073076101,0.078433858,0.085521306,0.09713925,0.070876883,0.104487309,0.063723828,0.000335665,-0.000193139,-0.002703007,-0.004806693,-0.005698573,-0.004780041,0.002085807,-0.002268392,-0.002227927,-0.000762083,-0.00592799,-0.001975951,-0.002018706,-0.002169951,-0.003915248,0.012953739,0.040140397,0.059988516,0.000725911,-0.035471637,-0.037866444,-0.008522645,0.014162902,-0.005988353,-0.018691734,-0.007755896,-0.009469879,-0.029196403,-0.015572891,0.006904513
10,2,500,15,50,Norm,gls.s,1,1,0.100401039,0.079404517,0.027997729,0.057,0.059,0.05,0.009367933,0.010904664,0.09479523,0.092495608,0.08957435,0.086593862,0.08104732,0.082117999,0.084165738,0.08906375,0.096751022,0.105242387,0.080317274,0.11353706,0.07509356,0.000349831,-0.000143438,-0.034273873,-0.037883146,-0.040242366,-0.038569096,-0.033276057,-0.037585613,-0.0362679,-0.035159699,-0.039701394,-0.033307231,-0.03167886,-0.033294481,-0.035479746,-0.013423288,0.021335964,0.052848722,-0.011365913,-0.033040306,-0.049682777,-0.026364834,-0.006039437,-0.017822383,-0.034962334,-0.013972585,-0.0158537,-0.047764954,-0.034078615,-0.005878666
10,2,500,15,50,Norm,ls,1,1,3359.392113,0.33601009,0.990839378,1,0.205,0.046,0.009194316,0.010795598,0.160360752,0.216844171,0.296399699,0.365374886,0.457851133,0.528124695,0.571635466,0.675183335,0.741719354,0.767010949,0.07140786,0.104561195,0.063687935,0.000334427,-0.000193336,-0.005611926,-0.000803327,-0.008152561,0.002625721,-0.029742252,0.012397155,0.022420985,-0.028188739,0.013101445,-0.007126515,-0.001998652,-0.002247164,-0.003897522,-0.942775688,-0.97717649,-0.987159502,-0.991106228,-0.993674601,-0.995018773,-0.995913463,-0.996611397,-0.99687555,-0.997164426,-0.99743519,-0.99731286,-0.996518626,-0.998385798,-0.999462078
10,2,500,15,50,Norm,wls,1,0,0.115171938,0.083528179,0.137407291,0.192,0.192,0.192,0.010011237,0.011607051,0.100834836,0.09679321,0.094789719,0.090642504,0.086235593,0.086771448,0.087631536,0.092785365,0.102601786,0.112241594,0.083810193,0.117912614,0.078253994,0.000253267,-0.000288987,-0.032828017,-0.038641859,-0.040358406,-0.038488915,-0.034016717,-0.036852849,-0.036256687,-0.03551513,-0.039987771,-0.034408952,-0.030897824,-0.032469981,-0.03475022,-0.124040804,-0.088868059,-0.096974801,-0.124597581,-0.161345618,-0.167423483,-0.158840469,-0.144822661,-0.131243878,-0.145038029,-0.14540298,-0.143659775,-0.159918087,-0.141273987,-0.127659161
10,2,500,15,50,Norm,fites,1,NA,0.054962191,0.070167379,0.022679355,0.062,0.063,0.051,0.009195045,0.010795885,0.085759209,0.081178635,0.077806539,0.074423064,0.070813892,0.069333864,0.072918888,0.078213268,0.085570261,0.097404474,0.070888971,0.104480775,0.063727919,0.000336524,-0.000193404,-0.000828008,-0.002755976,-0.003664717,-0.002792061,0.004054784,-0.000159276,-9.55E-05,0.001274859,-0.003857016,-0.000116948,-0.00218899,-0.002063216,-0.003939172,0.011849856,0.039128428,0.051319965,-0.003609461,-0.038000287,-0.043659764,-0.016944076,0.008506658,-0.010858835,-0.022144586,-0.016766015,-0.019709365,-0.033281951,-0.02170609,0.002704987
10,2,500,15,50,Norm,fiteu,1,NA,0.054962191,0.070167379,0.031452461,0.062,0.061,0.051,0.009195045,0.010795885,0.085759209,0.081178635,0.077806539,0.074423064,0.070813892,0.069333864,0.072918888,0.078213268,0.085570261,0.097404474,0.070888971,0.104480775,0.063727919,0.000336524,-0.000193404,-0.000828008,-0.002755976,-0.003664717,-0.002792061,0.004054784,-0.000159276,-9.55E-05,0.001274859,-0.003857016,-0.000116948,-0.00218899,-0.002063216,-0.003939172,0.00410666,0.030722546,0.036435503,-0.018838525,-0.053961081,-0.058876626,-0.033929459,-0.008205599,-0.02684547,-0.038336246,-0.03242487,-0.033198985,-0.046697348,-0.036408796,-0.012799205
10,2,500,15,50,Norm,fitos,1,NA,0.054962191,0.070167379,0.034148921,0.062,0.052,0.037,0.009195045,0.010795885,0.085759209,0.081178635,0.077806539,0.074423064,0.070813892,0.069333864,0.072918888,0.078213268,0.085570261,0.097404474,0.070888971,0.104480775,0.063727919,0.000336524,-0.000193404,-0.000828008,-0.002755976,-0.003664717,-0.002792061,0.004054784,-0.000159276,-9.55E-05,0.001274859,-0.003857016,-0.000116948,-0.00218899,-0.002063216,-0.003939172,0.020009626,0.047289958,0.09696281,0.042655183,0.009843647,0.003291942,0.034915399,0.060865373,0.038071146,0.026207853,0.029911626,0.022531395,0.007273077,0.022755991,0.049648785
10,2,500,15,50,Elliptical,gammaN.model,1,0.97,0.183913662,0.109398109,0.054137857,0.884,0.046,0.005,0.008942646,0.01047566,0.13525373,0.129933755,0.12210796,0.113049532,0.111807647,0.113302232,0.117564173,0.120531265,0.134195885,0.149152211,0.110959979,0.156115593,0.107579363,0.000389546,-0.000128203,-0.032433987,-0.038140115,-0.035733222,-0.03572574,-0.032322838,-0.034823173,-0.032161007,-0.034102858,-0.036574464,-0.033296813,-0.035320843,-0.039958305,-0.039446919,0.010294711,0.038452981,-0.034229546,-0.065074428,-0.072733952,-0.030202343,-0.055675031,-0.055894558,-0.076670674,-0.055474094,-0.074550382,-0.077353014,-0.044016465,-0.062786714,-0.058658968
10,2,500,15,50,Elliptical,gammaN.s,1,1,0.189073549,0.132459502,0.310920576,0.88,0.032,0.004,0.009246914,0.010738446,0.158216238,0.156454646,0.149839809,0.143632732,0.139745416,0.142188401,0.146482967,0.148646791,0.160698543,0.172363022,0.134819983,0.179506188,0.134312436,0.00036782,-3.37E-05,-0.07125575,-0.078325396,-0.077860815,-0.078096701,-0.075440925,-0.078393418,-0.074906487,-0.076684237,-0.076298323,-0.069290591,-0.071248635,-0.078481461,-0.0768695,-0.013587309,0.022361138,-0.318490808,-0.356947636,-0.369388607,-0.35854733,-0.357537357,-0.357169467,-0.382012797,-0.351133571,-0.362567246,-0.359555709,-0.358699782,-0.324372757,-0.371437124
10,2,500,15,50,Elliptical,ridgeI,1,0.99,8.866173566,0.225189955,0.138948668,1,0.146,0.118,0.008791053,0.010442436,0.260308739,0.264963743,0.259131163,0.255954331,0.252794559,0.254902175,0.251597731,0.252081788,0.263764856,0.257708021,0.250882697,0.27730528,0.257220758,0.000320567,-0.000301799,-0.185683577,-0.192328126,-0.188551302,-0.189317081,-0.186802541,-0.188673042,-0.185355272,-0.184074059,-0.189889957,-0.180678868,-0.184756482,-0.189811614,-0.192315695,-0.07740287,-0.064277374,-0.108304197,-0.130588464,-0.180785087,-0.140671477,-0.168495493,-0.154936762,-0.154213889,-0.15134245,-0.134804759,-0.114980149,-0.188884001,-0.15675347,-0.15778958
10,2,500,15,50,Elliptical,ridgeD,1,0.01,0.037161902,0.202710906,0.085691514,0,0.13,0.058,0.008868592,0.010409273,0.179051832,0.171305031,0.158631323,0.149233212,0.174814109,0.204408497,0.240145164,0.321126425,0.403033617,0.450473386,0.171422306,0.222834614,0.174906204,0.000445086,-0.000148733,-0.102041843,-0.103938526,-0.093776256,-0.091491932,-0.092473979,-0.090378542,-0.081029038,-0.089013781,-0.082202311,-0.047747175,-0.118840227,-0.139570444,-0.125506343,-0.035196898,-0.011476401,-0.057164626,-0.079865223,-0.116136848,-0.021716073,-0.114213986,-0.08363582,-0.046420563,-0.094940684,-0.116622932,-0.074033667,-0.139885704,-0.142919431,-0.151143851
10,2,500,15,50,Elliptical,gls.model,1,1,0.214256219,0.12296534,0.09762249,0.914,0.05,0.004,0.009162105,0.010656354,0.155603522,0.143404622,0.13172972,0.125405028,0.124823251,0.127442092,0.137829304,0.131952064,0.154355264,0.171785642,0.12247598,0.177941197,0.119913954,0.000394624,-0.000111366,-0.001028256,-0.004962884,-0.003539657,-0.004073671,-0.000241863,-0.003713347,-0.000257655,-0.003698188,-0.004234438,-0.00235665,-0.006436405,-0.011492364,-0.009600417,0.013313365,0.049332556,-0.417160125,-0.433891969,-0.430440324,-0.429102396,-0.438555936,-0.447230444,-0.473931168,-0.41695033,-0.452713086,-0.441136675,-0.437724914,-0.418982473,-0.464197605
10,2,500,15,50,Elliptical,gls.s,1,1,0.189073549,0.132459502,0.071913613,0.88,0.032,0.004,0.009246914,0.010738446,0.158216238,0.156454646,0.149839809,0.143632732,0.139745416,0.142188401,0.146482967,0.148646791,0.160698543,0.172363022,0.134819983,0.179506188,0.134312436,0.00036782,-3.37E-05,-0.07125575,-0.078325396,-0.077860815,-0.078096701,-0.075440925,-0.078393418,-0.074906487,-0.076684237,-0.076298323,-0.069290591,-0.071248635,-0.078481461,-0.0768695,-0.013587309,0.022361138,-0.318490808,-0.356947636,-0.369388607,-0.35854733,-0.357537357,-0.357169467,-0.382012797,-0.351133571,-0.362567246,-0.359555709,-0.358699782,-0.324372757,-0.371437124
10,2,500,15,50,Elliptical,ls,1,1,8659.567978,0.538846445,0.992309375,1,0.201,0.027,0.009156465,0.010653086,0.271355955,0.376440815,0.475631923,0.588823542,0.755956618,0.807336903,0.92942076,1.051753637,1.119535671,1.266254565,0.123796576,0.175807093,0.120773073,0.000376607,-0.000106959,0.000233093,-0.006055353,-0.007850743,0.016074585,-0.062227232,0.020880644,0.038855036,-0.040708527,-0.000528673,0.017949139,-0.006743565,-0.01173524,-0.009523057,-0.942530963,-0.976875709,-0.992460782,-0.99484914,-0.996060369,-0.996948954,-0.997435065,-0.997801629,-0.998108583,-0.99815612,-0.99827784,-0.998412324,-0.997980048,-0.999028744,-0.999714356
10,2,500,15,50,Elliptical,wls,1,0,0.115655816,0.246961791,0.167750777,0.168,0.168,0.168,0.009021944,0.01066088,0.289045022,0.292516908,0.287399025,0.283632218,0.280401888,0.282457689,0.278762942,0.278093932,0.289957612,0.283398154,0.269333211,0.294457413,0.275288025,0.000311943,-0.000237793,-0.204707062,-0.210410953,-0.207253341,-0.207131233,-0.204836794,-0.206738349,-0.203340994,-0.201370832,-0.206929014,-0.198237376,-0.197484349,-0.201667522,-0.204336376,-0.110319721,-0.093368357,-0.144254107,-0.159074202,-0.208627992,-0.18124577,-0.203725235,-0.186198344,-0.185508556,-0.182954235,-0.169812346,-0.144665978,-0.201439122,-0.17241066,-0.172657022
10,2,500,15,50,Elliptical,fites,1,NA,0.054962191,0.122945446,0.099403107,0.916,0.039,0.004,0.009163015,0.010655917,0.155608556,0.143422769,0.131614079,0.125482293,0.124774249,0.127285935,0.137839623,0.131640653,0.154461159,0.171877817,0.122506292,0.177938047,0.119911288,0.000395318,-0.00011154,0.000944528,-0.00290503,-0.001515604,-0.002162806,0.0016972,-0.001608876,0.001890435,-0.00166384,-0.002167879,-0.000444826,-0.0066036,-0.011381977,-0.009626931,0.012203051,0.048324726,-0.102520701,-0.100503669,-0.087507741,-0.080141148,-0.094218269,-0.115430946,-0.154747595,-0.082244008,-0.139431921,-0.136929113,-0.090001329,-0.121547468,-0.125294914
10,2,500,15,50,Elliptical,fiteu,1,NA,0.054962191,0.122945446,0.200567627,0.916,0.134,0.021,0.009163015,0.010655917,0.155608556,0.143422769,0.131614079,0.125482293,0.124774249,0.127285935,0.137839623,0.131640653,0.154461159,0.171877817,0.122506292,0.177938047,0.119911288,0.000395318,-0.00011154,0.000944528,-0.00290503,-0.001515604,-0.002162806,0.0016972,-0.001608876,0.001890435,-0.00166384,-0.002167879,-0.000444826,-0.0066036,-0.011381977,-0.009626931,-0.005439931,0.029379754,-0.210180878,-0.222954306,-0.212516448,-0.207901457,-0.226434926,-0.237060952,-0.274243899,-0.203723937,-0.253412603,-0.238510306,-0.206473493,-0.232932695,-0.24734882
10,2,500,15,50,Elliptical,fitos,1,NA,0.054962191,0.122945446,0.108010443,0.916,0.008,0,0.009163015,0.010655917,0.155608556,0.143422769,0.131614079,0.125482293,0.124774249,0.127285935,0.137839623,0.131640653,0.154461159,0.171877817,0.122506292,0.177938047,0.119911288,0.000395318,-0.00011154,0.000944528,-0.00290503,-0.001515604,-0.002162806,0.0016972,-0.001608876,0.001890435,-0.00166384,-0.002167879,-0.000444826,-0.0066036,-0.011381977,-0.009626931,0.050220097,0.088689897,0.105227655,0.130999251,0.147491825,0.165070541,0.152047141,0.113850395,0.06498214,0.147948594,0.073107174,0.053630541,0.124141202,0.100607312,0.102142882
10,2,500,15,50,Skew,gammaN.model,1,0.94,0.157233377,0.197032105,0.110815167,0.721,0.035,0.002,0.009454354,0.011294254,0.247255302,0.231226411,0.225098206,0.220472495,0.22291761,0.219213443,0.222751939,0.236687341,0.244801638,0.23613887,0.216729928,0.203128194,0.208311588,-0.002091457,-0.00185282,-0.078632982,-0.077255315,-0.07014262,-0.066999013,-0.077466816,-0.069901537,-0.069927731,-0.072498471,-0.082228968,-0.079969814,-0.071123437,-0.067300573,-0.074891747,-0.050766272,-0.053984688,-0.14969052,-0.118061554,-0.113462324,-0.11527555,-0.12336546,-0.107631955,-0.120040172,-0.140713507,-0.151002577,-0.088365657,-0.117585106,-0.084328582,-0.127953584
10,2,500,15,50,Skew,gammaN.s,1,0.96,0.147379371,0.217471531,0.11910557,0.637,0.034,0.001,0.009517638,0.011429748,0.272932608,0.253088947,0.246802306,0.243063714,0.246069899,0.243021837,0.244065675,0.270204222,0.273089433,0.257229924,0.238204731,0.226582609,0.226769675,-0.00147227,-0.001279659,-0.107701028,-0.104236107,-0.099946364,-0.096586466,-0.104112528,-0.098681856,-0.098158633,-0.097400798,-0.106996484,-0.108855657,-0.096998772,-0.093725697,-0.1001659,-0.062586983,-0.064805713,-0.157099762,-0.117382066,-0.110564212,-0.113721768,-0.126578036,-0.113035807,-0.117929304,-0.183663735,-0.174278794,-0.08249001,-0.131456034,-0.105412597,-0.125578734
10,2,500,15,50,Skew,ridgeI,1,0.99,8.389367787,0.360847622,0.18284117,1,0.122,0.094,0.013020975,0.01475256,0.409296291,0.409711031,0.41682805,0.417602394,0.428763278,0.421299566,0.417607457,0.422103563,0.420006954,0.409107122,0.402280215,0.392771302,0.417563567,-0.00923817,-0.009623273,-0.259457122,-0.261298005,-0.268468067,-0.26894845,-0.277296125,-0.270207616,-0.267589757,-0.270699287,-0.265162,-0.258219806,-0.260618364,-0.256809381,-0.268835677,-0.148019573,-0.162744239,-0.173058077,-0.195290135,-0.167424227,-0.186672338,-0.177190255,-0.210939932,-0.204724962,-0.174100185,-0.206540185,-0.168096336,-0.171474495,-0.157346058,-0.238996559
10,2,500,15,50,Skew,ridgeD,1,0.01,0.029217467,0.303049746,0.129741148,0,0.155,0.05,0.010607893,0.012477675,0.268574649,0.239710448,0.232815244,0.244480788,0.279405387,0.323072528,0.422775198,0.470126798,0.535390218,0.668910099,0.281966381,0.278470862,0.276962026,-0.005000829,-0.005339352,-0.142012261,-0.128771461,-0.120079466,-0.123032819,-0.123361792,-0.10704877,-0.131418831,-0.083688778,-0.100450538,-0.051639178,-0.15447951,-0.159997337,-0.158312658,-0.10806562,-0.110164953,-0.150767335,-0.129268447,-0.140596647,-0.113677965,-0.102327194,-0.098970483,-0.11836472,-0.10221652,-0.02741735,-0.1193363,-0.21196734,-0.190085247,-0.222891096
10,2,500,15,50,Skew,gls.model,1,1,0.195438079,0.237939131,0.1812864,0.829,0.042,0.002,0.009672471,0.011562194,0.285635429,0.277627874,0.247041358,0.275435262,0.269386503,0.256437025,0.254174126,0.360951613,0.322084762,0.259091938,0.257195327,0.247592668,0.235198416,-0.000618401,-0.000356411,-0.011885816,-0.008545221,-0.004493802,0.010463676,-0.003067218,0.001948262,-0.000547038,0.013834124,-0.012388092,-0.022327856,-0.007200525,-0.00357225,-0.01100712,-0.044141795,-0.037241134,-0.684463431,-0.709673791,-0.698006094,-0.74155481,-0.740650217,-0.726576494,-0.716058709,-0.788810137,-0.739225226,-0.629656119,-0.733252609,-0.589177107,-0.727535439
10,2,500,15,50,Skew,gls.s,1,1,0.175943103,0.228011366,0.144657114,0.801,0.031,0,0.009631452,0.011583919,0.287059793,0.261624493,0.250255289,0.256072064,0.257079234,0.249695444,0.252157829,0.308697874,0.303074211,0.260416437,0.246744721,0.237826023,0.228251715,-0.000576683,-0.00038543,-0.079990438,-0.075823844,-0.073134271,-0.064753746,-0.072939809,-0.069254074,-0.068856673,-0.062848058,-0.077249481,-0.084885312,-0.070340035,-0.066767897,-0.072710675,-0.056212236,-0.05452532,-0.657683797,-0.663468967,-0.674034233,-0.699955776,-0.703849443,-0.694678588,-0.689598003,-0.736780216,-0.701290825,-0.592935278,-0.698292656,-0.536792712,-0.691895801
10,2,500,15,50,Skew,ls,1,1,7823.596108,0.56777423,0.992884944,1,0.172,0.018,0.009632722,0.011551538,0.362779775,0.405574051,0.481913524,0.626603902,0.740244778,0.845191876,1.00408956,1.099546428,1.078457514,1.106716325,0.259284113,0.249455088,0.235572263,-4.65E-05,-0.000350246,-0.012626993,-0.0060821,0.013753255,0.019272936,-0.010330009,0.001060281,-0.097780161,0.01255317,-0.003890844,0.071967688,-0.007962831,-0.002786808,-0.011240102,-0.945394782,-0.97866033,-0.994283734,-0.995219091,-0.996193601,-0.99714164,-0.997527315,-0.9978592,-0.997973892,-0.998330295,-0.998206198,-0.998271978,-0.999035369,-0.999323142,-0.999853597
10,2,500,15,50,Skew,wls,1,0,0.116991714,0.409192301,0.21106843,0.201,0.201,0.201,0.013943483,0.015192088,0.485814877,0.475515476,0.478318213,0.472972938,0.48628203,0.478100536,0.476718541,0.480727809,0.481178315,0.490497468,0.433522813,0.421634766,0.447465168,-0.010211327,-0.009871342,-0.306304026,-0.304822195,-0.308170366,-0.307761801,-0.313838989,-0.309418622,-0.307833037,-0.308807279,-0.307207191,-0.308986008,-0.276846983,-0.272397729,-0.283911523,-0.185965345,-0.199823699,-0.215567332,-0.210722905,-0.205117107,-0.18463285,-0.230612205,-0.229200107,-0.228335866,-0.211908133,-0.202218035,-0.189683946,-0.210949285,-0.188823271,-0.272466358
10,2,500,15,50,Skew,fites,1,NA,0.054962191,0.238101251,0.183671037,0.836,0.038,0.002,0.009672257,0.011562227,0.285714555,0.27796822,0.247121936,0.275787963,0.269674216,0.25669891,0.254555264,0.361594955,0.322001951,0.259144109,0.257255826,0.24756283,0.235203553,-0.00061563,-0.000356159,-0.009958481,-0.00656812,-0.002392691,0.012573754,-0.000996394,0.004009833,0.001376852,0.015876919,-0.010220781,-0.020458216,-0.007375452,-0.003460897,-0.011031485,-0.045097967,-0.038207921,-0.201692149,-0.206439426,-0.138050689,-0.20817329,-0.213177384,-0.163127164,-0.165518299,-0.355203605,-0.299597828,-0.129540057,-0.206396152,-0.199524711,-0.185318909
10,2,500,15,50,Skew,fiteu,1,NA,0.054962191,0.238101251,0.25204169,0.836,0.096,0.006,0.009672257,0.011562227,0.285714555,0.27796822,0.247121936,0.275787963,0.269674216,0.25669891,0.254555264,0.361594955,0.322001951,0.259144109,0.257255826,0.24756283,0.235203553,-0.00061563,-0.000356159,-0.009958481,-0.00656812,-0.002392691,0.012573754,-0.000996394,0.004009833,0.001376852,0.015876919,-0.010220781,-0.020458216,-0.007375452,-0.003460897,-0.011031485,-0.060877467,-0.053801967,-0.27525863,-0.28363455,-0.212113776,-0.295774232,-0.291303733,-0.247637288,-0.241604293,-0.433824172,-0.363286192,-0.201501417,-0.28319831,-0.2732865,-0.263522821
10,2,500,15,50,Skew,fitos,1,NA,0.054962191,0.238101251,0.074190269,0.836,0.03,0.001,0.009672257,0.011562227,0.285714555,0.27796822,0.247121936,0.275787963,0.269674216,0.25669891,0.254555264,0.361594955,0.322001951,0.259144109,0.257255826,0.24756283,0.235203553,-0.00061563,-0.000356159,-0.009958481,-0.00656812,-0.002392691,0.012573754,-0.000996394,0.004009833,0.001376852,0.015876919,-0.010220781,-0.020458216,-0.007375452,-0.003460897,-0.011031485,-0.0143963,-0.003611349,-0.080632556,-0.090024112,-0.024363342,-0.053277401,-0.094996041,-0.025250304,-0.042335488,-0.216808105,-0.20141106,-0.01451793,-0.099460395,-0.077900046,-0.073869606
10,2,1000,15,50,Norm,gammaN.model,1,1,0.050077033,0.049607631,0.019144557,0.049,0.049,0.043,0.006592318,0.007744245,0.061125789,0.057199376,0.053148477,0.051060294,0.050283073,0.048953289,0.050356433,0.057491025,0.061216678,0.068324187,0.050295291,0.074830576,0.045493412,-5.96E-05,-0.000190868,-0.002768193,-0.004287631,-0.001727601,-0.003361385,0.001746606,-0.002579959,-0.001157805,-0.000831441,-0.001456604,-0.001530303,-0.002962482,-0.004130281,-0.003045293,-0.001788173,0.025687721,0.053732022,0.007385388,-0.00089884,-0.006252009,-0.013498469,0.019165164,0.019646375,-0.053043609,-0.022897798,-0.003477602,-0.031459199,-0.025428341,-0.002807651
10,2,1000,15,50,Norm,gammaN.s,1,0.97,0.050085836,0.05300188,0.024265359,0.048,0.05,0.046,0.006619219,0.007767237,0.064379375,0.061479414,0.056909426,0.056443964,0.053782953,0.053438251,0.05428116,0.061023914,0.065376102,0.071534324,0.053732506,0.078243083,0.050017267,-5.11E-05,-0.00018591,-0.018355021,-0.021056635,-0.019073478,-0.020699338,-0.015739372,-0.020003342,-0.01824586,-0.017852288,-0.018894163,-0.01750749,-0.017638561,-0.019360824,-0.018605232,-0.011039747,0.017093933,0.047945224,0.004398179,-0.00054349,-0.026099644,-0.030950674,0.014854796,0.012513564,-0.059718195,-0.036897454,-0.013481048,-0.036635824,-0.034916424,-0.016892181
